,TSEN34 (79042)
ACH-000004,-0.4341808041512639
ACH-000005,-0.1788197012076429
ACH-000007,-0.7311348453506482
ACH-000009,-0.4856286231812839
ACH-000011,-0.5296193540853299
ACH-000012,-0.5238386680963908
ACH-000013,-0.4788090135637858
ACH-000014,-0.7672193687286751
ACH-000015,-0.628467202412165
ACH-000017,-0.5622169371609843
ACH-000018,-0.6841512267706503
ACH-000019,-0.5242789075527908
ACH-000021,-0.5567776155788967
ACH-000022,-0.554456193784134
ACH-000025,-0.4948915029831019
ACH-000028,-0.4702903099030787
ACH-000030,-0.6454139982434373
ACH-000035,-0.5135057466963204
ACH-000036,-0.5986182508561766
ACH-000037,-0.6101085065330346
ACH-000039,-0.5985614890711112
ACH-000040,-0.5683749154512598
ACH-000041,-0.7353547620785699
ACH-000042,-0.6085573300056216
ACH-000045,-0.6057559524178737
ACH-000047,-0.3221949059108671
ACH-000052,-0.7354962937163924
ACH-000053,-0.7995498174346096
ACH-000054,-0.4297319297519034
ACH-000055,-0.8546853995190488
ACH-000060,-0.5784325274717341
ACH-000067,-0.7323161605594772
ACH-000070,-0.557947544201309
ACH-000075,-0.35814300047416137
ACH-000078,-0.310441475883447
ACH-000082,-0.5772913066617299
ACH-000085,-0.6430961469865875
ACH-000086,-0.5844502340372294
ACH-000087,-0.3726371138250901
ACH-000092,-0.6387104696940649
ACH-000095,-0.4330372933701223
ACH-000097,-0.3735153668556992
ACH-000098,-0.6527378361827513
ACH-000099,-0.3881479116352044
ACH-000108,-0.5391801378942819
ACH-000113,-0.4929838839721154
ACH-000116,-0.5355401381271683
ACH-000118,-0.6485176503112892
ACH-000120,-0.5996579742223003
ACH-000123,-0.4868908134557948
ACH-000127,-0.4757600925930882
ACH-000128,-0.4320402043572635
ACH-000132,-0.5432808239182885
ACH-000133,-0.755509020845498
ACH-000137,-0.6303339074339105
ACH-000138,-0.6533905737616171
ACH-000142,-0.5835606552008974
ACH-000143,-0.6130670834814229
ACH-000146,-0.5453759757424654
ACH-000148,-0.4737797829837412
ACH-000150,-0.5070473020907482
ACH-000152,-0.8665993767297043
ACH-000153,-0.5228537840454841
ACH-000159,-0.5123037441482187
ACH-000160,-0.4796304202820755
ACH-000163,-0.5862620930513797
ACH-000167,-0.8934689249905491
ACH-000168,-0.6368352668747987
ACH-000169,-0.5786868465037746
ACH-000178,-0.6946658014553281
ACH-000183,-0.6114684595793324
ACH-000188,-0.6849066843400821
ACH-000189,-0.4724919556171863
ACH-000190,-0.7764491110683169
ACH-000198,-0.3144896532728085
ACH-000203,-0.20259292645100066
ACH-000204,-0.5909725501210341
ACH-000206,-0.5495920278483368
ACH-000207,-0.4475029731714725
ACH-000208,-0.7187147019608415
ACH-000210,-0.6026443943418842
ACH-000211,-0.5934845345789379
ACH-000215,-0.5939850384756026
ACH-000221,-0.5556267464361097
ACH-000222,-0.44708427627709424
ACH-000223,-0.4486367886296677
ACH-000226,-0.4367862529411665
ACH-000227,-0.11178618240467836
ACH-000228,-0.5114431451294382
ACH-000231,-0.6739284493275698
ACH-000232,-0.3447039057582929
ACH-000233,-0.5576217777695404
ACH-000234,-0.5346697600929449
ACH-000235,-0.6116145025141412
ACH-000237,-0.656967692486626
ACH-000238,-0.4411844640963068
ACH-000242,-0.29065703218183564
ACH-000243,-0.6230062801166221
ACH-000244,-0.631443176193321
ACH-000246,-0.6000317004324499
ACH-000248,-0.6767312786747243
ACH-000250,-0.4685683252703906
ACH-000251,-0.9967338959829166
ACH-000252,-0.26162043692623577
ACH-000253,-0.7285340644034018
ACH-000255,-0.692062457217707
ACH-000256,-0.5693052736723728
ACH-000257,-0.4896524405381864
ACH-000258,-0.5389241101503787
ACH-000259,-0.5165254288291306
ACH-000260,-0.6571974009572077
ACH-000261,-0.48297667178337
ACH-000262,-0.41566021826921146
ACH-000263,-0.18001509355960166
ACH-000264,-0.31801248312958424
ACH-000265,-0.556475306069635
ACH-000266,-0.4432461809982703
ACH-000272,-0.6767876356844084
ACH-000274,-0.5064411899272429
ACH-000277,-0.7150724073773265
ACH-000278,-0.6749222511619782
ACH-000279,-0.4323131781115272
ACH-000280,-0.5387352937611113
ACH-000281,-0.5303984268505779
ACH-000288,-0.4495706323943024
ACH-000291,-0.4349192956484296
ACH-000293,-0.687668946007845
ACH-000294,-0.6558855589145811
ACH-000295,-0.4457317269811519
ACH-000296,-0.5219804878239275
ACH-000302,-0.6178331457225987
ACH-000304,-0.7536514893049134
ACH-000307,-0.6378664287057784
ACH-000308,-0.865758445038985
ACH-000310,-0.2516343115477614
ACH-000311,-0.425636124803471
ACH-000312,-0.6425994927592745
ACH-000315,-0.5705191493582035
ACH-000316,-0.616902172772372
ACH-000317,-0.4284039219034248
ACH-000318,-0.4756724358580773
ACH-000319,-0.7114017057616222
ACH-000320,-0.5071570736039265
ACH-000322,-0.5089974732925301
ACH-000323,-0.7212704858783829
ACH-000324,-0.4773503399260814
ACH-000329,-0.6284707166760908
ACH-000330,-0.6149605879442096
ACH-000331,-0.6035096434555396
ACH-000332,-0.7234494408607883
ACH-000334,-0.40565118275029305
ACH-000335,-0.3707265709539193
ACH-000336,-0.6043293725288601
ACH-000337,-0.3780418309395195
ACH-000338,-0.8646028042924432
ACH-000339,-0.6440335355879483
ACH-000341,-0.32969092382840803
ACH-000348,-0.6339660132933354
ACH-000350,-0.3919379998151119
ACH-000352,-0.5670095886869005
ACH-000356,-0.6566737295728566
ACH-000361,-0.5834893364328316
ACH-000362,-0.3910517135269089
ACH-000363,-0.5640742105377493
ACH-000364,-0.6026012958679067
ACH-000365,-0.4942002874999029
ACH-000366,-0.6030793129835449
ACH-000368,-0.7474478669062167
ACH-000374,-0.4071441252766652
ACH-000375,-0.44462964956096795
ACH-000376,-0.5603154418055977
ACH-000381,-0.7826898555925853
ACH-000383,-0.3958498002277338
ACH-000387,-0.4050910288449975
ACH-000389,-0.5348535072423356
ACH-000390,-0.3726104067401542
ACH-000393,-0.4553858935330888
ACH-000395,-0.5379302171356731
ACH-000396,-0.44072687684178585
ACH-000397,-0.7427996484031957
ACH-000401,-0.3843750667862783
ACH-000402,-0.8213074402845587
ACH-000403,-0.3676635568868133
ACH-000404,-0.5371971252700327
ACH-000406,-0.5287936532072589
ACH-000407,-0.5915549856568477
ACH-000408,-0.7249180883393598
ACH-000410,-0.7402910524067677
ACH-000411,-0.6135698534758894
ACH-000414,-0.5209370484008415
ACH-000415,-0.5343295152967882
ACH-000416,-0.622463195531697
ACH-000420,-0.6065742990067514
ACH-000421,-0.4898270070585922
ACH-000424,-0.3693986079929095
ACH-000425,-0.4169507178204146
ACH-000426,-0.34909886504274623
ACH-000427,-0.2348969031426741
ACH-000433,-0.6981719822350007
ACH-000435,-0.5695328417043029
ACH-000436,-0.4530931472300568
ACH-000444,-0.5641961564208302
ACH-000445,-0.7269933002352295
ACH-000448,-0.4551741088604031
ACH-000450,-0.7651562432240264
ACH-000452,-0.407948457020238
ACH-000454,-0.5804705707094979
ACH-000458,-0.8118165042524947
ACH-000459,-0.480888628305579
ACH-000460,-0.5458168647947989
ACH-000461,-0.399571086933475
ACH-000463,-0.7171953796423874
ACH-000464,-0.5765606870087621
ACH-000466,-0.4319199043581587
ACH-000467,-0.6068770901100625
ACH-000468,-0.4155767687088058
ACH-000469,-0.4599867135162597
ACH-000470,-0.37830559971894606
ACH-000471,-0.4446667667334439
ACH-000472,-0.5122784677799261
ACH-000473,-0.7169021416021091
ACH-000475,-0.4473259544141551
ACH-000476,-0.5164590145242244
ACH-000477,-0.5645821028101276
ACH-000479,-0.7533621291570871
ACH-000480,-0.5869313079744781
ACH-000481,-0.4944582300097096
ACH-000483,-0.5179800451983001
ACH-000484,-0.5832616843868514
ACH-000485,-0.6181448617541602
ACH-000486,-0.5180650138458455
ACH-000487,-0.31184589040780863
ACH-000488,-0.6188251441728176
ACH-000490,-0.6190838472101668
ACH-000491,-0.5853006877488887
ACH-000495,-0.7667884794915883
ACH-000496,-0.39104329411992217
ACH-000499,-0.5884935001419386
ACH-000500,-0.5177782786377914
ACH-000502,-0.532218020323875
ACH-000503,-0.5435792659750965
ACH-000505,-0.5772049512098559
ACH-000507,-0.579310176565395
ACH-000510,-0.6197837691682699
ACH-000511,-0.6079272083523284
ACH-000512,-0.4730981202723487
ACH-000516,-0.7399216787367858
ACH-000517,-0.425248046079424
ACH-000518,-0.5823186634581152
ACH-000520,-0.5152562344083734
ACH-000521,-0.6449940506488476
ACH-000522,-0.4447375642507901
ACH-000524,-0.4869619802023557
ACH-000527,-0.5243621991114283
ACH-000528,-0.4120453129498852
ACH-000537,-0.6971333864452951
ACH-000541,-0.5566139191613693
ACH-000542,-0.4143587107628369
ACH-000544,-0.5646385826509612
ACH-000545,-0.4572573230479595
ACH-000547,-0.7470113894776323
ACH-000548,-0.6976291026973636
ACH-000549,-0.41611598628670704
ACH-000550,-0.5113328531936098
ACH-000552,-0.6758251120182517
ACH-000556,-0.21100398181515284
ACH-000557,-0.4426107556322707
ACH-000569,-0.27450607405031674
ACH-000570,-0.5451406454658428
ACH-000571,-0.3885647735500906
ACH-000573,-0.49344318580190005
ACH-000576,-0.6573580348780476
ACH-000579,-0.5947636722623096
ACH-000580,-0.6165169290470467
ACH-000584,-0.4053530236491128
ACH-000585,-0.7846906508989658
ACH-000588,-0.7832677027280811
ACH-000589,-0.4914615309237106
ACH-000591,-0.5703275556799073
ACH-000593,-0.576027203258864
ACH-000600,-0.6460258778891236
ACH-000601,-0.32202038870739824
ACH-000605,-0.7327330503400772
ACH-000606,-0.5537639918622664
ACH-000608,-0.2811668999180301
ACH-000614,-0.4787623878396207
ACH-000616,-0.7700941213218311
ACH-000618,-0.5720974157068017
ACH-000619,-0.5791889114178722
ACH-000620,-0.454483789704406
ACH-000621,-0.2351911842045959
ACH-000622,-0.4460395710662789
ACH-000623,-0.5819804719086653
ACH-000624,-0.5131062262744358
ACH-000627,-0.5915662465418725
ACH-000630,-0.5906058673346535
ACH-000631,-0.5923882473633968
ACH-000632,-0.614174585449171
ACH-000633,-0.2461696050857136
ACH-000637,-0.54122820611681
ACH-000638,-0.6992594848101346
ACH-000646,-0.5625197708014545
ACH-000647,-0.4198436154002459
ACH-000648,-0.3818956885577136
ACH-000649,-0.6293104417035446
ACH-000651,-0.5297842677109018
ACH-000652,-0.7282752549094906
ACH-000653,-0.4011194649033404
ACH-000657,-0.4807736575055365
ACH-000658,-0.44321069591815504
ACH-000661,-0.7036324775895144
ACH-000662,-0.3736038788687763
ACH-000663,-0.6367482929814462
ACH-000665,-0.5522645200263026
ACH-000671,-0.4898496772052658
ACH-000672,-0.7988226760034977
ACH-000673,-0.4500464714999904
ACH-000676,-0.561179846889104
ACH-000677,-0.3489216458024872
ACH-000681,-0.5573722876207049
ACH-000683,-0.40943055798686695
ACH-000684,-0.6463953454607781
ACH-000688,-0.6151267919031762
ACH-000693,-0.4822524040237013
ACH-000694,-0.6414648277846298
ACH-000695,-0.22067239507222425
ACH-000696,-0.7194868439004359
ACH-000697,-0.418168995628791
ACH-000699,-0.5024251313999781
ACH-000701,-0.4411206115559127
ACH-000706,-0.7515967841260438
ACH-000711,-0.4636011682310222
ACH-000713,-0.5163647051003599
ACH-000714,-0.6701435881155752
ACH-000718,-0.355383762047695
ACH-000720,-0.7076575409402209
ACH-000721,-0.4601686614446761
ACH-000724,-0.7027333813953415
ACH-000725,-0.31827272178792315
ACH-000732,-0.6504980100398713
ACH-000734,-0.5362653091211511
ACH-000735,-0.6309897333101703
ACH-000736,-0.4474213591936745
ACH-000738,-0.6740711037582697
ACH-000746,-0.34195067184263056
ACH-000747,-0.6231849778767224
ACH-000748,-0.7186519659507743
ACH-000753,-0.4806456559541443
ACH-000756,-0.5835615407149307
ACH-000757,-0.4443178645492895
ACH-000758,-0.5061913001200279
ACH-000760,-0.5424809781755842
ACH-000762,-0.6575045869417284
ACH-000763,-0.6939535467748125
ACH-000764,-0.6716048601037778
ACH-000765,-0.8463184097574272
ACH-000766,-0.6292318933862968
ACH-000767,-0.07022375319811879
ACH-000768,-0.7302180206842958
ACH-000769,-0.5933374163135636
ACH-000770,-0.4091509567635014
ACH-000771,-0.6656262027377632
ACH-000773,-0.3709374036549733
ACH-000776,-0.5976572072671642
ACH-000777,-0.4736793103907722
ACH-000778,-0.6893050098932864
ACH-000781,-0.5028442602017351
ACH-000782,-0.6573983702062747
ACH-000783,-0.3142440371193441
ACH-000784,-0.6148942163141896
ACH-000785,-0.28228775319996
ACH-000787,-0.6705146684486798
ACH-000788,-0.5080354657280584
ACH-000791,-0.6991737395082248
ACH-000792,-0.8384880889602496
ACH-000794,-0.5575348333148541
ACH-000796,-0.4399497742379901
ACH-000798,-0.5067178154989163
ACH-000799,-0.6146791889400187
ACH-000800,-0.4780555121081328
ACH-000802,-0.3910304626412641
ACH-000804,-0.4868820997854361
ACH-000805,-0.4352246965868448
ACH-000809,-0.4046149837749086
ACH-000810,-0.7767041973646447
ACH-000811,-0.6466954196981709
ACH-000817,-0.7702221968470885
ACH-000819,-0.7572470140664094
ACH-000820,-0.6533713864984034
ACH-000821,-0.7233114214754067
ACH-000822,-0.7012569418251052
ACH-000823,-0.6445867427943497
ACH-000824,-0.451249194709766
ACH-000827,-0.6454396176985358
ACH-000829,-0.5229359245572552
ACH-000831,-0.5701051274007354
ACH-000832,-0.5910099717121632
ACH-000833,-0.4935658551855235
ACH-000834,-0.5817482250955558
ACH-000835,-0.6621290960885121
ACH-000836,-0.7018171937581235
ACH-000837,-0.6706670889767645
ACH-000838,-0.6190492877838668
ACH-000839,-0.7851974039817439
ACH-000840,-0.4802652121723194
ACH-000841,-0.6000051552418407
ACH-000843,-0.5072371401798571
ACH-000846,-0.5123241812852796
ACH-000847,-0.8565730064609477
ACH-000848,-0.6850417501504696
ACH-000849,-0.5628988032728695
ACH-000851,-0.5607508783579435
ACH-000855,-0.5349029441273863
ACH-000856,-0.44291608209399735
ACH-000858,-0.5650272469116625
ACH-000859,-0.6462182022348801
ACH-000861,-0.7323510979139822
ACH-000862,-0.5601589076057345
ACH-000865,-0.5717923053187957
ACH-000866,-0.652528663535115
ACH-000867,-0.2372686745035319
ACH-000869,-0.4754813991472061
ACH-000872,-0.7815758230186111
ACH-000873,-0.6681844188005229
ACH-000876,-0.3632384395978076
ACH-000878,-0.5449234089725553
ACH-000880,-0.2407390749514067
ACH-000881,-0.7429204219221713
ACH-000882,-0.6509000392721954
ACH-000884,-0.6654019193781742
ACH-000885,-0.4926359471545482
ACH-000887,-0.4649223748701892
ACH-000889,-0.3939536487952857
ACH-000896,-0.4824061081730364
ACH-000898,-0.2988676715594655
ACH-000900,-0.5509348949363956
ACH-000901,-0.7325089563907161
ACH-000905,-0.576842616019088
ACH-000906,-0.6419162221554391
ACH-000907,-0.697017429161724
ACH-000910,-0.3377014894655939
ACH-000911,-0.5561674679291229
ACH-000912,-0.6271810273347522
ACH-000913,-0.4206605532360535
ACH-000915,-0.6579388149740114
ACH-000916,-0.663356265697122
ACH-000917,-0.6466715286074707
ACH-000920,-0.3809097467039299
ACH-000921,-0.36841506723521533
ACH-000924,-0.5994432872798613
ACH-000926,-0.4416558943077828
ACH-000928,-0.6018992723602147
ACH-000929,-0.33436279874988833
ACH-000932,-0.6303049177707478
ACH-000935,-0.5019777113080622
