,COPE (11316)
ACH-000004,-0.8604784841665809
ACH-000005,-0.7004516998068779
ACH-000007,-1.0186018291448542
ACH-000009,-1.0559954618251093
ACH-000011,-0.7301523913082637
ACH-000012,-1.0542232715150643
ACH-000013,-0.8713941230891102
ACH-000014,-0.6177244068389015
ACH-000015,-0.9407549186956302
ACH-000017,-0.5755114508989481
ACH-000018,-0.7338214821158336
ACH-000019,-1.1102971029599342
ACH-000021,-1.000368052870363
ACH-000022,-0.7533784754071439
ACH-000025,-1.2287773337286416
ACH-000028,-0.8255242525612424
ACH-000030,-0.9332738110729244
ACH-000035,-0.977110261108806
ACH-000036,-0.9644600761629564
ACH-000037,-0.4377773395889133
ACH-000039,-1.0873758710362635
ACH-000040,-1.0203174298571829
ACH-000041,-0.6170246110741714
ACH-000042,-1.032487450393257
ACH-000045,-0.8155013336849518
ACH-000047,-0.4150952448067105
ACH-000052,-0.7417770659729991
ACH-000053,-1.0105482468856537
ACH-000054,-0.8157388323903556
ACH-000055,-0.8074501602597586
ACH-000060,-0.9526327233641394
ACH-000067,-1.0587240417262531
ACH-000070,-0.9262774537946322
ACH-000075,-0.9538451585295196
ACH-000078,-0.6993003184151427
ACH-000082,-0.8272544322149893
ACH-000085,-1.141264805339144
ACH-000086,-1.1832527032501734
ACH-000087,-1.1679317133556408
ACH-000092,-1.0008465250367968
ACH-000095,-0.8031575075965365
ACH-000097,-1.0182470065008966
ACH-000098,-1.0621968114063625
ACH-000099,-0.6305515709687483
ACH-000108,-1.2722562906707169
ACH-000113,-0.8992826008429494
ACH-000116,-0.5998334790077758
ACH-000118,-0.8753546517190692
ACH-000120,-0.6258006866648926
ACH-000123,-0.8968839084560966
ACH-000127,-1.0071499492106537
ACH-000128,-0.7168192663165727
ACH-000132,-0.9090567259690824
ACH-000133,-0.8081050454624557
ACH-000137,-0.5288680915561759
ACH-000138,-0.8925684334450397
ACH-000142,-0.7448907845651889
ACH-000143,-0.9220571413757496
ACH-000146,-0.6756218314129145
ACH-000148,-0.9020330487141748
ACH-000150,-0.8495148111631647
ACH-000152,-0.8481810342815789
ACH-000153,-1.684967114334401
ACH-000159,-0.9968674664680436
ACH-000160,-1.0157712389336646
ACH-000163,-1.0556883479794574
ACH-000167,-0.7843978761356981
ACH-000168,-0.9331549824590276
ACH-000169,-1.0808076463299594
ACH-000178,-0.8256309927983857
ACH-000183,-1.0952109089410595
ACH-000188,-0.914839314484287
ACH-000189,-0.7401330479721281
ACH-000190,-0.9086633399373316
ACH-000198,-0.7337278595295739
ACH-000203,-0.6371607021083355
ACH-000204,-1.1436545392399422
ACH-000206,-1.1605729840882728
ACH-000207,-0.8293480943815207
ACH-000208,-0.5577639390342197
ACH-000210,-0.8345742048449161
ACH-000211,-0.6177816670785448
ACH-000215,-0.4588039370498141
ACH-000221,-1.0135885899945345
ACH-000222,-1.111521062807334
ACH-000223,-0.37584102459568813
ACH-000226,-0.9209875774838772
ACH-000227,-0.6827615067162159
ACH-000228,-0.9274270012162528
ACH-000231,-0.6847724394709526
ACH-000232,-0.8161580993653145
ACH-000233,-1.1894749705137668
ACH-000234,-0.9348554315784886
ACH-000235,-1.0223867564175937
ACH-000237,-0.8918494391145733
ACH-000238,-0.9421482654605926
ACH-000242,-1.2686899251952886
ACH-000243,-0.970797759209856
ACH-000244,-0.9581683138814366
ACH-000246,-0.9461311299460462
ACH-000248,-0.7707696672318879
ACH-000250,-1.079703754127183
ACH-000251,-0.901029149732524
ACH-000252,-0.9781279790950268
ACH-000253,-1.0119150911090722
ACH-000255,-0.8671439531422197
ACH-000256,-0.6730713588476641
ACH-000257,-0.9219536336919107
ACH-000258,-1.081475606199396
ACH-000259,-0.5565352667507324
ACH-000260,-0.5120881327141428
ACH-000261,-0.7892554426873141
ACH-000262,-0.9146023708510196
ACH-000263,-0.8068231163706301
ACH-000264,-0.37370327229655104
ACH-000265,-0.9291034512052316
ACH-000266,-1.0740559559522074
ACH-000272,-1.0441997150433522
ACH-000274,-0.4417859829797275
ACH-000277,-0.5899721527042624
ACH-000278,-1.0418031697170247
ACH-000279,-0.5029494549756756
ACH-000280,-0.7090601200256295
ACH-000281,-0.6224649539524688
ACH-000288,-0.5804230693623723
ACH-000291,-0.8762644906153187
ACH-000293,-0.8682826601202629
ACH-000294,-0.7853719073598091
ACH-000295,-0.7061050256054029
ACH-000296,-1.049567902229068
ACH-000302,-1.1222473487009792
ACH-000304,-0.6366827454760734
ACH-000307,-1.189019795413645
ACH-000308,-0.9842427348159212
ACH-000310,-0.5981104930138588
ACH-000311,-0.9262776397365391
ACH-000312,-0.4157140691109947
ACH-000315,-1.099493520862329
ACH-000316,-0.8028856685343451
ACH-000317,-0.955196345800448
ACH-000318,-1.1016609302791225
ACH-000319,-0.7888843673150213
ACH-000320,-0.9195458616201388
ACH-000322,-0.928248763669818
ACH-000323,-1.0113319333216122
ACH-000324,-1.0824670397007887
ACH-000329,-0.418603257551976
ACH-000330,-0.4724360173118375
ACH-000331,-1.1382529660423064
ACH-000332,-0.8220358478162915
ACH-000334,-0.7312723520548022
ACH-000335,-0.954116179278734
ACH-000336,-0.9294286587344897
ACH-000337,-1.1437018446904352
ACH-000338,-0.8433148960309946
ACH-000339,-0.9775642119604466
ACH-000341,-0.6693844447140307
ACH-000348,-0.9489129263249402
ACH-000350,-0.5107725452911851
ACH-000352,-0.5763815235156612
ACH-000356,-0.9199398551380014
ACH-000361,-0.8547607184907836
ACH-000362,-0.7922767419039543
ACH-000363,-0.9114889053775952
ACH-000364,-0.8344996210084901
ACH-000365,-0.8778040218123575
ACH-000366,-0.5867710518079079
ACH-000368,-1.2575080907275678
ACH-000374,-0.7304391297815919
ACH-000375,-0.9695557756444502
ACH-000376,-0.8736631138237795
ACH-000381,-0.9898696204230502
ACH-000383,-1.0526015353247191
ACH-000387,-0.9691525939885416
ACH-000389,-0.7033708576705806
ACH-000390,-0.4128176438892327
ACH-000393,-1.1189347421014508
ACH-000395,-1.1093452415118672
ACH-000396,-0.8478762742914965
ACH-000397,-0.9600214693062936
ACH-000401,-1.0514272969154543
ACH-000402,-0.4694640765625634
ACH-000403,-0.7333272409191253
ACH-000404,-0.8648997276829152
ACH-000406,-0.7995100747036917
ACH-000407,-0.8788208005577716
ACH-000408,-1.2991225026241164
ACH-000410,-1.1027216274301157
ACH-000411,-0.9240886211055502
ACH-000414,-0.4449641571462996
ACH-000415,-1.083182281260469
ACH-000416,-0.4294403250361509
ACH-000420,-1.2474875491755275
ACH-000421,-1.1476375077243277
ACH-000424,-0.7713546316206117
ACH-000425,-0.5407302619411488
ACH-000426,-0.7356130636026874
ACH-000427,-1.0285737818593177
ACH-000433,-0.9638982821409491
ACH-000435,-1.231582227392186
ACH-000436,-0.7882569712428518
ACH-000444,-0.9035578384610584
ACH-000445,-0.9702913818086984
ACH-000448,-0.8903922138211582
ACH-000450,-0.6824930159888783
ACH-000452,-1.0888957470736558
ACH-000454,-0.999178044414338
ACH-000458,-1.1211800646967454
ACH-000459,-1.2854773634524077
ACH-000460,-0.4569010965584721
ACH-000461,-1.0573926189340142
ACH-000463,-1.0398260932253145
ACH-000464,-0.6926417281277809
ACH-000466,-1.0543638102626718
ACH-000467,-0.8779006513759796
ACH-000468,-0.5117155508834638
ACH-000469,-0.8288309126629311
ACH-000470,-1.1340573119936834
ACH-000471,-0.980637262938958
ACH-000472,-1.0551093020271327
ACH-000473,-1.1126751617697492
ACH-000475,-0.9726012168755186
ACH-000476,-1.0724678982882738
ACH-000477,-0.7299153270062045
ACH-000479,-0.4791722044449286
ACH-000480,-0.9406295131378296
ACH-000481,-0.7592569880387418
ACH-000483,-1.01089268578325
ACH-000484,-0.8523400292319554
ACH-000485,-0.9332060125124292
ACH-000486,-0.8647215904821087
ACH-000487,-0.924519369499558
ACH-000488,-0.9065406038433552
ACH-000490,-1.1303410524755035
ACH-000491,-0.9869582211673984
ACH-000495,-1.106476458736597
ACH-000496,-0.9860471177085292
ACH-000499,-0.7226015960213745
ACH-000500,-1.0308369550450145
ACH-000502,-0.7500702420226254
ACH-000503,-0.9485251353643186
ACH-000505,-0.9893401125461224
ACH-000507,-1.1021591254086387
ACH-000510,-0.9375568966310504
ACH-000511,-0.9156032861440512
ACH-000512,-0.9179377564573212
ACH-000516,-1.2242641203327749
ACH-000517,-0.5179614681613057
ACH-000518,-0.9524724025685996
ACH-000520,-0.5914547441796555
ACH-000521,-0.6098783504976096
ACH-000522,-0.9222378017249908
ACH-000524,-0.8987492511167005
ACH-000527,-1.009959714468756
ACH-000528,-1.067666678281675
ACH-000537,-1.0969503783471335
ACH-000541,-0.77938151482437
ACH-000542,-0.9275046484499004
ACH-000544,-0.7942478352832012
ACH-000545,-0.9142796066661852
ACH-000547,-0.9960489679333824
ACH-000548,-1.1954699428956943
ACH-000549,-0.9708735174063782
ACH-000550,-0.6459332417131568
ACH-000552,-1.121105635054478
ACH-000556,-0.8840619801612788
ACH-000557,-0.8220004912621912
ACH-000569,-0.9055052261619632
ACH-000570,-0.7237348887286553
ACH-000571,-0.95183900342849
ACH-000573,-0.7296637855667338
ACH-000576,-0.7000075452073534
ACH-000579,-0.4262120856823197
ACH-000580,-0.2612053602523723
ACH-000584,-0.7936214297268874
ACH-000585,-0.6465780213803787
ACH-000588,-0.8558818402492139
ACH-000589,-1.1942178109731028
ACH-000591,-0.7426831734745025
ACH-000593,-0.7807527744077011
ACH-000600,-1.0965944628528166
ACH-000601,-0.9439860257236891
ACH-000605,-0.7590324223694951
ACH-000606,-0.8049890360884908
ACH-000608,-0.3815343947059157
ACH-000614,-0.8909172641333115
ACH-000616,-0.9227955065208912
ACH-000618,-1.015570424761823
ACH-000619,-0.6947592526663439
ACH-000620,-0.8570283014207383
ACH-000621,-0.6925109604498354
ACH-000622,-0.6018620570085159
ACH-000623,-0.4974403329033889
ACH-000624,-0.9804688168562198
ACH-000627,-0.9100470097930822
ACH-000630,-0.9967712578011784
ACH-000631,-0.5461777808055771
ACH-000632,-1.0090816731670575
ACH-000633,-0.4963636008991307
ACH-000637,-1.0485802203151948
ACH-000638,-0.9164226953321584
ACH-000646,-0.9582591318645818
ACH-000647,-1.0857085629000662
ACH-000648,-0.7979904321624146
ACH-000649,-1.2543858538640338
ACH-000651,-1.041259052435904
ACH-000652,-0.9740560627079388
ACH-000653,-0.9433227355589824
ACH-000657,-0.8977798982877911
ACH-000658,-0.8174231032122988
ACH-000661,-0.8815520037221962
ACH-000662,-0.7952430595451321
ACH-000663,-0.9692044507594612
ACH-000665,-0.7165831572489593
ACH-000671,-1.1181057660747298
ACH-000672,-0.9532680650953596
ACH-000673,-0.8629630666870249
ACH-000676,-0.7512379099566522
ACH-000677,-1.1370743147587954
ACH-000681,-0.7683327612711479
ACH-000683,-0.4928081545476522
ACH-000684,-0.5999885381870014
ACH-000688,-1.141950664302935
ACH-000693,-1.018127817081784
ACH-000694,-0.9821384417127716
ACH-000695,-1.1456096295183251
ACH-000696,-1.1368341268377204
ACH-000697,-1.00416841073125
ACH-000699,-0.7868449894754816
ACH-000701,-0.9080750471299148
ACH-000706,-1.0384065429709246
ACH-000711,-1.1151470331373932
ACH-000713,-0.9473909590545893
ACH-000714,-0.6764517183957697
ACH-000718,-1.006298365056925
ACH-000720,-0.8485326614300418
ACH-000721,-0.9657389442476452
ACH-000724,-0.8063285714373007
ACH-000725,-0.7281917600893797
ACH-000732,-0.8462068335338403
ACH-000734,-0.6604979930475807
ACH-000735,-0.9073214363765284
ACH-000736,-0.9700824184754756
ACH-000738,-0.7568015784715859
ACH-000746,-1.0117335724273189
ACH-000747,-0.9876191005183812
ACH-000748,-0.6300251647384219
ACH-000753,-0.6930146357799595
ACH-000756,-0.362814178482258
ACH-000757,-0.7871046648055168
ACH-000758,-0.968497088660866
ACH-000760,-0.9829143759731974
ACH-000762,-0.9153327844575632
ACH-000763,-0.7468476902923739
ACH-000764,-1.1101941575111327
ACH-000765,-0.9129699143030162
ACH-000766,-0.6561147788447671
ACH-000767,-1.0408074525800044
ACH-000768,-0.9721103528440009
ACH-000769,-0.7898356571282785
ACH-000770,-0.8858763630234238
ACH-000771,-0.9670239795339672
ACH-000773,-0.8441051936384806
ACH-000776,-0.6260528987670541
ACH-000777,-1.071417410444884
ACH-000778,-1.0970309718434776
ACH-000781,-0.7121552505482536
ACH-000782,-0.9134809466102268
ACH-000783,-0.6126103422040899
ACH-000784,-1.1287177037045562
ACH-000785,-0.968447941991125
ACH-000787,-0.8647452571256126
ACH-000788,-0.6828201320929396
ACH-000791,-0.8169238990220496
ACH-000792,-0.9938206162350468
ACH-000794,-0.9120079786764332
ACH-000796,-1.0349815216088387
ACH-000798,-1.0318123545752946
ACH-000799,-0.9048131582891852
ACH-000800,-0.9923628068454023
ACH-000802,-1.1280589671134635
ACH-000804,-0.6825087245167918
ACH-000805,-0.6507320503851318
ACH-000809,-0.963291352638108
ACH-000810,-0.9393245823305282
ACH-000811,-0.7471176851306182
ACH-000817,-0.6983231998670296
ACH-000819,-1.2903846505885304
ACH-000820,-1.182085034428617
ACH-000821,-1.0405451797702563
ACH-000822,-0.8774626921523797
ACH-000823,-0.8625024760054095
ACH-000824,-1.042138962705241
ACH-000827,-1.0395201490348065
ACH-000829,-0.9557030740026831
ACH-000831,-0.9418019201835189
ACH-000832,-1.0126471239215058
ACH-000833,-0.7739855095295405
ACH-000834,-1.0545970669707103
ACH-000835,-0.8793941072561678
ACH-000836,-1.033744332256846
ACH-000837,-0.9063150688722732
ACH-000838,-0.8724085080753898
ACH-000839,-1.0588225449123083
ACH-000840,-0.8790680400633342
ACH-000841,-0.6088823164122097
ACH-000843,-0.97683225013284
ACH-000846,-0.5754862807865456
ACH-000847,-0.7610811472716213
ACH-000848,-0.7639283666507017
ACH-000849,-0.5631461148325044
ACH-000851,-1.0400719461895742
ACH-000855,-1.1358924558296255
ACH-000856,-1.0700688960505698
ACH-000858,-1.0896026482942016
ACH-000859,-0.9550412907290218
ACH-000861,-0.8406414047878374
ACH-000862,-0.6768579212274977
ACH-000865,-0.6119879184216448
ACH-000866,-0.8623611882782481
ACH-000867,-1.1174270156098611
ACH-000869,-1.3328903763212128
ACH-000872,-1.0035692655062696
ACH-000873,-0.818868706054555
ACH-000876,-1.1878380729995992
ACH-000878,-0.4804032574778681
ACH-000880,-0.4531313206368121
ACH-000881,-1.0271855150081788
ACH-000882,-0.9932852568888018
ACH-000884,-1.0753879068295733
ACH-000885,-0.8950199199383008
ACH-000887,-0.9506616666347992
ACH-000889,-0.5367358167485964
ACH-000896,-0.7996706990531037
ACH-000898,-1.1518778952108706
ACH-000900,-0.6937429324804056
ACH-000901,-0.7479436271062203
ACH-000905,-0.8160956371446874
ACH-000906,-0.9978821378406656
ACH-000907,-1.0398826358237774
ACH-000910,-0.5048370629234881
ACH-000911,-1.0245190295452429
ACH-000912,-0.9359253146306764
ACH-000913,-0.9020650566913664
ACH-000915,-0.785097337440074
ACH-000916,-1.1354370451659748
ACH-000917,-0.628192060500932
ACH-000920,-1.0786029083505453
ACH-000921,-0.9632772089525814
ACH-000924,-0.4974631300393394
ACH-000926,-1.0702593491562231
ACH-000928,-0.9841593543659634
ACH-000929,-1.3793247312416677
ACH-000932,-0.7699701722339753
ACH-000935,-0.9442783159060436
ACH-000936,-0.914596182751694
ACH-000937,-0.8361081179045468
ACH-000938,-0.8390999010860205
ACH-000939,-0.8089487534648068
ACH-000941,-1.1823619404074053
ACH-000943,-1.024904761551051
ACH-000946,-0.8545907950211376
ACH-000947,-0.8258095635040464
ACH-000948,-0.8390740243144214
ACH-000950,-0.646667480513443
ACH-000953,-0.767925434316874
ACH-000954,-1.090204784173897
ACH-000957,-1.0507952532868772
ACH-000958,-1.0601419734636317
ACH-000960,-0.896943620334999
ACH-000963,-0.8800616345306641
ACH-000968,-0.7441683344712231
ACH-000969,-1.1157917125458556
ACH-000972,-0.9586540137162454
ACH-000973,-0.6971501983622493
ACH-000974,-1.0859879804692478
ACH-000978,-0.8145997237301239
ACH-000984,-1.0186242408719934
ACH-000986,-0.91058165779578
ACH-000988,-0.7964544595835505
ACH-000993,-1.0713114418025451
ACH-000994,-0.8490757191121042
ACH-000996,-0.8772271272999349
ACH-001001,-0.9161977497370968
ACH-001020,-1.0556959048102226
ACH-001028,-1.0351564425806945
ACH-001031,-0.8113292941068544
ACH-001038,-1.0544551279163066
ACH-001048,-0.8679783628900553
ACH-001050,-1.1570655244597527
ACH-001053,-1.1401835188381717
ACH-001054,-0.9074094793833484
ACH-001061,-1.0304534728055892
ACH-001067,-1.0698166703067216
ACH-001075,-1.061600595733007
ACH-001096,-0.8504454046130903
ACH-001111,-0.9308882230262372
ACH-001119,-0.8088105062651291
ACH-001128,-0.9882082501776266
ACH-001134,-0.9059452173749806
ACH-001151,-0.9973457451131876
ACH-001163,-1.0149010810698835
ACH-001164,-1.0210665199846536
ACH-001183,-1.0979232383751012
ACH-001192,-0.8493662531786719
ACH-001193,-1.0158387054228148
ACH-001196,-1.1795683128798484
ACH-001197,-0.7656094106886365
ACH-001205,-0.8652382740699237
ACH-001211,-0.7535689965799702
ACH-001212,-0.8595768485717635
ACH-001228,-0.4106245519721322
ACH-001232,-0.6570185094620771
ACH-001239,-0.9686503161927764
ACH-001270,-1.018798653641287
ACH-001274,-0.892783144948444
ACH-001275,-0.9857806808573992
ACH-001277,-0.6720050966024197
ACH-001278,-0.8145032826445309
ACH-001280,-0.85709226576853
ACH-001283,-0.8715446376920519
ACH-001289,-0.4430459022683443
ACH-001300,-0.695657108546977
ACH-001301,-0.6742323066306662
ACH-001302,-1.0448658328568805
ACH-001306,-0.9599275194070316
ACH-001318,-0.8166665754209316
ACH-001322,-1.1590091890177852
ACH-001328,-1.0305596445311578
ACH-001332,-1.038139952263465
ACH-001336,-1.1573596375334438
ACH-001346,-0.9889663632842032
ACH-001353,-1.0206908437635374
ACH-001354,-0.734626398241693
ACH-001367,-0.7350405681569405
ACH-001368,-1.069782557856359
ACH-001374,-0.6299512083479577
ACH-001377,-0.4909112817640967
ACH-001380,-0.910512343374232
ACH-001391,-0.9403110760695864
ACH-001408,-1.0106489849265343
ACH-001430,-0.5538101998566253
ACH-001431,-0.8415745342687115
ACH-001450,-0.8633754263962626
ACH-001496,-1.0402450238682226
ACH-001500,-0.835636059821148
ACH-001523,-0.9156153236608624
ACH-001532,-0.9553879749040916
ACH-001550,-0.9572731412761528
ACH-001552,-0.5670503885251129
ACH-001554,-0.6694587056442557
ACH-001654,-0.5932522906726038
ACH-001735,-0.9639714754749672
ACH-001736,-0.7685472217951216
ACH-001737,-0.8127905762130859
ACH-001740,-0.7666688958335559
ACH-001745,-0.7935465440769771
ACH-001765,-0.995493456058711
