,BRD2 (6046)
ACH-000004,-0.5332385750574501
ACH-000005,-0.7045872127472675
ACH-000007,-0.3065707497000943
ACH-000009,-0.01507541664663291
ACH-000011,-0.36603680554938894
ACH-000012,-0.12776970977644972
ACH-000013,-0.6436562762307925
ACH-000014,-0.462011543157607
ACH-000015,-0.13325451171091746
ACH-000017,-0.01644849660132285
ACH-000018,-0.6143999092214557
ACH-000019,-0.5172512585285891
ACH-000021,-0.3768214896019704
ACH-000022,-0.03983494655810404
ACH-000025,-0.6012451251004535
ACH-000028,-0.6637610515528755
ACH-000030,-0.4027990052971778
ACH-000035,-0.6835859118443609
ACH-000036,-0.2502221947887717
ACH-000037,-0.6259108014314209
ACH-000039,-0.6280775869865135
ACH-000040,-0.42442318809752255
ACH-000041,-0.1900200237801275
ACH-000042,-0.32782407980253986
ACH-000045,-0.12669390232158176
ACH-000047,-0.35589363448631484
ACH-000052,-0.3270829914050399
ACH-000053,-0.8232901996763392
ACH-000054,-0.2035761328642476
ACH-000055,-0.38981665155368506
ACH-000060,-0.4790940467848418
ACH-000067,-0.6356768591793402
ACH-000070,-0.3988290005514856
ACH-000075,-0.5446915341439337
ACH-000078,-0.32003859143710145
ACH-000082,0.08114169914396441
ACH-000085,-0.6443604103424271
ACH-000086,-0.29148034329127154
ACH-000087,-0.2876401875902613
ACH-000092,-0.717829295637516
ACH-000095,-0.4765737771213495
ACH-000097,-0.04104697486403827
ACH-000098,-0.6094430233683666
ACH-000099,-0.09797209382232563
ACH-000108,-0.7429513724772584
ACH-000113,-0.5957211472362278
ACH-000116,-0.29250475148222016
ACH-000118,-0.5061307053287443
ACH-000120,0.047141646036554935
ACH-000123,-0.2285793837017733
ACH-000127,-0.24617443570083275
ACH-000128,-0.28888066070986473
ACH-000132,-0.2304668687819232
ACH-000133,-0.4427695081458827
ACH-000137,-0.3887448303645633
ACH-000138,-0.2190451864684887
ACH-000142,-0.2284761737462643
ACH-000143,-0.6876869746830634
ACH-000146,-0.0998460068623694
ACH-000148,-0.42141846802373295
ACH-000150,-0.6852631590773337
ACH-000152,-0.514182481362492
ACH-000153,-0.2270109064759821
ACH-000159,-0.4119167320806146
ACH-000160,0.01687350750499706
ACH-000163,-0.0582215807050129
ACH-000167,0.1900942935249618
ACH-000168,-0.44251418765937983
ACH-000169,-0.20921992220176366
ACH-000178,-0.13005648833873218
ACH-000183,-0.5659211712623613
ACH-000188,-0.3517082202497341
ACH-000189,-0.921338673405787
ACH-000190,-0.2873286126085671
ACH-000198,-0.4557205105640053
ACH-000203,-0.5605548130092142
ACH-000204,-0.5375487648896059
ACH-000206,-0.5882337603453291
ACH-000207,-0.05979973472258813
ACH-000208,-0.4701468056561161
ACH-000210,-0.3342375269613526
ACH-000211,-0.567395484126712
ACH-000215,-0.6370506135722874
ACH-000221,-0.18266701185988568
ACH-000222,-0.3367944654388308
ACH-000223,-0.4144285360420207
ACH-000226,-0.7100580129306695
