,CYP4B1 (1580)
ACH-000004,0.09702727732259804
ACH-000005,0.006972670120638397
ACH-000007,-0.017205128878781357
ACH-000009,-0.26204698045169034
ACH-000011,-0.1831383416832212
ACH-000012,-0.18244618145162775
ACH-000013,-0.10087226001598544
ACH-000014,-0.061970230210104525
ACH-000015,-0.1397708936276094
ACH-000017,-0.12058556416474793
ACH-000018,-0.14582292981945846
ACH-000019,-0.3612222756940899
ACH-000021,-0.1032053989657222
ACH-000022,-0.1156674427583092
ACH-000025,-0.1563116488246512
ACH-000028,-0.0843043326003639
ACH-000030,-0.11684218036263548
ACH-000035,-0.1189701200739296
ACH-000036,-0.07501795985575159
ACH-000037,-0.2588572446856249
ACH-000039,-0.10157922721022444
ACH-000040,-0.20552560617543664
ACH-000041,-0.09932862081757662
ACH-000042,-0.1886918106172693
ACH-000045,-0.039552794392251366
ACH-000047,0.01786924319406794
ACH-000052,-0.2956704774445294
ACH-000053,-0.16919151533777785
ACH-000054,-0.20783911558765114
ACH-000055,-0.06749064163408929
ACH-000060,-0.10519328890186362
ACH-000067,-0.1711433985864695
ACH-000070,-0.21228565913524905
ACH-000075,-0.07951816340282351
ACH-000078,-0.13613163602411754
ACH-000082,-0.07416018503639275
ACH-000085,-0.021250136962116337
ACH-000086,-0.12490979951866935
ACH-000087,0.05926158822399896
ACH-000092,-0.20273366931832207
ACH-000095,-0.2632975527350577
ACH-000097,-0.16114152554948122
ACH-000098,-0.241449215279112
ACH-000099,-0.01871001163240884
ACH-000108,-0.2540311949575694
ACH-000113,0.06656867683339703
ACH-000116,-0.1899092337933813
ACH-000118,-0.09470833725150207
ACH-000120,-0.1169402192315554
ACH-000123,-0.023572773937797026
ACH-000127,-0.11210047327695567
ACH-000128,-0.16976473084772772
ACH-000132,-0.2092216943837052
ACH-000133,-0.12048123276235995
ACH-000137,-0.21454333517034388
ACH-000138,-0.14999010533260698
ACH-000142,-0.03137575283421214
ACH-000143,0.0127844828728493
ACH-000146,-0.0560864418676894
ACH-000148,-0.1852278800488832
ACH-000150,-0.399975621410878
ACH-000152,-0.2608999744886677
ACH-000153,0.09767383199240827
ACH-000159,-0.10032763035749637
ACH-000160,0.006681532601068926
ACH-000163,-0.018906914465201333
ACH-000167,-0.2650111136542074
ACH-000168,-0.08172884622676185
ACH-000169,-0.0935259126406994
ACH-000178,-0.1163473507995465
ACH-000183,-0.2760813333960977
ACH-000188,-0.18645922747169108
ACH-000189,-0.02235377878209117
ACH-000190,-0.29934259476741365
ACH-000198,-0.20639216911406852
ACH-000203,-0.23892752320621405
ACH-000204,-0.3208605211167909
ACH-000206,-0.20340572100864487
ACH-000207,-0.30422884271699385
ACH-000208,-0.028390583896284856
ACH-000210,-0.475624136341033
ACH-000211,-0.00504988428092794
ACH-000215,-0.23738133063564984
ACH-000221,-0.11904924990337135
ACH-000222,0.02172796868427704
ACH-000223,-0.1134070956668848
ACH-000226,-0.22541546699432724
ACH-000227,0.04936102766980805
ACH-000228,0.021984413526768363
ACH-000231,-0.0965591663951794
ACH-000232,-0.1317187052317223
ACH-000233,-0.1104747310611236
ACH-000234,-0.17172239380495588
ACH-000235,-0.17815985559446826
ACH-000237,-0.2987970638747615
ACH-000238,-0.1879855575531502
ACH-000242,-0.5759482131616264
ACH-000243,-0.19488359650930287
ACH-000244,-0.0011398116829232155
ACH-000246,-0.054452861655421084
ACH-000248,0.002766698241986853
ACH-000250,-0.14463273792977696
ACH-000251,-0.17924563268484436
ACH-000252,0.009063505711622555
ACH-000253,-0.12669436331870207
ACH-000255,-0.17163602866164918
ACH-000256,-0.2597556919057313
ACH-000257,-0.08692412551177546
ACH-000258,-0.09341715284944503
ACH-000259,-0.164114412197823
ACH-000260,-0.19565414657368946
ACH-000261,-0.12289591547778128
ACH-000262,-0.062377788259831375
ACH-000263,-0.2293437526527469
ACH-000264,-0.12710622384136333
ACH-000265,-0.1447847165482291
ACH-000266,-0.0908603612909879
ACH-000272,-0.2724080531773053
ACH-000274,-0.265046989740719
ACH-000277,-0.1259376662774876
ACH-000278,-0.21064220690219354
ACH-000279,-0.06776001176708611
ACH-000280,-0.18440588731971094
ACH-000281,0.03901314921693606
ACH-000288,-0.20655105551410866
ACH-000291,-0.12895070076818074
ACH-000293,-0.0540116591248627
ACH-000294,-0.060778001749817075
ACH-000295,-0.0033268956573625453
ACH-000296,-0.27670184160619266
ACH-000302,-0.14696197293148708
ACH-000304,-0.07171480439000015
ACH-000307,-0.0963301739113013
ACH-000308,-0.11296275723074338
ACH-000310,-0.044982596521666314
ACH-000311,-0.1933325878008632
ACH-000312,-0.20042132101620302
ACH-000315,0.16226788843056916
ACH-000316,-0.1955186657446621
ACH-000317,-0.09655325768209456
ACH-000318,-0.14742618511352815
ACH-000319,-0.029434798000730258
ACH-000320,-0.2837928208279073
ACH-000322,-0.2515513508569269
ACH-000323,-0.2853740659454087
ACH-000324,-0.06374648731808323
ACH-000329,-0.08965960241778906
ACH-000330,-0.2989224854984624
ACH-000331,-0.2851567588999707
ACH-000332,-0.18505249336855933
ACH-000334,-0.03676714870095602
ACH-000335,-0.2787017239953008
ACH-000336,-0.11382026003996422
ACH-000337,-0.13264945678095594
ACH-000338,0.2711621145465819
ACH-000339,-0.10442948885477084
ACH-000341,-0.17212311842170527
ACH-000348,-0.1195855016231003
ACH-000350,-0.10489973757979873
ACH-000352,-0.10852945281914037
ACH-000356,-0.09932766950380696
ACH-000361,-0.2097688743906088
ACH-000362,-0.0017023855768024936
ACH-000363,-0.14120631019628646
ACH-000364,-0.285066984268162
ACH-000365,-0.08816213971834512
ACH-000366,-0.049250104707959284
ACH-000368,-0.2271157509764929
ACH-000374,-0.13279761747231328
ACH-000375,-0.06448909829495375
ACH-000376,-0.23017049761952485
ACH-000381,-0.08111877900397416
ACH-000383,-0.17550250434303855
ACH-000387,-0.22607797736249674
ACH-000389,-0.19509490059243031
ACH-000390,-0.12327962255155656
ACH-000393,-0.18965863187013854
ACH-000395,-0.1893467762835735
ACH-000396,-0.10834932434329084
ACH-000397,-0.1526379146175267
ACH-000401,-0.22103249688593546
ACH-000402,-0.4518694022440206
ACH-000403,-0.14827418209620116
ACH-000404,-0.09779556184926212
ACH-000406,-0.062407729161311515
ACH-000407,-0.14533333965488945
ACH-000408,-0.06954810612409876
ACH-000410,-0.15267371734030366
ACH-000411,-0.20226862094182588
ACH-000414,-0.16512144725749733
ACH-000415,-0.12392086344398365
ACH-000416,-0.11876694458396685
ACH-000420,-0.2755225998607833
ACH-000421,-0.07564469021343534
ACH-000424,-0.07619847195893327
ACH-000425,-0.20249869306358845
ACH-000426,-0.08941452522439393
ACH-000427,-0.20814094548321035
ACH-000433,-0.2085473375491315
ACH-000435,-0.1382650463581582
ACH-000436,-0.07266670503178597
ACH-000444,-0.11360027760609245
ACH-000445,-0.17044740909808026
ACH-000448,-0.08024133780828062
ACH-000450,-0.19067574756009648
ACH-000452,-0.05394682657454049
ACH-000454,-0.2860927242919372
ACH-000458,-0.14185872356388002
ACH-000459,-0.06835985978226808
ACH-000460,-0.018025876442101643
ACH-000461,-0.11679718487257673
ACH-000463,-0.2852458335111918
ACH-000464,-0.21143068577694984
