,TTC9C (283237)
ACH-000004,0.1412788138052049
ACH-000005,0.1734482635348812
ACH-000007,0.0674228858218792
ACH-000009,0.10452914723964
ACH-000011,-0.05680104793928495
ACH-000012,-0.17069792296974215
ACH-000013,-0.06080609558319078
ACH-000014,0.15834437143665242
ACH-000015,-0.07471982267461777
ACH-000017,-0.12105088743585934
ACH-000018,-0.14626107876905012
ACH-000019,0.07875515264897393
ACH-000021,-0.12519161890562533
ACH-000022,0.055032447164444484
ACH-000025,-0.0647161867530058
ACH-000028,-0.10450375218309957
ACH-000030,-0.04994470253351272
ACH-000035,0.09873171973665493
ACH-000036,-0.01969744240562817
ACH-000037,-0.12575462064197704
ACH-000039,-0.125303001760984
ACH-000040,0.0009756465462414515
ACH-000041,0.07152805430375618
ACH-000042,-0.03214337850742459
ACH-000045,-0.13764795240707495
ACH-000047,-0.02665641739728538
ACH-000052,-0.21405945654430164
ACH-000053,-0.007417273152612839
ACH-000054,0.05948305293297765
ACH-000055,0.0273673831663008
ACH-000060,-0.08449421672901497
ACH-000067,0.10621255271009168
ACH-000070,-0.10058196192016458
ACH-000075,-0.2801212645431971
ACH-000078,-0.025183381875328783
ACH-000082,-0.15021527962433673
ACH-000085,-0.3711473822903354
ACH-000086,-0.23927462024181284
ACH-000087,0.08707820126210547
ACH-000092,-0.025392711694727888
ACH-000095,-0.01059013446593716
ACH-000097,-0.030065337010126005
ACH-000098,-0.010809564670072335
ACH-000099,-0.003058728608308123
ACH-000108,0.011598378661790741
ACH-000113,0.010100579393638232
ACH-000116,-0.17727304017646262
ACH-000118,-0.2399398004440972
ACH-000120,0.06517769482018461
ACH-000123,-0.11093741388021977
ACH-000127,-0.14951698516353915
ACH-000128,0.12276665109926538
ACH-000132,-0.09742257966347387
ACH-000133,-0.13788778595471188
ACH-000137,-0.17277432168342785
ACH-000138,-0.014372106104525606
ACH-000142,-0.029377568047843132
ACH-000143,0.043475190068325634
ACH-000146,-0.07562412327154559
ACH-000148,-0.03238301431412618
ACH-000150,-0.1702085266528527
ACH-000152,-0.09676623939618648
ACH-000153,0.0948917289937472
ACH-000159,-0.020380888195674296
ACH-000160,-0.11353258419356485
ACH-000163,-0.06459043730399673
ACH-000167,-0.08810981004689204
ACH-000168,-0.243927832871876
ACH-000169,-0.06860690791718138
ACH-000178,-0.07439421873627959
ACH-000183,0.028740739440533236
ACH-000188,0.01124398284037574
ACH-000189,-0.2562397113255957
ACH-000190,0.061252111703704676
ACH-000198,-0.0670668330735081
ACH-000203,0.6474181961834773
ACH-000204,-0.1820881901888272
ACH-000206,-0.17146385096309588
ACH-000207,-0.1658093781349711
ACH-000208,-0.08180165050031844
ACH-000210,-0.057792560626226286
ACH-000211,-0.09957777822973124
ACH-000215,-0.04819790928081437
ACH-000221,0.003880028227974133
ACH-000222,-0.3588755300418029
ACH-000223,-0.2070310873019861
ACH-000226,-0.04950434670220785
ACH-000227,0.19149675475196348
ACH-000228,-0.11064597592981466
ACH-000231,-0.12600173953452845
ACH-000232,-0.031055057495946756
ACH-000233,-0.01185606808302472
ACH-000234,-0.014611270966108144
ACH-000235,-0.04167265153081076
ACH-000237,-0.05239893301712445
ACH-000238,-0.07978171975771865
ACH-000242,0.20184728243928896
ACH-000243,-0.09760054029661468
ACH-000244,-0.2329075896330573
ACH-000246,-0.10032396157222104
ACH-000248,-0.01548146580999565
ACH-000250,0.005488922571019903
ACH-000251,0.2374237857908217
ACH-000252,-0.0521473274602797
ACH-000253,-0.11699815505212875
ACH-000255,0.10626899295519902
ACH-000256,-0.1966132126855187
ACH-000257,0.007607781931984194
ACH-000258,0.1883266865631386
ACH-000259,-0.0323064847121536
ACH-000260,-0.0208876303094337
ACH-000261,-0.12162234816204605
ACH-000262,-0.09853835810106466
ACH-000263,0.020232437492903984
ACH-000264,0.014982093962023315
ACH-000265,-0.02683048600085775
ACH-000266,-0.07475020600297994
ACH-000272,0.01530864934909686
ACH-000274,0.10611009887246806
ACH-000277,-0.2409903276309891
ACH-000278,-0.005354465332330853
ACH-000279,0.0255398187147789
ACH-000280,0.009922705371096852
ACH-000281,0.06925437477605027
ACH-000288,-0.11587174670094436
ACH-000291,-0.028288578465205987
ACH-000293,-0.11274815973301586
ACH-000294,-0.10459313070041054
ACH-000295,-0.301128935722268
ACH-000296,0.08106603626572798
ACH-000302,-0.05234688275940794
ACH-000304,-0.018186019883295403
ACH-000307,-0.06312486016786152
ACH-000308,-0.16309228481039156
ACH-000310,0.08126008131749017
ACH-000311,0.09789373043958616
ACH-000312,0.11485076324088285
ACH-000315,-0.12286885669924184
ACH-000316,-0.0309412002104324
ACH-000317,-0.07737584513696154
ACH-000318,-0.3359230508974743
ACH-000319,-0.11870067110159364
ACH-000320,0.1974970950186049
ACH-000322,0.12999511148739898
ACH-000323,-0.03790652241134836
ACH-000324,-0.1410274978930088
ACH-000329,0.16694375370502165
ACH-000330,-0.21911297764128165
ACH-000331,-0.07598604916739155
ACH-000332,0.05435910048681332
ACH-000334,-0.2774595877649201
ACH-000335,-0.3066949398572523
ACH-000336,0.57666692046805
ACH-000337,-0.23852031009647254
ACH-000338,-0.6092367119329919
ACH-000339,-0.16316816287876018
ACH-000341,0.06823231190568653
ACH-000348,-0.06760102312519435
ACH-000350,0.06696905657075315
ACH-000352,-0.0709626771057768
ACH-000356,-0.15955224708997787
ACH-000361,0.052575985056150264
ACH-000362,-0.0013069613474422765
ACH-000363,-0.005883498689812844
ACH-000364,-0.3878691708469176
ACH-000365,0.014658211061702238
ACH-000366,-0.2958947093635666
ACH-000368,0.09991116189948993
ACH-000374,-0.1803679996629421
