,MPP2 (4355)
ACH-000004,-0.17971982076079446
ACH-000005,0.13139670707779533
ACH-000007,-0.15729779280257858
ACH-000009,-0.0154963297411284
ACH-000011,0.03331902991951985
ACH-000012,-0.3068017159566293
ACH-000013,-0.08288217643427499
ACH-000014,-0.06426458388194986
ACH-000015,-0.12697367417841454
ACH-000017,-0.2996816587209949
ACH-000018,-0.1987594743705944
ACH-000019,-0.011914420196726965
ACH-000021,0.015660435518274108
ACH-000022,-0.08327404370839421
ACH-000025,-0.13453754375866642
ACH-000028,-0.1671727439639968
ACH-000030,-0.14455803803104905
ACH-000035,-0.1764292788471731
ACH-000036,-0.20314721840770272
ACH-000037,-0.06477391921688358
ACH-000039,-0.17029936950476254
ACH-000040,-0.17695827961323204
ACH-000041,-0.2717120177540418
ACH-000042,-0.17674639966663772
ACH-000045,-0.2313653219832689
ACH-000047,-0.12669147765454558
ACH-000052,-0.26681214731245656
ACH-000053,-0.19778370560142208
ACH-000054,-0.13938467517443592
ACH-000055,-0.27452050074198703
ACH-000060,0.00479757215305749
ACH-000067,-0.24102396108263896
ACH-000070,-0.11158315640271058
ACH-000075,-0.000479515561847225
ACH-000078,-0.1007785359911548
ACH-000082,-0.12273966231527288
ACH-000085,-0.016719177573756513
ACH-000086,-0.09240818503616666
ACH-000087,-0.25074298626764746
ACH-000092,-0.11145080792002933
ACH-000095,-0.15922912109511708
ACH-000097,-0.11303617897553148
ACH-000098,-0.1996628376405074
ACH-000099,0.013319315751869638
ACH-000108,-0.1525944623914988
ACH-000113,-0.14174760087732752
ACH-000116,-0.23960681413463475
ACH-000118,-0.14070039848734647
ACH-000120,-0.21397577846780327
ACH-000123,-0.08275337396596615
ACH-000127,-0.07336850617091953
ACH-000128,-0.187391027011122
ACH-000132,-0.2150866073174279
ACH-000133,-0.1920295749202315
ACH-000137,-0.16181036013634684
ACH-000138,-0.2095830071101369
ACH-000142,-0.3671269201283886
ACH-000143,-0.17329589747439084
ACH-000146,0.015564369067675412
ACH-000148,-0.1894506868841148
ACH-000150,-0.17305188602145605
ACH-000152,-0.0670987682340911
ACH-000153,-0.30043747723325537
ACH-000159,-0.0217714147288146
ACH-000160,-0.2207234479269704
ACH-000163,-0.2061241903136184
ACH-000167,0.17669791970493062
ACH-000168,0.0012939271765666784
ACH-000169,0.020839075613476955
ACH-000178,0.0011110414163985052
ACH-000183,-0.1316348685262581
ACH-000188,-0.23130419795518334
ACH-000189,-0.2268669637220779
ACH-000190,-0.3537189080146936
ACH-000198,-0.09037868128554416
ACH-000203,-0.3800307159752335
ACH-000204,-0.042998955169867584
ACH-000206,-0.02227583553632431
ACH-000207,-0.14807371492107085
ACH-000208,-0.14886431869260533
ACH-000210,0.05278998642219256
ACH-000211,-0.1809368165840788
ACH-000215,-0.09757875745984458
ACH-000221,-0.15597402273728486
ACH-000222,-0.19934906142831796
ACH-000223,-0.16683605265825385
ACH-000226,-0.14144428661363428
ACH-000227,-0.00688412035901557
ACH-000228,-0.09189448774409437
ACH-000231,-0.08629233022658682
ACH-000232,-0.01227506932259194
ACH-000233,-0.0068980652568424155
ACH-000234,-0.05481809739171899
ACH-000235,-0.1522851059620402
ACH-000237,-0.0864188133051903
ACH-000238,-0.2256248386405368
ACH-000242,0.2028362155691196
ACH-000243,-0.12674338342429392
ACH-000244,-0.046427835766116164
ACH-000246,-0.015704441587247663
ACH-000248,-0.08555451595459618
ACH-000250,-0.15028852319014638
ACH-000251,-0.2942554769474284
ACH-000252,-0.14894943594591792
ACH-000253,-0.09986161031825178
ACH-000255,-0.22493112152203054
ACH-000256,-0.1959119744618792
ACH-000257,-0.1178414014027768
ACH-000258,0.028687156875720456
ACH-000259,-0.08660084888751818
ACH-000260,-0.14750682868244905
ACH-000261,-0.11441047665578462
ACH-000262,-0.28647217112097245
ACH-000263,-0.2141613049821258
ACH-000264,-0.07922632793521289
ACH-000265,-0.10803356615707917
ACH-000266,-0.08241392773878281
ACH-000272,-0.14115256077773208
ACH-000274,-0.264283061772387
ACH-000277,-0.03766984476377016
ACH-000278,-0.12068348235397493
ACH-000279,-0.3055795440926736
ACH-000280,-0.27731924199851965
ACH-000281,-0.049678633139562514
ACH-000288,-0.21746957997239655
ACH-000291,-0.20677101990205154
ACH-000293,-0.2226089496510301
ACH-000294,-0.18020799420580155
ACH-000295,-0.2676189382672024
ACH-000296,-0.11142539969777313
ACH-000302,-0.11815921477309145
ACH-000304,0.02595972386038279
ACH-000307,-0.026187119641198058
ACH-000308,-0.06556439141149141
ACH-000310,-0.026788020513388067
ACH-000311,-0.0467837477321468
ACH-000312,-0.0015795439946924734
ACH-000315,-0.003498081799155618
ACH-000316,-0.13732953364212674
ACH-000317,-0.014470024286937016
ACH-000318,-0.11750636453288825
ACH-000319,-0.06733150865845168
ACH-000320,-0.18482050290532898
ACH-000322,-0.2507026268163866
ACH-000323,-0.26694589773267346
ACH-000324,-0.0641705366656563
ACH-000329,-0.22379535872432252
ACH-000330,-0.18408698996063347
ACH-000331,-0.06000339875123651
ACH-000332,-0.04493775751228216
ACH-000334,-0.1458682206886919
ACH-000335,0.05333970686735506
ACH-000336,-0.15933798786578166
ACH-000337,-0.33401761939768193
ACH-000338,-0.5997933823552775
ACH-000339,-0.06410806833643477
ACH-000341,0.05030086983904005
ACH-000348,-0.1937776866068087
ACH-000350,-0.026822213785362897
ACH-000352,-0.05169163976864167
ACH-000356,-0.0753350830245728
ACH-000361,0.0148338086688737
ACH-000362,-0.18369814331424386
ACH-000363,-0.3056466376867817
ACH-000364,-0.2079835854568695
ACH-000365,-0.2519706806537825
ACH-000366,-0.20442918349067
ACH-000368,-0.2119824380351316
ACH-000374,-0.13908285610932858
ACH-000375,0.09550414291371916
ACH-000376,-0.006206586432731539
ACH-000381,-0.24716577076281926
ACH-000383,-0.11341566256472255
ACH-000387,-0.20354455408136948
ACH-000389,-0.07583943748210288
ACH-000390,-0.19451285518791345
ACH-000393,-0.11293769263607432
ACH-000395,-0.09155896161575558
ACH-000396,-0.0022425039914749922
ACH-000397,-0.15761455852785886
ACH-000401,-0.1129992906721243
ACH-000402,0.06732598632497595
ACH-000403,-0.02298139907189951
ACH-000404,-0.19578145917406292
ACH-000406,-0.04641165709122577
ACH-000407,-0.01845717952583217
ACH-000408,0.028227723687770025
ACH-000410,-0.12672301547010212
ACH-000411,-0.09388180080761598
ACH-000414,-0.036757963137767996
ACH-000415,-0.32083409501523513
ACH-000416,-0.13568444327302426
ACH-000420,-0.05934435291223673
ACH-000421,-0.11288737350099985
ACH-000424,-0.21656617660925245
ACH-000425,-0.1002458277102065
ACH-000426,-0.1723129048484693
ACH-000427,-0.17757053641939732
ACH-000433,-0.10697806617597656
ACH-000435,-0.31144263254237897
ACH-000436,-0.1581379284277421
ACH-000444,-0.1604093002159676
ACH-000445,-0.010585498812225308
ACH-000448,-0.10234170203205316
ACH-000450,-0.20144414732709132
ACH-000452,-0.25405461032011506
ACH-000454,-0.13031564635210716
ACH-000458,0.012683587415048209
ACH-000459,-0.09377381663774458
ACH-000460,-0.10434979718055877
ACH-000461,0.08798976460784692
ACH-000463,-0.1546861476148079
ACH-000464,0.04542010610676614
ACH-000466,-0.14572676335025278
ACH-000467,-0.09941196161755447
ACH-000468,-0.08020684951054137
ACH-000469,-0.022530294610505958
ACH-000470,0.08504616686271342
ACH-000471,-0.03438772804920568
ACH-000472,-0.19784291687306094
ACH-000473,0.03239498161733904
ACH-000475,-0.07404416070403741
ACH-000476,-0.18208060920245825
ACH-000477,0.21436395562873886
ACH-000479,-0.40579046415687975
ACH-000480,-0.016861271188690262
ACH-000481,-0.053191472591866816
ACH-000483,-0.02291042336714893
ACH-000484,-0.17838859640616586
ACH-000485,0.01785304688722463
ACH-000486,-0.11054714896866508
ACH-000487,-0.15146014647095982
ACH-000488,-0.1401270647111613
ACH-000490,-0.1034360261345894
ACH-000491,-0.2342868665380112
ACH-000495,0.019374046191592796
ACH-000496,-0.18509655433198036
