,NR2C2AP (126382)
ACH-000444,-0.6434698933258628
ACH-000445,-0.5274665079543143
ACH-000448,-0.4703108765640825
ACH-000450,-0.6258207218310811
ACH-000452,-0.3602545928446349
ACH-000454,-0.7722644116960835
ACH-000458,-0.7043665048712354
ACH-000459,-0.6990461052090212
ACH-000460,-0.8677726547306308
ACH-000461,-0.4644684616427663
ACH-000463,-0.9449570701881088
ACH-000464,-0.517850235041583
ACH-000466,-0.6976650295377291
ACH-000467,-0.4951709495309154
ACH-000468,-0.2944990809042504
ACH-000469,-0.6256340459356176
ACH-000470,-0.2497008669394048
ACH-000471,-0.6081661646537624
ACH-000472,-0.444234804931816
ACH-000473,-0.2725212211812089
ACH-000475,-0.35297786409773824
ACH-000476,-0.4703689537899818
ACH-000477,-0.6265559674064517
ACH-000479,-0.5322433596517797
ACH-000480,-0.4788811751197609
ACH-000481,-0.18725304881831167
ACH-000483,-0.3101988987722005
ACH-000484,-0.5203194783654254
ACH-000485,-0.5958871269364672
ACH-000486,-0.7033244344012201
ACH-000487,-0.2777291240149063
ACH-000488,-0.5764360362198988
ACH-000490,-0.4422442484470249
ACH-000491,-0.396180264346852
ACH-000495,-0.5384459658292347
ACH-000496,-0.8701747046992798
ACH-000499,-0.8924709295070888
ACH-000500,0.062424419162407915
ACH-000502,-0.4157466451236018
ACH-000503,-1.0367606839107797
ACH-000505,-0.37992831866623417
ACH-000507,-0.6654155874285009
ACH-000510,-0.4658959290407586
ACH-000511,-0.3838377242452814
ACH-000512,-0.42556361470989296
ACH-000516,-0.6595322398464507
ACH-000517,-0.24667552768298076
ACH-000518,-0.7453209893820768
ACH-000520,-0.8715353793653774
ACH-000521,-0.4251099163578867
ACH-000522,-0.4839902559157858
ACH-000524,-0.3073961223289184
ACH-000527,-0.3843808699749463
ACH-000528,-0.5132953700345894
ACH-000537,-0.3799452896784814
ACH-000541,-0.006668804687424821
ACH-000542,-0.468777201992908
ACH-000544,-0.7100579007282567
ACH-000545,-0.5467062509197527
ACH-000547,-0.6882479603140957
ACH-000548,-0.6098142097109289
ACH-000549,-0.6150578855636846
ACH-000550,-0.3317251899315189
ACH-000552,-0.7552387912625496
ACH-000556,-0.4149133211874106
ACH-000557,-0.2725769574554183
ACH-000569,-0.5382073229347135
ACH-000570,-0.6125788310215399
ACH-000571,-0.46332127506743
ACH-000573,-0.6157261095907989
ACH-000576,-0.4793758123277348
ACH-000579,-0.361953243847334
ACH-000580,-0.6279445906072821
ACH-000584,-0.23586810256009574
ACH-000585,-0.7058547866167718
ACH-000588,-0.4554156251736387
ACH-000589,-0.028645774329001037
ACH-000591,-0.7450235558484781
ACH-000593,-0.5066669176766195
ACH-000600,-0.3720742573877932
ACH-000601,-0.4803939360813522
ACH-000605,-0.3229878520249213
ACH-000606,-0.7559107077477005
ACH-000608,-0.34308646061379744
ACH-000614,-0.550028910837733
ACH-000616,-0.307422774276966
ACH-000618,-0.5638859429618649
ACH-000619,-0.7084401729005654
ACH-000620,-0.32448404722249896
ACH-000621,-0.38722609942273095
ACH-000622,-0.40730621704217823
ACH-000623,-0.5616061337660535
ACH-000624,-0.4077859725718895
ACH-000627,-0.26094992062680106
ACH-000630,-0.8005361835783577
ACH-000631,-0.7821411539705165
ACH-000632,-0.9805705704349986
ACH-000633,-0.35755353339025675
ACH-000637,-0.3679669548444848
ACH-000638,-0.5969472932803042
ACH-000646,-0.3398117497672818
ACH-000647,-0.3885504989189709
ACH-000648,-0.23436966862320496
ACH-000649,-0.4116719106085826
ACH-000651,-0.2627678605722561
ACH-000652,-0.506672777848971
ACH-000653,-0.1814890050618121
ACH-000657,-0.7161020499885138
ACH-000658,0.005071488495080698
ACH-000661,-0.8171977460910163
ACH-000662,-0.37957421475267605
ACH-000663,-0.5067889074746081
ACH-000665,-0.6405976442324204
ACH-000671,-0.902465302654684
ACH-000672,-0.4190595122731325
ACH-000673,-0.21973828513229116
ACH-000676,-0.5105621188708648
ACH-000677,-0.2976810178304868
ACH-000681,-1.0500299337405603
ACH-000683,-0.6192261003938048
ACH-000684,-0.8219304947619537
ACH-000688,-0.6297455332580799
ACH-000693,-0.4612668080428697
ACH-000694,-0.3228482325048048
ACH-000695,-0.18172591890361972
ACH-000696,-0.35661226593431505
ACH-000697,-0.6845890873110598
ACH-000699,-0.5493597519889747
ACH-000701,-0.4174589532311617
ACH-000706,-0.3735244648357263
ACH-000711,-0.6756890688869037
ACH-000713,-0.9976695586950032
ACH-000714,-0.40255361634448944
ACH-000718,-0.26275454650392865
ACH-000720,-1.1927751165853675
ACH-000721,-0.2387262511375956
ACH-000724,-0.7310339581440061
ACH-000725,-0.5222695870850421
ACH-000732,-0.8098967053263214
ACH-000734,-0.3810558105188768
ACH-000735,-0.4601373794470691
ACH-000736,-0.2819572311354664
ACH-000738,-0.5242786470906787
ACH-000746,-0.2451275947987937
ACH-000747,-0.4678859947201869
ACH-000748,-0.5043247976106013
ACH-000753,-0.7184038547064266
ACH-000756,-0.8830080923715853
ACH-000757,-0.3711778096801244
ACH-000758,-0.2859588318324571
ACH-000760,-0.28955320224124065
ACH-000762,-0.8075309973253505
ACH-000763,-0.2899569199134676
ACH-000764,-0.2848299592593071
ACH-000765,-0.646427611186881
ACH-000766,-0.2445396109423448
ACH-000767,-0.07399499289899387
ACH-000768,-0.20015488585023994
ACH-000769,-0.6503819455599068
ACH-000770,-0.6096472547066162
ACH-000771,-0.6395117601277361
ACH-000773,-0.4540881635664818
ACH-000776,-0.7234690072201663
ACH-000777,-0.4612674223920568
ACH-000778,-0.5060928687905171
ACH-000781,-0.5338078207368658
ACH-000782,-0.5670162579820358
ACH-000783,-0.1294924257147631
ACH-000784,-0.2706760467084645
ACH-000785,-0.3569144740456033
ACH-000787,-0.3349298171471716
ACH-000788,-0.7740912309250659
ACH-000791,-0.3410359286685517
ACH-000792,-0.8192215420193891
ACH-000794,-0.877246968784862
ACH-000796,-0.18064063492693536
ACH-000798,-0.4658402252206373
ACH-000799,-0.526976537854549
ACH-000800,-0.4317285334233804
ACH-000802,-0.8538883907274051
ACH-000804,-0.5536652108458784
ACH-000805,-0.5443293802202047
ACH-000809,-0.5315966291115373
ACH-000810,-0.6450757776884815
ACH-000811,-0.4221250832816945
ACH-000817,-0.4720094749383653
ACH-000819,-0.4428677552570976
ACH-000820,-0.5787708999995401
ACH-000821,-0.4816621019526165
ACH-000822,-0.9551175241699784
ACH-000823,-0.5077906443134723
ACH-000824,-0.4869424351998137
ACH-000827,-0.6654287975912111
ACH-000829,-0.11983499167081832
ACH-000831,-0.3743570385737392
ACH-000832,-0.9284683758910036
ACH-000833,-0.6344928693988084
ACH-000834,-0.5887699811271963
ACH-000835,-0.6880995567293098
ACH-000836,-0.6278607784202445
ACH-000837,-0.4923380578933649
ACH-000838,-0.33539682216944355
ACH-000839,-0.8757897235049411
ACH-000840,-0.1190869216326885
ACH-000841,-0.8705299233913967
ACH-000843,-0.8526354355096253
ACH-000846,-0.1879864929149214
ACH-000847,-0.7012252209176207
ACH-000848,-0.5452371730653658
ACH-000849,-0.6123411424793416
ACH-000851,-0.3117790075512755
ACH-000855,-0.5262898298244337
ACH-000856,-0.5618888707806696
ACH-000858,-0.4230467010367461
ACH-000859,-0.8093530908215617
ACH-000861,-0.6680110042259096
ACH-000862,-0.40149245776751497
ACH-000865,-0.35852937603800994
ACH-000866,-0.3453177440852405
ACH-000867,-0.2629553541406197
ACH-000869,-0.4842664055524013
ACH-000872,-1.0124345235618024
ACH-000873,-0.3612610557853637
ACH-000876,-0.2683457233107645
ACH-000878,-0.3675704889866672
ACH-000880,-0.4627348088005481
ACH-000881,-0.7529365360180929
ACH-000882,-0.9256824141457995
ACH-000884,-0.2684725014690474
ACH-000885,-0.5528577428530946
ACH-000887,-0.3250440514901329
ACH-000889,-0.692522637847284
ACH-000896,-0.7709197923094953
ACH-000898,-0.2456169474836934
ACH-000900,-0.2327099147351852
ACH-000901,-0.3718848202628256
ACH-000905,-0.7763370149467818
ACH-000906,-0.6249160052445197
ACH-000907,-0.4197020174768562
ACH-000910,-0.3641735488999417
ACH-000911,-0.3273808868120968
ACH-000912,-0.6655809164389006
ACH-000913,-0.5932522662634088
ACH-000915,-0.8016942580461102
ACH-000916,-0.4868846436622483
ACH-000917,-0.8037785387550722
ACH-000920,-0.4282017629908441
ACH-000921,-0.2741610127782258
ACH-000924,-0.3781942670516134
ACH-000926,-0.3236325760190153
ACH-000928,-0.4535072842678299
ACH-000929,-0.5580567400032768
ACH-000932,-0.22236386556062215
ACH-000935,-0.4715796863844777
ACH-000936,-0.3776622423295741
ACH-000937,-0.11082983545398603
ACH-000938,0.03873408585262896
ACH-000939,-0.7233760372566043
ACH-000941,-0.4004317976180252
ACH-000943,-0.5637112303404902
ACH-000946,-0.3241884476182438
ACH-000947,-0.22946724844970545
ACH-000948,-0.3522804209368542
ACH-000950,-0.8626250165009606
ACH-000953,-0.2200360234972019
ACH-000954,-0.4175718733526854
ACH-000957,-0.20247277666051985
ACH-000958,-0.4197611006004739
ACH-000960,-0.14309604177616184
ACH-000963,-0.4082224205832628
ACH-000968,-0.73286591991734
ACH-000969,-0.15343439142924625
ACH-000972,-0.13368570738226868
ACH-000973,-0.2404546690858011
ACH-000974,-0.344651003877633
ACH-000978,-0.17064493300816946
ACH-000984,-0.4305609789893456
ACH-000986,-0.3187520630787177
ACH-000988,-0.28913196565931737
ACH-000993,-0.5917769006045275
ACH-000994,-0.13737727617562492
ACH-000996,-0.40397670102053823
ACH-001001,-0.42462215182997065
ACH-001020,-0.6172854005241472
ACH-001028,-0.4068990735414112
ACH-001031,-0.4623008441102717
ACH-001038,-0.1553588524871871
ACH-001048,-0.5463494335929849
ACH-001050,-0.6580278637517124
ACH-001053,-0.6705090091373735
ACH-001054,-0.5658578004024483
ACH-001061,-0.6896288427427216
ACH-001067,-0.6328904278389021
ACH-001075,-0.730442464534418
ACH-001096,-0.5682468568809057
ACH-001111,-0.3522922437650354
ACH-001119,-0.4762295601388158
ACH-001128,-0.8320442153046455
ACH-001134,-0.3825296648681173
ACH-001151,-0.28268091484338104
ACH-001163,-0.5244079304078499
ACH-001164,-0.4118974148085053
ACH-001183,-0.3551990129631993
ACH-001192,-0.8735582403799327
ACH-001193,-0.8377556646338504
ACH-001196,-0.6938772599513073
ACH-001197,-0.3502985375080246
ACH-001205,-0.4609080504931782
ACH-001211,-0.34623057117321904
ACH-001212,-0.6103408779490673
ACH-001228,-0.24979756473158155
ACH-001232,-0.6595602900505222
ACH-001239,-0.7019741607856094
ACH-001270,-0.5224917561635162
ACH-001274,-0.7574854448684173
ACH-001275,-0.4940471044707522
ACH-001277,-0.5611072768599984
ACH-001278,-0.5107630340829425
ACH-001280,-0.4826766014268691
ACH-001283,-0.7193880771886585
ACH-001289,0.08505387852326708
ACH-001300,-0.3321053141070882
ACH-001301,-0.3879734472025291
ACH-001302,-0.5249204953971608
ACH-001306,-0.5578920420972894
ACH-001318,-0.25229175708459683
ACH-001322,-0.7119735062272022
ACH-001328,-0.6303693840752111
ACH-001332,-0.7282703413440531
ACH-001336,-0.493128983384245
ACH-001346,-0.8486129174342936
ACH-001353,-0.6340272700574738
ACH-001354,-0.4412425521072367
ACH-001367,-1.0100482455917013
ACH-001368,-0.17124493197507
ACH-001374,-0.4541651642445215
ACH-001377,-0.25363863447587226
ACH-001380,-0.5852715738785277
ACH-001391,-0.3136884513153788
ACH-001408,-0.5153150770018476
ACH-001430,-0.4644229588283038
ACH-001431,-0.7470601180038078
ACH-001450,-0.1946122964102294
ACH-001496,-0.36532963469724505
ACH-001500,-0.819881675823515
ACH-001523,-0.6214983579809341
ACH-001532,-0.7148190562809523
ACH-001550,-0.2659383478004906
ACH-001552,-0.522434592585168
ACH-001554,-0.5857036117145101
ACH-001654,-0.4213765913826383
ACH-001735,-0.2555339486806468
ACH-001736,-0.5895415091471806
ACH-001737,-0.0035546569682885845
ACH-001740,-0.7286867589432247
ACH-001745,-0.8085439017336512
ACH-001765,-0.8380255251591864
