,SKAP2 (8935)
ACH-000004,0.05642736907021425
ACH-000005,0.029789153752032213
ACH-000007,0.10748064913480997
ACH-000009,0.19924318530978247
ACH-000011,0.17981145329954054
ACH-000012,0.1521279176430042
ACH-000013,0.1583181442410263
ACH-000014,0.1744674881658346
ACH-000015,0.20206810260514965
ACH-000017,0.1630014009289465
ACH-000018,0.13395902103318028
ACH-000019,0.05317899912435937
ACH-000021,0.1507556210287352
ACH-000022,0.07571709893149513
ACH-000025,0.200950729914586
ACH-000028,0.17390177034997675
ACH-000030,0.12371436955484283
ACH-000035,0.1406134664751575
ACH-000036,0.21662246748505068
ACH-000037,0.004493471896084279
ACH-000039,0.2255830971068196
ACH-000040,0.16019406917499174
ACH-000041,-0.006369603232074932
ACH-000042,0.006703890828251516
ACH-000045,0.08372700057051524
ACH-000047,0.012560842697087227
ACH-000052,0.18891297095250026
ACH-000053,0.08034208464346143
ACH-000054,0.019315311865541782
ACH-000055,-0.0637098487616264
ACH-000060,0.01690584183118894
ACH-000067,0.22553984084370224
ACH-000070,0.25433536121631445
ACH-000075,-0.11071523534704901
ACH-000078,0.11357388131564512
ACH-000082,0.03137185158863421
ACH-000085,-0.040820287024200604
ACH-000086,0.2429264478550208
ACH-000087,0.2511725879364385
ACH-000092,0.11741483481686107
ACH-000095,0.13710059704484456
ACH-000097,0.14418822907625534
ACH-000098,0.1311758387555533
ACH-000099,0.1308283150462502
ACH-000108,0.21061107183077854
ACH-000113,0.16090219751106438
ACH-000116,0.0987289781780799
ACH-000118,0.17766448589373368
ACH-000120,-0.05109637429178441
ACH-000123,0.15971902632182924
ACH-000127,0.11896343663566113
ACH-000128,0.16976166428098605
ACH-000132,0.3252950665252638
ACH-000133,-0.0017604855674522813
ACH-000137,-0.08674621909348076
ACH-000138,0.13569737415258146
ACH-000142,0.09609322548051527
ACH-000143,-0.017101717270173566
ACH-000146,0.11761278024359145
ACH-000148,0.12422857767449727
ACH-000150,0.17581990141309922
ACH-000152,0.07194341833317487
ACH-000153,0.2708216067637425
ACH-000159,0.1401694472063574
ACH-000160,0.16573621996453616
ACH-000163,0.12204469022602173
ACH-000167,0.03785123815557522
ACH-000168,0.019867580138185813
ACH-000169,0.1640999402913928
ACH-000178,0.12379281666615714
ACH-000183,0.15020816620144142
ACH-000188,0.2290435462953121
ACH-000189,0.21958726574463236
ACH-000190,0.10591108088901073
ACH-000198,0.05257118021427523
ACH-000203,0.10412751230060974
ACH-000204,0.1944686749693191
ACH-000206,-0.026154830638636918
ACH-000207,0.03863156957817107
ACH-000208,0.28801733583935224
ACH-000210,-0.33164297428809386
ACH-000211,0.05930778508624834
ACH-000215,0.2198168920179431
ACH-000221,0.3126898474359736
ACH-000222,0.10810578530480784
ACH-000223,0.20359732150961904
ACH-000226,0.07470851608800154
ACH-000227,0.07820895637784532
ACH-000228,0.0702063664551501
ACH-000231,0.13712194150227985
ACH-000232,0.13342442927032178
ACH-000233,0.0739167278408256
ACH-000234,0.12301415259951305
ACH-000235,0.07257557738589454
ACH-000237,0.08246311324592254
ACH-000238,0.07942483157295764
ACH-000242,-0.04830498034649927
ACH-000243,0.10357924528076112
ACH-000244,0.10318063521794928
ACH-000246,0.1180389075262768
ACH-000248,0.1318853685462161
ACH-000250,0.06620302615960312
ACH-000251,0.2708671374780985
ACH-000252,0.2606846661455338
ACH-000253,0.04671623639804644
