,ZC3H13 (23091)
ACH-000004,-0.2199726013736661
ACH-000005,-0.16125029515160605
ACH-000007,-0.2998504132150116
ACH-000009,-0.3180042003789783
ACH-000011,-0.12819769515976714
ACH-000012,-0.3100202354211011
ACH-000013,-0.5152352883678614
ACH-000014,-0.1721995112197112
ACH-000015,-0.26860156706263266
ACH-000017,-0.0274595122451025
ACH-000018,-0.05430156103231515
ACH-000019,-0.08524250410648695
ACH-000021,-0.4334014964155909
ACH-000022,-0.2782724861883593
ACH-000025,-0.3074863837459269
ACH-000028,-0.3318423962045761
ACH-000030,-0.1731075144403538
ACH-000035,-0.6889485055171422
ACH-000036,-0.19631383815968104
ACH-000037,-0.4285997432048552
ACH-000039,-0.21811098383890187
ACH-000040,-0.3272750527436065
ACH-000041,-0.10993790485776192
ACH-000042,-0.4123426400438771
ACH-000045,-0.4038860538442821
ACH-000047,-0.2671387258332487
ACH-000052,-0.31846456370639914
ACH-000053,-0.3098493166558485
ACH-000054,0.015084530950651185
ACH-000055,-0.4178401328799107
ACH-000060,-0.4537080586061619
ACH-000067,-0.3957217175074113
ACH-000070,-0.1491213678257589
ACH-000075,-0.039980530971422686
ACH-000078,-0.1028945961534054
ACH-000082,-0.21680206789861306
ACH-000085,-0.5723568069119398
ACH-000086,-0.31991923842973546
ACH-000087,0.028280601645225088
ACH-000092,-0.4780184819372203
ACH-000095,-0.215368188543775
ACH-000097,-0.21100180843797425
ACH-000098,-0.2767534835236751
ACH-000099,-0.2899329941416483
ACH-000108,-0.4887750233765404
ACH-000113,-0.4140409631632854
ACH-000116,-0.2870057455757649
ACH-000118,-0.3001110423643053
ACH-000120,-0.26183096919922794
ACH-000123,-0.24554021384434385
ACH-000127,-0.3345645028849745
ACH-000128,-0.3702258490871692
ACH-000132,-0.21725237195697586
ACH-000133,-0.12987275559770456
ACH-000137,-0.26538283790159395
ACH-000138,-0.3891984503393165
ACH-000142,-0.4168091713106384
ACH-000143,-0.8277715711641941
ACH-000146,-0.5931408644615361
ACH-000148,-0.2523502215091361
ACH-000150,-0.3581734614411146
ACH-000152,-0.2822449133818745
ACH-000153,-0.09796061823444112
ACH-000159,-0.08134572480767015
ACH-000160,-0.4769715371247446
ACH-000163,-0.6396808180037171
ACH-000167,-0.516531839777084
ACH-000168,-0.3550947517590679
ACH-000169,-0.6240325719233004
ACH-000178,-0.23499330140126184
ACH-000183,-0.4108073841023163
ACH-000188,-0.2946153852224208
ACH-000189,-0.15210666955796234
ACH-000190,-0.20606161071361145
ACH-000198,-0.3712418611293762
ACH-000203,-0.5700093515338646
ACH-000204,-0.4133732839431005
ACH-000206,-0.07246751765855801
ACH-000207,-0.14586709761055228
ACH-000208,-0.3825284106548294
ACH-000210,-0.03260235525599467
ACH-000211,-0.3058793756903699
ACH-000215,-0.32001019338375275
ACH-000221,-0.28855071958712675
ACH-000222,-0.4067319208840047
ACH-000223,-0.5188254326876636
ACH-000226,-0.2291740199308862
ACH-000227,-0.09941107980720464
ACH-000228,-0.3650128488187592
ACH-000231,-0.2924981609699117
ACH-000232,-0.252282088935936
ACH-000233,-0.3685454094261178
ACH-000234,-0.32605811210925273
ACH-000235,-0.2778146980753472
ACH-000237,-0.3734126399963
ACH-000238,-0.2449000568271541
ACH-000242,-0.16868053525651344
ACH-000243,-0.3790589249035216
ACH-000244,-0.19052690340363126
ACH-000246,-0.3404275023189976
