,ATP5G1 (516)
ACH-000004,-0.5253278839623813
ACH-000005,-0.1735655849964261
ACH-000007,-0.18095737695145395
ACH-000009,-0.5654933605107031
ACH-000011,-0.3142985991704825
ACH-000012,-0.3209063622710105
ACH-000013,-0.22959395710039304
ACH-000014,-0.468381067121891
ACH-000015,-0.2857638124043205
ACH-000017,-0.38177590738213824
ACH-000018,-0.2914461767378643
ACH-000019,-0.602549630653831
ACH-000021,-0.284601305321706
ACH-000022,-0.2396016026575249
ACH-000025,-0.2978393454520147
ACH-000028,-0.38785809318411
ACH-000030,-0.42592192427818976
ACH-000035,-0.29941688147544154
ACH-000036,-0.3376729107648193
ACH-000037,-0.3409350661150676
ACH-000039,-0.4985747191181112
ACH-000040,-0.430166033156176
ACH-000041,-0.4477891718933463
ACH-000042,-0.2845246565345653
ACH-000045,-0.2451300765546479
ACH-000047,-0.30250535129119205
ACH-000052,-0.3690571128788879
ACH-000053,-0.327323270697028
ACH-000054,-0.4566325455623821
ACH-000055,-0.228965983420893
ACH-000060,-0.3973189609931012
ACH-000067,-0.3393355241469598
ACH-000070,-0.3194801238196741
ACH-000075,-0.3783052357528136
ACH-000078,-0.4620461928330396
ACH-000082,-0.384553559587891
ACH-000085,-0.22983252186284586
ACH-000086,-0.4023703624384994
ACH-000087,-0.43461933926968827
ACH-000092,-0.3711486476902123
ACH-000095,-0.4111968399378483
ACH-000097,-0.33761400045052403
ACH-000098,-0.4489413213314321
ACH-000099,-0.4446278272419091
ACH-000108,-0.2456150353171349
ACH-000113,-0.3863379158599405
ACH-000116,-0.5174134172648858
ACH-000118,-0.2043736141534999
ACH-000120,-0.4199222374851012
ACH-000123,-0.3142471830217141
ACH-000127,-0.35884727011187245
ACH-000128,-0.3238160430740916
ACH-000132,-0.4334728850871005
ACH-000133,-0.4567630224993664
ACH-000137,-0.3511885186653181
ACH-000138,-0.4291387553119265
ACH-000142,-0.22641687747492584
ACH-000143,-0.34960894888065025
ACH-000146,-0.2586787084230049
ACH-000148,-0.3508558422539489
ACH-000150,-0.3322928845060614
ACH-000152,-0.5127706465321955
ACH-000153,-0.08093212287232104
ACH-000159,-0.42668948729251416
ACH-000160,-0.4353630878100744
ACH-000163,-0.3150432994037431
ACH-000167,-0.33430337836045737
ACH-000168,-0.2854113412303498
ACH-000169,-0.4150829826431031
ACH-000178,-0.40217888424965903
ACH-000183,-0.22176199897584292
ACH-000188,-0.2313520776718769
ACH-000189,-0.08578972936254256
ACH-000190,-0.08184849158689078
ACH-000198,-0.3940395546420459
ACH-000203,-0.6070472528258621
ACH-000204,-0.33722638660672194
ACH-000206,-0.333640145798713
ACH-000207,-0.3998279054554271
ACH-000208,-0.4963444831862859
ACH-000210,-0.37889420638615545
ACH-000211,-0.4528956194415436
ACH-000215,-0.3439951937866469
ACH-000221,-0.3457982980010247
ACH-000222,-0.3663924997050157
ACH-000223,-0.4977982292539152
ACH-000226,-0.26702097151664805
ACH-000227,-0.513668333043416
ACH-000228,-0.368672138807181
ACH-000231,-0.4429783509082914
ACH-000232,-0.2960896480706299
ACH-000233,-0.4323966133483629
ACH-000234,-0.24799612579194225
ACH-000235,-0.3789832997948355
ACH-000237,-0.17578631461825306
ACH-000238,-0.6405059218493675
ACH-000242,-0.16272514688929174
ACH-000243,-0.43542708381300976
ACH-000244,-0.4405660007343816
ACH-000246,-0.3617954511215129
ACH-000248,-0.4967488408242712
ACH-000250,-0.4579160523425361
ACH-000251,-0.6175221766994751
ACH-000252,-0.4000625567589168
ACH-000253,-0.3218934609219
ACH-000255,-0.3254549411446538
ACH-000256,-0.449372166638332
ACH-000257,-0.1042832011926762
ACH-000258,-0.4019384791310146
ACH-000259,-0.3246096980839212
ACH-000260,-0.3048459940134424
ACH-000261,-0.379350019066442
ACH-000262,-0.18079948022003425
ACH-000263,-0.4686814771984697
ACH-000264,-0.3915451976154996
ACH-000265,-0.4074020505105224
ACH-000266,-0.4210354161776672
ACH-000272,-0.39909766165152494
ACH-000274,-0.4777990691488239
ACH-000277,-0.4981793435936399
ACH-000278,-0.2623120619445306
ACH-000279,-0.3087455493974052
ACH-000280,-0.5070214826701935
ACH-000281,-0.3612187495002521
ACH-000288,-0.4574740471359793
ACH-000291,-0.3055740002424696
ACH-000293,-0.2772206692829584
ACH-000294,-0.3565707468468768
ACH-000295,-0.3751987959261375
ACH-000296,-0.3890781846216737
ACH-000302,-0.3042960895989096
ACH-000304,-0.3880536263350803
ACH-000307,-0.3205222961755264
ACH-000308,-0.3940831161050412
ACH-000310,-0.4214216317646554
ACH-000311,-0.26290777424213263
ACH-000312,-0.4042017340007809
ACH-000315,-0.33942375836750155
ACH-000316,-0.4979012655313072
ACH-000317,-0.4353055437571771
ACH-000318,-0.2487696178085345
ACH-000319,-0.2949186419883343
ACH-000320,-0.3210098043184002
ACH-000322,-0.3210502843156467
ACH-000323,-0.26930191693197114
ACH-000324,-0.4320164496035152
ACH-000329,-0.3914199600474637
ACH-000330,-0.24914308130560325
ACH-000331,-0.39525995559349103
ACH-000332,-0.3789335096564965
ACH-000334,0.1267174367503272
ACH-000335,-0.4059052903638571
ACH-000336,-0.07680908762304453
ACH-000337,-0.23034586089947875
ACH-000338,-0.17900210443096656
ACH-000339,-0.4165327454310467
ACH-000341,-0.38839556286687815
ACH-000348,-0.3251733666504708
ACH-000350,-0.28309461519273743
ACH-000352,-0.3358901382877564
ACH-000356,-0.5482930308084653
ACH-000361,-0.3471508803793634
ACH-000362,-0.24644030267145514
ACH-000363,-0.4575878004015768
ACH-000364,-0.2158671063974463
ACH-000365,-0.3776878473395597
ACH-000366,-0.340717819512787
ACH-000368,-0.17407316960357153
ACH-000374,-0.4668921172134141
ACH-000375,-0.1501875601153025
ACH-000376,-0.2732947214284578
ACH-000381,-0.2148482233013472
ACH-000383,-0.3705067592291948
ACH-000387,-0.4283232134090415
ACH-000389,-0.3505730061964852
ACH-000390,-0.39998023399462657
ACH-000393,-0.16824026348331447
ACH-000395,-0.5742048999438283
ACH-000396,-0.06044041922048848
ACH-000397,-0.2868496570166781
ACH-000401,-0.336874256615562
ACH-000402,-0.4329146466985345
ACH-000403,-0.4068397558647325
ACH-000404,-0.14835489660326
ACH-000406,-0.3302380156949102
ACH-000407,-0.4121038080895477
ACH-000408,-0.40807057898880944
ACH-000410,-0.1029899024575303
ACH-000411,-0.4631588370099892
ACH-000414,-0.32410504470551343
ACH-000415,-0.4211198825025209
ACH-000416,-0.3997933615630251
