,EIF4G1 (1981)
ACH-000004,-0.5748084679572943
ACH-000005,-0.3332021673961179
ACH-000007,-0.7484350890600959
ACH-000009,-0.7627040818597689
ACH-000011,-0.6267194425193009
ACH-000012,-0.7054261302292237
ACH-000013,-0.5449296382205349
ACH-000014,-0.7945136159750708
ACH-000015,-0.5923182832454842
ACH-000017,-0.5205278306990682
ACH-000018,-1.0027237406279046
ACH-000019,-0.7739414980991932
ACH-000021,-0.803025233271659
ACH-000022,-0.7440508796549847
ACH-000025,-0.9200258877377009
ACH-000028,-0.7577940135542732
ACH-000030,-0.4278663918018713
ACH-000035,-0.7077764944371118
ACH-000036,-0.6594883075716759
ACH-000037,-0.44835201984300577
ACH-000039,-0.7837321391842399
ACH-000040,-0.42960620721385895
ACH-000041,-0.675656676630898
ACH-000042,-0.5087929167330778
ACH-000045,-0.6550014043989262
ACH-000047,-0.620472851851557
ACH-000052,-0.6392130623328011
ACH-000053,-0.7345108464298317
ACH-000054,-0.760876024940818
ACH-000055,-0.7556318962061648
ACH-000060,-0.7780619146769981
ACH-000067,-0.3992806730996141
ACH-000070,-0.825002439036549
ACH-000075,-0.8185612182944557
ACH-000078,-0.5813951372303693
ACH-000082,-0.7174501546860401
ACH-000085,-0.16713558792912506
ACH-000086,-0.7068803688810571
ACH-000087,-1.0248058983872212
ACH-000092,-0.6625288075692194
ACH-000095,-0.6288531592461297
ACH-000097,-0.6270306752587955
ACH-000098,-0.7482059808611548
ACH-000099,-0.7650208512972723
ACH-000108,-0.6597092974263477
ACH-000113,-0.5950293146724013
ACH-000116,-0.4835614480179759
ACH-000118,-0.6648077937661921
ACH-000120,-0.5497874449910799
ACH-000123,-0.5392993258580737
ACH-000127,-0.6119317171189246
ACH-000128,-0.6597196183250289
ACH-000132,-0.8046691411717866
ACH-000133,-0.4420881282616289
ACH-000137,-0.5718290797549019
ACH-000138,-0.5037561952666142
ACH-000142,-0.5081681627541326
ACH-000143,-0.8130674852481351
ACH-000146,-0.7661724674818233
ACH-000148,-0.5212456166341911
ACH-000150,-0.4546598726774676
ACH-000152,-0.6126135400979318
ACH-000153,-0.7978253139035691
ACH-000159,-0.668829994509496
ACH-000160,-0.6926159700158189
ACH-000163,-0.8305918381391355
ACH-000167,-0.7967097297221091
ACH-000168,-0.6651007942748689
ACH-000169,-0.6984898649174026
ACH-000178,-0.6876274147817495
ACH-000183,-0.5906872805772461
ACH-000188,-0.4520026634269444
ACH-000189,-0.6093187666476386
ACH-000190,-0.9487987202492458
ACH-000198,-0.7144221798138024
ACH-000203,-1.0555369249866298
ACH-000204,-0.4945941461157246
ACH-000206,-0.5773323162628484
ACH-000207,-0.7121346761636497
ACH-000208,-0.29342666925667193
ACH-000210,-1.064492982549297
ACH-000211,-0.6793892808761557
ACH-000215,-0.6614294274765344
ACH-000221,-0.7680412065032997
ACH-000222,-0.6704304956366753
ACH-000223,-0.4245517632226405
ACH-000226,-0.5313183056540032
ACH-000227,-0.7559894173269384
ACH-000228,-0.6076232881203446
ACH-000231,-0.6275396630713497
ACH-000232,-0.6956768756333408
ACH-000233,-0.3685357540780494
ACH-000234,-0.7193057039134881
ACH-000235,-0.7264387334089808
ACH-000237,-0.6923365378197207
ACH-000238,-0.5208837151068502
ACH-000242,-0.9453800833351881
ACH-000243,-0.7083659148804234
ACH-000244,-0.05816125748735899
ACH-000246,-0.7145769099881675
ACH-000248,-0.5992536531953794
ACH-000250,-0.719481060469884
ACH-000251,-0.4402270787528516
ACH-000252,-1.0493275600699223
ACH-000253,-0.6766704604508499
ACH-000255,-0.7329544565396786
ACH-000256,-0.5955850327079194
ACH-000257,-0.4136420116160392
ACH-000258,-0.8131195933205706
ACH-000259,-0.7032479106893416
ACH-000260,-0.6938354322731414
ACH-000261,-0.6977155924526898
ACH-000262,-0.7211592806845307
ACH-000263,-0.6499823544334719
ACH-000264,-0.4235665505739655
ACH-000265,-0.7668827466995679
ACH-000266,-0.7411313443045993
ACH-000272,-0.7140322298041087
ACH-000274,-0.7659658015689773
ACH-000277,-0.5014643614819912
ACH-000278,-0.6201635261459059
ACH-000279,-0.8418031789112298
ACH-000280,-0.4816219119726653
ACH-000281,-0.7370093494764313
ACH-000288,-0.5675128330896546
ACH-000291,-0.7631487492423581
ACH-000293,-0.3428281319709311
ACH-000294,-0.6818491887267567
ACH-000295,-0.6483845451290053
ACH-000296,-0.7696573990674008
ACH-000302,-0.7830734709844708
ACH-000304,-0.5601785951124545
ACH-000307,-0.6580311102159542
ACH-000308,-0.4309203259416549
ACH-000310,-0.6553278993584462
ACH-000311,-0.6738365516077287
ACH-000312,-0.7805233308841069
ACH-000315,-0.6427420191708582
ACH-000316,-0.676927831100964
ACH-000317,-0.6699361177229389
ACH-000318,-0.5417704253305156
ACH-000319,-0.6880017116219422
ACH-000320,-0.5845033993322765
ACH-000322,-0.6335836425423359
ACH-000323,-1.2019322654261797
ACH-000324,-0.5069548953444399
ACH-000329,-0.4639347144856332
ACH-000330,-0.8220469525971612
ACH-000331,-0.6974412427889009
ACH-000332,-0.7030412345774221
ACH-000334,-0.6041467706124579
ACH-000335,-0.3536544057022486
ACH-000336,-0.4792309309183693
ACH-000337,-0.9794051250974792
ACH-000338,-1.2883973627297105
ACH-000339,-0.5871821978196751
ACH-000341,-0.8013488674289413
ACH-000348,-0.4912927045357903
ACH-000350,-0.5880404688936907
ACH-000352,-0.5269355951424453
ACH-000356,-0.6829409872161729
ACH-000361,-0.6997106687136359
ACH-000362,-0.7541542449455712
ACH-000363,-0.898060387331468
ACH-000364,-0.7711117652526783
ACH-000365,-0.6484469069671279
ACH-000366,-0.7312343530474471
ACH-000368,-0.5587661711868898
ACH-000374,-0.4578532254604388
ACH-000375,-0.7999581872418791
ACH-000376,-0.5993814005429486
ACH-000381,-0.4243703336513448
ACH-000383,-0.6644484544601102
ACH-000387,-0.6518106309627358
ACH-000389,-0.2985760256782781
ACH-000390,-0.6212517836428847
ACH-000393,-0.7623554866142942
ACH-000395,-0.2844032638682546
ACH-000396,-0.6629631909723459
ACH-000397,-0.6020876532700679
ACH-000401,-0.3282357473529707
ACH-000402,-0.6438214327322411
ACH-000403,-0.5290361380341261
ACH-000404,-0.4587205512073526
ACH-000406,-0.6570901287284823
ACH-000407,-0.9054389055994176
ACH-000408,-0.5869285541828193
ACH-000410,-0.7388637352613637
ACH-000411,-0.604346333900577
ACH-000414,-0.5931208335172872
ACH-000415,-0.5756609151831255
ACH-000416,-0.7143854350972957
ACH-000420,-0.673853895219542
ACH-000421,-0.6653185529510348
ACH-000424,-0.9054854011517708
ACH-000425,-0.496590061729845
ACH-000426,-0.3006052133132134
ACH-000427,-0.5998580390777297
ACH-000433,-0.8646067217188429
ACH-000435,-1.0229777094150183
ACH-000436,-0.7756836791937531
ACH-000444,-0.5540037597978472
ACH-000445,-0.656354783939106
ACH-000448,-0.7860003519045617
ACH-000450,-0.6352305073641447
ACH-000452,-0.6244041859421571
ACH-000454,-0.4440039348306114
ACH-000458,-0.6749403150543656
ACH-000459,-0.4079432970876047
ACH-000460,-0.6268932103024693
ACH-000461,-0.7134704363726527
ACH-000463,-0.591554216808913
ACH-000464,-0.488155534014326
ACH-000466,-0.5660942518287855
ACH-000467,-0.7895001207296413
ACH-000468,-0.5038214897907995
ACH-000469,-0.7398661330525655
ACH-000470,-0.3995701285706837
ACH-000471,-0.6831961121202942
ACH-000472,-0.5431151136048026
ACH-000473,-0.4475130691407889
ACH-000475,-0.7287656485433142
ACH-000476,-0.5788832246370419
ACH-000477,-0.7130689911882909
ACH-000479,-0.8431184930003804
ACH-000480,-0.7386666761244812
ACH-000481,-0.7360990739023753
ACH-000483,-0.5798436583270377
ACH-000484,-0.18629117772135276
ACH-000485,-0.4952193727769039
ACH-000486,-0.7963300531424581
ACH-000487,-0.7394914821848664
ACH-000488,-0.313991828001901
ACH-000490,-0.7231543634216874
ACH-000491,-0.6439126943858035
ACH-000495,-0.6397862035457187
ACH-000496,-0.9295804876887832
ACH-000499,-1.0039064127649333
ACH-000500,-0.09987028065906617
ACH-000502,-0.6880154364613554
ACH-000503,-0.5838759820667271
ACH-000505,-0.7272749251437759
ACH-000507,-0.7061798416380334
ACH-000510,-0.6616803589854104
ACH-000511,-0.6304619752112347
ACH-000512,-0.3583692134231227
ACH-000516,-0.3959414407795149
ACH-000517,-0.6387650180764803
ACH-000518,-0.5228610735259047
ACH-000520,-0.6536384449757513
ACH-000521,-0.7353257084174405
ACH-000522,-0.7699346918049965
ACH-000524,-0.5493775939842093
ACH-000527,-0.5704122132249997
ACH-000528,-0.5971224394437846
ACH-000537,-0.6695263467060546
ACH-000541,-0.7118692041219437
ACH-000542,-0.6234117152612437
ACH-000544,-0.5192795061346566
ACH-000545,-0.6996294653558476
ACH-000547,-0.8702993819347881
ACH-000548,-0.7818454532726243
ACH-000549,-0.4924015354539098
ACH-000550,-0.7884455618452372
ACH-000552,-0.8365071612174555
ACH-000556,-0.6678178767083762
ACH-000557,-0.8633333627967571
ACH-000569,-0.3817833852879191
ACH-000570,-0.5988396451731594
ACH-000571,-0.5979269252448524
ACH-000573,-0.8456481422154727
ACH-000576,-0.768660085302645
ACH-000579,-0.5552713492633092
ACH-000580,-0.5596387446000758
ACH-000584,-0.5834225102597713
ACH-000585,-0.613531268283186
ACH-000588,-0.6420635757090003
ACH-000589,-0.6501957830162928
ACH-000591,-0.7765004614544607
ACH-000593,-0.7348145935021418
ACH-000600,-0.7684834452411878
ACH-000601,-0.6103422235846384
ACH-000605,-0.5747579863882488
ACH-000606,-0.5670009189647721
ACH-000608,-0.6456714697210101
ACH-000614,-0.5254722701056471
ACH-000616,-0.4608069385325603
ACH-000618,-0.6597338260090233
ACH-000619,-0.7178674947561864
ACH-000620,-0.5958062373590469
ACH-000621,-0.6550714882745817
ACH-000622,-0.8020982161976868
ACH-000623,-0.5241415490955224
ACH-000624,-0.3936099668704929
ACH-000627,-0.6045110785117751
ACH-000630,-0.6284625060954652
ACH-000631,-0.5866163652332653
ACH-000632,-0.5689303360939071
ACH-000633,-0.6483105124582379
ACH-000637,-0.5955870380097259
ACH-000638,-0.34922123051077153
ACH-000646,-0.7558283538843982
ACH-000647,-0.6589949938716736
ACH-000648,-0.7316345574299633
ACH-000649,-0.7352329267674363
ACH-000651,-0.6220172306256468
ACH-000652,-0.5380173928518179
ACH-000653,-0.3854183425486391
ACH-000657,-0.6875741152915859
ACH-000658,-0.8351970457582086
ACH-000661,-0.6361005587860292
ACH-000662,-0.3090677819074452
ACH-000663,-0.5201055661182302
ACH-000665,-0.6211299730466607
ACH-000671,-0.7745823325261886
ACH-000672,-0.5170679879243961
ACH-000673,-0.5834214557583915
ACH-000676,-0.7122403043603811
ACH-000677,-0.8309733951506764
ACH-000681,-0.6937624116394988
ACH-000683,-0.42006465368899937
ACH-000684,-0.6105770977618072
ACH-000688,-0.5669195889568652
ACH-000693,-0.42636621696944615
ACH-000694,-0.5884373790908864
ACH-000695,-0.5959840179305808
ACH-000696,-0.7951510538718257
ACH-000697,-0.6470064796862687
ACH-000699,-0.550831587064619
ACH-000701,-0.8405814295210771
ACH-000706,-0.9796414435526076
ACH-000711,-0.5015583630248583
ACH-000713,-0.7768824643604462
ACH-000714,-0.7436270723153339
ACH-000718,-0.32710789978588106
ACH-000720,-0.42485672809762576
ACH-000721,-0.6565693720504308
ACH-000724,-0.7617971952181041
ACH-000725,-0.5407083631073738
ACH-000732,-0.5556060487302945
ACH-000734,-0.8250008653855325
ACH-000735,-0.55127128712891
ACH-000736,-0.4074980675849573
ACH-000738,-0.7339338491918341
ACH-000746,-0.742431552484065
ACH-000747,-0.6084362091006456
ACH-000748,-0.8632981385668045
ACH-000753,-0.4965334041817699
ACH-000756,-0.7511166996103957
ACH-000757,-0.5498269629278277
ACH-000758,-0.4328550625563895
ACH-000760,-0.9008491158904074
ACH-000762,-0.6031720190460902
ACH-000763,-0.6701987829338668
ACH-000764,-0.6368576929364455
ACH-000765,-0.7036043130542037
ACH-000766,-0.5809086712811832
ACH-000767,-0.7936873531448582
ACH-000768,-0.5279806736015511
ACH-000769,-0.4836964961142626
ACH-000770,-0.7231029803487129
ACH-000771,-0.5365004212621107
ACH-000773,-0.4347417001564677
ACH-000776,-0.5955549800891655
ACH-000777,-0.514076001114479
ACH-000778,-0.4989389131968784
ACH-000781,-0.6555091636751484
ACH-000782,-0.4518842721562442
ACH-000783,-0.6992364149192849
ACH-000784,-0.6292970902299571
ACH-000785,-0.8941675683686533
ACH-000787,-0.5206073282915026
ACH-000788,-0.689105117227135
ACH-000791,-0.7096269977844185
ACH-000792,-0.6134549658862954
ACH-000794,-0.6295465714468772
ACH-000796,-0.5339809624201934
ACH-000798,-0.8219145058481103
ACH-000799,-0.8119083069391534
ACH-000800,-0.2561397649462197
ACH-000802,-0.7758592287956722
ACH-000804,-0.5460742674283361
ACH-000805,-0.688037877835003
ACH-000809,-0.725463276479568
ACH-000810,-1.0768463782676228
ACH-000811,-0.6738431471023907
ACH-000817,-0.6488530932742678
ACH-000819,-0.6276502230869443
ACH-000820,-0.7992533221291009
ACH-000821,-0.5184054079102318
ACH-000822,-0.6037659678702811
ACH-000823,-0.5851151422902784
ACH-000824,-0.6565221586875859
ACH-000827,-0.6186077323024144
ACH-000829,-0.6051718312782965
ACH-000831,-0.6204783291135437
ACH-000832,-0.8166178308668189
ACH-000833,-0.6162992226044532
ACH-000834,-0.3379275632613121
ACH-000835,-0.6902282227765882
ACH-000836,-0.826994627510778
ACH-000837,-0.555040996053187
ACH-000838,-0.4943886466816431
ACH-000839,-0.7674996075978086
ACH-000840,-0.6976252289679544
ACH-000841,-0.4324435825270014
ACH-000843,-0.5124771595864158
ACH-000846,-0.5974153072393052
