,IMPDH1 (3614)
ACH-000004,-0.32038595989749824
ACH-000005,-0.3779843851731728
ACH-000007,-0.4494318197833873
ACH-000009,-0.2966738007391842
ACH-000011,-0.19166899097966966
ACH-000012,-0.20055501866457776
ACH-000013,-0.2390793251267235
ACH-000014,-0.4031137297819112
ACH-000015,-0.18631239315478432
ACH-000017,-0.4029975702040879
ACH-000018,-0.3732319516747505
ACH-000019,-0.515653209903308
ACH-000021,-0.32436501002410034
ACH-000022,-0.21994315337160425
ACH-000025,-0.2961613122224167
ACH-000028,-0.27358665453951225
ACH-000030,-0.34486775791296104
ACH-000035,-0.30393355457303056
ACH-000036,-0.4436453096857848
ACH-000037,-0.4465398957607416
ACH-000039,-0.4595610996398041
ACH-000040,-0.15439979198794473
ACH-000041,-0.35536492365496425
ACH-000042,-0.3387365973382826
ACH-000045,-0.4670410937620425
ACH-000047,-0.28593824075947377
ACH-000052,-0.3533785277299967
ACH-000053,-0.17019225347028502
ACH-000054,-0.3694007252094745
ACH-000055,-0.49679500701711604
ACH-000060,-0.4479059395869143
ACH-000067,-0.38355031322581057
ACH-000070,-0.3624114853403634
ACH-000075,-0.5003724607154619
ACH-000078,-0.20816481113673166
ACH-000082,-0.33259594038654666
ACH-000085,-0.483461517479217
ACH-000086,-0.24946525420670146
ACH-000087,-0.33380353732337337
ACH-000092,-0.3030616961302783
ACH-000095,-0.35705048600586725
ACH-000097,-0.20822529360005165
ACH-000098,-0.36656744029264543
ACH-000099,-0.3544650607457255
ACH-000108,-0.32043130004593817
ACH-000113,-0.37731972585721296
ACH-000116,-0.322124181762653
ACH-000118,-0.4210379278408429
ACH-000120,-0.4162637982294036
ACH-000123,-0.3957362444191818
ACH-000127,-0.28631445703278274
ACH-000128,-0.15624193717483031
ACH-000132,-0.3703537904349192
ACH-000133,-0.3662131561815584
ACH-000137,-0.3426314254475233
ACH-000138,-0.28759613715573706
ACH-000142,-0.36240809288922143
ACH-000143,-0.2828052597367721
ACH-000146,-0.22666993176590106
ACH-000148,-0.3190937059393944
ACH-000150,-0.14302067489842915
ACH-000152,-0.16561499525860138
ACH-000153,-0.3657565625857971
ACH-000159,-0.42137081994560094
ACH-000160,-0.3261406260848688
ACH-000163,-0.3277711715155317
ACH-000167,-0.4751579626048505
ACH-000168,-0.6916375507073996
ACH-000169,-0.29875198574652256
ACH-000178,-0.4215373999059949
ACH-000183,-0.3148340282675635
ACH-000188,-0.4002875909833266
ACH-000189,-0.393457320239444
ACH-000190,-0.3070617965390354
ACH-000198,-0.3124163242431113
ACH-000203,-0.35671873344765875
ACH-000204,-0.21423033238246145
ACH-000206,-0.06488880002875583
ACH-000207,-0.3176615639025883
ACH-000208,-0.7664556723202535
ACH-000210,-0.5943838849285911
ACH-000211,-0.4027186641686781
ACH-000215,-0.3700294076910136
ACH-000221,-0.20247139978230685
ACH-000222,-0.23234259719102826
ACH-000223,-0.5193196850556208
ACH-000226,-0.14523314486749606
ACH-000227,-0.4517798783001074
ACH-000228,-0.2977620308864378
ACH-000231,-0.3697155431972313
ACH-000232,-0.2840609176998142
ACH-000233,-0.10439484281850847
ACH-000234,-0.3201284105464223
ACH-000235,-0.2434576885789711
ACH-000237,-0.3909124741594426
ACH-000238,-0.3028640489747483
ACH-000242,-0.37524658304370223
ACH-000243,-0.15159308203297445
ACH-000244,-0.2372516178601037
ACH-000246,-0.3659047402566014
ACH-000248,-0.4917682286491991
ACH-000250,-0.4051289905336063
ACH-000251,-0.3854734695251316
ACH-000252,-0.2240452811819836
ACH-000253,-0.34580313526148104
ACH-000255,-0.3448048797452029
ACH-000256,-0.4389979451095444
ACH-000257,-0.35094320288997033
ACH-000258,-0.11257383491461198
ACH-000259,-0.19896352990407895
ACH-000260,-0.295694234137224
ACH-000261,-0.24647005538856595
ACH-000262,-0.46008066922672
ACH-000263,-0.4216175642953535
ACH-000264,-0.4386720134742817
ACH-000265,-0.201282188072748
ACH-000266,-0.29315452789477675
ACH-000272,-0.4624126177690861
ACH-000274,-0.4703671317444791
ACH-000277,-0.2377090008411253
ACH-000278,-0.2022358852056464
ACH-000279,-0.5183320894635755
ACH-000280,-0.3362732969057757
ACH-000281,-0.3381863478911278
ACH-000288,-0.3134585569423371
ACH-000291,-0.4110215196688992
ACH-000293,-0.2715974466108316
ACH-000294,-0.1754504639685928
ACH-000295,-0.38275597329802
ACH-000296,-0.42491628535632736
ACH-000302,-0.17514444059430934
ACH-000304,-0.3842141492141916
ACH-000307,-0.1643196600901965
ACH-000308,-0.4240121518484802
ACH-000310,-0.2813501842633479
ACH-000311,-0.012360190660170729
ACH-000312,-0.18375348208119946
ACH-000315,0.035802973583531926
ACH-000316,-0.397755011469402
ACH-000317,-0.4145279585750069
ACH-000318,-0.29572428250632826
ACH-000319,-0.25245430260654483
ACH-000320,-0.23019559754127164
ACH-000322,-0.4082244073122527
ACH-000323,-0.5737741721913802
ACH-000324,-0.41395005563056175
ACH-000329,-0.31815764567856863
ACH-000330,-0.4864023698854768
ACH-000331,-0.4066894956417458
ACH-000332,-0.3282680986226553
ACH-000334,-0.3000673054963026
ACH-000335,-0.1636591731873712
ACH-000336,-0.11924765118371985
ACH-000337,-0.30713822725094864
ACH-000338,0.455237250594377
ACH-000339,-0.3372641740664286
ACH-000341,-0.15794177272084342
ACH-000348,-0.39183506201086254
ACH-000350,-0.2824301597134387
ACH-000352,-0.3116135870144584
ACH-000356,-0.3830922649437571
ACH-000361,-0.2809176394112942
ACH-000362,-0.1863720685757217
ACH-000363,-0.2643828626350539
ACH-000364,-0.28624295416965306
ACH-000365,-0.259916004174078
ACH-000366,-0.23575094097318885
ACH-000368,-0.6235351557504158
ACH-000374,-0.4876134253947508
ACH-000375,-0.5140816741367683
ACH-000376,-0.2420246124504583
ACH-000381,-0.32094164159347216
ACH-000383,-0.2858189175796928
ACH-000387,-0.2542792698686015
ACH-000389,-0.21556501227105154
ACH-000390,-0.3411544827418629
ACH-000393,-0.26785558478910576
ACH-000395,-0.6019650413742672
ACH-000396,-0.10866027482440814
ACH-000397,-0.24023835160952825
ACH-000401,-0.4045749179599567
ACH-000402,-0.33754243075765045
ACH-000403,-0.2362822208609346
ACH-000404,-0.08169806691135054
ACH-000406,-0.2664402292481247
ACH-000407,-0.40068610921226777
ACH-000408,-0.14102138101307815
ACH-000410,-0.34742399664552426
ACH-000411,-0.19754469720687595
ACH-000414,-0.2462313498722077
ACH-000415,-0.41888132066609823
ACH-000416,-0.2757903913068395
ACH-000420,-0.41443023712241256
ACH-000421,-0.2803099158138853
ACH-000424,-0.4822669559274833
ACH-000425,-0.3327555415203855
ACH-000426,-0.1206577798285524
ACH-000427,-0.15646254585415506
ACH-000433,-0.33680754182173844
ACH-000435,-0.4830857007327125
ACH-000436,-0.4648092554334395
ACH-000444,-0.2223930654294168
ACH-000445,-0.28693342206189737
ACH-000448,-0.3503695439702232
ACH-000450,-0.40267299959124186
ACH-000452,-0.2843414468957674
ACH-000454,-0.11510872122733776
ACH-000458,-0.5068520571095907
ACH-000459,-0.22248641175553285
ACH-000460,-0.2677896823457521
ACH-000461,-0.13874185297268268
ACH-000463,-0.22664466142402775
ACH-000464,-0.312508721768445
ACH-000466,-0.2607184842791752
ACH-000467,-0.3419777447041017
ACH-000468,-0.1597683304705958
ACH-000469,-0.28472095863504604
ACH-000470,-0.43306735445932654
ACH-000471,-0.1030905410840452
ACH-000472,-0.2207854493940565
ACH-000473,-0.2987584294324154
ACH-000475,-0.3009333625352348
ACH-000476,-0.2756887291168974
ACH-000477,-0.2359923326070801
ACH-000479,-0.3436419059557376
ACH-000480,-0.1823706039414588
ACH-000481,-0.22254251659096244
ACH-000483,-0.2762955162883775
ACH-000484,-0.1942047210731528
ACH-000485,-0.20357093219417646
ACH-000486,-0.2750333348964357
ACH-000487,-0.2196078294495319
ACH-000488,-0.18914987832649216
ACH-000490,-0.27731155962230764
ACH-000491,-0.4020051585792556
ACH-000495,-0.5436664792054742
ACH-000496,-0.3745540958003831
ACH-000499,-0.22753972648972506
ACH-000500,-0.3838768879149537
ACH-000502,-0.25072020004611456
ACH-000503,-0.18787466427844474
ACH-000505,-0.3580371380628808
ACH-000507,-0.1941001083164184
ACH-000510,-0.3093482687310121
ACH-000511,-0.2451571497553729
ACH-000512,-0.4126113147763361
ACH-000516,-0.3414738577301206
ACH-000517,-0.1895410051882617
ACH-000518,-0.2944103571590189
ACH-000520,-0.5451918829120179
ACH-000521,-0.4371823128357351
ACH-000522,-0.24651471040583384
ACH-000524,-0.3381069838623877
ACH-000527,-0.2858263217321473
ACH-000528,-0.2683091264996661
ACH-000537,-0.17541976013015212
ACH-000541,-0.07004833652625497
ACH-000542,-0.3022413327769144
ACH-000544,-0.465621874959307
