,CIT (11113)
ACH-000279,-0.4765902718211368
ACH-000280,-0.19036288502391754
ACH-000281,-0.7685000442470871
ACH-000288,-0.3543494607237753
ACH-000291,-0.6525568155080123
ACH-000293,-0.3934794973293317
ACH-000294,-0.3054214839466656
ACH-000295,-0.6983832042877677
ACH-000296,-0.40062220686380257
ACH-000302,-0.21350691240089567
ACH-000304,-0.37992374175004734
ACH-000307,-0.4501593214700529
ACH-000308,-0.6657582514309754
ACH-000310,-0.5615829163030499
ACH-000311,-0.36017541264109565
ACH-000312,-0.6366900441774498
ACH-000315,-0.4179482206673834
ACH-000316,-0.18629997122169564
ACH-000317,-0.23716008079911646
ACH-000318,-0.28441597146434433
ACH-000319,-0.3272491307117317
ACH-000320,-0.2521774878631641
ACH-000322,-0.5453781906791523
ACH-000323,-0.2920437483546588
ACH-000324,-0.14335805468636753
ACH-000329,-0.41260615904802334
ACH-000330,-0.3233472477858627
ACH-000331,-0.30395714930891954
ACH-000332,-0.3926313462216831
ACH-000334,-0.2037111141859061
ACH-000335,-0.18885232470496094
ACH-000336,-0.3971568238272273
ACH-000337,-0.3905161222116134
ACH-000338,-0.5449778637126125
ACH-000339,-0.4024759477398169
ACH-000341,-0.6698121047886062
ACH-000348,-0.4603907641639881
ACH-000350,-0.4256210732002971
ACH-000352,-0.28184522988717176
ACH-000356,-0.3067584874770839
ACH-000361,-0.4111757676348627
ACH-000362,-0.1606746868609378
ACH-000363,-0.5175926688351445
ACH-000364,-0.23520673007474746
ACH-000365,-0.3345224572916158
ACH-000366,-0.5490272696086272
ACH-000368,-0.3484548948985458
ACH-000374,-0.641631049437541
ACH-000375,-0.309911375402482
ACH-000376,-0.5092015737736738
ACH-000381,-0.36001315228858016
ACH-000383,-0.4240126802932905
ACH-000387,-0.6721913211542015
ACH-000389,-0.290944851086964
ACH-000390,-0.2839671351131295
ACH-000393,-0.30845455358503115
ACH-000395,-0.43488053075195054
ACH-000396,-0.2006737087240852
ACH-000397,-0.28171881502771745
ACH-000401,-0.3833334689504291
ACH-000402,-0.4606420592501612
ACH-000403,-0.5102111680252772
ACH-000404,-0.5419159547988512
ACH-000406,-0.6840426154254011
ACH-000407,-0.32577080978950285
ACH-000408,-0.3713873234888288
ACH-000410,-0.32924648717508304
ACH-000411,-0.3821077275120767
ACH-000414,-0.5338413215644404
ACH-000415,-0.3251479250037585
ACH-000416,-0.7369697028252471
ACH-000420,-0.7257516245345182
ACH-000421,-0.6744249747904363
ACH-000424,-0.242716146754993
ACH-000425,-0.32133730886108985
ACH-000426,0.02511717984946054
ACH-000427,-0.4998538875665022
ACH-000433,-0.3295189759225332
ACH-000435,-0.1486397463044526
ACH-000436,-0.5011825134550116
ACH-000444,-0.4812327568326401
ACH-000445,-0.5108281770732844
ACH-000448,-0.28265054521415184
ACH-000450,-0.39725671196816736
ACH-000452,-0.4195634588233151
ACH-000454,-0.3563511429892528
ACH-000458,-0.4242718430463114
ACH-000459,-0.1382290921086268
ACH-000460,-0.3827076099364736
ACH-000461,-0.4653714926491227
ACH-000463,-0.5040173718220109
ACH-000464,-0.26975145354776103
ACH-000466,-0.15566300885465764
ACH-000467,-0.2217160486299523
ACH-000468,-0.4002946990093028
ACH-000469,-0.20664297739810525
ACH-000470,-0.399938094712804
ACH-000471,-0.2368082362274323
ACH-000472,-0.22076170004073134
ACH-000473,-0.8210700893582781
ACH-000475,-0.41271394415587387
ACH-000476,-0.26273063134750635
ACH-000477,-0.4870044671923541
ACH-000479,-0.10888662298923107
ACH-000480,-0.3629486856240042
ACH-000481,-0.5193220078735468
ACH-000483,-0.36996003275035405
ACH-000484,-0.3937681088060895
ACH-000485,-0.4665406095296034
ACH-000486,-0.2307725142069947
ACH-000487,-0.5319690071940741
ACH-000488,-0.37646931200361256
ACH-000490,-0.510125181082497
ACH-000491,-0.4671733062234558
ACH-000495,-0.14524484120831946
ACH-000496,-0.2714093531154383
ACH-000499,-0.492402683065943
ACH-000500,-0.1953131858478932
ACH-000502,-0.24647947539493395
ACH-000503,-0.3726897555208665
ACH-000505,-0.2305771558012247
ACH-000507,-0.3414057261221374
ACH-000510,-0.3382287532184484
ACH-000511,-0.20446425461821569
ACH-000512,-0.3359555868588787
ACH-000516,-0.4118063896178303
ACH-000517,-0.5085939613707037
ACH-000518,-0.3943953082072645
ACH-000520,-0.1267598133549079
ACH-000521,-0.12182328036985347
ACH-000522,-0.473545083808445
ACH-000524,-0.29297648536440224
ACH-000527,-0.4248365373422
ACH-000528,-0.4624752705795246
ACH-000537,-0.8167800140375006
ACH-000541,-0.5403980426407975
ACH-000542,-0.10072520392332086
ACH-000544,-0.2879816569740929
ACH-000545,-0.4275643555981639
ACH-000547,-0.3190298939771102
ACH-000548,-0.4627594023614747
ACH-000549,-0.6021385443817362
ACH-000550,-0.3735162727355055
ACH-000552,-0.5853841784121099
ACH-000556,-0.5875803539049329
ACH-000557,-0.4880198039594358
ACH-000569,-0.3019635450434961
ACH-000570,-0.2615931488328538
ACH-000571,-0.3227541892816546
ACH-000573,-0.3474526431044385
ACH-000576,-0.4660904165873782
ACH-000579,-0.5289460157378127
ACH-000580,-0.3019740190274948
ACH-000584,-0.6059355564535563
ACH-000585,-0.1655461585515797
ACH-000588,-0.5424622934494482
ACH-000589,-0.20992834583602996
ACH-000591,-0.38163527684168014
ACH-000593,-0.5807120628984326
ACH-000600,-0.3380443057695883
ACH-000601,-0.5310415512216548
ACH-000605,-0.3644942051012314
ACH-000606,-0.19682510290521546
ACH-000608,-0.2335343947439781
ACH-000614,-0.4525777563815689
ACH-000616,-0.2632561306289875
ACH-000618,-0.6695846413113337
ACH-000619,-0.4885867711610367
ACH-000620,-0.3223118518628461
ACH-000621,-0.3435169169956499
ACH-000622,-0.434163108693529
ACH-000623,-0.3518135098274042
ACH-000624,-0.3280750868561506
ACH-000627,-0.430020946798724
ACH-000630,-0.5303661207797589
ACH-000631,-0.3552761205255695
ACH-000632,-0.3582733171481172
ACH-000633,-0.395411443474112
ACH-000637,-0.17407688884359027
ACH-000638,-0.22157299703551928
ACH-000646,-0.38610795868673536
ACH-000647,-0.3542288237284818
ACH-000648,-0.4115899615315367
ACH-000649,-0.15364898608489033
ACH-000651,-0.19578039126753694
ACH-000652,-0.7467573050956757
ACH-000653,-0.2951008116911175
ACH-000657,-0.28745024056807644
ACH-000658,-0.3800654986928803
ACH-000661,-0.1635198516451532
ACH-000662,-0.2703432048900508
ACH-000663,-0.4463639833755713
ACH-000665,-0.2474362587618424
ACH-000671,-0.08927219873795163
ACH-000672,-0.3738425585994699
ACH-000673,-0.2413703839687512
ACH-000676,-0.32532059679302955
ACH-000677,-0.4171948895346209
ACH-000681,-0.2980866035453357
ACH-000683,-0.367974225668368
ACH-000684,-0.1518681970309457
ACH-000688,-0.14332876619266702
ACH-000693,-0.4974145859604743
ACH-000694,-0.4508262317603899
ACH-000695,-0.3740796617542804
ACH-000696,-0.06363047620980929
ACH-000697,-0.4193628564851545
ACH-000699,-0.2212029501778372
ACH-000701,-0.6026294923736984
ACH-000706,-0.5727339635234113
ACH-000711,-0.13688403283373796
ACH-000713,-0.4772246806150139
ACH-000714,-0.5930574392576493
ACH-000718,-0.4083431406736895
ACH-000720,-0.2564583565327241
ACH-000721,-0.31154922652897554
ACH-000724,-0.3520554369100917
ACH-000725,-0.4501773760232231
ACH-000732,-0.5656207899804998
ACH-000734,-0.30324786342066906
ACH-000735,-0.5616395415599426
ACH-000736,-0.40818139587004376
ACH-000738,-0.23355261544083586
ACH-000746,-0.8419106192867921
ACH-000747,-0.7034030715098771
ACH-000748,-0.2848144863870817
ACH-000753,-0.41328192666402985
ACH-000756,-0.23989141927205254
ACH-000757,-0.2701969678488801
ACH-000758,-0.5021263080501049
ACH-000760,-0.3678616898786418
ACH-000762,-0.2464603609886813
ACH-000763,-0.703758518481211
ACH-000764,-0.516828757194791
ACH-000765,-0.340863423476986
ACH-000766,-0.21251925802590246
ACH-000767,-0.5322712126251496
ACH-000768,-0.305980067660136
ACH-000769,-0.5106580614773981
ACH-000770,-0.4284200010872939
ACH-000771,-0.2945888369391671
ACH-000773,-0.2622286351328026
ACH-000776,-0.25540998120077685
ACH-000777,-0.5663812689549285
ACH-000778,-0.5084741112714903
ACH-000781,-0.4370035476788592
ACH-000782,-0.18695276492645652
ACH-000783,-0.7483376752564156
ACH-000784,-0.5917971174240488
ACH-000785,-0.6998911880824392
ACH-000787,-0.4073507490965113
ACH-000788,-0.4061182056989395
ACH-000791,-0.3576900645726562
ACH-000792,-0.5517998740086315
ACH-000794,-0.26454634900880714
ACH-000796,-0.40433507204932106
ACH-000798,-0.4710718754909252
ACH-000799,-0.5186025107247093
ACH-000800,-0.7462129627337603
ACH-000802,-0.5630426948489181
ACH-000804,-0.6663398551893706
ACH-000805,-0.3723135196462407
ACH-000809,-0.3801194686438044
ACH-000810,-0.465503258255204
ACH-000811,-0.31911770539395823
ACH-000817,-0.5108483985518633
ACH-000819,-0.3410618632426362
ACH-000820,-0.4211900938506747
ACH-000821,-0.482120716714941
ACH-000822,-0.4597337853878336
ACH-000823,-0.23052916756832226
ACH-000824,-0.5415070850324959
ACH-000827,-0.3907100389277689
ACH-000829,-0.32578357434466026
ACH-000831,0.012065061055706941
ACH-000832,-0.28825944853566016
ACH-000833,-0.3116528928062446
ACH-000834,-0.4654153981068519
ACH-000835,-0.5471166859140394
ACH-000836,-0.15157734044462387
ACH-000837,-0.4310005375499304
ACH-000838,-0.10734776225285354
ACH-000839,-0.7083722249583568
ACH-000840,-0.4906068589770222
ACH-000841,-0.2707212346666402
ACH-000843,-0.4653437651479345
ACH-000846,-0.376964229580108
ACH-000847,-0.4062804455529263
ACH-000848,-0.6547527866818833
ACH-000849,-0.6173189531478589
ACH-000851,-0.38578896630656784
ACH-000855,-0.9500502966109968
ACH-000856,-0.4744416060338265
ACH-000858,-0.3919622873077323
ACH-000859,-0.28812362392041063
ACH-000861,-0.3380154729774678
ACH-000862,-0.6678120571474501
ACH-000865,-0.41114754418816585
ACH-000866,-0.5595916318227115
ACH-000867,-0.39655517733411133
ACH-000869,-0.3367026586175263
ACH-000872,-0.3319234507290281
ACH-000873,-0.6954092279310002
ACH-000876,-0.3649804717280744
ACH-000878,-0.8919960617597127
ACH-000880,-0.7706274011526606
ACH-000881,-0.3446162025895924
ACH-000882,-0.5896739611217989
ACH-000884,-0.8363859880882963
ACH-000885,-0.19793861055113154
ACH-000887,-0.2996504228545909
ACH-000889,-0.5262781932171046
ACH-000896,-0.2698709726648466
ACH-000898,-0.16806088668504635
ACH-000900,-0.19090177999717148
ACH-000901,-0.3727471062139605
ACH-000905,-0.5482610436320482
ACH-000906,-0.4985569178170863
ACH-000907,-0.196322429452589
ACH-000910,-0.5783132126535773
ACH-000911,-0.4321710511906377
ACH-000912,-0.4654288782272203
ACH-000913,-0.4521984965639863
ACH-000915,-0.10149806579519112
ACH-000916,-0.41885432105107934
ACH-000917,-0.40148962638211777
ACH-000920,-0.10423303618336108
ACH-000921,-0.3041695474210923
ACH-000924,-0.4887014184372571
ACH-000926,-0.5020911084823613
ACH-000928,-0.2871783770338144
ACH-000929,-0.5675093418859232
ACH-000932,-0.4229930834825119
ACH-000935,-0.10276881152816368
ACH-000936,-0.2861891555305495
ACH-000937,-0.2821615990300716
ACH-000938,-0.19818875632279825
ACH-000939,-0.5022614114999165
ACH-000941,-0.2916680259690614
ACH-000943,-0.2890645411355339
ACH-000946,-0.17938905970093866
ACH-000947,-0.5302274773409356
ACH-000948,-0.4762398339747225
ACH-000950,-0.3730484228101397
ACH-000953,-0.3695942131342228
ACH-000954,-0.5909214334197209
ACH-000957,-0.3583617114572736
ACH-000958,-0.6909856855811793
ACH-000960,-0.4854865944556725
ACH-000963,-0.16073905462433732
ACH-000968,-0.4514325912512368
ACH-000969,-0.2821566758989232
ACH-000972,-0.045291339792242764
ACH-000973,-0.4845181672603509
ACH-000974,-0.2547404943061264
ACH-000978,-0.8404908724884027
ACH-000984,-0.3719344617724196
ACH-000986,-0.2399616828505903
ACH-000988,-0.599083952572478
ACH-000993,-0.4372579517829809
ACH-000994,-0.33292196936560564
ACH-000996,-0.04144464893141148
ACH-001001,-0.15697152441991669
ACH-001020,-0.37435145968530775
ACH-001028,-0.2787368840989958
ACH-001031,-0.30121913579581083
ACH-001038,-0.8023157026562756
ACH-001048,-0.252722081442037
ACH-001050,-0.3611469975362801
ACH-001053,-0.4266904385309583
ACH-001054,-0.4842493106136712
ACH-001061,-0.3674038402718739
ACH-001067,-0.1951598927530108
ACH-001075,-0.7283257600017916
ACH-001096,-0.44317015695956297
ACH-001111,-0.581702444982953
ACH-001119,-0.21704505578167724
ACH-001128,-0.4972638886256154
ACH-001134,-0.2545127361669457
ACH-001151,-0.238084253879367
ACH-001163,-0.2514566524326062
ACH-001164,-0.4680164281451826
ACH-001183,-0.5360671443646734
ACH-001192,-0.5377947178317634
ACH-001193,-0.18558204899510827
ACH-001196,-0.3871336068868555
ACH-001197,-0.09263257163414043
ACH-001205,-0.17361313592494015
ACH-001211,-0.4137072751352322
ACH-001212,-0.1670634678329578
ACH-001228,-0.5403458154648091
ACH-001232,-0.3083353813264885
ACH-001239,-0.3745079081764158
ACH-001270,-0.25630506483405857
ACH-001274,-0.3706649666347275
ACH-001275,-0.3769078282409386
ACH-001277,-0.4997636928365376
ACH-001278,-0.5264830294966463
ACH-001280,-0.29004692018554296
ACH-001283,-0.3270951413454871
ACH-001289,-0.5424594226826484
ACH-001300,-0.3986168823652147
ACH-001301,-0.6600349763505868
ACH-001302,-0.22933385364844355
ACH-001306,-0.2095807927105578
ACH-001318,-0.2900911953018197
ACH-001322,-0.6325826882325997
ACH-001328,-0.4855349641919053
ACH-001332,-0.32463899448908096
ACH-001336,-0.2771621792766249
ACH-001346,-0.6867803854908571
ACH-001353,-0.3252711878190411
ACH-001354,-0.13470732537661118
ACH-001367,-0.2448959058631172
ACH-001368,-0.5120425945562758
ACH-001374,-0.2139569872895198
ACH-001377,-0.37888228374091576
ACH-001380,-0.32813562046700256
ACH-001391,-0.2238596062889406
ACH-001408,-0.6518736126814578
ACH-001430,-0.4186763097106611
ACH-001431,-0.2704714191169819
ACH-001450,-0.5901723167310824
ACH-001496,-0.5311815025602744
ACH-001500,-0.4605420523065482
ACH-001523,-0.40202027619545616
ACH-001532,-0.28455963539517143
ACH-001550,-0.4901936360951133
ACH-001552,-0.38468363844436176
ACH-001554,-0.4483427319465143
ACH-001654,-0.1119573494569804
ACH-001735,-0.6421555550757561
ACH-001736,-0.436670763182154
ACH-001737,-0.2520803638812392
ACH-001740,-0.4176032813617898
ACH-001745,-0.6108775899957803
ACH-001765,-0.21502994485255114
