,HMGXB3 (22993)
ACH-000004,-0.13794699190962798
ACH-000005,0.041776433199211836
ACH-000007,0.4389316350674859
ACH-000009,-0.2183460185671338
ACH-000011,-0.15620830676166286
ACH-000012,-0.4039681294218782
ACH-000013,0.02277041980162394
ACH-000014,-0.30582486443415563
ACH-000015,-0.18083813970030055
ACH-000017,0.08064013460328938
ACH-000018,-0.2524856755587051
ACH-000019,0.044061205000249175
ACH-000021,0.0001582383570834955
ACH-000022,-0.19171841682452928
ACH-000025,-0.07593027979842218
ACH-000028,-0.07515555666151702
ACH-000030,-0.07155299826086785
ACH-000035,-0.13931662419232238
ACH-000036,-0.01866974990284373
ACH-000037,0.11165473360270636
ACH-000039,-0.023437062925106063
ACH-000040,-0.33597851979380705
ACH-000041,-0.20990077964237053
ACH-000042,-0.12880145863450995
ACH-000045,-0.5069850268819492
ACH-000047,-0.07430977083266878
ACH-000052,-0.22379437615477585
ACH-000053,0.19744683704237292
ACH-000054,-0.13298547211593262
ACH-000055,-0.00492536000620224
ACH-000060,0.06475706496275976
ACH-000067,-0.21967966914367434
ACH-000070,-0.4562793269527048
ACH-000075,-0.14744076577573054
ACH-000078,0.016504288783458634
ACH-000082,0.04185979129463227
ACH-000085,-0.2725422285551584
ACH-000086,-0.10123221826325957
ACH-000087,-0.09606572487188593
ACH-000092,-0.04594853767251428
ACH-000095,-0.01850541532818741
ACH-000097,0.1446839762931448
ACH-000098,-0.05110093560035115
ACH-000099,-0.19690606488689627
ACH-000108,-0.06706767877593676
ACH-000113,-0.42184839067097
ACH-000116,-0.07192568144332967
ACH-000118,-0.01630114857307527
ACH-000120,-0.09872138017557487
ACH-000123,-0.452682917934303
ACH-000127,-0.020698559428274543
ACH-000128,-0.3582370563998632
ACH-000132,-0.057413053173608834
ACH-000133,-0.0905670322572218
ACH-000137,-0.07683513482733954
ACH-000138,-0.1562647158669406
ACH-000142,-0.2848147865719954
ACH-000143,0.13656188901038652
ACH-000146,0.0041284804213720175
ACH-000148,-0.09953869600889756
ACH-000150,-0.08021249628583757
ACH-000152,-0.13644018990899362
ACH-000153,-0.27463044785133583
ACH-000159,-0.12247529453778845
ACH-000160,0.3753758005627096
ACH-000163,-0.2313137303246021
ACH-000167,0.7413591412509634
ACH-000168,0.00026249390471149553
ACH-000169,-0.08375266294620011
ACH-000178,-0.1334120683841752
ACH-000183,-0.005305550301261894
ACH-000188,-0.30225583347667256
ACH-000189,-0.1298716053671504
ACH-000190,0.3306564624517704
ACH-000198,0.000677736401758439
ACH-000203,-0.2016229915531769
ACH-000204,0.021344889489344352
ACH-000206,-0.1656060392964266
ACH-000207,-0.08976859174244085
ACH-000208,-0.046251547928535336
ACH-000210,-0.4358623586320253
ACH-000211,-0.1810046017107078
ACH-000215,-0.1766920864447733
ACH-000221,-0.0941657366626509
ACH-000222,0.13927482474383024
ACH-000223,-0.2408891429574561
ACH-000226,-0.3125392679437192
ACH-000227,-0.1273595366949459
ACH-000228,-0.09368002447892906
ACH-000231,-0.08335317025457385
ACH-000232,-0.13217718936496728
ACH-000233,0.02026829341072157
ACH-000234,-0.1219275049585364
ACH-000235,0.02183555994652152
ACH-000237,-0.35882847825874137
ACH-000238,-0.5994936382829524
ACH-000242,-0.051834598825796135
ACH-000243,-0.2517601510940305
ACH-000244,-0.2861813622870614
ACH-000246,-0.2463839231920004
ACH-000248,-0.1217002994632308
ACH-000250,-0.035647260016266065
ACH-000251,-0.1633406117799194
ACH-000252,0.02210541838419837
ACH-000253,0.14179026130262432
ACH-000255,-0.2476626102363347
ACH-000256,-0.09544107145396838
ACH-000257,-0.12029829142762535
ACH-000258,0.07707672193359118
ACH-000259,-0.05457529386335258
ACH-000260,-0.36406828694796217
ACH-000261,-0.0879063714965965
ACH-000262,-0.007912885222368547
ACH-000263,-0.13637891464050084
ACH-000264,-6.403786904237647e-05
ACH-000265,-0.05529031811117313
ACH-000266,-0.018715256398276852
ACH-000272,-0.02753438394171207
ACH-000274,-0.055587691450080384
ACH-000277,-0.03441585600550446
ACH-000278,-0.08172123714804444
ACH-000279,0.10057284004421828
ACH-000280,-0.09489324301807936
ACH-000281,-0.22137158593775172
ACH-000288,0.07496155363062229
ACH-000291,-0.1455141915943855
ACH-000293,-0.07311395647985684
ACH-000294,-0.009502308986394854
ACH-000295,0.0625988708232534
ACH-000296,-0.23624364265543746
ACH-000302,0.002816951348520844
ACH-000304,-0.058816803540797234
ACH-000307,-0.10323029226849624
ACH-000308,-0.048153140012329065
ACH-000310,-0.10616278586675147
ACH-000311,-0.1888118927461338
ACH-000312,-0.03639512021683284
ACH-000315,-0.14724613840265685
ACH-000316,-0.16379327307524866
ACH-000317,-0.11368730188091487
ACH-000318,-0.013039169011465596
ACH-000319,-0.18966270758774748
ACH-000320,0.03985445514320756
ACH-000322,-0.10729614908183936
ACH-000323,-0.039082676701638
ACH-000324,-0.03255463797725281
ACH-000329,0.03696660886381352
ACH-000330,-0.41005302654271386
ACH-000331,-0.07971692905693563
ACH-000332,0.16279536745195647
ACH-000334,-0.11273304721393412
ACH-000335,-0.5795661515244518
ACH-000336,0.07613504185209295
ACH-000337,0.00950677263860646
ACH-000338,-0.4002778062693181
ACH-000339,-0.0990666749844478
ACH-000341,-0.07445096609384498
ACH-000348,-0.09207453071898401
ACH-000350,-0.05188213845805487
ACH-000352,0.10588617880959354
ACH-000356,0.015985528423471812
ACH-000361,-0.3270057939905149
ACH-000362,-0.16552086771912766
ACH-000363,0.10978358950875346
ACH-000364,-0.29581956990881114
ACH-000365,0.0461163582388704
ACH-000366,-0.10114189630250536
ACH-000368,-0.25292418134926864
ACH-000374,0.08084187977729536
ACH-000375,-0.24532870530662426
ACH-000376,-0.030929034027125064
ACH-000381,0.12999795038131498
ACH-000383,0.004377782265141832
ACH-000387,-0.06565318254798483
ACH-000389,-0.1153338274406292
ACH-000390,0.021779148799007542
ACH-000393,-0.2173245873369786
ACH-000395,-0.18316664467506008
ACH-000396,-0.03930057024535039
ACH-000397,-0.19115454961418374
ACH-000401,-0.14482814923743012
ACH-000402,0.3933113474124346
ACH-000403,-0.1564830314234621
ACH-000404,-0.3630703007824359
ACH-000406,0.07624320229934436
ACH-000407,-0.04467192733986087
ACH-000408,-0.08700653095945694
ACH-000410,0.02990946511476117
ACH-000411,-0.2830983845542132
ACH-000414,-0.0262196028468895
ACH-000415,-0.042835873143934576
ACH-000416,-0.024043010447090462
ACH-000420,-0.07215857705070362
ACH-000421,0.035764519323778665
ACH-000424,-0.11516148677322564
ACH-000425,-0.10045699327891366
ACH-000426,0.042288970597471366
ACH-000427,0.2694851037268159
ACH-000433,0.06025337759348191
ACH-000435,-0.2500578184559264
ACH-000436,-0.033231174887608024
ACH-000444,-0.06754702576464955
ACH-000445,-0.12588974905269998
ACH-000448,-0.2703338765671251
ACH-000450,-0.20325780688289435
ACH-000452,-0.1647191493824765
ACH-000454,-0.23934317492072565
ACH-000458,-0.2163234451460397
ACH-000459,-0.10562872065051856
ACH-000460,-0.13103105327755474
ACH-000461,-0.032830897876703916
ACH-000463,0.02670099327770515
ACH-000464,-0.1270017999275444
ACH-000466,-0.23017346700609015
ACH-000467,0.1961387145172476
ACH-000468,-0.05966364320536626
ACH-000469,-0.18771369292285264
ACH-000470,0.27296532997120554
ACH-000471,0.001990399758778368
ACH-000472,-0.1458318273949658
ACH-000473,0.11517288153594048
ACH-000475,-0.11175693991787887
ACH-000476,-0.2142896617884107
ACH-000477,0.049553534357340584
ACH-000479,0.01285306915705193
ACH-000480,-0.024871098542200282
ACH-000481,-0.04967435378792208
ACH-000483,0.07342079998362994
ACH-000484,0.07248353039970652
ACH-000485,-0.17004813731054008
ACH-000486,-0.3300519704427653
ACH-000487,-0.09863956204364753
ACH-000488,-0.0921853717601632
ACH-000490,-0.10838432149985894
ACH-000491,-0.1012833433344032
ACH-000495,-0.18603298794081213
ACH-000496,0.06705057422474976
ACH-000499,-0.14647292855501745
ACH-000500,-0.05209498039901738
ACH-000502,0.10627149396372948
ACH-000503,-0.27320667746038513
ACH-000505,-0.017560733986972173
ACH-000507,-0.10136181838079067
ACH-000510,-0.06299754587662318
ACH-000511,-0.06374381260177944
ACH-000512,0.2871565601219084
ACH-000516,-0.07224625313000604
ACH-000517,0.03499094817624473
ACH-000518,-0.3299435980423296
ACH-000520,0.0730538413077755
ACH-000521,-0.15302436737182867
ACH-000522,-0.020017705639773096
ACH-000524,-0.05050445331118004
ACH-000527,-0.07149111421172152
ACH-000528,-0.12157502155661384
ACH-000537,0.016527463169469424
ACH-000541,0.03511431035163081
ACH-000542,-0.2510701415773057
ACH-000544,-0.2571857422280275
ACH-000545,-0.037831318557319714
ACH-000547,-0.1874068920995932
ACH-000548,-0.2759278457087135
ACH-000549,-0.15595615891577008
ACH-000550,-0.21316439541697385
ACH-000552,-0.008957393041095293
ACH-000556,0.056890807229032885
ACH-000557,-0.014066542503847456
ACH-000569,-0.1912076493363489
ACH-000570,-0.048971067900273016
ACH-000571,-0.0038508683945944642
ACH-000573,-0.10510523721454396
ACH-000576,0.04677415522209565
ACH-000579,-0.2983908986415048
ACH-000580,-0.10375290252785213
ACH-000584,-0.15883645992136966
ACH-000585,-0.21612726590979853
ACH-000588,-0.28796462178924503
ACH-000589,0.0068434469309547755
ACH-000591,-0.1569444365028479
ACH-000593,-0.009838333933796607
ACH-000600,-0.059420267226338634
ACH-000601,-0.2100081032802477
ACH-000605,-0.05549081385146366
ACH-000606,-0.2784200737842601
ACH-000608,-0.10700841071220217
ACH-000614,-0.17800211938579513
ACH-000616,-0.07036917902680807
ACH-000618,-0.29436635616223805
ACH-000619,-0.23852889499511898
ACH-000620,0.04686352568414375
ACH-000621,0.038104426330758494
ACH-000622,0.02168208257899628
ACH-000623,-0.14155715958684473
ACH-000624,0.0294732813337373
ACH-000627,-0.31229905787570233
ACH-000630,-0.10493372240017322
ACH-000631,-0.2418056322382686
ACH-000632,-0.09209379767185756
ACH-000633,-0.155091486603242
ACH-000637,-0.07047667661017534
ACH-000638,-0.15443946131838945
ACH-000646,-0.16552939554124807
ACH-000647,0.03316904047917522
ACH-000648,-0.2065695813886496
ACH-000649,-0.0025942444025020485
ACH-000651,-0.11510835313540653
ACH-000652,0.07083575318164073
ACH-000653,0.07957244801255617
ACH-000657,-0.0685267292239059
ACH-000658,0.1972358187755902
ACH-000661,-0.009329555913780171
ACH-000662,-0.37161861242358185
ACH-000663,-0.02454943246650013
ACH-000665,-0.02169172382656719
ACH-000671,-0.02816099564684853
ACH-000672,-0.4355584167959932
ACH-000673,-0.34294425942104545
ACH-000676,0.001505437187474617
ACH-000677,0.07685803805396517
ACH-000681,-0.03171463935372644
ACH-000683,0.013122931329653531
ACH-000684,-0.04001051066412759
ACH-000688,-0.3072004744284675
ACH-000693,-0.2052817042494874
ACH-000694,-0.0954824996493462
ACH-000695,-0.12884789342096065
ACH-000696,-0.01354451283137713
ACH-000697,-0.18700661403747815
ACH-000699,-0.10737299376014284
ACH-000701,-0.1623830477368205
ACH-000706,-0.10821323857347814
ACH-000711,-0.10212204953834256
ACH-000713,0.018073817953656347
ACH-000714,-0.2546158107516578
ACH-000718,-0.02076292967215876
ACH-000720,-0.013098577636721856
ACH-000721,0.020833953863052472
ACH-000724,-0.02893909940777408
ACH-000725,0.008480072618117012
ACH-000732,-0.1615313619554407
ACH-000734,0.02300515586648178
ACH-000735,-0.12808988649432704
ACH-000736,-0.08312929570168269
ACH-000738,-0.06768208497447725
ACH-000746,-0.15519649249734296
ACH-000747,-0.2280934578320515
ACH-000748,-0.14425494040055212
ACH-000753,-0.0066482499960249615
ACH-000756,-0.2847450729005149
ACH-000757,0.016992648491013472
ACH-000758,0.05720547551065881
ACH-000760,-0.14003890855356296
ACH-000762,-0.09303488872185164
ACH-000763,0.005617100341058656
ACH-000764,-0.309670052076706
ACH-000765,0.04309646817979314
ACH-000766,0.012136981640302651
ACH-000767,0.04497162114255848
ACH-000768,-0.19074690951200635
ACH-000769,-0.021560119481424427
ACH-000770,0.04856460645857151
ACH-000771,-0.26694172792576004
ACH-000773,-0.051987362961313684
ACH-000776,-0.1229765886007221
ACH-000777,0.07547496572626403
ACH-000778,-0.0012947706149895595
ACH-000781,-0.02399680582487842
ACH-000782,-0.06479437943030215
ACH-000783,-0.029150251485440717
ACH-000784,-0.11566424324751805
ACH-000785,-0.2643861918572182
ACH-000787,-0.07620149159848337
ACH-000788,-0.0651201351404734
ACH-000791,-0.029668633164119537
ACH-000792,-0.0023548929580585486
ACH-000794,-0.27538259034111745
ACH-000796,-0.3142715765899685
ACH-000798,-0.29589540419371324
ACH-000799,-0.05904179924100325
ACH-000800,-0.056702693096378626
ACH-000802,-0.4092535606435293
ACH-000804,-0.00531100938826509
ACH-000805,0.046101662420909136
ACH-000809,-0.16514961726040894
ACH-000810,-0.13883818874466144
ACH-000811,-0.034427293552386065
ACH-000817,0.11884654027577456
ACH-000819,-0.1707726531299118
ACH-000820,0.014587772574404153
ACH-000821,-0.13122571379294726
ACH-000822,-0.10374033679777554
