,CIDEB (27141)
ACH-000004,-0.2652533376455512
ACH-000005,-0.22436460572468495
ACH-000007,-0.25868589112298057
ACH-000009,0.004841581615453722
ACH-000011,-0.06907450762336946
ACH-000012,-0.013872522693690988
ACH-000013,-0.16704733463078067
ACH-000014,-0.15647750244909878
ACH-000015,-0.04935404673953092
ACH-000017,-0.2835521537527985
ACH-000018,0.07199593638997015
ACH-000019,-0.05179523837668718
ACH-000021,-0.11715847509194395
ACH-000022,-0.06852773581928258
ACH-000025,0.1102771942438028
ACH-000028,0.006639690480391924
ACH-000030,-0.12989270122669042
ACH-000035,-0.13111115726238884
ACH-000036,-0.05312605255549912
ACH-000037,0.03553113504501218
ACH-000039,-0.19385334277288208
ACH-000040,-0.08644773537013341
ACH-000041,-0.16268265859116407
ACH-000042,-0.1285053293049042
ACH-000045,0.006450724901951818
ACH-000047,-0.09317228108649936
ACH-000052,-0.22272912214960155
ACH-000053,-0.00961170800218226
ACH-000054,-0.2124496862766952
ACH-000055,-0.18847028963643134
ACH-000060,-0.21720668645606875
ACH-000067,-0.04732329006805426
ACH-000070,-0.28278046702320714
ACH-000075,-0.20214599940940348
ACH-000078,-0.05512011007937327
ACH-000082,-0.14096594069806118
ACH-000085,-0.11714340650418885
ACH-000086,-0.0991719077653799
ACH-000087,0.22509395310848773
ACH-000092,-0.16582413079218666
ACH-000095,-0.15828857162814114
ACH-000097,-0.15232115839598906
ACH-000098,-0.14739602099876714
ACH-000099,-0.041497705284291635
ACH-000108,-0.060599821844775685
ACH-000113,-0.016965463109958685
ACH-000116,0.017767990944132388
ACH-000118,-0.1524949052165616
ACH-000120,-0.04665943264269618
ACH-000123,-0.13940089700978867
ACH-000127,-0.11309714715344985
ACH-000128,-0.212229966945872
ACH-000132,0.006788912577648936
ACH-000133,-0.221785767098494
ACH-000137,-0.21213444419236072
ACH-000138,0.013521666664916086
ACH-000142,-0.18323937916665567
ACH-000143,-0.11319418327881466
ACH-000146,-0.0983907194098972
ACH-000148,-0.15243183039011515
ACH-000150,0.17321900221717162
ACH-000152,-0.1805965114186196
ACH-000153,-0.047180524353706114
ACH-000159,-0.03738328626303136
ACH-000160,-0.27521411846647986
ACH-000163,-0.10024321355316836
ACH-000167,-0.11600961772115695
ACH-000168,0.0166128703997355
ACH-000169,-0.027451646722063572
ACH-000178,-0.1522893610519585
ACH-000183,-0.08634016767943539
ACH-000188,-0.16009838714957011
ACH-000189,-0.4741961165946004
ACH-000190,-0.030878322171619607
ACH-000198,-0.12245239246879686
ACH-000203,0.14946807203329546
ACH-000204,-0.1103430574182713
ACH-000206,-0.30266834861675523
ACH-000207,-0.2616405857799425
ACH-000208,-0.05772675730241428
ACH-000210,-0.1090355386107354
ACH-000211,-0.12505343383901688
ACH-000215,-0.11500413462565501
ACH-000221,-0.16383981490589847
ACH-000222,-0.14696703176475487
ACH-000223,0.02308158702052941
