,STX10 (8677)
ACH-000004,-0.0822797798303292
ACH-000005,-0.2292771142906427
ACH-000007,-0.0509751811322689
ACH-000009,-0.07029536173856568
ACH-000011,-0.23391638396079464
ACH-000012,-0.1753419831762354
ACH-000013,-0.17517791995173393
ACH-000014,-0.022315132919203614
ACH-000015,-0.1895377909328141
ACH-000017,-0.20302624643839726
ACH-000018,-0.40359419706707417
ACH-000019,-0.553909944363168
ACH-000021,-0.2345563817826093
ACH-000022,-0.14086026431144547
ACH-000025,-0.2291668090287676
ACH-000028,-0.3914808049994963
ACH-000030,-0.3162571803986328
ACH-000035,-0.1364345257004812
ACH-000036,-0.34839877409208697
ACH-000037,-0.1869312903682594
ACH-000039,-0.111734241202651
ACH-000040,-0.3868066482846729
ACH-000041,-0.21242902356555232
ACH-000042,-0.18977856359251774
ACH-000045,-0.029026284912994776
ACH-000047,-0.1468749332747039
ACH-000052,-0.22287129883401244
ACH-000053,-0.221711138100136
ACH-000054,-0.2505565469274511
ACH-000055,-0.3335694572364234
ACH-000060,-0.23394256974207114
ACH-000067,-0.35155981107524537
ACH-000070,0.011596335972657485
ACH-000075,-0.4384051829956856
ACH-000078,-0.26231049970370035
ACH-000082,-0.2626302025582136
ACH-000085,-0.046909615479120835
ACH-000086,-0.31338536355176305
ACH-000087,-0.2779436801629507
ACH-000092,-0.2077197296433668
ACH-000095,-0.26893418639859945
ACH-000097,-0.15599649910812985
ACH-000098,-0.3883972606974527
ACH-000099,-0.3050177285435856
ACH-000108,-0.31052552950453643
ACH-000113,-0.2852961441886145
ACH-000116,-0.38461867745326206
ACH-000118,-0.3748347901903907
ACH-000120,-0.02304155658465308
ACH-000123,-0.1959956818104099
ACH-000127,-0.2771344523209274
ACH-000128,-0.3329457120434438
ACH-000132,-0.3656771674305301
ACH-000133,-0.2632654576728127
ACH-000137,-0.3458254072890327
ACH-000138,-0.2426655217506857
ACH-000142,-0.29283935109200016
ACH-000143,-0.1301337622726577
ACH-000146,-0.31328608820966103
ACH-000148,-0.15021566272793785
ACH-000150,-0.3018865745866553
ACH-000152,-0.24746205662505896
ACH-000153,-0.12305848002788748
ACH-000159,-0.17267909414066282
ACH-000160,-0.19490283768765526
ACH-000163,-0.4568713513257924
ACH-000167,-0.4219365136825504
ACH-000168,-0.12119974069288432
ACH-000169,-0.1906491013812941
ACH-000178,-0.2631996950471244
ACH-000183,-0.09195733106675212
ACH-000188,-0.3476016185608989
ACH-000189,-0.13453278627864373
ACH-000190,-0.21847761963706436
ACH-000198,-0.19371595124105556
ACH-000203,-0.17863885366993346
ACH-000204,-0.05824068228735828
ACH-000206,-0.38224999613059374
ACH-000207,-0.12606671991559865
ACH-000208,-0.33788500856449744
ACH-000210,-0.1861430414495019
ACH-000211,-0.35341278271334536
ACH-000215,-0.22391209244771773
ACH-000221,-0.26050287017410906
ACH-000222,-0.08313121463761397
ACH-000223,-0.42379585901160827
ACH-000226,-0.3098367488552056
ACH-000227,-0.1813065003397487
ACH-000228,-0.541873209787188
ACH-000231,-0.16756224641014525
ACH-000232,-0.107249943918185
ACH-000233,-0.28541016223040244
ACH-000234,-0.4757301181830505
ACH-000235,-0.17157282357586395
ACH-000237,-0.2264045851867267
ACH-000238,-0.1485601976286292
ACH-000242,-0.29671019463587056
ACH-000243,-0.32307071225770106
ACH-000244,-0.29597808652008883
ACH-000246,-0.16851779689676985
ACH-000248,-0.003249878828893829
ACH-000250,-0.15976490477298794
ACH-000251,-0.3881740253525142
ACH-000252,-0.3269812045434439
ACH-000253,-0.2724638646550093
ACH-000255,-0.18017256660385825
ACH-000256,-0.20191493586850015
ACH-000257,-0.058088460010073374
ACH-000258,-0.1959061091478972
ACH-000259,-0.1854872322996755
ACH-000260,-0.3491835574522105
ACH-000261,-0.3088272506991384
ACH-000262,-0.21485305312632336
ACH-000263,-0.3273090306390521
ACH-000264,-0.19112950452105512
ACH-000265,-0.16532256186258856
ACH-000266,-0.18212714785253692
ACH-000272,-0.2184307892113469
ACH-000274,-0.19013250121984432
ACH-000277,-0.25492503919151804
ACH-000278,-0.2704473631367326
ACH-000279,-0.06807420535296294
ACH-000280,-0.02580641682424357
