,NOC4L (79050)
ACH-000004,-0.6327983280275131
ACH-000005,-0.7384919022409089
ACH-000007,-0.8969193309386843
ACH-000009,-0.7950018436231655
ACH-000011,-0.9547628841520878
ACH-000012,-0.6935823044301773
ACH-000013,-0.8890419482931115
ACH-000014,-0.5922989147341975
ACH-000015,-0.8607341089407575
ACH-000017,-1.0694434264887531
ACH-000018,-0.9064849288975322
ACH-000019,-0.7965554933009105
ACH-000021,-0.9858234886491712
ACH-000022,-0.8336980559679682
ACH-000025,-1.0814725891688406
ACH-000028,-0.9275632615829984
ACH-000030,-0.9702892165778604
ACH-000035,-0.9473251339356368
ACH-000036,-1.0271505038525923
ACH-000037,-1.0743348356298268
ACH-000039,-0.8536041677441008
ACH-000040,-0.9524936656931896
ACH-000041,-0.8670185711504212
ACH-000042,-1.0321432404594009
ACH-000045,-1.0492458700111578
ACH-000047,-0.82342390775185
ACH-000052,-1.0678658630828721
ACH-000053,-0.9231866684261764
ACH-000054,-0.9466900711141688
ACH-000055,-0.8942535507511455
ACH-000060,-0.7794453196679932
ACH-000067,-1.2660750445954732
ACH-000070,-1.0559434871344455
ACH-000075,-1.0857433324446697
ACH-000078,-0.8494955987147349
ACH-000082,-1.0806619430260442
ACH-000085,-1.1358303775506875
ACH-000086,-1.0550945525418294
ACH-000087,-1.2118799323851468
ACH-000092,-0.9087135869758398
ACH-000095,-0.8032595645189026
ACH-000097,-1.0511948749876474
ACH-000098,-0.9448432823284438
ACH-000099,-1.1685523213335671
ACH-000108,-1.081162537872269
ACH-000113,-0.8448518630453306
ACH-000116,-1.0992605470219072
ACH-000118,-0.9653194262051582
ACH-000120,-0.9261700419499824
ACH-000123,-1.0111604115174373
ACH-000127,-0.7633641880338745
ACH-000128,-1.0615599827418798
ACH-000132,-0.754717781389624
ACH-000133,-0.8874900475072508
ACH-000137,-0.9183747917971514
ACH-000138,-0.8653465962750019
ACH-000142,-0.9493944105021734
ACH-000143,-0.8837730373629487
ACH-000146,-0.8655112484257058
ACH-000148,-1.020597237591916
ACH-000150,-1.2023753100634311
ACH-000152,-1.1799026164699744
ACH-000153,-0.7885968901929571
ACH-000159,-0.7715820375824664
ACH-000160,-1.0850333750322387
ACH-000163,-1.202077572691888
ACH-000167,-1.0612803629389986
ACH-000168,-0.9915425489024376
ACH-000169,-0.95376629674928
ACH-000178,-0.8903876725787289
ACH-000183,-0.7945103075468896
ACH-000188,-0.9877071906198888
ACH-000189,-1.1315938354019313
ACH-000190,-0.9225106438379952
ACH-000198,-1.0333299783484635
ACH-000203,-0.5600642265716128
ACH-000204,-0.7431979996427622
ACH-000206,-1.239502282814718
