,JAZF1 (221895)
ACH-001211,-0.6209286748163431
ACH-001212,-0.8643307392290273
ACH-001228,-0.6606062085971836
ACH-001232,-0.913127120746056
ACH-001239,-0.7287416280630261
ACH-001270,-0.763831264761955
ACH-001274,-0.5529000269963571
ACH-001275,-0.8584143805067914
ACH-001277,-0.6453965542591026
ACH-001278,-0.8567854737870245
ACH-001280,-1.1340967524851921
ACH-001283,-0.7610373954256334
ACH-001289,-0.7453770391437418
ACH-001300,-0.7975872877376843
ACH-001301,-0.6526860662286371
ACH-001302,-0.9003261744829566
ACH-001306,-0.7744126581623677
ACH-001318,-0.5551932813740412
ACH-001322,-0.8027097985449874
ACH-001328,-0.7351900712237859
ACH-001332,-0.6315408231268606
ACH-001336,-0.7254686977398568
ACH-001346,-0.6305348217055589
ACH-001353,-0.8086493790667869
ACH-001354,-0.8119893231631773
ACH-001367,-0.7896131223298206
ACH-001368,-0.9780336549399644
ACH-001374,-0.7754679385610431
ACH-001377,-0.8023506119463574
ACH-001380,-0.7756790755927401
ACH-001391,-0.772724815112199
ACH-001408,-0.6718195047345417
ACH-001430,-1.087898797997021
ACH-001431,-0.9008379069452316
ACH-001450,-0.704352392461308
ACH-001496,-0.5245180112344291
ACH-001500,-0.6071844799795048
ACH-001523,-1.0474119587498616
ACH-001532,-0.7727776407766007
ACH-001550,-0.6024465115886875
ACH-001552,-0.7389561391674863
ACH-001554,-0.8317161818625222
ACH-001654,-0.7993099440901738
ACH-001735,-0.9622624853519148
ACH-001736,-0.6825027531553579
ACH-001737,-1.4312895699504176
ACH-001740,-0.5549123688058724
ACH-001745,-0.640516059833484
ACH-001765,-0.541820397878377
