,JAZF1 (221895)
ACH-000004,-0.7303167991317971
ACH-000005,-0.9859397193112662
ACH-000007,-0.962029270988234
ACH-000009,-0.7583781118522729
ACH-000011,-0.6725401679576041
ACH-000012,-0.9458289251143596
ACH-000013,-0.4841523127186704
ACH-000014,-0.8355254040221448
ACH-000015,-0.6366527661959783
ACH-000017,-0.8303514233703292
ACH-000018,-0.5337545532419012
ACH-000019,-0.8304811641639904
ACH-000021,-0.7455568488791957
ACH-000022,-0.6230062230503028
ACH-000025,-0.6865017095131857
ACH-000028,-0.6547152653064531
ACH-000030,-0.7180651090751532
ACH-000035,-0.7227257459128235
ACH-000036,-0.6887450583135857
ACH-000037,-0.905029037537248
ACH-000039,-0.8297214920224936
ACH-000040,-0.7678418855169675
ACH-000041,-0.7128770106350336
ACH-000042,-0.8351607596080671
ACH-000045,-0.7840387191649132
ACH-000047,-0.8098108411490896
ACH-000052,-0.5697068268888369
ACH-000053,-0.7863521774927483
ACH-000054,-0.9178924769546448
ACH-000055,-0.755941726084726
ACH-000060,-0.6991687194218034
ACH-000067,-0.7421840986945898
ACH-000070,-0.9607501792152718
ACH-000075,-0.8237445913963445
ACH-000078,-0.923189926763474
ACH-000082,-0.8170075868629961
ACH-000085,-0.8323482840617764
ACH-000086,-0.7507911244400179
ACH-000087,-0.777540414762577
ACH-000092,-0.8977410106462423
ACH-000095,-0.8818902268916179
ACH-000097,-0.9220524465563448
ACH-000098,-0.8487157600515499
ACH-000099,-0.7975081294095351
ACH-000108,-0.6592238528646922
ACH-000113,-0.8303041817546889
ACH-000116,-0.6983895268896296
ACH-000118,-0.602983289188064
ACH-000120,-0.6373341369167269
ACH-000123,-0.6393791328024128
ACH-000127,-0.6795815860866569
ACH-000128,-0.597856201546658
ACH-000132,-0.8311118260521729
ACH-000133,-0.8214465844506711
ACH-000137,-0.7421840390137926
ACH-000138,-0.5350429814469632
ACH-000142,-0.5928592172960517
ACH-000143,-0.7058455798336741
ACH-000146,-0.6888391604978444
ACH-000148,-0.7709245075039328
ACH-000150,-0.8095810572714144
ACH-000152,-0.7883319171625244
ACH-000153,-0.627605333777556
ACH-000159,-1.0044049639484598
ACH-000160,-0.6029314951202789
ACH-000163,-0.515471367971029
ACH-000167,-0.5424927167307216
ACH-000168,-0.7150540413414461
ACH-000169,-0.6960346905885046
ACH-000178,-0.7791833742070028
ACH-000183,-0.7620691413784654
ACH-000188,-0.8841325009531968
ACH-000189,-0.8062725830750772
ACH-000190,-0.4653609762196563
ACH-000198,-0.7331512352441446
ACH-000203,-0.7851167959882894
ACH-000204,-0.8386711249259963
ACH-000206,-1.1113545827665576
ACH-000207,-0.9554290246213624
ACH-000208,-0.8167192258541627
ACH-000210,-0.8256760444576937
ACH-000211,-0.8841300598408947
ACH-000215,-0.8275415065623601
ACH-000221,-0.6441608310858316
ACH-000222,-0.6073235141480644
ACH-000223,-1.0075902822627465
ACH-000226,-0.7428353066378965
ACH-000227,-1.07443461198771
ACH-000228,-0.8013863446200986
ACH-000231,-0.8048607210204773
ACH-000232,-0.8109571492708098
ACH-000233,-0.6589613337017458
ACH-000234,-0.833315250339066
ACH-000235,-0.7639612511046977
ACH-000237,-0.6649294861746174
ACH-000238,-0.8704142889600021
ACH-000242,-0.7297101511458165
ACH-000243,-0.8260581358448313
ACH-000244,-0.7494616184142561
ACH-000246,-0.5709320389616953
ACH-000248,-0.7004190462891094
ACH-000250,-0.8926577240194119
ACH-000251,-0.6679430447581787
ACH-000252,-0.7807676270319835
ACH-000253,-0.8624357430476629
ACH-000255,-0.5928001047909738
ACH-000256,-1.0119577216822149
ACH-000257,-0.9506485987448001
ACH-000258,-0.7929620861841229
ACH-000259,-1.0173223102215412
ACH-000260,-0.6492700864325386
ACH-000261,-0.802021000609332
ACH-000262,-0.42319532574804103
ACH-000263,-0.9075233187378012
ACH-000264,-0.9466825932617868
ACH-000265,-0.6618836998075858
ACH-000266,-0.8694302468500852
ACH-000272,-0.924218566236182
ACH-000274,-0.5827503882168048
ACH-000277,-0.8040794170825626
ACH-000278,-0.5312589759149158
ACH-000279,-0.983904063001752
ACH-000280,-0.6435435557741225
ACH-000281,-0.925039634946492
ACH-000288,-0.8229954736704397
ACH-000291,-0.7867934899178199
ACH-000293,-0.7555459734837272
ACH-000294,-0.650728172793288
ACH-000295,-0.9025436367425717
ACH-000296,-0.7206634161369128
ACH-000302,-0.609992035948621
ACH-000304,-0.8824510260589559
ACH-000307,-0.5838797151739413
ACH-000308,-0.8125338906395659
ACH-000310,-1.036381554840751
ACH-000311,-0.9255282533081522
ACH-000312,-0.793224672200163
ACH-000315,-0.9054265500775318
ACH-000316,-0.4403092012116336
ACH-000317,-0.5799656043488981
ACH-000318,-0.5776764543795551
ACH-000319,-0.7468446592909781
ACH-000320,-0.7268170578837387
ACH-000322,-0.9203885837198628
ACH-000323,-0.9893160967411296
ACH-000324,-0.7878927729433359
ACH-000329,-0.8540127649727501
ACH-000330,-0.7227044751299693
ACH-000331,-0.8487625107922349
ACH-000332,-0.8095497699844005
ACH-000334,-0.9742791648803656
ACH-000335,-0.7341853252284896
ACH-000336,-0.9516883452278176
ACH-000337,-0.8505788863810309
ACH-000338,-0.5398607000003145
ACH-000339,-0.8790253711471351
ACH-000341,-0.9183667545730828
ACH-000348,-0.6253577201472458
ACH-000350,-0.812849844074607
ACH-000352,-0.7685083009306131
ACH-000356,-0.6234825801802222
ACH-000361,-0.9280685538412912
ACH-000362,-0.9120789586840116
ACH-000363,-0.764648053747606
ACH-000364,-0.7692837541980362
ACH-000365,-0.9039830410758659
ACH-000366,-0.6580319921123392
ACH-000368,-0.7424290248038043
ACH-000374,-0.8790940350626032
ACH-000375,-0.498042648119276
ACH-000376,-0.7387799497140574
ACH-000381,-0.7205017912290888
ACH-000383,-0.7410867348561341
ACH-000387,-0.7600341812442745
ACH-000389,-0.4603487134110911
ACH-000390,-0.7530265441560219
ACH-000393,-0.6802952132357569
ACH-000395,-1.0454540874947005
ACH-000396,-0.9722636117530881
ACH-000397,-0.8793573757869266
ACH-000401,-0.6692682088786468
ACH-000402,-0.5897898581731563
ACH-000403,-0.881933197671366
ACH-000404,-0.7323050950239772
ACH-000406,-0.6755426320135471
ACH-000407,-0.8503448052508059
ACH-000408,-0.6904676228582397
ACH-000410,-0.6507155771827048
ACH-000411,-0.991867366986422
ACH-000414,-0.8926598395321873
ACH-000415,-0.8588291372162363
ACH-000416,-0.7915571254392493
ACH-000420,-0.8113090194910664
ACH-000421,-0.6883404915008638
ACH-000424,-0.7676505545452357
ACH-000425,-0.91855079495227
ACH-000426,-0.9151880597955936
ACH-000427,-0.8173809946459895
ACH-000433,-0.5245842534534846
ACH-000435,-0.8265404005038322
ACH-000436,-0.7229065598214773
ACH-000444,-0.5908596525740526
ACH-000445,-0.6324034841953692
ACH-000448,-0.7189907337501568
ACH-000450,-0.982452344370565
ACH-000452,-1.0017784049571874
ACH-000454,-0.8348343736014073
ACH-000458,-0.6590805452618138
ACH-000459,-0.3705162185645753
ACH-000460,-0.7251721533036977
ACH-000461,-0.8018204894165395
ACH-000463,-0.7453388205582947
ACH-000464,-0.8957533351365208
ACH-000466,-0.9182866946109168
ACH-000467,-0.8233628379018285
ACH-000468,-0.644915865304665
ACH-000469,-0.9278008805699749
ACH-000470,-0.7298422640265531
ACH-000471,-0.7129747547476233
ACH-000472,-0.897458990382303
ACH-000473,-0.5294186730267938
ACH-000475,-0.8507536310582188
ACH-000476,-0.7898956853389708
ACH-000477,-0.6918691448819168
ACH-000479,-0.8690191151514527
ACH-000480,-0.5815214933433583
ACH-000481,-0.7841675078674702
ACH-000483,-0.3781703455208549
ACH-000484,-1.0477340812602116
ACH-000485,-0.6549201250073459
ACH-000486,-0.6728928739841855
ACH-000487,-0.9403261739182392
ACH-000488,-0.7764532190058093
ACH-000490,-0.7646769888926956
ACH-000491,-0.8405608002687454
ACH-000495,-0.821828622987597
ACH-000496,-0.7463710313556458
ACH-000499,-0.3764652161235613
ACH-000500,-1.0853674139904277
ACH-000502,-0.7162219501557623
ACH-000503,-0.9005357941683165
ACH-000505,-0.6590548589566121
ACH-000507,-0.5198193042432583
ACH-000510,-0.6320316374412904
ACH-000511,-0.7587487197225903
ACH-000512,-0.6694063218665023
ACH-000516,-0.8930696495307185
ACH-000517,-0.8391836012081498
ACH-000518,-0.6355457706076175
ACH-000520,-0.7329508815006359
ACH-000521,-0.7459555094589896
ACH-000522,-0.8830340345186651
ACH-000524,-0.8056754846401234
ACH-000527,-0.6902060209194816
ACH-000528,-0.7448936445540407
ACH-000537,-0.6384718059956866
ACH-000541,-0.4387153464385053
ACH-000542,-0.8421326549146313
ACH-000544,-0.7146808218265778
ACH-000545,-0.8619492005506689
ACH-000547,-0.6583728626152082
ACH-000548,-0.7451966783385845
ACH-000549,-0.7176426729398935
ACH-000550,-0.6119050674732008
ACH-000552,-0.7667973061848411
ACH-000556,-0.8030046867567383
ACH-000557,-1.122703619283425
ACH-000569,-0.5028667939463194
ACH-000570,-0.8166398329262502
ACH-000571,-0.8596350654639395
ACH-000573,-0.6923610855073898
ACH-000576,-0.8410042978169587
ACH-000579,-0.90519506078833
ACH-000580,-0.9379832938538862
ACH-000584,-0.7166487364019435
ACH-000585,-0.7766618417491342
ACH-000588,-0.8474684337248406
ACH-000589,-0.8512261488312209
ACH-000591,-0.5265012009966208
ACH-000593,-0.6531418400831258
ACH-000600,-0.759684224130661
ACH-000601,-0.827360493990195
ACH-000605,-0.8506103297071027
ACH-000606,-0.5775506764103594
ACH-000608,-0.944301660642591
ACH-000614,-0.7529997059033403
ACH-000616,-0.8757778697318915
ACH-000618,-0.7266753818322762
ACH-000619,-0.7167444198474627
ACH-000620,-0.7096555879310263
ACH-000621,-0.9059908981119928
ACH-000622,-1.0468707308466845
ACH-000623,-0.6791029517712162
ACH-000624,-0.7875667591668728
ACH-000627,-0.7810895517200998
ACH-000630,-0.8307205010171224
ACH-000631,-0.8056726957165306
ACH-000632,-0.7939523125229233
ACH-000633,-0.7512986636389523
ACH-000637,-0.8157539655350491
ACH-000638,-0.8883285263305002
ACH-000646,-0.8671966294068156
ACH-000647,-0.7591037611498274
ACH-000648,-0.6861447085854521
ACH-000649,-0.7208892811401681
ACH-000651,-0.8643323680031791
ACH-000652,-0.4072358993777021
ACH-000653,-0.8268791287068736
ACH-000657,-0.7045849083521738
ACH-000658,-0.9146296815976016
ACH-000661,-0.5524947618774813
ACH-000662,-0.7409361516327199
ACH-000663,-0.7900729362648364
ACH-000665,-0.7068695129011762
ACH-000671,-0.6913887013652793
ACH-000672,-0.8717464680982675
ACH-000673,-1.0665941861796742
ACH-000676,-0.9425138156179179
ACH-000677,-0.6633870365611332
ACH-000681,-0.6077821350015323
ACH-000683,-0.7827941475010595
ACH-000684,-0.8389446015752908
ACH-000688,-0.7030700690224089
ACH-000693,-0.5815613845383831
ACH-000694,-0.7701550571491547
ACH-000695,-0.6542016369471793
ACH-000696,-0.802714413221544
ACH-000697,-0.6972372169967062
ACH-000699,-0.6850414513031248
ACH-000701,-0.8973407469366306
ACH-000706,-0.6010488209240835
ACH-000711,-0.8165645904758011
ACH-000713,-0.7063501655067502
ACH-000714,-0.8029575055549897
ACH-000718,-0.9767136192415594
ACH-000720,-0.6767476575696467
ACH-000721,-0.8288683151385986
ACH-000724,-0.6472643451330613
ACH-000725,-0.7857065985650794
ACH-000732,-0.6007507225704611
ACH-000734,-0.6218265007870489
ACH-000735,-0.7342690369789524
ACH-000736,-0.7447285946097273
ACH-000738,-0.9120103928554708
ACH-000746,-0.6350754867813435
ACH-000747,-0.735543167713022
ACH-000748,-0.6734584701281363
ACH-000753,-0.6796537148057721
ACH-000756,-0.7227854919102858
ACH-000757,-0.6244425837985151
ACH-000758,-0.6954003143600791
ACH-000760,-0.7431037547936173
ACH-000762,-0.7739714123264458
ACH-000763,-0.9955869842323524
ACH-000764,-0.6272941036417529
ACH-000765,-0.6932313138826686
ACH-000766,-0.9117311846741004
ACH-000767,-0.8991809647967941
ACH-000768,-0.7107640616604478
ACH-000769,-0.6247569456570455
ACH-000770,-0.8900926130161473
ACH-000771,-0.7078762021739975
ACH-000773,-0.6609201743878448
ACH-000776,-0.7713704593119655
ACH-000777,-0.8606697032131434
ACH-000778,-0.7069558657659507
ACH-000781,-0.7593810614045997
ACH-000782,-0.7901300998032528
ACH-000783,-0.9034307579546969
ACH-000784,-0.7086353963997103
ACH-000785,-0.8661281959266206
ACH-000787,-0.6477184911005803
ACH-000788,-0.8454066932661184
ACH-000791,-0.7725222813190801
ACH-000792,-0.43147266001518814
ACH-000794,-0.648623443786405
ACH-000796,-0.8171031957967848
ACH-000798,-0.8204377134840283
ACH-000799,-1.0472402046482057
ACH-000800,-0.8394581589637241
ACH-000802,-0.5954802244364511
ACH-000804,-0.9047958489934158
ACH-000805,-0.8414424007565441
ACH-000809,-0.7712837129879053
ACH-000810,-0.532526853757205
ACH-000811,-0.6816373597873125
ACH-000817,-0.5813546501093252
ACH-000819,-0.6253827479234755
ACH-000820,-0.5511726214367263
ACH-000821,-0.4266524066312035
ACH-000822,-0.8870483838144427
ACH-000823,-0.6384621238472101
ACH-000824,-0.8187534031114115
ACH-000827,-0.6941189971376241
ACH-000829,-0.5619980884927395
ACH-000831,-0.9409521761638768
ACH-000832,-0.5012194483300455
ACH-000833,-0.4331004280553029
ACH-000834,-0.5771727266156366
ACH-000835,-0.6681622915946437
ACH-000836,-0.5192080258008044
ACH-000837,-0.7403040560876425
ACH-000838,-0.4913872314513774
ACH-000839,-0.5566242509608242
ACH-000840,-0.8041676772082212
ACH-000841,-0.6241114169962494
ACH-000843,-0.6445260422747918
ACH-000846,-0.6641619026187566
ACH-000847,-0.6757719341426449
ACH-000848,-0.5920305443257008
ACH-000849,-0.8175133025275644
ACH-000851,-0.9104351846690029
ACH-000855,-1.1083827477842418
ACH-000856,-0.4788531259145184
ACH-000858,-0.6742266531305314
ACH-000859,-0.7875334250739318
ACH-000861,-0.6317856576861682
ACH-000862,-0.7546584916818051
ACH-000865,-0.8101990009620021
ACH-000866,-0.829823249404391
ACH-000867,-0.8356004586194241
ACH-000869,-0.8387723960253849
ACH-000872,-0.5583947993420756
ACH-000873,-0.6419768250604414
ACH-000876,-1.019845070352626
ACH-000878,-0.865502559628648
ACH-000880,-0.6519601976619324
ACH-000881,-0.8644301469441402
ACH-000882,-0.7993620691726547
ACH-000884,-0.8557732221003205
ACH-000885,-0.8578960407282836
ACH-000887,-0.7051790390675341
ACH-000889,-0.7274637873739577
ACH-000896,-0.6545194653295838
ACH-000898,-0.8647613429952509
ACH-000900,-0.8033674487509174
ACH-000901,-0.927961322040346
ACH-000905,-0.7751064726694425
ACH-000906,-0.7900843968520033
ACH-000907,-0.8726774334519808
ACH-000910,-0.8669723772777364
ACH-000911,-0.8791808243430965
ACH-000912,-0.6464194358476194
ACH-000913,-0.5405762636704889
ACH-000915,-0.6831875882826975
ACH-000916,-0.7568627177647397
ACH-000917,-0.6347681509477601
ACH-000920,-0.9586059719870292
ACH-000921,-0.753286682544868
ACH-000924,-0.7469430319652921
ACH-000926,-0.8616836130160401
ACH-000928,-1.1042490788870445
ACH-000929,-0.6780225432480026
ACH-000932,-0.7968693366331561
ACH-000935,-0.9113484859084854
ACH-000936,-0.7290925946278407
ACH-000937,-1.0468598604030046
ACH-000938,-0.8659629132134715
ACH-000939,-0.4236579884937144
ACH-000941,-0.8080113052335387
ACH-000943,-0.5787015546140497
ACH-000946,-0.6715168194599459
ACH-000947,-0.7084260923001515
ACH-000948,-0.7863966427704251
ACH-000950,-0.7643612566439844
ACH-000953,-0.9013351494379388
ACH-000954,-0.6229699347878737
ACH-000957,-0.7510721092317009
ACH-000958,-0.7723640250796442
ACH-000960,-1.013054509578818
ACH-000963,-0.7457096888287109
ACH-000968,-0.8062139170442479
ACH-000969,-0.5636931892528113
ACH-000972,-0.6013181429169573
ACH-000973,-0.8710011185287518
ACH-000974,-0.7956094476446938
ACH-000978,-0.6964961976234082
ACH-000984,-0.8916355560577122
ACH-000986,-0.7725327924105021
ACH-000988,-0.9517005496088728
ACH-000993,-0.6725026806776802
ACH-000994,-0.9978400180763378
ACH-000996,-0.8001734543138471
ACH-001001,-1.043804387955643
ACH-001020,-0.6317136755232863
ACH-001028,-0.8438836140705792
ACH-001031,-0.8069352605929991
ACH-001038,-0.7993972950955217
ACH-001048,-0.5714226161662919
ACH-001050,-0.8601547274942462
ACH-001053,-0.7149971211141878
ACH-001054,-0.4633886987798567
ACH-001061,-0.6934185246191671
ACH-001067,-0.7562573666697736
ACH-001075,-0.6525871648850287
ACH-001096,-0.5923296008140448
ACH-001111,-0.6104109589666892
ACH-001119,-0.7339959743808613
ACH-001128,-0.2268453765250721
ACH-001134,-0.6266171473112039
ACH-001151,-0.8383039825257197
ACH-001163,-0.7894967288666982
ACH-001164,-0.6157664350284958
ACH-001183,-0.5698447465402526
ACH-001192,-0.7200293608164179
ACH-001193,-0.6689683353107072
ACH-001196,-0.8541190468594454
ACH-001197,-0.8335730196787879
ACH-001205,-0.8310996579942544
