,PPIB (5479)
ACH-000004,-0.22392751217332735
ACH-000005,-0.08612601503117645
ACH-000007,-0.04084036608781915
ACH-000009,-0.12184363336445896
ACH-000011,-0.07706717024126168
ACH-000012,-0.13795373995966947
ACH-000013,-0.15854319651936566
ACH-000014,-0.0509351463582989
ACH-000015,-0.1081134417129564
ACH-000017,-0.24869773821938385
ACH-000018,-0.08980395299031826
ACH-000019,-0.0854274578981276
ACH-000021,-0.07312104247442455
ACH-000022,-0.14790740930412102
ACH-000025,-0.15220530449104802
ACH-000028,-0.18305834025025386
ACH-000030,-0.11126865733523186
ACH-000035,-0.1669888181323336
ACH-000036,-0.04687703750455908
ACH-000037,-0.21824065581174965
ACH-000039,-0.053604526669697915
ACH-000040,-0.02708638377355286
ACH-000041,-0.18076308376099454
ACH-000042,-0.02922817406257845
ACH-000045,0.021003803511425112
ACH-000047,-0.246669142248696
ACH-000052,-0.25337802604396176
ACH-000053,-0.2238965469709392
ACH-000054,-0.09951344411066146
ACH-000055,0.06302199003054007
ACH-000060,-0.06121774898800754
ACH-000067,-0.11461292442261645
ACH-000070,-0.1662606623343072
ACH-000075,0.06808931190624487
ACH-000078,-0.03351519208636087
ACH-000082,-0.07751393165429772
ACH-000085,-0.0610180201936355
ACH-000086,-0.07904782663137909
ACH-000087,0.010870015771200626
ACH-000092,-0.12956920962857485
ACH-000095,-0.03404286374079852
ACH-000097,-0.1535054688781918
ACH-000098,-0.031858815098881235
ACH-000099,-0.18364641355561295
ACH-000108,-0.09187778761245577
ACH-000113,-0.08325674394409982
ACH-000116,-0.21823929821940335
ACH-000118,0.011680387590749708
ACH-000120,-0.12195941495853928
ACH-000123,-0.2027268424973388
ACH-000127,-0.04798871990309468
ACH-000128,-0.13504290966957072
ACH-000132,-0.2953638275258961
ACH-000133,-0.10655645135838003
ACH-000137,-0.13937692510468658
ACH-000138,-0.02802127723044737
ACH-000142,-0.10897661653871224
ACH-000143,-0.1124803386059432
ACH-000146,-0.13626820855589625
ACH-000148,-0.08190086291871998
ACH-000150,-0.16123256516788428
ACH-000152,-0.05074771938711622
ACH-000153,0.0293720016577677
ACH-000159,-0.06043762799039866
ACH-000160,-0.05875985736205469
ACH-000163,-0.1130088672732428
ACH-000167,-0.4098449021749581
ACH-000168,-0.13518885000873826
ACH-000169,-0.10189215519641356
ACH-000178,-0.12830404766366094
ACH-000183,-0.05060261284698458
ACH-000188,-0.1658043438692118
ACH-000189,-0.14389751256636674
ACH-000190,-0.16727897815447282
ACH-000198,-0.0920701787768843
ACH-000203,-0.3135261119919503
ACH-000204,-0.059657692061005574
ACH-000206,-0.047410077188188175
ACH-000207,-0.06869449824701225
ACH-000208,-0.14415310179464352
ACH-000210,-0.03576954511210685
ACH-000211,-0.05515387363707429
ACH-000215,-0.06444469924483809
ACH-000221,-0.06318499264681139
ACH-000222,-0.1257742788686777
ACH-000223,-0.09911370498539557
ACH-000226,-0.07060624461900113
ACH-000227,-0.15865246107125675
ACH-000228,-0.12083790119860073
ACH-000231,-0.25037093041429603
ACH-000232,-0.02107959427368294
ACH-000233,-0.12003726240650038
ACH-000234,-0.1619959866848216
ACH-000235,-0.08131000720672286
ACH-000237,-0.15190307766307248
ACH-000238,-0.22938071741842245
ACH-000242,0.03527341650694959
ACH-000243,-0.12383320018803287
ACH-000244,0.03822444813063155
ACH-000246,-0.06808412676861728
ACH-000248,-0.15457211062134588
ACH-000250,-0.0733075029427771
ACH-000251,-0.06986677261659087
ACH-000252,-0.2573238784845989
ACH-000253,-0.05253369167335347
ACH-000255,-0.0858573100539484
ACH-000256,-0.17404720020070374
ACH-000257,-0.12547537199046113
ACH-000258,-0.005931014676430565
ACH-000259,-0.05600703978059565
ACH-000260,-0.05379882199553072
ACH-000261,-0.1018070262599365
ACH-000262,-0.13597612880534612
ACH-000263,-0.15917244277993275
ACH-000264,-0.1212461571974832
ACH-000265,-0.23390020752990698
ACH-000266,-0.12845325324596632
ACH-000272,-0.11602694092159865
ACH-000274,-0.13888283628056733
ACH-000277,-0.10532885388914404
ACH-000278,-0.14886978709741086
ACH-000279,-0.2395699912670313
ACH-000280,-0.039561374341694315
ACH-000281,-0.060659737635345726
ACH-000288,-0.12241241234027947
ACH-000291,-0.1158259699279793
ACH-000293,-0.0932865501334695
ACH-000294,-0.27048266227522183
ACH-000295,-0.307169810362125
ACH-000296,-0.2492983238117897
ACH-000302,-0.1206095081892936
ACH-000304,0.08104145908088754
ACH-000307,-0.08836117508233883
ACH-000308,-0.14443315688790911
ACH-000310,-0.061125079657323465
ACH-000311,-0.05246472683769174
ACH-000312,-0.16436409982164454
ACH-000315,-0.23487594141217974
ACH-000316,-0.01356790128062566
ACH-000317,0.08699375787526192
ACH-000318,-0.04855971891556383
ACH-000319,-0.16539718558004052
ACH-000320,-0.0124311384470582
ACH-000322,-0.12907072854428206
ACH-000323,-0.08621608697237627
ACH-000324,-0.14360932175848695
ACH-000329,-0.1239472707762972
ACH-000330,-0.0986978181558417
ACH-000331,-0.09567975416761766
ACH-000332,-0.12463883137658414
ACH-000334,-0.07185369203062694
ACH-000335,-0.013581594212945374
ACH-000336,-0.10109752515584973
ACH-000337,0.039345326289590365
ACH-000338,-0.3281394924120827
ACH-000339,-0.045146042842017696
ACH-000341,-0.13335931092596234
ACH-000348,-0.10793969457692563
ACH-000350,-0.07705044331731123
ACH-000352,-0.24449592000792006
ACH-000356,-0.012095656058979177
ACH-000361,-0.042887355479830136
ACH-000362,-0.03785771454093236
ACH-000363,-0.09023603549107537
ACH-000364,-0.18473100544537485
ACH-000365,-0.18308220540933992
ACH-000366,-0.09512091034950368
ACH-000368,-0.1434242662588964
ACH-000374,-0.2523562856264441
ACH-000375,0.04501980162066329
ACH-000376,-0.1360654152026411
ACH-000381,-0.03342609388751908
ACH-000383,-0.08684828949455717
ACH-000387,-0.2282245273965356
ACH-000389,-0.02094413139890231
ACH-000390,-0.1913897584836573
ACH-000393,-0.16638738135902875
ACH-000395,-0.08517138539093738
ACH-000396,-0.19749119731089226
ACH-000397,-0.09504571037857423
ACH-000401,-0.153718983726086
ACH-000402,-0.02978324727188035
ACH-000403,-0.18686650931205906
ACH-000404,-0.502262344289668
ACH-000406,-0.1071610711000535
ACH-000407,-0.14722509940031986
ACH-000408,-0.13046453857825427
ACH-000410,-0.25275187899709
ACH-000411,-0.11030822414380748
ACH-000414,-0.012024669905358214
ACH-000415,-0.09634670011142156
ACH-000416,-0.1795237080384268
ACH-000420,-0.07898338116239045
ACH-000421,-0.12927716815735232
ACH-000424,-0.16089903058817112
ACH-000425,-0.17135451683671035
ACH-000426,-0.11830296205854253
ACH-000427,-0.1443209543823637
ACH-000433,-0.20696988752808385
ACH-000435,-0.023340624872168803
ACH-000436,-0.05186854160971647
ACH-000444,-0.08721763040937809
ACH-000445,-0.30586312114329106
ACH-000448,-0.2028661843779765
ACH-000450,-0.2225469998956552
ACH-000452,-0.12065663172134668
ACH-000454,-0.16766488013022396
ACH-000458,-0.10338641929040512
ACH-000459,-0.005247768086021836
ACH-000460,-0.19359040474960948
ACH-000461,-0.010505103680872912
ACH-000463,-0.0815406729479665
ACH-000464,-0.3555060683823769
ACH-000466,-0.16256533023119638
ACH-000467,-0.13349456930213127
ACH-000468,-0.10866941071844312
ACH-000469,-0.08883132806324982
ACH-000470,-0.09603506641916723
ACH-000471,-0.19007458841670413
ACH-000472,-0.11762977835910812
ACH-000473,-0.19627719125814272
ACH-000475,-0.04741680569594968
ACH-000476,-0.06867413821632885
ACH-000477,0.04436891901097916
ACH-000479,-0.3752822395917455
ACH-000480,-0.11555644338618888
ACH-000481,-0.2325596703592887
ACH-000483,-0.345575905540184
ACH-000484,-0.15521300181268047
ACH-000485,-0.21003453025585167
ACH-000486,-0.21530712588479875
ACH-000487,-0.055455454826130665
ACH-000488,-0.1379186107256678
ACH-000490,-0.10366638861398983
ACH-000491,-0.2323054554059572
ACH-000495,-0.4502508321507775
ACH-000496,-0.19501770292726806
ACH-000499,-0.12746816814894632
ACH-000500,0.0885123495411744
ACH-000502,-0.13684731852735682
ACH-000503,-0.2265234063619674
ACH-000505,-0.11867949696624155
ACH-000507,-0.20811022954487132
ACH-000510,-0.12675160892051873
ACH-000511,-0.16770442517016645
ACH-000512,-0.06306427369491488
ACH-000516,-0.11811252595133133
ACH-000517,-0.10912549548890324
ACH-000518,0.02228709562722593
ACH-000520,-0.1672190903564597
ACH-000521,-0.030780986033120263
ACH-000522,-0.37677195050439
ACH-000524,-0.16335567847148222
ACH-000527,-0.18613544432548806
ACH-000528,-0.14426368103974765
ACH-000537,-0.1832273717131662
ACH-000541,0.02363905557307705
ACH-000542,-0.12926642370652108
ACH-000544,-0.11930482378878078
ACH-000545,-0.004653943190880057
ACH-000547,-0.2061384147311332
ACH-000548,-0.3363258895755327
ACH-000549,0.04511839125589839
ACH-000550,-0.10576655933582016
ACH-000552,-0.02151471333707521
ACH-000556,-0.09689942837671267
ACH-000557,-0.06179792900446664
ACH-000569,-0.10029908384092856
ACH-000570,-0.11155796469431056
ACH-000571,0.013336511361510895
ACH-000573,-0.15685651355714442
ACH-000576,-0.03832154901314927
ACH-000579,-0.07438796052614477
ACH-000580,-0.14450037563960638
ACH-000584,-0.09496019349396076
ACH-000585,-0.14401293405779675
ACH-000588,0.09429002536631637
ACH-000589,-0.1734787963313472
ACH-000591,-0.1897441879107487
ACH-000593,-0.07749230760239148
ACH-000600,-0.15653008183622855
ACH-000601,-0.1595919127337524
ACH-000605,-0.026349988946403738
ACH-000606,-0.17315701955619642
ACH-000608,-0.14373548078532436
ACH-000614,-0.06964667943785627
ACH-000616,-0.03245950432743583
ACH-000618,-0.033769504093828666
ACH-000619,-0.11147605844610528
ACH-000620,-0.2398557377436361
ACH-000621,-0.06870185070128221
ACH-000622,-0.11874809143936635
ACH-000623,-0.2603803438368139
ACH-000624,-0.08824385327558247
ACH-000627,-0.1345781821119695
ACH-000630,-0.20813042333589732
ACH-000631,-0.2593126117471951
ACH-000632,-0.0926371116824307
ACH-000633,-0.10774224927116596
ACH-000637,0.1470559424123634
ACH-000638,-0.08540763448710642
ACH-000646,-0.10527900323447406
ACH-000647,-0.14963670457578518
ACH-000648,-0.11623678719173892
ACH-000649,-0.15455303460455502
ACH-000651,-0.0952248922223996
ACH-000652,-0.0687085472637283
ACH-000653,-0.06999425673262749
ACH-000657,-0.14089896155165332
ACH-000658,0.024756741552104528
ACH-000661,-0.00374574041914821
ACH-000662,-0.3556852437785996
ACH-000663,-0.05902112813489027
ACH-000665,-0.15327770406737315
ACH-000671,-0.15728034614835332
ACH-000672,-0.43228322530108293
ACH-000673,-0.0992168613670015
ACH-000676,-0.1104236395324434
ACH-000677,-0.1219335037322999
ACH-000681,-0.1171419984432016
ACH-000683,-0.21151125437595653
ACH-000684,-0.0484425218008691
ACH-000688,-0.05591782966399122
ACH-000693,-0.20264189399417015
ACH-000694,-0.03713309557628551
ACH-000695,-0.1452053667239449
ACH-000696,-0.11952796044741623
ACH-000697,-0.07085934552006293
ACH-000699,-0.17524155580410206
ACH-000701,-0.13917539094721496
ACH-000706,-0.04438290129922682
ACH-000711,-0.14600136527055646
ACH-000713,-0.0731530670530798
ACH-000714,0.008769955202509259
ACH-000718,-0.2330508779636905
ACH-000720,-0.17442602232294882
ACH-000721,-0.1458849696235413
ACH-000724,0.0035384432751572343
ACH-000725,-0.13682273288797275
ACH-000732,-0.034468800407602286
ACH-000734,-0.05378588597751289
ACH-000735,-0.12168346859888575
ACH-000736,-0.05380468053779842
ACH-000738,-0.04643831446952576
ACH-000746,-0.1270983314240449
ACH-000747,-0.1974309111913412
ACH-000748,-0.14698640891713494
ACH-000753,-0.10373279284814277
ACH-000756,-0.21553396170043834
ACH-000757,-0.2912257368991343
ACH-000758,-0.10204572406587167
ACH-000760,-0.17995507691696974
ACH-000762,-0.10972482633162328
ACH-000763,-0.07805859638841849
ACH-000764,-0.1111472891302131
ACH-000765,-0.12570060598891364
ACH-000766,-0.09136256205050404
ACH-000767,-0.1586122469128636
ACH-000768,-0.05972554195212696
ACH-000769,-0.1947475427216556
ACH-000770,-0.12381111932401738
ACH-000771,-0.12388043085491615
ACH-000773,-0.2462519351121489
ACH-000776,0.008702300668316124
ACH-000777,-0.1679475942159007
ACH-000778,-0.06573369368074322
ACH-000781,-0.21259809249576295
ACH-000782,-0.2606068669622018
