,RABL2B (11158)
ACH-000004,-0.07313339970775923
ACH-000005,0.01595595989586076
ACH-000007,-0.0805450070671673
ACH-000009,-0.10802441929664716
ACH-000011,-0.2818224314016658
ACH-000012,-0.2776676489967456
ACH-000013,-0.22799352879407545
ACH-000014,-0.18618384478986505
ACH-000015,-0.00028495702053290515
ACH-000017,-0.17237251407527127
ACH-000018,-0.17518814440021865
ACH-000019,-0.18523760414223506
ACH-000021,-0.20182654861966065
ACH-000022,-0.2670286572015626
ACH-000025,-0.13934903406154744
ACH-000028,-0.20602369297329956
ACH-000030,-0.3329064538246107
ACH-000035,-0.10373329202530228
ACH-000036,-0.195044236394647
ACH-000037,-0.2390234532825905
ACH-000039,-0.30803745527284515
ACH-000040,-0.13396105497583854
ACH-000041,-0.15689871514942924
ACH-000042,-0.12725015735522188
ACH-000045,-0.07630526054866556
ACH-000047,-0.2561576568845218
ACH-000052,-0.0922473610549381
ACH-000053,-0.2359270178769284
ACH-000054,-0.13590320681581075
ACH-000055,-0.2682909782301367
ACH-000060,-0.2450167857320042
ACH-000067,0.0016829549596546359
ACH-000070,-0.2095304316410891
ACH-000075,-0.22910875859478275
ACH-000078,-0.2616190782322532
ACH-000082,-0.12618984411009912
ACH-000085,-0.2547579793076121
ACH-000086,-0.04448575353694316
ACH-000087,-0.31236036841132864
ACH-000092,-0.12488921302808807
ACH-000095,-0.1965251967273236
ACH-000097,-0.19329133937031265
ACH-000098,-0.07999668973240284
ACH-000099,-0.34953878431958857
ACH-000108,-0.31978400848873906
ACH-000113,-0.16489238923068034
ACH-000116,-0.18348947547152844
ACH-000118,-0.13776539781204858
ACH-000120,0.03011437368728088
ACH-000123,-0.20094138593313748
ACH-000127,-0.07333294043234348
ACH-000128,-0.06679083731983683
ACH-000132,-0.04596894492048082
ACH-000133,-0.06343316948602451
ACH-000137,-0.2062018966815785
ACH-000138,-0.12728156569399807
ACH-000142,-0.1519851314371828
ACH-000143,-0.4153007130664173
ACH-000146,-0.18596832108427916
ACH-000148,-0.11729078397269678
ACH-000150,-0.062213110852985615
ACH-000152,-0.3359613504293001
ACH-000153,-0.10086639525681247
ACH-000159,-0.223913353448228
ACH-000160,-0.18744133933859194
ACH-000163,-0.23637514670105786
ACH-000167,-0.30299556994654697
ACH-000168,-0.22834347530022944
ACH-000169,-0.2735142301233034
ACH-000178,-0.2116857602506043
ACH-000183,-0.20991840188122526
ACH-000188,-0.21645925319620915
ACH-000189,-0.26431822524007903
ACH-000190,-0.14356095801114446
ACH-000198,-0.1489930485521467
ACH-000203,0.16679733771002314
ACH-000204,-0.005481786585736435
ACH-000206,0.00804742603387877
ACH-000207,-0.2328638308747475
ACH-000208,-0.3696361829502506
ACH-000210,-0.1710687758457275
ACH-000211,-0.1771096860915308
ACH-000215,-0.13741883659794227
ACH-000221,-0.23031461592663344
ACH-000222,-0.33986582399665033
ACH-000223,-0.21967171345099928
ACH-000226,-0.13488277528768866
ACH-000227,-0.2565430514542976
ACH-000228,-0.15356776079299275
ACH-000231,-0.3618007127700859
ACH-000232,-0.11465926778037827
ACH-000233,-0.2875037009535115
ACH-000234,-0.2707413846868759
ACH-000235,-0.17015328638123456
ACH-000237,-0.3134390869207496
ACH-000238,-0.3499720869815213
ACH-000242,0.01098967003784229
ACH-000243,-0.1335800438300409
ACH-000244,-0.16551423148832015
ACH-000246,-0.13719063354270522
ACH-000248,-0.19432260541800386
ACH-000250,-0.1935617355492823
ACH-000251,-0.1718151462434464
ACH-000252,-0.2416772636364973
ACH-000253,-0.31586322893615004
ACH-000255,-0.0702982471975266
ACH-000256,-0.30411082169245
ACH-000257,-0.2480033848285988
ACH-000258,-0.15429505245066008
ACH-000259,-0.3247143620544293
ACH-000260,-0.16069290535176173
ACH-000261,-0.14944393198618994
ACH-000262,-0.16834188593435498
ACH-000263,-0.20637379375331708
ACH-000264,-0.23324201753784005
ACH-000265,-0.1179275011390504
ACH-000266,-0.18445511764730424
ACH-000272,-0.18233598160265566
ACH-000274,-0.21996244407338775
ACH-000277,-0.2570321278694765
ACH-000278,-0.22392766976390413
ACH-000279,-0.21742083221291966
ACH-000280,-0.3239088677089691
ACH-000281,-0.24930267796244016
ACH-000288,-0.2283570497893057
ACH-000291,-0.2914078206062801
ACH-000293,-0.17504934281581244
ACH-000294,-0.07254783272340387
ACH-000295,-0.32586544103668313
ACH-000296,-0.2595615679881598
ACH-000302,-0.1360458065934558
ACH-000304,-0.1160438868044279
ACH-000307,-0.18466794442915152
ACH-000308,-0.17832930774035613
ACH-000310,-0.2047519929683862
ACH-000311,-0.15514297199208196
ACH-000312,-0.31534411254095296
ACH-000315,-0.07009925366103027
ACH-000316,-0.07853016864396012
ACH-000317,-0.1699200716243465
ACH-000318,-0.2701130354602659
ACH-000319,-0.2254827811873489
ACH-000320,-0.24807219750955056
ACH-000322,-0.3438407091920014
ACH-000323,-0.07582866232239369
ACH-000324,-0.28440472969094005
ACH-000329,-0.19978375107799168
ACH-000330,-0.09504208828922038
ACH-000331,-0.03171645639126147
ACH-000332,-0.18398258287015126
ACH-000334,-0.3022860837366077
ACH-000335,0.013012082738695559
ACH-000336,0.08039048204247858
ACH-000337,-0.15570586920215046
ACH-000338,0.4710619602045375
ACH-000339,-0.1339107074340737
ACH-000341,-0.1435155959184791
ACH-000348,-0.22801707670580096
ACH-000350,-0.18235861164274614
ACH-000352,-0.16338384297354344
ACH-000356,-0.01737301843854026
ACH-000361,-0.2749226868469456
ACH-000362,-0.08303921916394838
ACH-000363,-0.213617151088458
ACH-000364,-0.05439799600599221
ACH-000365,-0.3109491757023095
ACH-000366,-0.2440105233380735
ACH-000368,-0.248855451458856
ACH-000374,-0.11338507290486123
ACH-000375,-0.44813419118018144
ACH-000376,-0.20806117963324375
ACH-000381,-0.12681116006425486
ACH-000383,-0.11344657260790016
ACH-000387,-0.1195477741483141
ACH-000389,-0.375319250551588
ACH-000390,-0.17240097698098952
ACH-000393,-0.17679274120254304
ACH-000395,-0.15426647581279912
ACH-000396,-0.2243602592642808
ACH-000397,-0.20308121408593108
ACH-000401,-0.16326398582928994
ACH-000402,-0.5550193928636835
ACH-000403,-0.3068886194643318
ACH-000404,-0.1446622639892136
ACH-000406,-0.08905248588042942
ACH-000407,-0.1390587048600496
ACH-000408,-0.2778543708631833
ACH-000410,-0.06281765938966066
ACH-000411,-0.1816050637353596
ACH-000414,-0.3250481104385288
ACH-000415,-0.08983844611935117
ACH-000416,-0.2547167556160785
ACH-000420,-0.31001392698375146
ACH-000421,-0.14107846779268904
ACH-000424,-0.2699140291905203
ACH-000425,-0.2873318024312246
ACH-000426,-0.029673496237792488
ACH-000427,-0.4000973576066821
ACH-000433,-0.3053238209439766
ACH-000435,-0.4693033943221686
ACH-000436,-0.16237111132019932
ACH-000444,-0.10845596721960604
ACH-000445,-0.3218355407766714
ACH-000448,-0.12498878259081808
ACH-000450,-0.013920501819914695
ACH-000452,-0.1443948651477664
ACH-000454,-0.038847861110031655
ACH-000458,-0.20745416056150634
ACH-000459,-0.1288952545684066
ACH-000460,-0.13090045720552482
ACH-000461,-0.08509422509205036
ACH-000463,-0.1871431496303021
ACH-000464,-0.1692005700742305
ACH-000466,-0.2071171380649474
ACH-000467,-0.2167932270700552
ACH-000468,-0.2823363351239184
ACH-000469,-0.1791506137947805
ACH-000470,-0.2003527991061522
ACH-000471,-0.35917932702347194
ACH-000472,-0.19104283258722585
ACH-000473,-0.29500564792397044
ACH-000475,-0.22049378568366848
ACH-000476,-0.2577468163298316
ACH-000477,-0.18246223483411805
ACH-000479,-0.17041920180179956
ACH-000480,-0.1173102269882907
ACH-000481,-0.14642625244594235
ACH-000483,-0.1462564806605027
ACH-000484,-0.19799653572964912
ACH-000485,-0.1814376490814372
ACH-000486,-0.13217474868386608
ACH-000487,-0.18766119816129653
ACH-000488,-0.21195112426417048
ACH-000490,-0.11403969402321422
ACH-000491,-0.06738251968782942
ACH-000495,-0.11960790049412992
ACH-000496,0.01288924593168722
ACH-000499,-0.1343871772632614
ACH-000500,0.11769562435265145
ACH-000502,-0.3786021502292254
ACH-000503,-0.24805766859063974
ACH-000505,-0.19790723759044
ACH-000507,-0.02662558054554589
ACH-000510,-0.06825581933514427
ACH-000511,-0.09488262709388973
ACH-000512,-0.1446069433163088
ACH-000516,-0.23512191018157624
ACH-000517,-0.21548495942642745
ACH-000518,-0.31028966987497697
ACH-000520,-0.107476307545879
ACH-000521,-0.09829289530909924
ACH-000522,-0.044732230243228255
ACH-000524,-0.3343295701032967
ACH-000527,-0.2898244170578663
ACH-000528,-0.2041326741049102
ACH-000537,-0.20835789623322368
ACH-000541,-0.07059147905722145
ACH-000542,-0.14862038733686495
ACH-000544,-0.16953549566388387
ACH-000545,-0.09660755735745068
ACH-000547,-0.056024110964155695
ACH-000548,-0.2458474143943833
ACH-000549,-0.1313169863404222
ACH-000550,-0.31136357170015394
ACH-000552,-0.2077375634067154
ACH-000556,-0.2732180510838648
ACH-000557,-0.2687409838260832
ACH-000569,0.03942168358053448
ACH-000570,-0.3617024678491083
ACH-000571,-0.2897561953137223
ACH-000573,-0.15046989955103865
ACH-000576,-0.15699111156029116
ACH-000579,-0.18875796661511304
ACH-000580,-0.21679411689731765
ACH-000584,-0.17462039454629927
ACH-000585,-0.16906290674933874
ACH-000588,-0.24322751475245435
ACH-000589,-0.1990699556971807
ACH-000591,-0.4581750128161423
ACH-000593,-0.16510142360378516
ACH-000600,-0.20656658954824428
ACH-000601,-0.4226581590687363
ACH-000605,-0.07967448625806617
ACH-000606,-0.17779861990197934
ACH-000608,-0.3532941914642066
ACH-000614,-0.2843836918460957
ACH-000616,-0.22351877767792191
ACH-000618,-0.15055670470042526
ACH-000619,-0.26666785522933506
ACH-000620,-0.1262466237553785
ACH-000621,-0.14717502811694538
ACH-000622,-0.12069804893554187
ACH-000623,-0.3409960220670907
ACH-000624,-0.14000084115764744
ACH-000627,-0.20645373629058453
ACH-000630,-0.1255625059421081
ACH-000631,-0.4131251283459386
ACH-000632,-0.13111360000346536
ACH-000633,-0.3048802596795423
ACH-000637,-0.04244171225990901
ACH-000638,-0.24675800913683074
ACH-000646,-0.2254929990557116
ACH-000647,-0.1687521266109313
ACH-000648,-0.2219180168156242
ACH-000649,-0.1994256388424885
ACH-000651,-0.07605884212891018
ACH-000652,-0.13993456345562394
ACH-000653,-0.12066400005075414
ACH-000657,-0.21540303983480727
ACH-000658,-0.2890378909449439
ACH-000661,-0.030651970971530863
ACH-000662,-0.11752459763078135
ACH-000663,-0.23810729540317235
ACH-000665,-0.2148034141163107
ACH-000671,-0.008613731360808037
ACH-000672,-0.4683680193336385
ACH-000673,-0.20450484456581364
ACH-000676,-0.10282888578055048
ACH-000677,-0.2529861433389567
ACH-000681,-0.17340572597310575
ACH-000683,-0.14625125673788836
ACH-000684,-0.36735742785168296
ACH-000688,-0.2242500374061256
ACH-000693,-0.19247536148278602
ACH-000694,-0.1960410343615216
ACH-000695,-0.10189124950308616
ACH-000696,-0.0965468562073594
ACH-000697,-0.25731466974113426
ACH-000699,-0.3199578740405974
ACH-000701,-0.23798328267595745
ACH-000706,-0.008163058678142437
ACH-000711,-0.15731137153375166
ACH-000713,-0.08663782143035889
ACH-000714,-0.27856087294475257
ACH-000718,-0.17352135327771964
ACH-000720,-0.16417812588123878
ACH-000721,-0.2541826349194941
ACH-000724,-0.16577182385721365
ACH-000725,-0.20469568282681835
ACH-000732,-0.1549211257505494
ACH-000734,-0.21872580208455814
ACH-000735,-0.1972095396587296
ACH-000736,0.01524713538990549
ACH-000738,-0.10962264495860644
ACH-000746,-0.1915767656954008
ACH-000747,0.037010282614894335
ACH-000748,-0.20642112369386606
ACH-000753,-0.1256296136182093
ACH-000756,-0.3557260517814719
ACH-000757,-0.101144402372422
ACH-000758,-0.2038606082551461
ACH-000760,-0.09048738626543697
ACH-000762,-0.31450537810621576
ACH-000763,-0.06240644670384224
ACH-000764,-0.2019135108594928
ACH-000765,-0.10272261033014418
ACH-000766,-0.18538670228169665
ACH-000767,-0.2822875373432703
ACH-000768,-0.04460200811097579
