,ALX3 (257)
ACH-000004,-0.08539351134329165
ACH-000005,-0.3646762689781367
ACH-000007,-0.019987497783223736
ACH-000009,-0.29130976038177125
ACH-000011,-0.1926128982839855
ACH-000012,-0.4065494205976252
ACH-000013,-0.3838650725420378
ACH-000014,-0.4089530426824872
ACH-000015,-0.3522932649625072
ACH-000017,-0.2317709204545262
ACH-000018,-0.2511245598793853
ACH-000019,-0.3218738433691967
ACH-000021,-0.2804691118037637
ACH-000022,-0.3286677763563485
ACH-000025,-0.4320876326509397
ACH-000028,-0.386355223532218
ACH-000030,-0.34980599525089306
ACH-000035,-0.40634020570734775
ACH-000036,-0.34433917150501603
ACH-000037,-0.2836544161648282
ACH-000039,-0.15140588330840973
ACH-000040,-0.4317432493526817
ACH-000041,-0.21240068824357208
ACH-000042,-0.3765242659112839
ACH-000045,-0.305600177634171
ACH-000047,-0.21498941329049476
ACH-000052,-0.3707559147638189
ACH-000053,-0.2254722619288476
ACH-000054,-0.4780444588857986
ACH-000055,-0.2976211959337549
ACH-000060,-0.3606343243978524
ACH-000067,-0.26940188003741466
ACH-000070,-0.16143350369917006
ACH-000075,-0.2969083309493429
ACH-000078,-0.1210728180397225
ACH-000082,-0.07318151932839352
ACH-000085,-0.15367261480790145
ACH-000086,-0.429064822748843
ACH-000087,-0.3982061471288535
ACH-000092,-0.4886445641283793
ACH-000095,-0.2457316691509613
ACH-000097,-0.3235921162038957
ACH-000098,-0.24280971289354866
ACH-000099,-0.2458388934628657
ACH-000108,-0.3265947493966184
ACH-000113,-0.36187014812507096
ACH-000116,-0.2200245834619519
ACH-000118,-0.2592794559269688
ACH-000120,-0.25111927353035524
ACH-000123,-0.2694152053802117
ACH-000127,-0.44663007470247257
ACH-000128,-0.33512554009142426
ACH-000132,-0.3296995641932232
ACH-000133,-0.2861686425736004
ACH-000137,-0.4114550617651537
ACH-000138,-0.3003233005639298
ACH-000142,-0.19648661719713076
ACH-000143,-0.32748619924277805
ACH-000146,-0.1851872399641038
ACH-000148,-0.15500777394140214
ACH-000150,-0.25780178278379084
ACH-000152,-0.3662191367609285
ACH-000153,-0.2722441438315035
ACH-000159,-0.5084666246723745
ACH-000160,-0.2348366060455019
ACH-000163,-0.20099581257785087
ACH-000167,-0.3579402951305146
ACH-000168,0.05957607901421455
ACH-000169,-0.21441940977162013
ACH-000178,-0.3157841979744396
ACH-000183,-0.2556379241250625
ACH-000188,-0.1822425882742453
ACH-000189,-0.3684934386875021
ACH-000190,-0.4328329491089214
ACH-000198,-0.26268197901185153
ACH-000203,-0.3986577293937965
ACH-000204,-0.19028735684761772
ACH-000206,-0.2527801805137513
ACH-000207,-0.2615587829877174
ACH-000208,-0.18287882039595085
ACH-000210,-0.2888213739878215
ACH-000211,-0.25922877518108545
ACH-000215,-0.2699178624201033
ACH-000221,-0.4238109318498965
ACH-000222,-0.28984709256492863
ACH-000223,-0.2591699357104129
ACH-000226,-0.38359082999614735
ACH-000227,-0.3995506632610764
ACH-000228,-0.3786137830267212
ACH-000231,-0.29635337897977715
ACH-000232,-0.3610156224488762
ACH-000233,-0.17262669510262116
ACH-000234,-0.09984693649399556
ACH-000235,-0.2383829122382529
ACH-000237,-0.4663090169684572
ACH-000238,-0.4504510781924818
ACH-000242,-0.3832880757236907
ACH-000243,-0.1787117918371132
ACH-000244,0.25107748758694903
ACH-000246,-0.2652345924422421
ACH-000248,-0.399390539287162
ACH-000250,-0.3689040760185274
ACH-000251,-0.3036343448797866
ACH-000252,-0.5359436410564853
ACH-000253,-0.26643275365235464
ACH-000255,-0.21253812776351505
ACH-000256,-0.2965180982439945
ACH-000257,-0.1929840398857305
ACH-000258,-0.2708964553897279
ACH-000259,-0.33560305269804674
ACH-000260,-0.25271597176715205
ACH-000261,-0.26116397400715674
ACH-000262,-0.13657466505135085
ACH-000263,-0.412354585958429
ACH-000264,-0.3691361818283749
ACH-000265,-0.4141679589314616
ACH-000266,-0.3791261252079428
ACH-000272,-0.2834429223291112
ACH-000274,-0.3666945864040509
ACH-000277,-0.41085984071891896
ACH-000278,-0.3849142163115809
ACH-000279,-0.2380480706138172
ACH-000280,-0.27157431051338177
ACH-000281,-0.2189653743606204
ACH-000288,-0.3293874745593767
ACH-000291,-0.30666510935489794
ACH-000293,-0.24473737124658115
ACH-000294,-0.2623449992002707
ACH-000295,-0.3972119824322767
ACH-000296,-0.2256528705805119
ACH-000302,-0.2515306951219061
ACH-000304,-0.3387958155619936
ACH-000307,-0.30908520709860066
ACH-000308,-0.310999790417641
ACH-000310,-0.3151384420451048
ACH-000311,-0.3645250856288944
ACH-000312,-0.4128900994759776
ACH-000315,-0.06671335798025414
ACH-000316,-0.31075784366982484
ACH-000317,-0.4672429099457864
ACH-000318,-0.15240974116180467
ACH-000319,-0.296477879745338
ACH-000320,-0.31859213974140904
ACH-000322,-0.3080700404027976
ACH-000323,-0.3497446661210729
ACH-000324,-0.2324905945050183
ACH-000329,-0.1868449795827411
ACH-000330,-0.5068937277575631
ACH-000331,-0.29822113910506065
ACH-000332,-0.2750172896426296
ACH-000334,-0.4565311520161621
ACH-000335,-0.29191166376401223
ACH-000336,-0.016859847774131555
ACH-000337,-0.21287995468892407
ACH-000338,-0.1337781023500147
ACH-000339,-0.3058024141558472
ACH-000341,-0.3799878517529796
ACH-000348,-0.22772011914222665
