,NEFM (4741)
ACH-000004,-0.2404616179158113
ACH-000005,-0.1579752497140622
ACH-000007,-0.010573986807602522
ACH-000009,-0.07374944115717041
ACH-000011,-0.036074786316629325
ACH-000012,-0.09633627315451702
ACH-000013,-0.0861008004630714
ACH-000014,0.03974210880966585
ACH-000015,-0.050434578225834935
ACH-000017,-0.10254671746626597
ACH-000018,-0.07418908254087456
ACH-000019,-0.016343356641586114
ACH-000021,-0.07446597383139346
ACH-000022,0.017284613783880725
ACH-000025,-0.06406500051000583
ACH-000028,-0.20946791919064608
ACH-000030,-0.01968772895614844
ACH-000035,-0.2284372361141785
ACH-000036,-0.1682450910491043
ACH-000037,-0.14360570199452846
ACH-000039,-0.09077575250192804
ACH-000040,-0.16916978724612786
ACH-000041,-0.10864095198995943
ACH-000042,-0.07742308496910738
ACH-000045,0.08569138379798831
ACH-000047,-0.039628440448465016
ACH-000052,0.05919620726509859
ACH-000053,0.09624837983243363
ACH-000054,-0.007381075104271967
ACH-000055,0.051902547700470376
ACH-000060,-0.17880267888813314
ACH-000067,-0.0021382092854377445
ACH-000070,0.04409743595475304
ACH-000075,-0.17643802532152322
ACH-000078,0.20512690175116055
ACH-000082,-0.2006621163448915
ACH-000085,0.02209278419599819
ACH-000086,-0.07117119368340757
ACH-000087,-0.009007615876506041
ACH-000092,-0.04804608588571573
ACH-000095,0.11957241076725285
ACH-000097,-0.26986311347280223
ACH-000098,-0.08480711375109523
ACH-000099,0.01733629428576468
ACH-000108,0.0465710978431289
ACH-000113,0.057936590449963424
ACH-000116,-0.046801901915696234
ACH-000118,-0.01735809488686741
ACH-000120,-0.02293102716741392
ACH-000123,-0.05614395067141267
ACH-000127,-0.04841149255071351
ACH-000128,0.029323632394133967
ACH-000132,0.0999836628553336
ACH-000133,0.043115915486207884
ACH-000137,0.011207411264276657
ACH-000138,0.049812644617918164
ACH-000142,-0.04933835718196411
ACH-000143,0.032085845600694315
ACH-000146,0.029115656763530506
ACH-000148,-0.05277928494553586
ACH-000150,0.048697731645385926
ACH-000152,-0.0638075630282537
ACH-000153,0.1998377219252298
ACH-000159,-0.11443129804928552
ACH-000160,-0.16198557620218354
ACH-000163,-0.06886760228807236
ACH-000167,0.02350564922759156
ACH-000168,-0.04870949224274188
ACH-000169,0.008775110135305141
ACH-000178,-0.11945522210154455
ACH-000183,-0.08465345970097744
ACH-000188,-0.033909952662602896
ACH-000189,-0.035872047623019224
ACH-000190,-0.02891990735715385
ACH-000198,0.028248832262001932
ACH-000203,-0.5042461813863687
ACH-000204,-0.0995696625919584
ACH-000206,-0.08667947370545559
ACH-000207,-0.14460714259773114
ACH-000208,0.009540484931935534
ACH-000210,0.3122032091368083
ACH-000211,-0.041293474762015885
ACH-000215,0.010808781464156902
ACH-000221,-0.07100331654079592
ACH-000222,-0.12074229982159344
ACH-000223,0.05483446681106098
ACH-000226,-0.03134369690347154
ACH-000227,-0.07592742905917325
ACH-000228,-0.13224963455182162
ACH-000231,-0.004442055362532281
ACH-000232,-0.030047869415515224
ACH-000233,-0.053038529384392914
ACH-000234,-0.039275723155664695
ACH-000235,-0.01521677354754936
ACH-000237,-0.13590101159624152
ACH-000238,-0.046499050473517996
ACH-000242,0.3418836157843433
ACH-000243,-0.13063747232463904
ACH-000244,0.17965999450123435
ACH-000246,-0.01423254285686034
ACH-000248,-0.016393781660075813
ACH-000250,-0.034575899968649716
ACH-000251,-0.11380985426015346
ACH-000252,-0.00046877382517343633
ACH-000253,0.0953322692682678
ACH-000255,-0.07135538420371698
ACH-000256,-0.13875984057621535
ACH-000257,-0.014080357697071078
ACH-000258,-0.12816830903143725
ACH-000259,-0.03235073016613702
ACH-000260,0.023468532856826263
ACH-000261,-0.08287187732890718
ACH-000262,-0.07283214445104233
ACH-000263,-0.15290614815712733
ACH-000264,-0.03866768712314683
ACH-000265,-0.10338248039113307
ACH-000266,-0.0034082093597164053
ACH-000272,-0.0592432451483287
ACH-000274,-0.013596130864812615
ACH-000277,-0.010816097565734891
ACH-000278,-0.04116384681832469
ACH-000279,-0.08425080170201625
ACH-000280,-0.07089391117083038
ACH-000281,0.03294055281586359
ACH-000288,-0.022785088276551846
ACH-000291,-0.07660527337237112
ACH-000293,0.0700614490484524
ACH-000294,0.008100892881248137
ACH-000295,-0.31354169460543296
ACH-000296,-0.1015059383680736
ACH-000302,-0.05565521023471298
ACH-000304,-0.095376874148901
ACH-000307,-0.06749075683216209
ACH-000308,-0.06548703512876984
ACH-000310,0.01597343423667421
ACH-000311,-0.04065260891402027
ACH-000312,-0.031195893038317195
ACH-000315,-0.22372631155726205
ACH-000316,-0.005562553071047318
ACH-000317,0.02167717865970365
ACH-000318,-0.15564736510317476
ACH-000319,0.029009849589475414
ACH-000320,-0.1442932813680626
ACH-000322,0.17958390247647102
ACH-000323,0.00469214481496521
ACH-000324,-0.04014128482552085
ACH-000329,-0.033007577349193684
ACH-000330,-0.1649177937745061
ACH-000331,-0.12165420206206552
ACH-000332,-0.08526125473301596
ACH-000334,-0.0213658727135988
ACH-000335,-0.027203540523379227
ACH-000336,-0.03385548298987022
ACH-000337,-0.0707464042317609
ACH-000338,-0.26862524236213137
ACH-000339,0.03774387313106617
ACH-000341,0.08606738279604363
ACH-000348,0.04402658699481318
ACH-000350,-0.03716743429058992
ACH-000352,-0.2862006318109542
ACH-000356,-0.08875480527431245
ACH-000361,0.0856896229539751
ACH-000362,0.059978298250885964
ACH-000363,-0.0326815961404159
ACH-000364,-0.058621801018736125
ACH-000365,-0.0759442525077951
ACH-000366,0.027756811109331675
ACH-000368,-0.08928235710355055
ACH-000374,-0.06595115741229089
