,CPLX2 (10814)
ACH-000004,0.31828890593241604
ACH-000005,-0.029889037600133044
ACH-000007,0.224525137206786
ACH-000009,0.11461976088374327
ACH-000011,0.10709665784688838
ACH-000012,0.08217104414628683
ACH-000013,0.2125416148921959
ACH-000014,0.0098812375780295
ACH-000015,0.11657869763874144
ACH-000017,0.1874030906923735
ACH-000018,0.2612467502468172
ACH-000019,0.05876926374704585
ACH-000021,0.04381060359092928
ACH-000022,0.052042574495259335
ACH-000025,0.22650041073399466
ACH-000028,0.2262938141013669
ACH-000030,0.41923794826875627
ACH-000035,0.3450934415929822
ACH-000036,0.06885660074725075
ACH-000037,0.01145129930780121
ACH-000039,0.179473132049152
ACH-000040,0.1763587998042349
ACH-000041,0.1141538746553102
ACH-000042,0.03945495954007463
ACH-000045,0.4001255721572972
ACH-000047,0.08160005218170878
ACH-000052,6.945675655089948e-05
ACH-000053,0.1164839314626276
ACH-000054,0.023476677611565744
ACH-000055,-0.022445324075025804
ACH-000060,0.023816923996746387
ACH-000067,0.03146947864636837
ACH-000070,-0.01825300955394448
ACH-000075,0.1096796625013644
ACH-000078,0.2541692500471979
ACH-000082,0.13946740085645615
ACH-000085,0.09325272461503956
ACH-000086,0.1695877961309142
ACH-000087,0.4292258550398737
ACH-000092,0.21500460757507475
ACH-000095,0.0784403422801797
ACH-000097,0.1992350420390463
ACH-000098,0.1057655896592532
ACH-000099,-0.04890105418336354
ACH-000108,-0.05659807749065213
ACH-000113,0.10246128352667948
ACH-000116,0.208313216237044
ACH-000118,0.1747110527531842
ACH-000120,0.11524312692260195
ACH-000123,0.2707219615268516
ACH-000127,0.0564171514854335
ACH-000128,-0.0002582826152066253
ACH-000132,-0.09431778348124276
ACH-000133,0.05153108109582253
ACH-000137,0.30119357436440564
ACH-000138,0.0700003844960022
ACH-000142,0.17809195112965134
ACH-000143,0.08482872070615406
ACH-000146,0.12077087413392812
ACH-000148,0.11774847148908525
ACH-000150,-0.2050381625381854
ACH-000152,0.12107833731173018
ACH-000153,0.08407528508463802
ACH-000159,0.10913147168899484
ACH-000160,0.223673512740252
ACH-000163,0.042856647580397055
ACH-000167,0.17209261391139258
ACH-000168,0.018946137664573516
ACH-000169,0.17596387218384266
ACH-000178,0.2644567591124838
ACH-000183,0.10058385857342407
ACH-000188,0.17143545794875706
ACH-000189,0.19665707177583053
ACH-000190,0.0009049039117915676
ACH-000198,0.1766345055825068
ACH-000203,-0.0537378030160713
ACH-000204,0.2318713980526047
ACH-000206,0.10894827154042172
ACH-000207,0.17347885843667166
ACH-000208,-0.04492084811856956
ACH-000210,0.2659796276584199
ACH-000211,0.10102316719890647
ACH-000215,0.13374416193018798
ACH-000221,0.152567861491126
ACH-000222,0.01637977598697718
ACH-000223,0.2362145884213109
ACH-000226,0.1843161858936664
ACH-000227,0.1231880279439523
ACH-000228,0.17103601621849324
ACH-000231,0.15067098379889446
ACH-000232,0.03756636210597036
ACH-000233,0.09168540707787128
ACH-000234,0.18963468598093872
ACH-000235,0.11890832804952947
ACH-000237,0.04089202164866223
ACH-000238,0.027868713685631874
ACH-000242,0.13274380552997975
ACH-000243,0.12658397875465813
ACH-000244,-0.0985631079230856
ACH-000246,0.07536063284684777
ACH-000248,0.14552476493190486
ACH-000250,0.05696543595131335
ACH-000251,0.019656932218848174
ACH-000252,0.40548822262416384
ACH-000253,0.10823720921500657
ACH-000255,0.19926261757907895
ACH-000256,-0.04775409539492876
ACH-000257,0.16462806813029626
ACH-000258,0.07045255674363965
ACH-000259,0.059968419155294585
ACH-000260,-0.013146573057918423
ACH-000261,0.13231771529747374
ACH-000262,0.24310774560989185
ACH-000263,-0.1941069975546435
ACH-000264,0.06752615319476198
ACH-000265,-0.0096494379032915
ACH-000266,-0.016299625649516376
ACH-000272,0.08588057537522889
ACH-000274,0.2329056187078726
ACH-000277,0.23297849547543897
