,RAN (5901)
ACH-000295,-1.9004381481630772
ACH-000296,-1.5836060425235563
ACH-000302,-2.149010889608021
ACH-000304,-2.5465081388883344
ACH-000307,-1.859704204575271
ACH-000308,-1.8270453657414
ACH-000310,-1.7802359899156073
ACH-000311,-2.236455123274749
ACH-000312,-1.7034346069171151
ACH-000315,-1.922453291539897
ACH-000316,-1.3427083751159317
ACH-000317,-1.9163794150320008
ACH-000318,-2.2749291051618727
ACH-000319,-1.3921570979624374
ACH-000320,-1.9193728938403127
ACH-000322,-1.5438238608395674
ACH-000323,-1.4609396138426838
ACH-000324,-1.7438186383588796
ACH-000329,-1.7938391289828548
ACH-000330,-1.5914785952790034
ACH-000331,-1.7907531098715983
ACH-000332,-1.8428351604473487
ACH-000334,-2.525307888766529
ACH-000335,-1.7433243866104617
ACH-000336,-1.9312058385218585
ACH-000337,-2.079220692143
ACH-000338,-1.7025588895470365
ACH-000339,-1.8026661452469648
ACH-000341,-1.9007903391961352
ACH-000348,-1.9415999711124527
ACH-000350,-2.1078869351275045
ACH-000352,-1.856881600483883
ACH-000356,-1.705153317432642
ACH-000361,-1.6135497270856591
ACH-000362,-2.04134800681455
ACH-000363,-1.9059585139360495
ACH-000364,-1.9423235036542568
ACH-000365,-1.9456131281979687
ACH-000366,-1.7428091739991725
ACH-000368,-1.5042373245305332
ACH-000374,-1.8250384255730283
ACH-000375,-1.8820270879251253
ACH-000376,-1.6304654349354095
ACH-000381,-1.6178284067991655
ACH-000383,-1.6760935815338611
ACH-000387,-2.1272330822198704
ACH-000389,-1.691559324279776
ACH-000390,-1.8799641292264857
ACH-000393,-1.7038734087777367
ACH-000395,-1.826888825815012
ACH-000396,-1.4413326562081292
ACH-000397,-1.831437813226908
ACH-000401,-1.9488740863536955
ACH-000402,-1.4322257720295182
ACH-000403,-1.963566321172304
ACH-000404,-1.8788755313317265
ACH-000406,-2.1767758815129987
ACH-000407,-1.6290361574618486
ACH-000408,-1.6693050011065926
ACH-000410,-1.5902274907080427
ACH-000411,-1.7343620821995251
ACH-000414,-2.0864701698568933
ACH-000415,-1.7253520995840137
ACH-000416,-1.6587120153220931
ACH-000420,-1.6617484637116349
ACH-000421,-1.6102792373941766
ACH-000424,-1.7834053375927
ACH-000425,-1.6426374873162932
ACH-000426,-2.429865771933612
ACH-000427,-1.6936515275829251
ACH-000433,-1.574314903564772
ACH-000435,-1.8398214345683699
ACH-000436,-1.9279373807571285
ACH-000444,-1.8628377752187173
ACH-000445,-1.2263065552473464
ACH-000448,-1.8852768877524773
ACH-000450,-2.20884595011116
ACH-000452,-1.8369070710952664
ACH-000454,-1.9765858442849056
ACH-000458,-2.0482835539012783
ACH-000459,-2.663847787551043
ACH-000460,-1.816527862997047
ACH-000461,-1.7355206073013008
ACH-000463,-1.838544770183959
ACH-000464,-1.6477535662782252
ACH-000466,-2.1461353040466165
ACH-000467,-1.8072548324096065
ACH-000468,-2.004096826939827
ACH-000469,-1.6808573623891725
ACH-000470,-1.883154766971268
ACH-000471,-1.5652239284967095
ACH-000472,-1.7391121181599838
ACH-000473,-1.775354198546626
ACH-000475,-1.786044378301213
ACH-000476,-1.8614315491942317
ACH-000477,-2.325057660537176
ACH-000479,-1.6064161377390682
ACH-000480,-1.7610322240056582
ACH-000481,-2.0786167907882502
ACH-000483,-2.525274070303804
ACH-000484,-1.8026148143979663
ACH-000485,-1.8366947024233529
ACH-000486,-1.6738825706400002
ACH-000487,-1.9900553555571263
ACH-000488,-1.7839252913587471
ACH-000490,-1.871913211456104
ACH-000491,-1.9534774257868897
ACH-000495,-1.7039106582258272
ACH-000496,-1.8572014328762636
ACH-000499,-1.7738709904267558
ACH-000500,-2.0521406783326883
ACH-000502,-1.760106403795894
ACH-000503,-1.6798974682055885
ACH-000505,-1.6873422415019743
ACH-000507,-1.6000458139930789
ACH-000510,-1.6378834114425291
ACH-000511,-1.589837856820917
ACH-000512,-1.4730949117119505
ACH-000516,-1.6394265651392823
ACH-000517,-1.7781144870253935
ACH-000518,-1.7789909786953997
ACH-000520,-1.9594203891561803
ACH-000521,-1.6476008044514785
ACH-000522,-1.8032401422761921
ACH-000524,-2.1035391955938763
ACH-000527,-1.7859518577040443
ACH-000528,-1.7720620970387682
ACH-000537,-2.0789257990920693
ACH-000541,-1.9614207733085391
ACH-000542,-1.6862123237511637
ACH-000544,-1.5765881382552738
ACH-000545,-1.7222772646196125
ACH-000547,-2.1428654949213333
ACH-000548,-1.8819266782320458
ACH-000549,-1.7948370531410118
ACH-000550,-1.6560899104298938
ACH-000552,-1.806625047828812
ACH-000556,-1.8637073170696312
ACH-000557,-2.121092974142732
ACH-000569,-1.958693650396196
ACH-000570,-1.7782928986270157
ACH-000571,-2.0460462568474753
ACH-000573,-1.8115191171544756
ACH-000576,-1.9954391928222002
ACH-000579,-2.193285675666393
ACH-000580,-1.9763750191855
ACH-000584,-1.7977678067022604
ACH-000585,-1.80944915997474
ACH-000588,-1.7438568549779834
ACH-000589,-1.85320621684548
ACH-000591,-1.6302594868786415
ACH-000593,-1.7392078117811174
ACH-000600,-1.9509798092447463
ACH-000601,-1.7501823500539655
ACH-000605,-1.8404061477424505
ACH-000606,-1.5139872111742363
ACH-000608,-1.934059488497936
ACH-000614,-1.952744962993856
ACH-000616,-1.4275244411608965
ACH-000618,-1.8706069242498704
ACH-000619,-1.9145183184663799
ACH-000620,-1.8103112570063704
ACH-000621,-1.7437656611627563
ACH-000622,-1.949724893201345
ACH-000623,-1.6777252332575876
ACH-000624,-1.820826016553288
ACH-000627,-1.5980747498832333
ACH-000630,-1.5717340815433103
ACH-000631,-1.851733675626288
ACH-000632,-1.9360150459207284
ACH-000633,-1.7689575547109069
ACH-000637,-2.128072864194702
ACH-000638,-2.0947324998686883
ACH-000646,-2.1762730818018667
ACH-000647,-1.601003102332813
ACH-000648,-1.9297115749913452
ACH-000649,-1.7356664445390868
ACH-000651,-1.8744986832692845
ACH-000652,-1.5023208136046209
ACH-000653,-2.0528915517442727
ACH-000657,-1.9489843921081311
ACH-000658,-1.8866718317011533
ACH-000661,-2.120161393436057
ACH-000662,-2.067405442068657
ACH-000663,-1.8168404333247308
ACH-000665,-1.6484620178115816
ACH-000671,-1.6331443190099997
ACH-000672,-1.6219857663253754
ACH-000673,-1.5576408867770917
ACH-000676,-1.4718902291151
ACH-000677,-2.169315498597875
ACH-000681,-1.832365252665053
ACH-000683,-1.680905761088945
ACH-000684,-1.6668777884720387
ACH-000688,-1.899699224782072
ACH-000693,-1.7232268918820133
ACH-000694,-1.7616436159417326
ACH-000695,-1.5349158157733316
ACH-000696,-1.7108147133164164
ACH-000697,-1.4998780021255
ACH-000699,-2.1364590463264608
ACH-000701,-1.8601331846713407
ACH-000706,-1.9078924833310602
ACH-000711,-1.754949314079385
ACH-000713,-1.6134563528275792
ACH-000714,-1.8957121934685612
ACH-000718,-1.9525577095882751
ACH-000720,-1.7792319751903438
ACH-000721,-1.7653032475062669
ACH-000724,-3.036154953363954
ACH-000725,-1.984335177035696
ACH-000732,-1.6444970527697422
ACH-000734,-1.6617045634654106
ACH-000735,-1.5375641853506798
ACH-000736,-1.989436393391269
ACH-000738,-1.806879826548948
ACH-000746,-1.9988406776087644
ACH-000747,-1.8999333857577931
ACH-000748,-1.7219222351934889
ACH-000753,-1.8074233505804584
ACH-000756,-1.7507738805688196
ACH-000757,-1.6971008206327247
ACH-000758,-1.6315150402421104
ACH-000760,-1.5133871684865612
ACH-000762,-1.7586922052708922
ACH-000763,-2.304989795095253
ACH-000764,-1.4590346162189745
ACH-000765,-2.0119875728708503
ACH-000766,-1.8985248517155855
ACH-000767,-1.7325465211969897
ACH-000768,-1.9930047799533608
ACH-000769,-1.8490263900722588
ACH-000770,-2.117867802906962
ACH-000771,-1.771189997597394
ACH-000773,-1.8243191427516796
ACH-000776,-1.8743264956968384
ACH-000777,-2.0090027840656552
ACH-000778,-2.6157799593889908
ACH-000781,-2.0246568292769997
ACH-000782,-1.925799880232385
ACH-000783,-2.0382828628338263
ACH-000784,-1.6601842828393876
ACH-000785,-2.07505134206314
ACH-000787,-1.7616352871127827
ACH-000788,-1.7858086632578196
ACH-000791,-1.816972311177496
ACH-000792,-1.8671828627094935
ACH-000794,-1.650132050903728
ACH-000796,-1.7811663410678544
ACH-000798,-1.4031930358590363
ACH-000799,-1.5755733638402345
ACH-000800,-2.560031906580289
ACH-000802,-1.7845685680946457
ACH-000804,-1.9887393861601887
ACH-000805,-1.6274337640674197
ACH-000809,-1.7264431496389965
ACH-000810,-1.7427906174590944
ACH-000811,-1.6277457601856795
ACH-000817,-1.8896003670901875
ACH-000819,-1.3424997277764572
ACH-000820,-1.824464919899292
ACH-000821,-2.3341059967993703
ACH-000822,-1.8456972376422904
ACH-000823,-1.7952985239828352
ACH-000824,-1.909908898501564
ACH-000827,-1.8453568543642616
ACH-000829,-1.5089626840142685
ACH-000831,-1.9430223393424704
ACH-000832,-1.8635584112204195
ACH-000833,-2.2357476525656304
ACH-000834,-2.0169434061298452
ACH-000835,-1.6690004082019037
ACH-000836,-1.5659456116450905
ACH-000837,-2.096709817959687
ACH-000838,-2.3689257151751564
ACH-000839,-1.4557530746089609
ACH-000840,-1.9288914019696182
ACH-000841,-1.9660458426051288
ACH-000843,-1.8181707925765909
ACH-000846,-1.8623382812338245
ACH-000847,-1.7977097190662017
ACH-000848,-1.5330381129565462
ACH-000849,-1.8392983281170363
ACH-000851,-1.818780026285069
ACH-000855,-2.07855073527042
ACH-000856,-1.944210198445847
ACH-000858,-1.9051804291675445
ACH-000859,-1.7995652318286857
ACH-000861,-2.0016491921162083
ACH-000862,-2.015806792186658
ACH-000865,-1.7748232948215188
ACH-000866,-1.827035157143943
ACH-000867,-1.8767064120773784
ACH-000869,-1.9235268962375784
ACH-000872,-1.8240500055672453
ACH-000873,-1.3871063677412336
ACH-000876,-2.186617539825543
ACH-000878,-2.2421805355400943
ACH-000880,-1.9161237302225207
ACH-000881,-1.9768765877617283
ACH-000882,-1.7233511492735585
ACH-000884,-1.9000951759845028
ACH-000885,-1.6698666399333417
ACH-000887,-1.5946621213726295
ACH-000889,-1.8493841901999228
ACH-000896,-1.7669930226681323
ACH-000898,-1.8814549871616069
ACH-000900,-1.919856093596588
ACH-000901,-1.950555019521612
ACH-000905,-1.8233926421988196
ACH-000906,-1.8287916342252557
ACH-000907,-1.4072781744228249
ACH-000910,-1.8346798025193949
ACH-000911,-1.7365934183645408
ACH-000912,-2.0250518273912537
ACH-000913,-1.6669560119762037
ACH-000915,-1.6466137507694212
ACH-000916,-1.905726000047916
ACH-000917,-1.763306563212989
ACH-000920,-2.111396783096859
ACH-000921,-1.7972450576272576
ACH-000924,-1.4642294030452545
ACH-000926,-1.636798834043243
ACH-000928,-1.8587852767712267
ACH-000929,-2.069435525032715
ACH-000932,-1.7304350438026126
ACH-000935,-1.7606250623616733
ACH-000936,-1.695442708357127
ACH-000937,-2.2315473683893816
ACH-000938,-1.9367087492885802
ACH-000939,-1.8076070544695448
ACH-000941,-1.9312515200426543
ACH-000943,-1.9020725982376143
ACH-000946,-1.873052537826032
ACH-000947,-2.0263330656594243
ACH-000948,-1.953894792416066
ACH-000950,-1.2064291737626562
ACH-000953,-1.9682766301263968
ACH-000954,-1.730512008255324
ACH-000957,-1.6532345158054345
ACH-000958,-1.7032854017210752
ACH-000960,-2.116464880180872
ACH-000963,-1.8801140782638557
ACH-000968,-2.333814384004888
ACH-000969,-1.921149268472686
ACH-000972,-1.5316145731550124
ACH-000973,-1.6231596474933707
ACH-000974,-1.56899632352571
ACH-000978,-2.777250309505532
ACH-000984,-1.4866732163827543
ACH-000986,-1.6914023755660048
ACH-000988,-1.9965304903923853
ACH-000993,-1.9170452734211805
ACH-000994,-2.092337265273964
ACH-000996,-1.630123416950309
ACH-001001,-1.7410323793182922
ACH-001020,-1.3519257459004552
ACH-001028,-1.7414743304852591
ACH-001031,-1.7904234474004554
ACH-001038,-1.9032913492265768
ACH-001048,-1.749517790446436
ACH-001050,-1.4019076703595563
ACH-001053,-1.8559120620599758
ACH-001054,-1.7294962136589311
ACH-001061,-1.639839672835179
ACH-001067,-1.673042979579748
ACH-001075,-1.6920459316798429
ACH-001096,-1.96685284511684
ACH-001111,-1.5002234563614534
ACH-001119,-1.2007030226497912
ACH-001128,-1.5642304392649975
ACH-001134,-1.620903573850184
ACH-001151,-1.855527597200716
ACH-001163,-1.6338854363371182
ACH-001164,-1.6616996288483603
ACH-001183,-1.8138615022156372
ACH-001192,-1.7074734391811257
ACH-001193,-1.6077738766935212
ACH-001196,-1.6644889986896023
ACH-001197,-2.1839274551493357
ACH-001205,-1.6722239096117262
ACH-001211,-1.3758006566607706
ACH-001212,-1.6142580951713887
ACH-001228,-2.2388482100189973
ACH-001232,-1.4519435408886807
ACH-001239,-1.759273434092299
ACH-001270,-1.5966390479343051
ACH-001274,-1.5335859136866634
ACH-001275,-1.6286034026147729
ACH-001277,-1.5679760962672482
ACH-001278,-1.945834256153923
ACH-001280,-1.8188411841379943
ACH-001283,-1.9489454844768197
ACH-001289,-1.9147021545752607
ACH-001300,-1.5970113643301982
ACH-001301,-1.8175802099220508
ACH-001302,-1.682627628871404
ACH-001306,-1.6631273572268714
ACH-001318,-1.9378551545389648
ACH-001322,-1.5919138246239932
ACH-001328,-1.9247987087483835
ACH-001332,-1.3024923897394072
ACH-001336,-1.707038179143089
ACH-001346,-1.7354155448273942
ACH-001353,-1.677556277924961
ACH-001354,-2.2223869971341648
ACH-001367,-1.435728258085626
ACH-001368,-1.8801670371925459
ACH-001374,-1.3151007045288818
ACH-001377,-2.00760288431799
ACH-001380,-1.7123600704066526
ACH-001391,-1.6355605300377154
ACH-001408,-2.177724039309278
ACH-001430,-1.538529229804341
ACH-001431,-1.9582991457298813
ACH-001450,-1.937785623618268
ACH-001496,-1.6474270266489912
ACH-001500,-1.8216248801952133
ACH-001523,-1.9476461532378893
ACH-001532,-2.0168662949992133
ACH-001550,-1.6367432642362556
ACH-001552,-1.568128961483832
ACH-001554,-2.002806316465804
ACH-001654,-2.047353591523083
ACH-001735,-2.039618242801184
ACH-001736,-2.2912940773712243
ACH-001737,-2.8246684474686763
ACH-001740,-1.9245909918073207
ACH-001745,-1.8547205595526663
ACH-001765,-1.9492841978741968
