,SMURF1 (57154)
ACH-000204,0.09418845694335023
ACH-000206,0.0048410264911233035
ACH-000207,-0.3535948947838467
ACH-000208,-0.04130936328458981
ACH-000210,-0.5411062113081068
ACH-000211,-0.27242914357676834
ACH-000215,-0.121045278479664
ACH-000221,-0.3501949766573563
ACH-000222,-0.5945542438321555
ACH-000223,-0.2790001528076722
ACH-000226,-0.04035445389101399
ACH-000227,-0.11765487216666512
ACH-000228,-0.08614220471281077
ACH-000231,-0.11941184351908715
ACH-000232,-0.3002601270499385
ACH-000233,-0.05128395069515498
ACH-000234,-0.10643890602325758
ACH-000235,-0.2285303249530905
ACH-000237,-0.17409057450987322
ACH-000238,-0.22460141774482256
ACH-000242,-0.4635046451279381
ACH-000243,-0.16188812960849994
ACH-000244,-0.2987791619032101
ACH-000246,-0.1568053144042118
ACH-000248,-0.293001807216225
ACH-000250,-0.15965931474545908
ACH-000251,-0.20908747821251175
ACH-000252,-0.1890348204401973
ACH-000253,-0.010372364596068993
ACH-000255,-0.02709571932223536
ACH-000256,-0.08166127590572103
ACH-000257,-0.27866071598304154
ACH-000258,-0.1404045679153633
ACH-000259,-0.13510033318398146
ACH-000260,-0.05802820784863001
ACH-000261,-0.2593108963430497
ACH-000262,-0.2020884472017359
ACH-000263,-0.011659624684283276
ACH-000264,-0.20511447234483854
ACH-000265,-0.11366884062506072
ACH-000266,-0.19683187414395414
ACH-000272,-0.1711799246391065
ACH-000274,-0.13074018041453586
ACH-000277,-0.2704385084571481
ACH-000278,-0.11604821595995896
ACH-000279,-0.16736664981153465
ACH-000280,-0.21920003748282416
ACH-000281,-0.2841593541187631
ACH-000288,-0.22887835930518505
ACH-000291,-0.1705651060140645
ACH-000293,-0.35008386160546445
ACH-000294,-0.043876178298175486
ACH-000295,-0.601902922249228
ACH-000296,-0.14283828866853412
ACH-000302,-0.1188063978437388
ACH-000304,0.0031343916068187487
ACH-000307,0.012823721575025504
ACH-000308,-0.2492686390502961
ACH-000310,-0.0930844353043459
ACH-000311,-0.3487207474861685
ACH-000312,-0.05648211062379833
ACH-000315,-0.17278633965910867
ACH-000316,-0.45783437664520793
ACH-000317,-0.22098035227435706
ACH-000318,-0.2226672979358888
ACH-000319,-0.03524268858325797
ACH-000320,-0.19060025415269374
ACH-000322,-0.2435762608793013
ACH-000323,-0.19506817750230207
ACH-000324,-0.16926249995190246
ACH-000329,-0.16982227857630555
ACH-000330,-0.2086348898364101
ACH-000331,-0.13094166432509646
ACH-000332,-0.13812041844992964
ACH-000334,-0.0557866019713892
ACH-000335,-0.1960668976009108
ACH-000336,-0.16074752202624193
ACH-000337,-0.10088314816331567
ACH-000338,-0.4817126709276254
ACH-000339,-0.10903930727711528
ACH-000341,-0.12590678825413398
ACH-000348,-0.2610737247371287
ACH-000350,-0.06086146894377075
ACH-000352,-0.06779942956173544
ACH-000356,-0.14214587263796025
ACH-000361,-0.056642315742085086
ACH-000362,-0.22362342344786112
ACH-000363,-0.023424627283409702
ACH-000364,-0.32146285942186104
ACH-000365,-0.3690110253586117
ACH-000366,-0.07455022052200347
ACH-000368,-0.27140136124449504
ACH-000374,-0.3955560690430217
ACH-000375,-0.12019619971285313
ACH-000376,-0.2069626037135104
ACH-000381,-0.3196731670213186
ACH-000383,-0.2602550090720621
ACH-000387,-0.1080140792081568
ACH-000389,-0.12581545725549811
ACH-000390,-0.2606120271872054
ACH-000393,-0.3647777920410262
ACH-000395,-0.19405750377263464
ACH-000396,-0.12277481320227013
ACH-000397,-0.26889621724323864
ACH-000401,-0.3028094597664786
ACH-000402,-0.12432875518676145
ACH-000403,-0.21518000414999647
ACH-000404,-0.0941914101869371
ACH-000406,-0.2070731169676611
ACH-000407,-0.054481368592308115
ACH-000408,-0.24075029848814636
ACH-000410,-0.09653755218059168
ACH-000411,-0.2063434786538904
ACH-000414,-0.20959908847629968
ACH-000415,-0.3371444197640943
ACH-000416,-0.19865796607060013
ACH-000420,-0.4068904706469889
ACH-000421,-0.2435537073464361
ACH-000424,-0.3571845333499792
ACH-000425,-0.2694459285597847
ACH-000426,0.07036863333891309
ACH-000427,-0.2650940916309529
ACH-000433,-0.25878136552590936
ACH-000435,-0.2940998243652636
ACH-000436,-0.2852615070617928
ACH-000444,-0.2454721266550368
ACH-000445,-0.2425571736346584
ACH-000448,-0.1846776038799166
ACH-000450,-0.20953577368355125
ACH-000452,-0.2321724812735224
ACH-000454,0.06772512289495218
ACH-000458,-0.3575372431165553
ACH-000459,-0.08815552260956509
ACH-000460,-0.4499595654441514
ACH-000461,-0.23217741152649385
ACH-000463,-0.20003143391947945
ACH-000464,-0.3795709626443925
ACH-000466,-0.32053411607773724
ACH-000467,-0.2140558276122727
ACH-000468,-0.06614575984107245
ACH-000469,-0.14702247893052814
ACH-000470,-0.4167259089935541
ACH-000471,-0.2893063789810381
ACH-000472,-0.2454550174183215
ACH-000473,-0.3386326535844704
ACH-000475,-0.38812215753334095
ACH-000476,-0.3317302930256104
ACH-000477,0.1012611190425356
ACH-000479,-0.016125509595573958
ACH-000480,-0.2305961124126347
ACH-000481,-0.03822021846045835
ACH-000483,-0.17080035564064586
ACH-000484,-0.17315339422647688
ACH-000485,-0.3812244665125727
ACH-000486,-0.18448543720995933
ACH-000487,-0.2544640582095269
ACH-000488,-0.33885270085975644
ACH-000490,-0.3736452386006004
ACH-000491,-0.11166330306581636
ACH-000495,-0.1744640774710444
ACH-000496,-0.08345893440736801
ACH-000499,-0.08829375149409532
ACH-000500,-0.2169141412471612
ACH-000502,-0.08419159873568058
ACH-000503,-0.32332694782690785
ACH-000505,-0.25041605303012354
ACH-000507,-0.17565263634826853
ACH-000510,-0.21831514835238447
ACH-000511,-0.21454642002793764
ACH-000512,-0.2593404850033607
ACH-000516,-0.12006762400455155
ACH-000517,-0.22013155268448967
ACH-000518,-0.2600720144756089
ACH-000520,-0.20660743037787155
ACH-000521,-0.13856940804009327
ACH-000522,-0.04806415085379565
ACH-000524,-0.2391057755717185
ACH-000527,-0.12420656214140273
ACH-000528,-0.19643732359254776
ACH-000537,-0.2390702254139611
ACH-000541,-0.06556100631586455
ACH-000542,-0.17429892551794987
ACH-000544,-0.6318943455269855
ACH-000545,-0.3353484512281797
ACH-000547,-0.3761074653929775
ACH-000548,-0.09413115152775398
ACH-000549,-0.20916859821451134
ACH-000550,-0.20824068195453835
ACH-000552,-0.03229668704792185
ACH-000556,-0.2927175372487473
ACH-000557,-0.15556161777504998
ACH-000569,-0.03437809245534289
ACH-000570,-0.14125044338823586
ACH-000571,-0.1785403691483579
ACH-000573,-0.2492212876829146
ACH-000576,-0.2877863048507441
ACH-000579,-0.06473926127159521
ACH-000580,-0.034711925312716864
ACH-000584,-0.0859612129724917
ACH-000585,-0.4774256792562074
ACH-000588,-0.08046590687261214
ACH-000589,-0.319087131610698
ACH-000591,-0.10469875914489453
ACH-000593,-0.11973384123211835
ACH-000600,-0.1068745768294662
ACH-000601,-0.06724830319264195
ACH-000605,-0.15613744522765394
ACH-000606,-0.18653364025286065
ACH-000608,-0.35928544926773004
ACH-000614,-0.3871274063300231
ACH-000616,-0.2482966359297716
ACH-000618,-0.1773746334863782
ACH-000619,-0.3328249712809073
ACH-000620,-0.09851286696298593
ACH-000621,-0.25072880248248003
ACH-000622,-0.2208755681226379
ACH-000623,-0.32072361585909176
ACH-000624,-0.1522415178663656
ACH-000627,-0.224516874604736
ACH-000630,-0.25130660433837365
ACH-000631,-0.3383223361595658
ACH-000632,-0.2370807065438511
ACH-000633,-0.23291444581206405
ACH-000637,-0.07733559327838656
ACH-000638,-0.3314822431718095
ACH-000646,-0.1577603299001534
ACH-000647,-0.06046393254109909
ACH-000648,-0.31402001516969563
ACH-000649,-0.11843675323585433
ACH-000651,-0.08993895913352416
ACH-000652,-0.18923088630280827
ACH-000653,-0.1501543162799488
ACH-000657,-0.3393511290228908
ACH-000658,-0.13647162963687814
ACH-000661,-0.1676032838064694
ACH-000662,-0.5880725733648144
ACH-000663,-0.311745037529653
ACH-000665,-0.20220790619109769
ACH-000671,-0.2308323417304271
ACH-000672,-0.5857916778913757
ACH-000673,-0.22296530249527607
ACH-000676,-0.24366586539764226
ACH-000677,-0.08668703058310481
ACH-000681,-0.162074476858787
ACH-000683,-0.4038654478257917
ACH-000684,-0.2603168995453396
ACH-000688,-0.12600911387132208
ACH-000693,-0.33600158012333026
ACH-000694,-0.3605932161923015
ACH-000695,0.10193949873382624
ACH-000696,-0.12293515451271965
ACH-000697,-0.3298533818348918
ACH-000699,-0.06652899256762622
ACH-000701,-0.15986873913019253
ACH-000706,-0.20710901012132216
ACH-000711,-0.19292242062024006
ACH-000713,-0.04568115224412685
ACH-000714,-0.13945410781078554
ACH-000718,-0.06608963877032277
ACH-000720,-0.2767555792709349
ACH-000721,-0.21231735200070886
ACH-000724,-0.10832261350779168
ACH-000725,-0.19614408882659928
ACH-000732,-0.36212075005122096
ACH-000734,-0.2909533175755824
ACH-000735,-0.2560881964784261
ACH-000736,-0.1758003834794921
ACH-000738,-0.11501090998349285
ACH-000746,-0.10525591145242437
ACH-000747,-0.2233633959044024
ACH-000748,-0.05357879700692493
ACH-000753,-0.0891752523604239
ACH-000756,0.06205376911341234
ACH-000757,-0.18213866433438
ACH-000758,0.05283379255487896
ACH-000760,-0.11330978658383802
ACH-000762,-0.09862634844042988
ACH-000763,-0.2989608872818179
ACH-000764,-0.3085817289768176
ACH-000765,-0.19547288367318624
ACH-000766,-0.2126754359283297
ACH-000767,-0.29438098779729405
ACH-000768,-0.16165278877379194
ACH-000769,-0.2088263410902972
ACH-000770,-0.12150939596178675
ACH-000771,-0.2400243972973684
ACH-000773,-0.02568901657997581
ACH-000776,-0.32845563496812474
ACH-000777,-0.2798693117607106
ACH-000778,-0.1968057179807696
ACH-000781,-0.20270789595271127
ACH-000782,-0.4009318516629679
ACH-000783,-0.2445858775697967
ACH-000784,-0.14335574047512467
ACH-000785,-0.32532980838101816
ACH-000787,-0.056403103720591874
ACH-000788,-0.295291699845778
ACH-000791,-0.1752057297037206
ACH-000792,0.022751833683551548
ACH-000794,-0.16752485126501504
ACH-000796,-0.14429198027141385
ACH-000798,-0.6449416932637339
ACH-000799,-0.2522617570040327
ACH-000800,-0.15751112399873587
ACH-000802,-0.1923185512496708
ACH-000804,-0.09514583143798024
ACH-000805,-0.2366587700696512
ACH-000809,-0.15033344645450678
ACH-000810,-0.1290174127673934
ACH-000811,-0.15461686177464476
ACH-000817,-0.12657692185790778
ACH-000819,-0.174000262504766
ACH-000820,-0.2975517101374163
ACH-000821,-0.22035980234539584
ACH-000822,-0.19547972124077528
ACH-000823,-0.2696646042775726
ACH-000824,-0.20819563477300407
ACH-000827,-0.18727985647767767
ACH-000829,-0.24681390313037774
ACH-000831,-0.135075891323841
ACH-000832,-0.2879254520482489
ACH-000833,0.047990938850454766
ACH-000834,-0.2510308333519018
ACH-000835,-0.2149502630703369
ACH-000836,-0.28333869236292303
ACH-000837,-0.2482198540105985
ACH-000838,-0.057775914087873616
ACH-000839,-0.3875584658050077
ACH-000840,-0.07922452439427853
ACH-000841,-0.18770682987547985
ACH-000843,-0.2701375273194826
ACH-000846,-0.03879699564054132
ACH-000847,-0.12198574098241124
ACH-000848,-0.3825478194363104
ACH-000849,-0.1481411370345898
ACH-000851,-0.18745007287507726
ACH-000855,-0.14953064435870456
ACH-000856,-0.15231634332667712
ACH-000858,-0.2993744074891571
ACH-000859,-0.023184185465597185
ACH-000861,-0.08366163628510595
ACH-000862,-0.16564342959542724
ACH-000865,-0.1248644177766569
ACH-000866,-0.1992146499385493
ACH-000867,-0.20633687038572213
ACH-000869,-0.5023328365976909
ACH-000872,-0.16584563911665198
ACH-000873,-0.20540815169749813
ACH-000876,-0.17039667724438826
ACH-000878,0.027078465861456808
ACH-000880,-0.3440850227587464
ACH-000881,-0.14129518393140286
ACH-000882,-0.21796291051944566
ACH-000884,-0.07750316939489786
ACH-000885,-0.3002407500028145
ACH-000887,-0.15065542363902354
ACH-000889,-0.26259385619782544
ACH-000896,-0.22056095393528624
ACH-000898,-0.10172309273225638
ACH-000900,-0.06808976852491935
ACH-000901,-0.2182782315535965
ACH-000905,-0.19858824057453492
ACH-000906,-0.21408100798574886
ACH-000907,-0.05611206540631488
ACH-000910,-0.12743484221586066
ACH-000911,-0.1962629537791983
ACH-000912,-0.24969879294063785
ACH-000913,-0.14768216271044265
ACH-000915,-0.1375226961424338
ACH-000916,0.1449787275192868
ACH-000917,-0.14469049097618195
ACH-000920,-0.3214332839318741
ACH-000921,-0.2850467010908302
ACH-000924,-0.12738053208823882
ACH-000926,-0.31335977144062444
ACH-000928,-0.06973645134575553
ACH-000929,0.011144721710997773
ACH-000932,-0.3430992514127173
ACH-000935,-0.4550719171936478
ACH-000936,-0.2696794708799832
ACH-000937,-0.07860335624344454
ACH-000938,-0.1716290377125572
ACH-000939,-0.2149062508973429
ACH-000941,-0.2088923919031793
ACH-000943,-0.15040094555494926
ACH-000946,-0.29363181792590165
ACH-000947,-0.2865628302068129
ACH-000948,-0.33794671316608005
ACH-000950,-0.16295237857623698
ACH-000953,-0.09824346636198612
ACH-000954,-0.1960507345802354
ACH-000957,-0.3914857145791255
ACH-000958,-0.06417411351268305
ACH-000960,-0.18851101899260744
ACH-000963,-0.16401093070337475
ACH-000968,0.10467370141640743
ACH-000969,-0.3501666945416144
ACH-000972,-0.16752591174373185
ACH-000973,-0.115925424877845
ACH-000974,-0.17468254284385112
ACH-000978,-0.07343949303558182
ACH-000984,-0.19256896102797424
ACH-000986,-0.3141315323544789
ACH-000988,-0.25511236489058703
ACH-000993,-0.011639545493559895
ACH-000994,-0.2242113411021769
ACH-000996,-0.12988510076133233
ACH-001001,-0.22204599552963936
ACH-001020,-0.4444964909869628
ACH-001028,-0.1816831020075874
ACH-001031,-0.4282030771918683
ACH-001038,-0.22043054575436224
ACH-001048,-0.2224275332662314
ACH-001050,-0.12753316447231688
ACH-001053,-0.2745623157121385
ACH-001054,-0.16015986878374255
ACH-001061,-0.0761221157625265
ACH-001067,-0.012526460635837329
ACH-001075,-0.23303217671946697
ACH-001096,-0.3355908744604409
ACH-001111,-0.22140342461592108
ACH-001119,-0.6076732848810944
ACH-001128,-0.15666831919459984
ACH-001134,-0.11868785553298172
ACH-001151,-0.21941892166536425
ACH-001163,-0.21673975319784955
ACH-001164,0.039420745534566766
ACH-001183,-0.2996460995731965
ACH-001192,-0.19115426587591836
ACH-001193,-0.042361247182243635
ACH-001196,-0.07030087087735631
ACH-001197,0.030266876692048764
ACH-001205,-0.11699305327260087
ACH-001211,-0.16631755896647935
ACH-001212,-0.06481740468763589
ACH-001228,-0.33353410363798064
ACH-001232,-0.12023102879950445
ACH-001239,-0.2304814769062259
ACH-001270,-0.08125441183624116
ACH-001274,-0.023350227195380508
ACH-001275,-0.22732017197803325
ACH-001277,-0.33788675442254074
ACH-001278,-0.2641505382176099
ACH-001280,-0.04980532422902347
ACH-001283,-0.13466493550661013
ACH-001289,-0.3850522117346726
ACH-001300,-0.28432483691629645
ACH-001301,-0.13200239001286393
ACH-001302,0.25155889226699146
ACH-001306,-0.29313554976663586
ACH-001318,-0.26020315867170496
ACH-001322,-0.18571018207550594
ACH-001328,-0.09859826123795076
ACH-001332,-0.4914845829217074
ACH-001336,-0.015065430737874088
ACH-001346,-0.2470150315904245
ACH-001353,-0.1464858844548873
ACH-001354,-0.10162828807877497
ACH-001367,-0.1484019430319073
ACH-001368,-0.2679980486881197
ACH-001374,0.003018785394620476
ACH-001377,-0.2716423837427795
ACH-001380,-0.16116370762201038
ACH-001391,-0.3388626467535301
ACH-001408,-0.22578543513513435
ACH-001430,-0.024518478139021384
ACH-001431,-0.2372911727051316
ACH-001450,0.3170282357920966
ACH-001496,-0.1459513846699028
ACH-001500,-0.2198880702668074
ACH-001523,-0.26132882005743313
ACH-001532,-0.3894313458941445
ACH-001550,-0.4858046909324858
ACH-001552,0.006196031694693056
ACH-001554,-0.35097658518215463
ACH-001654,-0.22540146308307704
ACH-001735,-0.4265031881959601
ACH-001736,-0.20352045310298744
ACH-001737,-0.2755319946462644
ACH-001740,-0.13582244378526526
ACH-001745,-0.22204717197643906
ACH-001765,-0.23881943978450665
