,SNRPG (6637)
ACH-000004,-1.2437566628140149
ACH-000005,-1.1563968314413997
ACH-000007,-1.1647569309487895
ACH-000009,-1.0917362351772408
ACH-000011,-0.8149668618778477
ACH-000012,-1.29373395949287
ACH-000013,-1.1940732463115025
ACH-000014,-1.1355992224319509
ACH-000015,-1.2985510322155889
ACH-000017,-1.0726670127550335
ACH-000018,-1.0844916228929486
ACH-000019,-0.9679164229218438
ACH-000021,-1.0413277055947274
ACH-000022,-1.1355022267861077
ACH-000025,-1.29585926144378
ACH-000028,-1.1351009189735826
ACH-000030,-1.2132631080734733
ACH-000035,-1.0580765702606043
ACH-000036,-1.2018361336934955
ACH-000037,-1.5669393961740905
ACH-000039,-1.2479932876152209
ACH-000040,-1.0343897470255787
ACH-000041,-0.8252895849032343
ACH-000042,-1.0627924060890446
ACH-000045,-1.0729399134909914
ACH-000047,-1.3235077669595063
ACH-000052,-1.103508851235405
ACH-000053,-1.1249332850242628
ACH-000054,-1.2137241705684003
ACH-000055,-0.9451021134816896
ACH-000060,-1.1605650149930742
ACH-000067,-1.1758315373230537
ACH-000070,-1.0763101119919811
ACH-000075,-1.2024742435398479
ACH-000078,-1.2315997213504628
ACH-000082,-1.1599757269784372
ACH-000085,-1.0936184209002673
ACH-000086,-1.0823670055595245
ACH-000087,-1.1866294180249362
ACH-000092,-1.335438384059957
ACH-000095,-1.2129221581005785
ACH-000097,-1.2625166253308056
ACH-000098,-1.1471675133703032
ACH-000099,-1.1533683208396923
ACH-000108,-1.0440929736995368
ACH-000113,-0.9675610938590046
ACH-000116,-1.128992439572941
ACH-000118,-1.0770990872442865
ACH-000120,-1.2198676530874577
ACH-000123,-1.1082894229443014
ACH-000127,-1.1142032939756024
ACH-000128,-1.2050358708286857
ACH-000132,-1.1515099430311966
ACH-000133,-1.339688037602207
ACH-000137,-1.3762362250113271
ACH-000138,-1.0774609928419538
ACH-000142,-1.1899543451988903
ACH-000143,-1.0773815215150688
ACH-000146,-1.2173070480106871
ACH-000148,-1.2520905721537938
ACH-000150,-1.1809595711821426
ACH-000152,-1.310636672221041
ACH-000153,-1.2288935446461648
ACH-000159,-1.087950234493272
ACH-000160,-0.9797151049549432
ACH-000163,-1.0557908337779291
ACH-000167,-1.6306283827620425
ACH-000168,-1.2177061087962062
ACH-000169,-1.2001283647298393
ACH-000178,-1.174471327585532
