,CD2BP2 (10421)
ACH-000190,-0.4636651799395937
ACH-000198,-0.3781430728236468
ACH-000203,0.005713778291987543
ACH-000204,-0.3686279275515796
ACH-000206,-0.41108888284761386
ACH-000207,-0.3483668458934699
ACH-000208,-0.3929325375572245
ACH-000210,-0.5016201489726242
ACH-000211,-0.3872458405267991
ACH-000215,-0.5103490279369097
ACH-000221,-0.3703838455784904
ACH-000222,-0.2250380097812701
ACH-000223,-0.5487919641286424
ACH-000226,-0.5563393098406626
ACH-000227,-0.3007483641804388
ACH-000228,-0.37314010671214737
ACH-000231,-0.8445685102584474
ACH-000232,-0.3316980991347888
ACH-000233,-0.4338976339634659
ACH-000234,-0.35335063902785063
ACH-000235,-0.3043808206758617
ACH-000237,-0.32885457099481524
ACH-000238,-0.2843720087664021
ACH-000242,-0.2081022282048296
ACH-000243,-0.3892358713725438
ACH-000244,-0.9369871122377048
ACH-000246,-0.5444578962790877
ACH-000248,-0.3346489250947107
ACH-000250,-0.7534389095544296
ACH-000251,-0.4906707715437374
ACH-000252,-0.3550176572311168
ACH-000253,-0.2791639397540825
ACH-000255,-0.3656550912631011
ACH-000256,-0.26441441503148233
ACH-000257,-0.24882559538288296
ACH-000258,-0.4206215921886736
ACH-000259,-0.16773750044699975
ACH-000260,-0.6695634230408374
ACH-000261,-0.3313536427401898
ACH-000262,-0.4053174253675628
ACH-000263,-0.20289106078402144
ACH-000264,-0.2383138716883716
ACH-000265,-0.4551254838933917
ACH-000266,-0.6474373049868581
ACH-000272,-0.3578980982269426
ACH-000274,-0.422492458652032
ACH-000277,-0.3945741836693883
ACH-000278,-0.22465845871233786
ACH-000279,-0.2598173336243761
ACH-000280,-0.6914314466873477
ACH-000281,-0.36602858733262056
ACH-000288,-0.5544947961551748
ACH-000291,-0.39743949636276393
ACH-000293,-0.3442998121060324
ACH-000294,0.03138925792267929
ACH-000295,-0.3683135653268317
ACH-000296,-0.3495098927469352
ACH-000302,-0.2631683003142187
ACH-000304,-0.4594128598268477
ACH-000307,-0.4301760735187645
ACH-000308,-0.27238164434838225
ACH-000310,-0.32649975796962977
ACH-000311,-0.4815152341700773
ACH-000312,-0.5405044098569313
ACH-000315,-0.4318900149196183
ACH-000316,-0.4611944899205202
ACH-000317,-0.3002763846446461
ACH-000318,-0.23664025039621586
ACH-000319,-0.1538300331465123
ACH-000320,-0.3550261410441641
ACH-000322,-0.4602313526999853
ACH-000323,-0.27595400569425665
ACH-000324,-0.2863744648356316
ACH-000329,-0.6520571920000671
ACH-000330,-0.4927237252915669
ACH-000331,-0.4778526486612954
ACH-000332,-0.2770378611128258
ACH-000334,-0.6599306983779284
ACH-000335,-0.5364831011755166
ACH-000336,-0.09680868098666062
ACH-000337,-0.4830874436201803
ACH-000338,-0.4302036856595399
ACH-000339,-0.6479695277066844
ACH-000341,-0.3824574964368243
ACH-000348,-0.5044444170448715
ACH-000350,-0.3939958755195618
ACH-000352,-0.23600635634632014
ACH-000356,-0.4540343087670801
ACH-000361,-0.239216222861732
ACH-000362,-0.2355046932153785
ACH-000363,-0.1885260294118792
ACH-000364,-0.6770871395372916
ACH-000365,-0.3116488115373611
ACH-000366,-0.3250814404122118
ACH-000368,-0.7045488736870992
ACH-000374,-0.6579535361177745
ACH-000375,-0.38697816302360105
ACH-000376,-0.2298373511281508
ACH-000381,-0.3796238796659801
ACH-000383,-0.1382495809390181
ACH-000387,-0.2660749681825105
ACH-000389,-0.3449384046384624
ACH-000390,-0.2594496656294452
ACH-000393,-0.2718439157528652
ACH-000395,-0.2672594817883143
ACH-000396,-0.4385712810419027
ACH-000397,-0.4628750628923416
ACH-000401,-0.6466231066497813
ACH-000402,-0.034377608525508474
ACH-000403,-0.32792833643768793
ACH-000404,-0.1835088401841772
ACH-000406,-0.2933574306186258
ACH-000407,-0.5212586456001655
ACH-000408,-0.3053159066839245
ACH-000410,-0.3144530343148025
ACH-000411,-0.3608248033822845
ACH-000414,-0.3351373667735665
ACH-000415,-0.5178782287420213
ACH-000416,-0.3399933094243859
ACH-000420,-0.38012503297198985
ACH-000421,-0.3082618283382391
ACH-000424,-0.2841766890024313
ACH-000425,-0.4130016948746572
ACH-000426,-0.3242031264502683
ACH-000427,-0.5385840021089482
ACH-000433,-0.3468219289175608
ACH-000435,-0.28783643489194044
ACH-000436,-0.5823446676342872
ACH-000444,-0.4839472366553075
ACH-000445,-0.4797435540959682
ACH-000448,-0.5583736144442476
ACH-000450,-0.3573383571406779
ACH-000452,-0.5484835720419516
ACH-000454,-0.23910879843176536
ACH-000458,-0.4465880740354469
ACH-000459,-0.4494382121400336
ACH-000460,-0.6590203966347534
ACH-000461,-0.17880290897220022
ACH-000463,-0.3817610728258641
ACH-000464,-0.4771479712182318
ACH-000466,-0.5461479257170091
ACH-000467,-0.36893752266621466
ACH-000468,-0.4719811757706046
ACH-000469,-0.33383193200810474
ACH-000470,-0.4130983108919917
ACH-000471,-0.4598196628706603
ACH-000472,-0.26896972372368483
ACH-000473,-0.26916836183958914
ACH-000475,-0.3007311679887494
ACH-000476,-0.4805336814723511
ACH-000477,-0.3496306480451119
ACH-000479,-0.3847629219518576
ACH-000480,-0.29053050824869553
ACH-000481,-0.39210407323163377
ACH-000483,-0.5906782752407277
ACH-000484,-0.4725220747722095
ACH-000485,-0.3643884769008023
ACH-000486,-0.3174410074372451
ACH-000487,-0.6746130180782276
ACH-000488,-0.6880624821489791
ACH-000490,-0.4740377356867999
ACH-000491,-0.18468333991439967
ACH-000495,-0.1838904467266004
ACH-000496,-0.5990736164831991
ACH-000499,-0.4873367767552403
ACH-000500,-0.4139732379579804
ACH-000502,-0.5740884736358703
ACH-000503,-0.20013831831845508
ACH-000505,-0.6420926778332676
ACH-000507,-0.12213273742454675
ACH-000510,-0.3625929154003841
ACH-000511,-0.22062434272792994
ACH-000512,-0.4926829906269264
ACH-000516,-0.3510935070174188
ACH-000517,-0.4761224905064626
ACH-000518,-0.30572072806291584
ACH-000520,-0.4773135690839128
ACH-000521,-0.5341456064350771
ACH-000522,-0.18583641310761068
ACH-000524,-0.3221537585641695
ACH-000527,-0.4901504298099668
ACH-000528,-0.1813318329840206
ACH-000537,-0.4352325236745823
ACH-000541,-0.2323811289274145
ACH-000542,-0.5089438270238645
ACH-000544,-0.6507266706016647
ACH-000545,-0.30907715116104906
ACH-000547,-0.3941301540314194
ACH-000548,-0.5645789375756641
ACH-000549,-0.42555351687920334
ACH-000550,-0.40024234569305894
ACH-000552,-0.41966050455808784
ACH-000556,-0.17218365002679675
ACH-000557,-0.4360555896859719
ACH-000569,-0.527092727404733
ACH-000570,-0.18907799324599994
ACH-000571,-0.3413799835222621
ACH-000573,-0.2742970568159075
ACH-000576,-0.2439885147021541
ACH-000579,-0.5206573950348773
ACH-000580,-0.25714054090439176
ACH-000584,-0.3324691156497575
ACH-000585,-0.4153457412477557
ACH-000588,-0.4272876438025007
ACH-000589,-0.3952863091770356
ACH-000591,-0.6445543519377335
ACH-000593,-0.5468021905565621
ACH-000600,-0.2430498478398069
ACH-000601,-0.3366873757328416
ACH-000605,-0.6647451278161444
ACH-000606,-0.7597214741290829
ACH-000608,-0.1338326725780033
ACH-000614,-0.4646511829615262
ACH-000616,-0.3869725340062092
ACH-000618,-0.2285604881807025
ACH-000619,-0.5468049310319618
ACH-000620,-0.33522464203710794
ACH-000621,-0.3309915925985575
ACH-000622,-0.31192243820406795
ACH-000623,-0.3916643723857807
ACH-000624,-0.6847620049415053
ACH-000627,-0.059082030753008816
ACH-000630,-0.3616647183618223
ACH-000631,-0.8868840254288101
ACH-000632,-0.6454037067590158
ACH-000633,-0.1518025200967949
ACH-000637,-0.5947287672775042
ACH-000638,-0.4724785463916624
ACH-000646,-0.5066110593868853
ACH-000647,-0.22592349956786495
ACH-000648,-0.3051488414892181
ACH-000649,-0.35125125227323845
ACH-000651,-0.22035412076943492
ACH-000652,-0.2650713466981277
ACH-000653,-0.259478442357279
ACH-000657,-0.3071234837542287
ACH-000658,-0.3783947980188203
ACH-000661,-0.4898304461006297
ACH-000662,-0.5781789087692757
ACH-000663,-0.243600876392866
ACH-000665,-0.5909857944898903
ACH-000671,-0.1910317066580615
ACH-000672,-0.5031411056591474
ACH-000673,-0.6030425361253197
ACH-000676,-0.3997073320772285
ACH-000677,-0.3004191964641846
ACH-000681,-0.30840902728026565
ACH-000683,-0.402682075542176
ACH-000684,-0.6593409519114355
ACH-000688,-0.6375550671518085
ACH-000693,-0.2743118577322765
ACH-000694,-0.2458377441243608
ACH-000695,-0.40646524607940776
ACH-000696,-0.5267003627818551
ACH-000697,-0.449877342315226
ACH-000699,-0.2573714976742873
ACH-000701,-0.3733862900593157
ACH-000706,-0.1175114405243712
ACH-000711,-0.5986346569755363
ACH-000713,-0.3685585380976507
ACH-000714,-0.4484067970098848
ACH-000718,-0.6118012607770661
ACH-000720,-0.3810582413943464
ACH-000721,-0.661919165643623
ACH-000724,-0.6199749237841069
ACH-000725,-0.5441464716275902
ACH-000732,-0.3307614862892673
ACH-000734,-0.16220166710154804
ACH-000735,-0.4062172744538648
ACH-000736,-0.3333066482189646
ACH-000738,-0.04952485233845269
ACH-000746,-0.3829709932693186
ACH-000747,-0.24915828039485025
ACH-000748,-0.39898484085516334
ACH-000753,-0.559135059809416
ACH-000756,-0.2963565183840094
ACH-000757,-0.2573979478300223
ACH-000758,-0.5067148242307766
ACH-000760,-0.3492354210626981
ACH-000762,-0.6142185459876142
ACH-000763,-0.4698644103793365
ACH-000764,-0.5776188999772011
ACH-000765,-0.3602601275988465
ACH-000766,-0.6096037246210528
ACH-000767,-0.3628303292652357
ACH-000768,-0.7586015509278131
ACH-000769,-0.4597138701504204
ACH-000770,-0.3807136229654787
ACH-000771,-0.4357579479196453
ACH-000773,-0.6270233513648266
ACH-000776,-0.6313806520661118
ACH-000777,-0.3506666110278664
ACH-000778,-0.6504564069853991
ACH-000781,-0.3903170466617787
ACH-000782,-0.5261769003715794
ACH-000783,-0.2739408268427945
ACH-000784,-0.3083475211957521
ACH-000785,-0.31273521486272143
ACH-000787,-0.4573927427100699
ACH-000788,-0.22178046285425665
ACH-000791,-0.41578548954900174
ACH-000792,-0.5042671925417466
ACH-000794,-0.2453949957814204
ACH-000796,-0.3682359858824301
ACH-000798,-0.3340217148373089
ACH-000799,-0.3662021781170953
ACH-000800,-0.5847441519482323
ACH-000802,-0.6674623081702975
ACH-000804,-0.4385148175846223
ACH-000805,-0.3832688778395591
ACH-000809,-0.2943888527061953
ACH-000810,-0.3941270797980875
ACH-000811,-0.5376189241342971
ACH-000817,-0.4947194203589302
ACH-000819,-0.30929265365379
ACH-000820,-0.5941888690978284
ACH-000821,-0.22134397648398135
ACH-000822,-0.3176566560758377
ACH-000823,-0.1809048365347775
ACH-000824,-0.10791377750269787
ACH-000827,-0.8965649329224412
ACH-000829,-0.5403985557957968
ACH-000831,-0.020028622644304092
ACH-000832,-0.3383407391903914
ACH-000833,-0.3223235088293281
ACH-000834,-0.3044314446672969
ACH-000835,-0.2765507935217313
ACH-000836,-0.3809514383479683
ACH-000837,-0.4388909271287191
ACH-000838,-0.4282794045566541
ACH-000839,-0.7158826295249239
ACH-000840,-0.3215196500893065
ACH-000841,-0.2593047652738485
ACH-000843,-0.5220766943495037
ACH-000846,-0.498035480160604
ACH-000847,-0.2517337128525736
ACH-000848,-0.07274230305122349
ACH-000849,-0.2387456625294841
ACH-000851,-0.3431943289174377
ACH-000855,-0.4003425927686231
ACH-000856,-0.4422133265689378
ACH-000858,-0.3811735397156701
ACH-000859,-0.4556728826405718
ACH-000861,-0.8357669712106846
ACH-000862,-0.257798747507876
ACH-000865,-0.1062461763867056
ACH-000866,-0.03217089578949826
ACH-000867,-0.1632115419256696
ACH-000869,-0.4882291785884515
ACH-000872,-0.3589232245150206
ACH-000873,-0.3221342491549037
ACH-000876,-0.4646893064493357
ACH-000878,-0.4385430990092948
ACH-000880,-0.4682264035317589
ACH-000881,-0.29746347138486856
ACH-000882,-0.15742528186959698
ACH-000884,-0.25988029667837576
ACH-000885,-0.4181527873672897
ACH-000887,-0.3504370956131474
ACH-000889,-0.450502611290813
ACH-000896,-0.4510075173108524
ACH-000898,-0.33283386110799995
ACH-000900,-0.4803925624666587
ACH-000901,-0.588302969617199
ACH-000905,-0.4331889281337595
ACH-000906,-0.4109026861552492
ACH-000907,-0.5274283022762246
ACH-000910,-0.3416498408569881
ACH-000911,-0.4002113552778279
ACH-000912,-0.6783812397658804
ACH-000913,-0.364040119057211
ACH-000915,-0.2718430008887027
ACH-000916,-0.4187409810842901
ACH-000917,-0.7914708786059738
ACH-000920,-0.40782846454069854
ACH-000921,-0.4998255137773324
ACH-000924,-0.2630129678597796
ACH-000926,-0.3227712876387927
ACH-000928,-0.4989141883044797
ACH-000929,-0.1171377367843094
ACH-000932,-0.3969207392312992
ACH-000935,-0.2463649558702311
ACH-000936,-0.5374061586534644
ACH-000937,-0.3191789177567961
ACH-000938,-0.5800323947983163
ACH-000939,-0.5459037529922918
ACH-000941,-0.3207060789477988
ACH-000943,-0.35421128817441205
ACH-000946,-0.4665847037892189
ACH-000947,-0.6242219228583687
ACH-000948,-0.7118345010723028
ACH-000950,-0.5084872407313826
ACH-000953,-0.2759205466534972
ACH-000954,-0.32266557704217763
ACH-000957,-0.3285020995269604
ACH-000958,-0.3365496651895434
ACH-000960,-0.3208182056216816
ACH-000963,-0.4302457514752997
ACH-000968,-0.1762943586145418
ACH-000969,-0.4323176614573668
ACH-000972,-0.4075503233516988
ACH-000973,-0.3139840932889827
ACH-000974,-0.4483374756258291
ACH-000978,-0.397208307796868
ACH-000984,-0.5110468555541813
ACH-000986,-0.27582257327275794
ACH-000988,-0.4333757211406353
ACH-000993,-0.5470776684889708
ACH-000994,-0.6150281927401429
ACH-000996,-0.5679772453303973
ACH-001001,-0.2273425971029172
ACH-001020,-0.4765571930511775
ACH-001028,-0.3165846343746528
ACH-001031,-0.5809692663023183
ACH-001038,-0.4045374850639173
ACH-001048,-0.3192313016312663
ACH-001050,-0.4391027448158409
ACH-001053,-0.5062677589147635
ACH-001054,-0.4837327961941599
ACH-001061,-0.5852003281181218
ACH-001067,-0.5837677900105775
ACH-001075,-0.4660600711503529
ACH-001096,-0.5440956174387536
ACH-001111,-0.2445036615458428
ACH-001119,-0.34160432995422
ACH-001128,-0.4559238530687137
ACH-001134,-0.5294262702189209
ACH-001151,-0.6297870370286439
ACH-001163,-0.3298467605957437
ACH-001164,-0.5867100777525834
ACH-001183,-0.11930712901186626
ACH-001192,-0.38694586163937456
ACH-001193,-0.4089913017828948
ACH-001196,-0.36456953179901386
ACH-001197,-0.6436379884180163
ACH-001205,-0.14290953144910312
ACH-001211,-0.7145440186999945
ACH-001212,-0.6021119745097103
ACH-001228,-0.6010670024996114
ACH-001232,-0.3603604265292503
ACH-001239,-0.6533487252120503
ACH-001270,-0.6046958178868426
ACH-001274,-0.4919566270041213
ACH-001275,-0.2246011980750764
ACH-001277,-0.6249873856574409
ACH-001278,-0.4299042240709489
ACH-001280,-0.3058686654519033
ACH-001283,-0.5061480369527174
ACH-001289,-0.35381502299800355
ACH-001300,-0.35391436155854483
ACH-001301,-0.4231500624656773
ACH-001302,-0.06415526900870548
ACH-001306,-0.5088085529822665
ACH-001318,-0.44618760167924826
ACH-001322,-0.7201705323073676
ACH-001328,-0.5962786114001715
ACH-001332,-0.3958048068283349
ACH-001336,-0.7470832346732604
ACH-001346,-0.3995410718507007
ACH-001353,-0.35366300361522207
ACH-001354,-0.2025669718411774
ACH-001367,-0.3766759397250634
ACH-001368,-0.4304933237240632
ACH-001374,-0.2656753693785941
ACH-001377,-0.445923025606609
ACH-001380,-0.2250959971337715
ACH-001391,-0.4954555914798682
ACH-001408,-0.520148685524607
ACH-001430,-0.4391848811346815
ACH-001431,-0.3101277387552786
ACH-001450,-0.2935185263403166
ACH-001496,-0.3906136153220667
ACH-001500,-0.17143010798191388
ACH-001523,-0.4873710131989781
ACH-001532,-0.6833927328308622
ACH-001550,-0.16596135904311782
ACH-001552,-0.3907924391155265
ACH-001554,-0.3665542802541155
ACH-001654,-0.3702336984442936
ACH-001735,-0.3977964097370717
ACH-001736,-0.4388111831360744
ACH-001737,0.018558702140727003
ACH-001740,-0.5146236921161342
ACH-001745,-0.5054573508506219
ACH-001765,-0.4960906295891743
