,DTX3 (196403)
ACH-000004,-0.024073447225448942
ACH-000005,-0.1769037194265851
ACH-000007,-0.044580142496007634
ACH-000009,-0.1758244173813494
ACH-000011,-0.2487615094596767
ACH-000012,-0.2641854993568593
ACH-000013,-0.0496140994977179
ACH-000014,-0.10083977421875426
ACH-000015,-0.15484527687810049
ACH-000017,-0.11029124302131184
ACH-000018,-0.18799541374407072
ACH-000019,-0.12783057125858432
ACH-000021,-0.2563453885525667
ACH-000022,-0.06407768687011585
ACH-000025,-0.10039270853039667
ACH-000028,-0.15375291355250836
ACH-000030,-0.044468688424885744
ACH-000035,-0.09674311037427943
ACH-000036,-0.1279974813234478
ACH-000037,-0.17558162162945473
ACH-000039,0.030475881484850538
ACH-000040,-0.12102915567180643
ACH-000041,-0.10150505212671096
ACH-000042,-0.23281473268613595
ACH-000045,-0.12685073525966128
ACH-000047,-0.08384018497283079
ACH-000052,-0.2619684494019061
ACH-000053,-0.16662616708243722
ACH-000054,-0.1086664054946701
ACH-000055,-0.12946521894090607
ACH-000060,-0.07578870779543316
ACH-000067,-0.2771387288132981
ACH-000070,-0.08212998945270847
ACH-000075,-0.21780467804909526
ACH-000078,-0.09512819722561004
ACH-000082,-0.22150581730496124
ACH-000085,-0.2777434685839845
ACH-000086,-0.3185501233555183
ACH-000087,-0.28712493386825305
ACH-000092,-0.12348357377854673
ACH-000095,-0.06686917852918828
ACH-000097,-0.11718791180643097
ACH-000098,-0.06747240219395248
ACH-000099,-0.11155350469290996
ACH-000108,-0.13214046881116764
ACH-000113,-0.13255938004041354
ACH-000116,-0.051859187882379636
ACH-000118,-0.1891419231927911
ACH-000120,-0.12837199895536802
ACH-000123,-0.08324676471963828
ACH-000127,-0.03710007139234905
ACH-000128,-0.22589542879747104
ACH-000132,0.021903802715232217
ACH-000133,-0.12377007663258212
ACH-000137,-0.2094110198703419
ACH-000138,-0.11064427793460906
ACH-000142,0.0075641968288337
ACH-000143,-0.028069112553016026
ACH-000146,-0.02007226605152168
ACH-000148,-0.11170332015735387
ACH-000150,-0.2371602745810149
ACH-000152,-0.21560696525347808
ACH-000153,-0.24203450275124835
ACH-000159,-0.09811257852283953
ACH-000160,-0.03244858864440557
ACH-000163,-0.12969073598675782
ACH-000167,-0.03165600137166758
ACH-000168,-0.1511146321969982
ACH-000169,-0.016258349095922883
ACH-000178,-0.17484573059775774
ACH-000183,-0.07459896001691885
ACH-000188,-0.17411918432095075
ACH-000189,-0.35948105729379504
ACH-000190,-0.1156926454572826
ACH-000198,-0.10226029210564606
ACH-000203,0.12200842154086775
ACH-000204,-0.1716824038289828
ACH-000206,-0.20492809692377012
ACH-000207,-0.06937219163537901
ACH-000208,0.19927120467252704
ACH-000210,-0.18585377424246166
ACH-000211,-0.04243560435909189
ACH-000215,-0.2411218638086991
ACH-000221,-0.07927434853107745
ACH-000222,-0.04246413139555109
ACH-000223,-0.14258340432204733
ACH-000226,-0.03822983115932607
ACH-000227,-0.16890679759426305
ACH-000228,-0.20707009433805693
ACH-000231,-0.141011802535987
ACH-000232,-0.13299873048458438
ACH-000233,-0.16043890294939905
ACH-000234,-0.1473810291121286
ACH-000235,-0.2040168952836452
ACH-000237,-0.1023230732788592
ACH-000238,-0.157460639222194
ACH-000242,-0.12254661793740255
ACH-000243,-0.10294353177873564
ACH-000244,-0.09607132501856316
ACH-000246,-0.19050019302537502
ACH-000248,-0.1982900431716816
ACH-000250,-0.044497621222806635
ACH-000251,-0.1139962035546374
ACH-000252,-0.22591648838618356
ACH-000253,-0.0884539049785166
ACH-000255,-0.010236424880318605
ACH-000256,-0.10319839611014636
ACH-000257,-0.06942835138862077
ACH-000258,-0.0028469117879981478
ACH-000259,-0.09390238772919042
ACH-000260,-0.028497977256794583
ACH-000261,-0.1085768329868955
ACH-000262,0.020866995766633242
ACH-000263,-0.3353374462136969
ACH-000264,-0.1275789726851339
ACH-000265,-0.1588204902367393
ACH-000266,-0.203489874139615
ACH-000272,-0.05750991912855215
ACH-000274,-0.23806918824724296
ACH-000277,-0.1397650470812918
ACH-000278,-0.1331709129754257
ACH-000279,-0.19655278022054576
ACH-000280,-0.1036880946147747
ACH-000281,-0.12341365039035095
ACH-000288,-0.1615292870458851
ACH-000291,-0.0813356652553632
ACH-000293,-0.04678739233390483
ACH-000294,-0.059036343163229935
ACH-000295,-0.07797807954630516
ACH-000296,-0.08602262516241557
ACH-000302,-0.0888154506393025
ACH-000304,-0.0905700217231298
ACH-000307,-0.07265150155315055
ACH-000308,-0.18936968038847224
ACH-000310,-0.09979396636433067
ACH-000311,-0.2314698469436708
ACH-000312,-0.0819937140309525
ACH-000315,-0.1726499356057108
ACH-000316,0.009781569743221044
ACH-000317,-0.24641814810100135
ACH-000318,-0.2525958645684527
ACH-000319,-0.04030071961040914
ACH-000320,-0.2537761803936481
ACH-000322,-0.09446914496798066
ACH-000323,-0.048123989694684594
ACH-000324,-0.08386422600950172
ACH-000329,-0.13108743391671313
ACH-000330,-0.012770434561490794
ACH-000331,-0.21994538611968886
ACH-000332,-0.2524664468881545
ACH-000334,-0.1349917658365377
ACH-000335,0.010903785961805652
ACH-000336,-0.2949626075848683
ACH-000337,-0.230233212879138
ACH-000338,-0.08926975414386677
ACH-000339,-0.13299125383009175
ACH-000341,-0.09800194247898647
ACH-000348,-0.14772728387057554
ACH-000350,-0.3137102748007874
ACH-000352,-0.11551410845429713
ACH-000356,-0.2577633692006777
ACH-000361,0.08677748733270457
ACH-000362,-0.0901052232363723
ACH-000363,-0.08554003851476066
ACH-000364,-0.17169612411748494
ACH-000365,-0.2179818945651556
ACH-000366,-0.13477230857770547
ACH-000368,-0.17019034734605865
ACH-000374,-0.15226913853410312
ACH-000375,-0.06111431897319209
ACH-000376,-0.09220252303678557
ACH-000381,-0.015479547033257225
ACH-000383,-0.05466282002882016
ACH-000387,-0.1034815199046164
ACH-000389,-0.14838619221058516
ACH-000390,-0.15200648646124146
ACH-000393,-0.13385218816548894
ACH-000395,0.08975534639850516
ACH-000396,-0.1120634726440464
ACH-000397,-0.05393730795068834
ACH-000401,-0.25383118521689524
ACH-000402,0.02522576932259328
ACH-000403,-0.17085794549956027
ACH-000404,0.09922397025274954
ACH-000406,-0.10181241384360176
ACH-000407,-0.20069335211236475
ACH-000408,-0.18354685773181492
ACH-000410,-0.005776660147303567
ACH-000411,-0.02440059409483117
ACH-000414,-0.18402206763763532
ACH-000415,-0.02208333433593626
ACH-000416,-0.1047808792810941
ACH-000420,-0.11446240913210284
ACH-000421,-0.2036957919689789
ACH-000424,-0.244310983659512
ACH-000425,-0.10477425516045832
ACH-000426,-0.0793838067063945
ACH-000427,-0.0999078603613534
ACH-000433,-0.1049305156558554
ACH-000435,-0.030650093338188387
ACH-000436,-0.19839450203305498
ACH-000444,-0.15629872517194138
ACH-000445,-0.23225476988376825
ACH-000448,-0.11089769377976283
ACH-000450,-0.3170524568341301
ACH-000452,-0.11234543695714272
ACH-000454,-0.1416528663859554
ACH-000458,-0.1288350998201103
ACH-000459,-0.09235759150030318
ACH-000460,-0.07865174989340798
ACH-000461,-0.20904833602885076
ACH-000463,-0.0829684453763515
ACH-000464,-0.15419028763999745
ACH-000466,-0.026830126571922405
ACH-000467,-0.16977406954677324
ACH-000468,-0.1729875793146807
ACH-000469,-0.09352221842393013
ACH-000470,-0.07384966876532773
ACH-000471,-0.10454503630986853
ACH-000472,-0.12977261802798348
ACH-000473,-0.1299989010464839
ACH-000475,-0.10726077785997708
ACH-000476,-0.11554276287908136
ACH-000477,-0.15477685249996026
ACH-000479,-0.2208480348977066
ACH-000480,-0.1797708078271483
ACH-000481,-0.18366173218842027
ACH-000483,-0.16291891120691404
ACH-000484,-0.1405036806750974
ACH-000485,-0.1701874647792347
ACH-000486,-0.16466662886557554
ACH-000487,0.003306412789193643
ACH-000488,-0.1279741949332868
ACH-000490,-0.1759710610826841
ACH-000491,-0.11491969431434998
ACH-000495,-0.05568119385654415
ACH-000496,-0.39281685553411694
ACH-000499,-0.15868003331210534
ACH-000500,-0.30287409003694143
ACH-000502,-0.11860459213554687
ACH-000503,-0.09196691647556887
ACH-000505,-0.10959412721643363
ACH-000507,-0.11170409418481507
ACH-000510,-0.052421619144394166
ACH-000511,-0.05430863121559314
ACH-000512,-0.09947157341819267
ACH-000516,-0.06799446911168028
ACH-000517,-0.09577491349789173
ACH-000518,-0.1437536266965052
ACH-000520,-0.13047147092059713
ACH-000521,-0.20606962814654065
ACH-000522,-0.07813020383068292
ACH-000524,-0.07977563434188181
ACH-000527,-0.12660697208376812
ACH-000528,-0.08146869174199091
ACH-000537,-0.13432735537554735
ACH-000541,-0.3078298469351139
ACH-000542,-0.12030065861581628
ACH-000544,0.003192213084293086
ACH-000545,-0.16829624371516524
ACH-000547,0.013681052863097409
ACH-000548,-0.1689488920257031
ACH-000549,-0.12066971115344732
ACH-000550,-0.2254177327902715
ACH-000552,-0.21388602003385432
ACH-000556,-0.1318759251154198
ACH-000557,-0.1880481234278193
ACH-000569,-0.03871322667789925
ACH-000570,-0.15748194075687072
ACH-000571,-0.10842583438096506
ACH-000573,-0.1376312037535034
ACH-000576,-0.1469933128771063
ACH-000579,0.02536960733050156
ACH-000580,0.0760181693516417
ACH-000584,-0.09529870601879634
ACH-000585,-0.07974069405509983
ACH-000588,-0.009909409066571648
ACH-000589,-0.1625220643369839
ACH-000591,-0.17373469864266491
ACH-000593,-0.14531563314139287
ACH-000600,-0.1166895116351138
ACH-000601,-0.1455403426960757
ACH-000605,-0.17439817657452328
ACH-000606,-0.13123718998697256
ACH-000608,-0.13682307345105013
ACH-000614,-0.1655902547212689
ACH-000616,-0.2526321111786303
ACH-000618,-0.16590141626030408
ACH-000619,0.057860812958045724
ACH-000620,-0.04856620568971379
ACH-000621,-0.09084327785886193
ACH-000622,-0.07966587776986117
ACH-000623,-0.11116663383887763
ACH-000624,0.0075972947331211
ACH-000627,-0.08548852257981396
ACH-000630,-0.16659181098601406
ACH-000631,-0.15399146329047209
ACH-000632,-0.12243729347741572
ACH-000633,-0.1471873776187884
ACH-000637,-0.18620716594738534
ACH-000638,-0.1871023612727112
ACH-000646,-0.15603005760009986
ACH-000647,-0.14164695668019728
ACH-000648,-0.14494425082372595
ACH-000649,-0.09637911764713993
ACH-000651,-0.11074123655910392
ACH-000652,-0.05846714901203065
ACH-000653,-0.033428248598007394
ACH-000657,-0.0747928986735363
ACH-000658,-0.06451121536516928
ACH-000661,-0.07724911255160573
ACH-000662,-0.212533614272567
ACH-000663,-0.16536191538886785
ACH-000665,-0.20090820713222826
ACH-000671,-0.1374133761423081
ACH-000672,-0.17722133936299606
ACH-000673,-0.13985364428806812
ACH-000676,-0.14404971950496384
ACH-000677,-0.1284510386527608
ACH-000681,-0.09393521426950233
ACH-000683,-0.052619351508793016
ACH-000684,0.10925663374921908
ACH-000688,-0.09902823963307714
ACH-000693,-0.10159849230498202
ACH-000694,-0.1204559300859734
ACH-000695,-0.17857146790284964
ACH-000696,-0.1488576903430638
ACH-000697,-0.1947182024181019
ACH-000699,-0.08382453449725615
ACH-000701,-0.09190532810258198
ACH-000706,-0.08161402576395567
ACH-000711,-0.162002373555053
ACH-000713,0.17316891871982912
ACH-000714,-0.3426146483042741
ACH-000718,-0.11371879681815072
ACH-000720,-0.09510997783135683
ACH-000721,-0.14222879306910885
ACH-000724,-0.06363679392939442
ACH-000725,-0.11323150156116266
ACH-000732,-0.12782714594950992
ACH-000734,-0.14697414759360494
ACH-000735,-0.21997604742078555
ACH-000736,0.005790773004874255
ACH-000738,-0.19757966480229544
ACH-000746,-0.15640728025943196
ACH-000747,-0.20633933734880952
ACH-000748,-0.4084302895913495
ACH-000753,-0.16342272785703402
ACH-000756,-0.15434652026092724
ACH-000757,-0.2527230959680825
ACH-000758,-0.16660752497069306
ACH-000760,-0.5750595223229715
ACH-000762,-0.09879209420158704
ACH-000763,-0.0872754839567054
ACH-000764,-0.29573701284059545
ACH-000765,-0.17580950752027996
ACH-000766,-0.13700702863061934
ACH-000767,-0.10077416166136463
ACH-000768,-0.1588306663995359
ACH-000769,0.05671407916845079
ACH-000770,-0.13865924743573846
ACH-000771,-0.08586484789989267
ACH-000773,-0.11519315524290548
ACH-000776,-0.1565781426408169
ACH-000777,-0.09849085897287732
ACH-000778,-0.11435550662877425
ACH-000781,-0.08804141634493315
ACH-000782,-0.2585454501899307
ACH-000783,-0.27062572831878584
ACH-000784,-0.15749136340682385
ACH-000785,-0.12599181998000042
ACH-000787,-0.04583174995978658
ACH-000788,-0.11315987280180907
ACH-000791,-0.10611714487396982
ACH-000792,-0.13946559281361998
ACH-000794,-0.11634406889498472
ACH-000796,-0.15625498981165506
ACH-000798,-0.29671228935481964
ACH-000799,-0.15846750342384766
ACH-000800,-0.2555166914948592
ACH-000802,-0.15700228656408888
ACH-000804,-0.09296276982121583
ACH-000805,-0.09893520195201798
ACH-000809,-0.1871786235472341
ACH-000810,-0.13020703245846574
ACH-000811,-0.04561528616001247
ACH-000817,-0.07339583284603393
ACH-000819,-0.08903392034779264
ACH-000820,-0.2134242998546266
ACH-000821,-0.20193339777221173
ACH-000822,-0.17484792604928898
ACH-000823,-0.16420474169990054
ACH-000824,-0.06535279563365247
ACH-000827,-0.08637717756801465
ACH-000829,0.013112328818827708
ACH-000831,-0.3300599240948055
ACH-000832,-0.26703264411034644
ACH-000833,-0.2611125257843677
ACH-000834,-0.23213836303074706
ACH-000835,-0.09066067304749212
ACH-000836,-0.05369969828839665
ACH-000837,-0.15411261520269934
ACH-000838,-0.10660270551044014
ACH-000839,-0.15907746663953504
ACH-000840,-0.14437056863678518
ACH-000841,-0.4548375867123641
ACH-000843,-0.14146636335611093
ACH-000846,-0.04801023264793949
ACH-000847,-0.12782741256751778
ACH-000848,-0.026225883859970284
ACH-000849,-0.10447967113673304
ACH-000851,-0.12127218982801904
ACH-000855,0.04283635790724511
ACH-000856,-0.12186060423886245
ACH-000858,-0.11089952819973782
ACH-000859,0.0014455724359922213
ACH-000861,-0.09630886115575946
ACH-000862,0.0006481713278450057
ACH-000865,-0.21562789894372664
ACH-000866,-0.04891344290211677
ACH-000867,-0.09911802359635727
ACH-000869,-0.14791655082444913
ACH-000872,0.0343116947736591
ACH-000873,-0.0032495017832767092
ACH-000876,-0.15524318737285173
ACH-000878,-0.2020274096617408
ACH-000880,-0.1232759706881602
ACH-000881,-0.14190736071303786
ACH-000882,-0.07022340158418637
ACH-000884,-0.08165057152732713
ACH-000885,-0.023974095912775037
ACH-000887,-0.233967993678656
ACH-000889,-0.12511788794806628
ACH-000896,-0.08949217854379724
ACH-000898,-0.2994348917198199
ACH-000900,-0.3287117770713927
ACH-000901,-0.18159982568021224
ACH-000905,-0.11164940523991698
ACH-000906,-0.16705248870439812
ACH-000907,0.020433544478422144
ACH-000910,-0.12669218899521545
ACH-000911,-0.1416159671110594
ACH-000912,-0.0980661189578017
ACH-000913,-0.21117078425024727
ACH-000915,-0.0891660155538883
ACH-000916,0.1408333503189418
ACH-000917,-0.1943257888165124
ACH-000920,0.08669294729165082
ACH-000921,-0.20714546086385946
ACH-000924,-0.12642931933414933
ACH-000926,-0.041053831590023016
ACH-000928,-0.12250166890581142
ACH-000929,-0.03181105824318703
ACH-000932,-0.14236223901554712
ACH-000935,-0.1824651128971177
ACH-000936,-0.1950790867999652
ACH-000937,-0.18222387711939186
ACH-000938,-0.15614484752160002
ACH-000939,-0.007488516180103453
ACH-000941,-0.03754916154151743
ACH-000943,-0.12265790898145497
ACH-000946,-0.2579136056328997
ACH-000947,-0.0916203602919417
ACH-000948,-0.12901031194708698
ACH-000950,-0.2930078061799909
ACH-000953,-0.26196713613586203
ACH-000954,0.05581702008453528
ACH-000957,-0.038171815574294166
ACH-000958,-0.12349701970338815
ACH-000960,-0.05678796341317442
ACH-000963,-0.2315438303636556
ACH-000968,0.0027420185074464353
ACH-000969,0.05527757854258824
ACH-000972,-0.25435061906510104
ACH-000973,-0.16688927429912484
ACH-000974,-0.1406468089612489
ACH-000978,-0.02676161692172109
ACH-000984,-0.2042754017526849
ACH-000986,0.04077452058347821
ACH-000988,-0.1036600924280373
ACH-000993,-0.10308295511823667
ACH-000994,-0.05712678150935046
ACH-000996,-0.16771647920627336
ACH-001001,-0.3268010996007976
ACH-001020,-0.19107225818163068
ACH-001028,-0.238044128176789
ACH-001031,-0.11790032461541512
ACH-001038,-0.10942353349733204
ACH-001048,-0.08497556916615466
ACH-001050,-0.10046447294933407
ACH-001053,-0.09999855408085352
ACH-001054,0.04428894072523695
ACH-001061,-0.1144753004017026
ACH-001067,-0.0937825545220448
ACH-001075,-0.21646259063271914
ACH-001096,-0.007629825312498607
ACH-001111,0.178409388043303
ACH-001119,-0.16944976104832862
ACH-001128,0.06816453549216017
ACH-001134,-0.07014891737986223
ACH-001151,-0.2325269926650791
ACH-001163,-0.20991131136517188
ACH-001164,-0.03584260599002828
ACH-001183,-0.03447924038516278
ACH-001192,-0.16595505238216793
ACH-001193,-0.16604501950560194
ACH-001196,-0.10062003158471793
ACH-001197,0.05290580477999751
ACH-001205,-0.11454402491382185
ACH-001211,-0.15674079372889813
ACH-001212,-0.10679375145188554
ACH-001228,-0.1108773647377011
ACH-001232,-0.21731123845584466
ACH-001239,-0.13020287499834513
ACH-001270,-0.1508727347569564
ACH-001274,0.07243394820577402
ACH-001275,-0.0962349259566999
ACH-001277,-0.11165154528706196
ACH-001278,-0.1364824492268859
ACH-001280,-0.2334198262205253
ACH-001283,-0.21054084134333095
ACH-001289,-0.045976075033801314
ACH-001300,-0.2869731212129404
ACH-001301,-0.12286069937366262
ACH-001302,-0.04659194604894005
ACH-001306,-0.06335140749531534
ACH-001318,-0.1062902440241252
ACH-001322,-0.0634501880010745
ACH-001328,-0.09661977460290164
ACH-001332,-0.172550161535521
ACH-001336,-0.13814688886366636
ACH-001346,-0.13528527955654668
ACH-001353,-0.07643878844009669
ACH-001354,-0.030340538845308518
ACH-001367,-0.19674878783960326
ACH-001368,-0.1224409454357859
ACH-001374,-0.17710289026231038
ACH-001377,-0.18711802445765974
ACH-001380,-0.16256520927473767
ACH-001391,-0.16915727920344387
ACH-001408,-0.10299950002345684
ACH-001430,-0.1386741800024161
ACH-001431,-0.2940496768250995
ACH-001450,-0.2012038492189888
ACH-001496,-0.1329255164829064
ACH-001500,-0.0087953441776296
ACH-001523,-0.14761995704819728
ACH-001532,-0.17511533254837816
ACH-001550,-0.07008268835915199
ACH-001552,-0.017373943651205318
ACH-001554,-0.1809236085830836
ACH-001654,-0.12911063632427947
ACH-001735,-0.20585720733136995
ACH-001736,-0.11122265410412488
ACH-001737,-0.5111554767755061
ACH-001740,-0.2050835942992552
ACH-001745,-0.15774093523329571
ACH-001765,-0.1823720431248985
