,ERVV-1 (147664)
ACH-000004,0.1895482677261854
ACH-000005,0.0477353921539232
ACH-000007,-0.03359203781423038
ACH-000009,0.03379464944343452
ACH-000011,0.008205917817883272
ACH-000012,-0.04593265046223224
ACH-000013,0.07623355939461733
ACH-000014,0.12881082294580845
ACH-000015,-0.0016854305328640234
ACH-000017,0.07370973684920347
ACH-000018,0.0267887403071469
ACH-000019,0.11885408453030236
ACH-000021,0.04411765404222124
ACH-000022,0.029521944289160263
ACH-000025,0.0965057293038578
ACH-000028,0.06390969342552781
ACH-000030,-0.031919523109992604
ACH-000035,0.07377412069202174
ACH-000036,0.048448323238047465
ACH-000037,0.0203883967306786
ACH-000039,0.2219643006510285
ACH-000040,0.07248488825990748
ACH-000041,0.04414855858970774
ACH-000042,0.11065445744279734
ACH-000045,0.022580968577120875
ACH-000047,0.1213086587864618
ACH-000052,-0.007326992125035799
ACH-000053,0.005022105185717684
ACH-000054,-1.0176641832342776e-05
ACH-000055,0.05702462276922704
ACH-000060,0.05399845329894723
ACH-000067,-0.01183737189724181
ACH-000070,-0.006590076309305222
ACH-000075,-0.05290633184599847
ACH-000078,0.1124605932063285
ACH-000082,0.11348249193318545
ACH-000085,0.12562764687507866
ACH-000086,0.13177244445258424
ACH-000087,0.2235403054209709
ACH-000092,-0.01220890020753433
ACH-000095,0.04428879583721308
ACH-000097,0.02864128601010565
ACH-000098,0.021129749694285462
ACH-000099,0.01640733249385416
ACH-000108,0.025298781262095327
ACH-000113,0.1023868858119412
ACH-000116,0.046286149617773116
ACH-000118,0.15030625247560253
ACH-000120,0.029525279206888477
ACH-000123,0.00931068045172328
ACH-000127,0.027556524832457557
ACH-000128,0.1188389083811777
ACH-000132,0.1888885266931717
ACH-000133,-0.054125028865074
ACH-000137,-0.04415806444946409
ACH-000138,-0.016170721165817616
ACH-000142,-0.06383098001037972
ACH-000143,-0.019100187116344567
ACH-000146,0.04327559827694805
ACH-000148,0.06365597108043615
ACH-000150,0.05555485759836827
ACH-000152,0.0069165038889973185
ACH-000153,-0.037194200291858416
ACH-000159,0.005774832499744543
ACH-000160,-0.016505700729246592
ACH-000163,0.01850750155683959
ACH-000167,-0.11054895290536773
ACH-000168,0.11129260813554953
ACH-000169,0.1815038827778196
ACH-000178,-0.004047127074607012
ACH-000183,0.12790220893587906
ACH-000188,0.05728822827056551
ACH-000189,0.026988136393623324
ACH-000190,-0.02522401110083604
ACH-000198,0.08865801032800387
ACH-000203,0.3799314930286442
ACH-000204,0.07729510230845789
ACH-000206,0.07445053905431072
ACH-000207,0.008520425671445947
ACH-000208,-0.08223188097139578
ACH-000210,-0.02123917695447875
ACH-000211,0.038790212321282484
ACH-000215,0.011881883618655062
ACH-000221,-0.014702619387382354
ACH-000222,0.014741762882670978
ACH-000223,0.0270358922902565
ACH-000226,0.03974488602806242
ACH-000227,-0.018754974840719942
ACH-000228,0.0021098004472167435
ACH-000231,0.12478176008995155
