,SEMA3C (10512)
ACH-000004,-0.10131777614994142
ACH-000005,0.0604486478512321
ACH-000007,-0.32052597725195386
ACH-000009,-0.11501345919780555
ACH-000011,-0.0008601719311125268
ACH-000012,0.01999063921574082
ACH-000013,-0.011926089941958307
ACH-000014,-0.01839848648659861
ACH-000015,0.07385149037024957
ACH-000017,0.04186103336927288
ACH-000018,0.03978209768174383
ACH-000019,-0.0446776265274665
ACH-000021,-0.1656632120818628
ACH-000022,0.053638551404730485
ACH-000025,0.1236845231984088
ACH-000028,-0.03680553300704975
ACH-000030,0.05607012957812815
ACH-000035,-0.1570643020508549
ACH-000036,-0.0962107166902242
ACH-000037,-0.15449357125042196
ACH-000039,-0.01411481224581434
ACH-000040,-0.06157756444931264
ACH-000041,0.0021005332704681686
ACH-000042,-0.04292460414100962
ACH-000045,0.004334747636304508
ACH-000047,0.07440225065413864
ACH-000052,0.023691895613066567
ACH-000053,0.07571653423379954
ACH-000054,-0.10799759126303432
ACH-000055,-0.0023659581799810397
ACH-000060,0.0008474774984027379
ACH-000067,-0.04084309192688285
ACH-000070,-0.014773332553437803
ACH-000075,0.03854694413889749
ACH-000078,-0.02449824378717166
ACH-000082,-0.15169378327099972
ACH-000085,-0.06527616601042496
ACH-000086,-0.02730802916689503
ACH-000087,-0.10180276207055787
ACH-000092,-0.02881760168278769
ACH-000095,-0.1579562298271605
ACH-000097,-0.09732710194769748
ACH-000098,-0.14189358451070422
ACH-000099,-0.09043691484570593
ACH-000108,0.08967329095586077
ACH-000113,0.02978289017321412
ACH-000116,0.05572803363395931
ACH-000118,0.059184306211429234
ACH-000120,-0.07856303377461582
ACH-000123,0.007996415578436486
ACH-000127,-0.1048626727520981
ACH-000128,-0.0795743932639626
ACH-000132,0.02985248484842729
ACH-000133,-0.0037119876382341525
ACH-000137,-0.013597368025028658
ACH-000138,-0.003455432791727029
ACH-000142,-0.06790778674574513
ACH-000143,-0.2142086977695888
ACH-000146,-0.008942161413947585
ACH-000148,-0.08433195693543041
ACH-000150,0.10610330540572308
ACH-000152,-0.1166664187955377
ACH-000153,0.0743001315764027
ACH-000159,0.0024354960871779178
ACH-000160,0.005130794243361471
ACH-000163,-0.1660293501856582
ACH-000167,-0.013193867174334243
ACH-000168,-0.2098732728703721
ACH-000169,-0.1378734591021244
ACH-000178,-0.030779939946441064
ACH-000183,-0.126058393242355
ACH-000188,0.03691783840584684
ACH-000189,-0.1898392376068646
ACH-000190,-0.07085467632829888
ACH-000198,0.04982602553364417
ACH-000203,-0.5567773174884489
ACH-000204,-0.286224385563257
ACH-000206,-0.0619428172245513
ACH-000207,0.15601657582779452
ACH-000208,0.015432738832316056
ACH-000210,-0.021561689599458873
ACH-000211,-0.014615223623530297
ACH-000215,0.09629496920964156
