,MRM1 (79922)
ACH-000004,-0.031501484777707985
ACH-000005,0.0012339172588502413
ACH-000007,-0.023974338443777467
ACH-000009,-0.21391717328156087
ACH-000011,-0.05037335974025926
ACH-000012,-0.19488802921960155
ACH-000013,-0.14822405650738366
ACH-000014,-0.08684300464530925
ACH-000015,-0.10451053832845747
ACH-000017,-0.20173550760409564
ACH-000018,-0.07876427496929933
ACH-000019,-0.1625127994448533
ACH-000021,-0.10503881101348493
ACH-000022,-0.01238275258074398
ACH-000025,-0.19004737878412306
ACH-000028,-0.10679774673177744
ACH-000030,-0.2404830137135997
ACH-000035,-0.3578996073423162
ACH-000036,-0.1636029267990621
ACH-000037,-0.04837348723156002
ACH-000039,-0.23733923988716815
ACH-000040,-0.14333655653662053
ACH-000041,-0.1251741701641498
ACH-000042,0.0022848562377575502
ACH-000045,-0.06017527797747056
ACH-000047,-0.17985996180023645
ACH-000052,0.09948720648368012
ACH-000053,-0.1257625682790572
ACH-000054,-0.0902147470502474
ACH-000055,0.0018782642843841288
ACH-000060,-0.29057081364284604
ACH-000067,-0.1956615358102404
ACH-000070,-0.01751547384469194
ACH-000075,-0.23112127499412494
ACH-000078,-0.07653139286345394
ACH-000082,-0.3101062591480149
ACH-000085,0.030027055288622238
ACH-000086,-0.20682379093386827
ACH-000087,-0.22073502041992432
ACH-000092,-0.14364844068338553
ACH-000095,-0.09131680484176427
ACH-000097,-0.09305448156737683
ACH-000098,-0.2875675840377848
ACH-000099,-0.18879504620509324
ACH-000108,-0.024558004224652773
ACH-000113,-0.28994103390624104
ACH-000116,-0.11302650951309197
ACH-000118,-0.14954457185920966
ACH-000120,-0.12136263449035628
ACH-000123,-0.2133342750284031
ACH-000127,-0.10229427028539743
ACH-000128,-0.10830610144360824
ACH-000132,0.004720670317046296
ACH-000133,-0.15611657557360853
ACH-000137,-0.13523335372086762
ACH-000138,-0.1731872092098989
ACH-000142,-0.18902687762036705
ACH-000143,-0.12499843208814465
ACH-000146,-0.08660803885970253
ACH-000148,-0.1994864052871201
ACH-000150,-0.08171390667892978
ACH-000152,-0.1883393623204649
ACH-000153,0.058865358792873114
ACH-000159,-0.2204931146101383
ACH-000160,-0.3227853659828198
ACH-000163,-0.11399902520872683
ACH-000167,0.04476251126216474
ACH-000168,-0.2194894508749494
ACH-000169,-0.08695387089664536
ACH-000178,-0.035351756063074995
ACH-000183,-0.2582590270298029
ACH-000188,-0.23134674183170456
ACH-000189,-0.3736823949359335
ACH-000190,-0.16155944075376902
ACH-000198,-0.15850765458586913
ACH-000203,-0.4642760842256365
ACH-000204,-0.10090561672238736
ACH-000206,-0.12618930692069186
ACH-000207,-0.18131913102198213
ACH-000208,-0.04632758623824144
ACH-000210,-0.02951940024951728
ACH-000211,-0.15675824464674373
ACH-000215,-0.15075188712440152
ACH-000221,-0.08715611218460241
ACH-000222,-0.01174776193362278
