,SLAMF9 (89886)
ACH-000004,-0.2911874066739528
ACH-000005,-0.3157343051827099
ACH-000007,-0.03852620712631138
ACH-000009,-0.34307390954554273
ACH-000011,-0.10647182540534783
ACH-000012,-0.18555799457275093
ACH-000013,-0.20810288288966586
ACH-000014,-0.2791097647723548
ACH-000015,-0.3146947156809985
ACH-000017,-0.17954635346540826
ACH-000018,-0.1929853681374201
ACH-000019,-0.19705592564471067
ACH-000021,-0.2627352177592768
ACH-000022,-0.2790652372650306
ACH-000025,-0.22893823387893456
ACH-000028,-0.1736820076827164
ACH-000030,-0.2966521097218601
ACH-000035,-0.17494922426289009
ACH-000036,-0.2150266802266352
ACH-000037,-0.11570560189579927
ACH-000039,-0.1586659422007352
ACH-000040,-0.3867347101849428
ACH-000041,-0.3609780322809221
ACH-000042,-0.11855350605507872
ACH-000045,-0.3031928035378336
ACH-000047,-0.1389741899802459
ACH-000052,-0.2853736487985356
ACH-000053,-0.316929507349512
ACH-000054,-0.10116980409580338
ACH-000055,-0.358591901723945
ACH-000060,-0.06025327222697864
ACH-000067,-0.2483907373888263
ACH-000070,-0.3115837379219297
ACH-000075,-0.16224792825359122
ACH-000078,-0.2042957358038836
ACH-000082,-0.24428835450398784
ACH-000085,-0.11312870412163888
ACH-000086,-0.2982545277699597
ACH-000087,-0.19636226628114486
ACH-000092,-0.3224898694519291
ACH-000095,-0.21796709563586586
ACH-000097,-0.1948039011668772
ACH-000098,-0.22474086108027175
ACH-000099,-0.29210826878705426
ACH-000108,-0.1618716612088214
ACH-000113,-0.2885758134661033
ACH-000116,-0.2472895552492346
ACH-000118,-0.1673518665841599
ACH-000120,-0.3174757134077449
ACH-000123,-0.3278101163174745
ACH-000127,-0.2805668029518709
ACH-000128,-0.16211986028152747
ACH-000132,-0.3364383198894684
ACH-000133,-0.21722983459707407
ACH-000137,-0.23420260920722566
ACH-000138,-0.18111647716882576
ACH-000142,-0.13111332719474825
ACH-000143,-0.2088248398369792
ACH-000146,-0.27001931652641004
ACH-000148,-0.2818820252823569
ACH-000150,-0.10414867212811683
ACH-000152,-0.1493852973338642
ACH-000153,-0.25555828673597303
ACH-000159,-0.3082495339740126
ACH-000160,-0.018485820970452583
ACH-000163,-0.27512658697869913
ACH-000167,0.0971220138409173
ACH-000168,-0.24797890783617005
ACH-000169,-0.34078527269003883
ACH-000178,-0.032542622600306326
ACH-000183,-0.3181224651788993
ACH-000188,-0.2491382191272792
ACH-000189,-0.18735470359229445
ACH-000190,-0.3164867859551867
ACH-000198,-0.21476547657139475
ACH-000203,-0.04421438270344368
ACH-000204,-0.3679433602663648
ACH-000206,-0.1491204918520053
ACH-000207,-0.06930944122176932
ACH-000208,-0.16270269616069502
ACH-000210,-0.3086702968394414
ACH-000211,-0.21425023178590816
ACH-000215,-0.2957823938040838
ACH-000221,-0.3473858793806016
ACH-000222,-0.13354470325243126
ACH-000223,-0.2963463468305315
ACH-000226,-0.15061630585330746
ACH-000227,-0.3099867641482797
ACH-000228,-0.2483802158181655
ACH-000231,-0.20261951488587224
ACH-000232,-0.3754589376377343
ACH-000233,-0.2594008841978066
ACH-000234,-0.17994650839309678
ACH-000235,-0.20436681625965605
ACH-000237,-0.3307236055812623
ACH-000238,-0.2267053204059699
ACH-000242,-0.7240748933176493
ACH-000243,-0.21921318489680366
ACH-000244,-0.15984697466504094
ACH-000246,-0.1859481758923228
ACH-000248,-0.1380071702053254
ACH-000250,-0.2473949370041713
ACH-000251,-0.3638331088146605
ACH-000252,-0.16329752730725408
ACH-000253,-0.22411078997821887
ACH-000255,-0.3274250775194121
ACH-000256,-0.05156543674921687
ACH-000257,-0.4494392825744187
ACH-000258,-0.2044268767797517
ACH-000259,-0.2314467652407561
ACH-000260,-0.2570157116126983
ACH-000261,-0.14673250931864334
ACH-000262,-0.24875503909257515
ACH-000263,-0.2904023056069321
ACH-000264,-0.37695189641336657
ACH-000265,-0.16828590148632902
ACH-000266,-0.16750060864196867
ACH-000272,-0.3203213235045185
ACH-000274,-0.14536876526840228
ACH-000277,-0.3496474927442481
ACH-000278,-0.2793440244291928
ACH-000279,-0.21691549422872256
ACH-000280,-0.3811488101700356
ACH-000281,-0.1908225952874837
ACH-000288,-0.27732976816872257
ACH-000291,-0.35100376195873906
ACH-000293,-0.06912167308143849
ACH-000294,-0.4795800386531175
ACH-000295,-0.3440792144387389
ACH-000296,-0.26892379622881724
ACH-000302,-0.17623281028892487
ACH-000304,0.038507493997369815
ACH-000307,-0.1803136790029262
ACH-000308,-0.2440544780917247
ACH-000310,-0.25281774153272835
ACH-000311,-0.2733293929307624
ACH-000312,-0.25499269510411465
ACH-000315,0.00028632748817120876
ACH-000316,-0.18366936552801325
ACH-000317,-0.6191179319067117
ACH-000318,-0.41803372001539946
ACH-000319,-0.19310408567014933
ACH-000320,-0.3112133963264126
ACH-000322,-0.03671861363417578
ACH-000323,-0.348334045860326
ACH-000324,-0.282221700169421
ACH-000329,-0.2447963500799993
ACH-000330,-0.2869983478731283
ACH-000331,-0.34650034574973765
ACH-000332,-0.26097278792773343
ACH-000334,-0.40729776562433095
ACH-000335,-0.4000460349520529
ACH-000336,-0.37210810113272574
ACH-000337,-0.22242710098293245
ACH-000338,-0.6727807577598699
ACH-000339,-0.2515345681857487
ACH-000341,-0.19616184872508485
ACH-000348,-0.18629827627932286
ACH-000350,-0.3629800154225339
ACH-000352,-0.08097603964165018
ACH-000356,0.06350441452127985
ACH-000361,-0.1657060802660111
ACH-000362,-0.2832309050477227
ACH-000363,-0.28735596527609786
ACH-000364,-0.11426032954942975
ACH-000365,-0.3586014382611055
ACH-000366,-0.2751249999970475
ACH-000368,-0.19719974424387468
ACH-000374,-0.2376637196755921
ACH-000375,-0.33958438995167073
ACH-000376,-0.36610728629008205
ACH-000381,-0.50135845449458
ACH-000383,-0.2779150901181093
ACH-000387,-0.28768099421659266
ACH-000389,-0.17707130327334156
ACH-000390,-0.3488204300899705
ACH-000393,-0.19233118311892428
ACH-000395,-0.03279727560027069
ACH-000396,-0.26504463524903066
ACH-000397,-0.15521052054917034
ACH-000401,-0.3644221558761704
ACH-000402,-0.28113918631526674
ACH-000403,-0.37169369572408495
ACH-000404,-0.49605709020177097
ACH-000406,-0.26445730023597475
ACH-000407,-0.3738095804506223
ACH-000408,-0.07154314616536661
ACH-000410,-0.33176359411331785
ACH-000411,-0.3683617116636549
ACH-000414,-0.16343558161684327
ACH-000415,-0.21978296367473807
ACH-000416,-0.2537114338285754
ACH-000420,-0.24646467767717864
ACH-000421,-0.2536957537430013
ACH-000424,-0.366458605347459
ACH-000425,-0.15321320475566313
ACH-000426,-0.4004778401144392
ACH-000427,-0.2194217190164798
ACH-000433,-0.3498662645726615
ACH-000435,-0.6806926111279744
ACH-000436,-0.3153447036646345
ACH-000444,-0.2561324206101109
ACH-000445,-0.11541344994609035
ACH-000448,-0.2469627669839957
ACH-000450,-0.2893775321314372
ACH-000452,-0.22401283803550348
ACH-000454,-0.16850081978785272
ACH-000458,-0.0917388802011918
ACH-000459,-0.2874008705268133
ACH-000460,-0.22055228606044108
ACH-000461,-0.1826815866410685
ACH-000463,-0.13133510166629286
ACH-000464,-0.3221573329903828
ACH-000466,-0.2276735786898233
ACH-000467,-0.20103999421017935
ACH-000468,-0.30870998082037193
ACH-000469,-0.21583531758164992
ACH-000470,-0.1142029858776633
ACH-000471,-0.294098780411686
ACH-000472,-0.16606780495271714
ACH-000473,-0.28708759661180844
ACH-000475,-0.18006837191416533
ACH-000476,-0.15027463740910232
ACH-000477,-0.3221504830010405
ACH-000479,-0.2708923574489702
ACH-000480,-0.203750592624094
ACH-000481,-0.26788526684357306
ACH-000483,-0.29386209589353524
ACH-000484,-0.1715459380608097
ACH-000485,-0.13050673787652936
ACH-000486,-0.3260758840501053
ACH-000487,-0.4201045390438784
ACH-000488,-0.24716553867201
