,LIPJ (142910)
ACH-000004,-0.08479592475571758
ACH-000005,-0.1277252899801086
ACH-000007,0.01651709180891581
ACH-000009,0.05768082035968099
ACH-000011,-0.041001348279548114
ACH-000012,0.006409004540865236
ACH-000013,0.10253439267893856
ACH-000014,0.015778932281753408
ACH-000015,0.06768819504949905
ACH-000017,-0.034594344885483484
ACH-000018,0.010753850890774071
ACH-000019,0.09960752851587988
ACH-000021,0.12980968819104086
ACH-000022,0.031436288842593925
ACH-000025,-0.13640902544382028
ACH-000028,-0.10766735478382827
ACH-000030,0.05451625938406713
ACH-000035,-0.11410903432421544
ACH-000036,0.05702282694059008
ACH-000037,-0.0380632349169954
ACH-000039,-0.07309864238042722
ACH-000040,-0.02392050340673723
ACH-000041,-0.08661685479381692
ACH-000042,-0.0459687533269444
ACH-000045,0.10626750877951854
ACH-000047,0.0668517223560257
ACH-000052,-0.011297258025669459
ACH-000053,-0.0916064929560728
ACH-000054,0.07000990174001759
ACH-000055,0.09928275598644637
ACH-000060,-0.002318953030967143
ACH-000067,0.007235540372587341
ACH-000070,0.07691148941897817
ACH-000075,-0.009053456321673236
ACH-000078,-0.04077571902460487
ACH-000082,0.08936906227593197
ACH-000085,0.04779172483897104
ACH-000086,-0.027184826697758863
ACH-000087,0.03560717385905343
ACH-000092,0.045727947437454175
ACH-000095,0.03266422495588586
ACH-000097,0.058891328741720136
ACH-000098,-0.05176690775667578
ACH-000099,-0.0026666547781874646
ACH-000108,0.07810649120603039
ACH-000113,0.07017648127840223
ACH-000116,0.07167495259191359
ACH-000118,0.031261485800995165
ACH-000120,0.11407376362259948
ACH-000123,0.03753971830501683
ACH-000127,0.001072401367447623
ACH-000128,0.09569185227818253
ACH-000132,-0.03862971124747129
ACH-000133,-0.01484898908358089
ACH-000137,0.23299448033316175
ACH-000138,0.1398892856205579
ACH-000142,-0.01584711669368354
ACH-000143,0.0831892760991044
ACH-000146,-0.017735115411778378
ACH-000148,-0.03406690869288713
ACH-000150,0.20184943234842076
ACH-000152,-0.08038048781573329
ACH-000153,0.4324331058691403
ACH-000159,0.037237146786906095
ACH-000160,0.06722445375930222
ACH-000163,0.047404495890719
ACH-000167,0.18335773496301933
ACH-000168,0.0538174084506364
ACH-000169,0.017547611795965427
ACH-000178,0.003566943137265851
ACH-000183,0.04118893633700818
ACH-000188,0.09100710452098362
ACH-000189,0.1214402613297062
ACH-000190,-0.18334009642611346
ACH-000198,0.02762918749226732
ACH-000203,0.1042061322989398
ACH-000204,0.10503240529696857
