,IQGAP2 (10788)
ACH-000004,0.1246593534863072
ACH-000005,0.05795695015131834
ACH-000007,0.034439494280054044
ACH-000009,0.01813520207194717
ACH-000011,0.20008344818330911
ACH-000012,0.1122168810102348
ACH-000013,0.03716662103303113
ACH-000014,0.12721682286048236
ACH-000015,-0.027387062479639845
ACH-000017,0.13446756522487952
ACH-000018,0.12229469373205502
ACH-000019,0.05342931575625752
ACH-000021,0.03967096764399165
ACH-000022,0.03763362754184641
ACH-000025,0.20413298261730084
ACH-000028,0.1422638635250463
ACH-000030,0.05515439988873669
ACH-000035,0.14112914244274927
ACH-000036,0.0403838779360582
ACH-000037,0.22575108974945984
ACH-000039,0.044948235825340785
ACH-000040,0.1023180533780908
ACH-000041,0.17995657325755685
ACH-000042,0.02359448368352152
ACH-000045,0.15911083227565948
ACH-000047,0.2048580521083935
ACH-000052,0.1834428773168635
ACH-000053,0.1388675092993792
ACH-000054,0.12087135708656475
ACH-000055,-0.026589493621447097
ACH-000060,0.0687883392381673
ACH-000067,0.1756735110764698
ACH-000070,0.054589736977009785
ACH-000075,0.0768864233464657
ACH-000078,0.031472740910975065
ACH-000082,0.08243349543403405
ACH-000085,-0.05057236909357825
ACH-000086,0.1541376445364148
ACH-000087,0.2651287959910621
ACH-000092,0.13989997956860584
ACH-000095,0.0665056254648625
ACH-000097,0.1522188030818369
ACH-000098,0.07635422349292706
ACH-000099,0.17615671349781936
ACH-000108,0.07743591709674319
ACH-000113,0.1974253134868003
ACH-000116,0.029404479541362938
ACH-000118,0.0401961131290731
ACH-000120,0.07871451843413964
ACH-000123,0.16179868219230395
ACH-000127,0.0962204997609737
ACH-000128,0.10192439386204853
ACH-000132,0.11986682238359878
ACH-000133,0.12008855628491714
ACH-000137,0.07992548487693564
ACH-000138,0.22993449722210835
ACH-000142,0.08526406875668067
ACH-000143,0.08058963061450324
ACH-000146,-0.025324151401375342
ACH-000148,0.12854582692622546
ACH-000150,0.19946389220921545
ACH-000152,0.13851422787021953
ACH-000153,0.15660065681507826
ACH-000159,0.08642910841600973
ACH-000160,-0.017095538688545332
ACH-000163,0.04460279812588305
ACH-000167,0.11634215822978522
ACH-000168,0.10790294909841333
ACH-000169,0.07915515615869621
ACH-000178,0.0579478637873451
ACH-000183,0.23704018255334466
ACH-000188,0.032369292430819874
ACH-000189,-0.02838682357869415
ACH-000190,0.06123143713025305
ACH-000198,0.22828669138559596
ACH-000203,0.08342693721626296
ACH-000204,-0.1884826432585517
ACH-000206,0.22466098109363256
ACH-000207,0.2114802591939124
ACH-000208,0.18352700730356247
ACH-000210,0.3260781574763959
ACH-000211,0.17158894077197406
ACH-000215,0.08736528043623955
ACH-000221,0.2528179893779639
ACH-000222,0.008434927425991697
ACH-000223,0.091422172094572
ACH-000226,0.2301021751931465
ACH-000227,0.08533026139348449
ACH-000228,0.10914135559249176
ACH-000231,0.06911040641117612
ACH-000232,0.11925568551692795
ACH-000233,0.21755983416983493
ACH-000234,0.07404524060985364
ACH-000235,0.08101553510865014
ACH-000237,0.1890375102882462
ACH-000238,0.17399922266802048
ACH-000242,0.012726348394301694
ACH-000243,0.13419210347799354
ACH-000244,0.04462405818560149
ACH-000246,0.18472151754138008
ACH-000248,0.22490426684349327
ACH-000250,0.16464084803623755
ACH-000251,0.21715235633846047
ACH-000252,0.3197844381144012
ACH-000253,0.08581424154229178
ACH-000255,0.058613609227380035
ACH-000256,-0.02972200222308927
ACH-000257,0.2997423153662705
ACH-000258,0.1648330506325764
ACH-000259,0.13172997775146492
ACH-000260,0.13445893904185666
ACH-000261,0.08645903237710897
ACH-000262,0.06533109463465188
ACH-000263,0.16583636864714374
ACH-000264,0.13898734478966493
ACH-000265,0.15860828391223933
ACH-000266,0.09988122976593253
ACH-000272,0.08985849793650186
ACH-000274,0.08916354945531225
ACH-000277,0.04704910162031042
ACH-000278,0.08465566343453011
ACH-000279,0.0454272053821393
ACH-000280,0.11060552720161758
ACH-000281,0.1293532034278771
ACH-000288,0.11602591813182585
ACH-000291,0.15909431765473275
ACH-000293,-0.0672878998733012
ACH-000294,0.001122514229004172
ACH-000295,0.3145063832496345
ACH-000296,0.051576480421150435
ACH-000302,0.035200399835008465
ACH-000304,0.16753868016469745
ACH-000307,0.05429725562148628
ACH-000308,0.1484980893767682
ACH-000310,0.0476506167943469
ACH-000311,0.18866755594314286
ACH-000312,0.10660728688242443
ACH-000315,0.22405238708141795
ACH-000316,0.23000253778461305
ACH-000317,0.17579786079943013
ACH-000318,0.14611553751363085
ACH-000319,0.12748424005020711
ACH-000320,0.22949604729495915
ACH-000322,0.10491578234217833
ACH-000323,0.0837824226516427
ACH-000324,0.19808450241359693
ACH-000329,0.10530206821589527
ACH-000330,0.07994426096779199
ACH-000331,0.16304037207243724
