,CNIH2 (254263)
ACH-000004,-0.10555992083102823
ACH-000005,0.041879092910158636
ACH-000007,-0.22643755040850705
ACH-000009,0.13514023214968576
ACH-000011,-0.13918549825630572
ACH-000012,-0.14261248826343267
ACH-000013,-0.1539711173789782
ACH-000014,0.17774024681146186
ACH-000015,-0.1142858069817464
ACH-000017,-0.14983531577062642
ACH-000018,-0.06386913937934761
ACH-000019,-0.2923407658359465
ACH-000021,-0.10476845003423042
ACH-000022,-0.08614144174569678
ACH-000025,-0.04809310155304994
ACH-000028,-0.20947039638319911
ACH-000030,-0.1893031856836219
ACH-000035,0.03756490903966935
ACH-000036,-0.22181697545807405
ACH-000037,-0.30518532587147384
ACH-000039,-0.07711382108887803
ACH-000040,-0.039827149050521655
ACH-000041,-0.08333772569270957
ACH-000042,-0.11571431693959397
ACH-000045,-0.20652366152156612
ACH-000047,0.08055276351451889
ACH-000052,-0.2015454342663197
ACH-000053,-0.17768574554424713
ACH-000054,-0.11250738332314103
ACH-000055,-0.0728284778674567
ACH-000060,-0.26202452395368725
ACH-000067,0.05031376138125752
ACH-000070,-0.043591430669267885
ACH-000075,-0.06658815036759985
ACH-000078,-0.11299281321267302
ACH-000082,-0.3044100901383829
ACH-000085,-0.18905161457499947
ACH-000086,-0.3211092245009836
ACH-000087,-0.0069126999556797285
ACH-000092,-0.15256801309787169
ACH-000095,-0.1567471205168339
ACH-000097,-0.3544926191576921
ACH-000098,-0.03838968970579063
ACH-000099,-0.054081933933295294
ACH-000108,-0.15055829422147146
ACH-000113,-0.10352740735108773
ACH-000116,-0.19063071713166208
ACH-000118,-0.2334970282303436
ACH-000120,-0.1431292036039487
ACH-000123,-0.11551698413366385
ACH-000127,-0.039342265511876064
ACH-000128,0.09608032125288407
ACH-000132,-0.1959074233835964
ACH-000133,-0.2588580959612814
ACH-000137,-0.2509930518603811
ACH-000138,-0.2918861896775205
ACH-000142,-0.04442182089895021
ACH-000143,0.02626305497010474
ACH-000146,-0.025867467398796584
ACH-000148,-0.05936153638174101
ACH-000150,-0.28854392604860163
ACH-000152,0.00021946768269046768
ACH-000153,-0.056613610377339675
ACH-000159,-0.03664511670138861
ACH-000160,-0.05234574620081857
ACH-000163,-0.1026994523200694
ACH-000167,0.5627603320240425
ACH-000168,-0.06897192516985376
ACH-000169,-0.21457355586315824
ACH-000178,-0.08512994383047758
ACH-000183,-0.0955273784791036
ACH-000188,-0.3299891920690401
ACH-000189,-0.27991256229395456
ACH-000190,-0.05168211446780319
ACH-000198,-0.1078529608366457
ACH-000203,-0.1996008619638358
ACH-000204,-0.12440887486038155
ACH-000206,-0.10659365105775613
ACH-000207,-0.3581378349391497
ACH-000208,-0.2586002951750266
ACH-000210,-0.29549964211996504
ACH-000211,-0.0946063242579794
ACH-000215,-0.018951340486564914
ACH-000221,-0.00957049885655758
ACH-000222,-0.0558769943360368
ACH-000223,-0.05737498051795091
ACH-000226,-0.12844733861149504
ACH-000227,-0.06761536350030486
ACH-000228,-0.2528551516783926
ACH-000231,-0.12963458661143104
ACH-000232,-0.025037440838171963
ACH-000233,-0.09561074467696963
ACH-000234,-0.2526089398790093
ACH-000235,-0.0995898988762641
ACH-000237,-0.17861724348735994
ACH-000238,-0.31511550032143365
ACH-000242,-0.06304125112518245
ACH-000243,0.025290650438434672
ACH-000244,-0.2805776115948781
ACH-000246,-0.05258727041601142
ACH-000248,-0.07094689522795214
ACH-000250,-0.11000962932017146
ACH-000251,-0.061299413228129776
ACH-000252,-0.15000481501567345
ACH-000253,-0.14991497216139188
ACH-000255,-0.31535921773882825
ACH-000256,-0.2417755272250637
ACH-000257,-0.012460027492963252
ACH-000258,-0.13036638490004612
ACH-000259,-0.10983162984955942
ACH-000260,-0.16522553459827538
ACH-000261,-0.2380566005420068
ACH-000262,-0.11583938333884901
ACH-000263,-0.18291938005467068
ACH-000264,-0.07145863835652035
ACH-000265,-0.11859585372255435
ACH-000266,-0.10869136089910428
ACH-000272,-0.1324656921573658
ACH-000274,-0.07898129069344881
ACH-000277,-0.31294908021513296
ACH-000278,-0.1759232491211484
ACH-000279,-0.054854477459696564
ACH-000280,-0.13616158404780584
ACH-000281,-0.02993157235030588
ACH-000288,-0.15817722772208104
ACH-000291,-0.011965861566629555
ACH-000293,-0.1330165341490735
ACH-000294,-0.13409998435234438
ACH-000295,-0.1760515344102418
ACH-000296,-0.11361407523673593
ACH-000302,-0.14368077802027426
ACH-000304,0.20698558356256766
ACH-000307,-0.11619457722042666
ACH-000308,-0.19647767682478515
ACH-000310,-0.0823057189413501
ACH-000311,-0.028821265693944106
ACH-000312,-0.044271753165839214
ACH-000315,-0.16771864289151708
ACH-000316,-0.2793876722894984
ACH-000317,-0.1246838004409056
ACH-000318,-0.4032137313239159
ACH-000319,-0.2839635273442649
ACH-000320,0.06660133853958762
ACH-000322,-0.08168396580878523
ACH-000323,-0.13331732125214954
ACH-000324,-0.0772542185902621
ACH-000329,0.0807238537970916
ACH-000330,-0.13876004195701355
ACH-000331,-0.13514779278330824
ACH-000332,-0.20237655885245634
ACH-000334,-0.3634096882357487
ACH-000335,-0.04993840818451938
ACH-000336,-0.18872006960116552
ACH-000337,-0.38346726017311217
ACH-000338,-0.1363697614346019
ACH-000339,-0.06521736193786758
ACH-000341,-0.2304352214369943
ACH-000348,0.01199240678127663
ACH-000350,-0.040797201850288616
ACH-000352,-0.13028603777916756
ACH-000356,-0.2657708831040511
ACH-000361,-0.23034418567791096
ACH-000362,-0.17314708862153966
ACH-000363,-0.034343940694832924
ACH-000364,-0.2581376503816721
ACH-000365,-0.11496713309749733
ACH-000366,-0.2743362201380031
ACH-000368,-0.07292244500396247
ACH-000374,-0.4896238231450068
ACH-000375,-0.17096213816933722
ACH-000376,-0.10658139201976352
ACH-000381,-0.09257781290091463
ACH-000383,-0.14160740928033178
ACH-000387,-0.06718272145111719
ACH-000389,-0.006861101133581342
ACH-000390,-0.1887104687103221
ACH-000393,-0.038932731956007945
ACH-000395,-0.13119509208903435
ACH-000396,0.019980476847686883
ACH-000397,-0.16300212814434906
ACH-000401,-0.008229499924361295
ACH-000402,-0.4048023136207018
ACH-000403,-0.09769625325504412
ACH-000404,-0.16167352085585865
ACH-000406,-0.06772691821140478
ACH-000407,-0.2458298996330865
ACH-000408,-0.17068515259511213
ACH-000410,-0.07849865303910576
ACH-000411,-0.02388805838013473
ACH-000414,-0.10327033808263948
ACH-000415,-0.4360510094563377
ACH-000416,-0.09990629311178352
ACH-000420,-0.023647361554114843
ACH-000421,-0.10544602438889633
ACH-000424,-0.25551977121596353
ACH-000425,-0.0868747433761803
ACH-000426,-0.10859785839205073
ACH-000427,-0.07680187312423281
ACH-000433,-0.31242425099657634
ACH-000435,0.0014085899465507193
ACH-000436,0.061707602063072166
ACH-000444,-0.0010714064106268151
ACH-000445,-0.07138995535935543
ACH-000448,-0.2194829101916736
ACH-000450,-0.3215560622797018
ACH-000452,-0.14828194654665885
ACH-000454,-0.029778929943611063
ACH-000458,-0.2975127999922673
ACH-000459,0.10637662786214913
ACH-000460,-0.0963973337246934
ACH-000461,-0.26511978449470863
ACH-000463,-0.017326615283762396
ACH-000464,-0.16709249111056432
ACH-000466,-0.23192538504835425
ACH-000467,-0.10022335064655324
ACH-000468,-0.16157814275577584
ACH-000469,-0.23989825437185455
ACH-000470,0.03748934976094039
ACH-000471,-0.07399006020401833
ACH-000472,-0.1488622012186394
ACH-000473,-0.051086766489169766
ACH-000475,-0.11029154700891733
ACH-000476,-0.13904287452550673
ACH-000477,-0.21254595952928704
ACH-000479,-0.1162853228100553
ACH-000480,-0.32865182944839183
ACH-000481,-0.20368596028973168
ACH-000483,-0.01641394306076219
ACH-000484,-0.09784038695078594
