,ST13 (6767)
ACH-000004,-0.21192191162252574
ACH-000005,0.14782229054324664
ACH-000007,-0.4964188682230492
ACH-000009,-0.4172331047656555
ACH-000011,0.062018575434510274
ACH-000012,-0.3999775244059823
ACH-000013,-0.3065220305647484
ACH-000014,-0.2977298479146054
ACH-000015,-0.3753570899351924
ACH-000017,-0.10568452469809636
ACH-000018,-0.44773069099588597
ACH-000019,-0.2810307938041393
ACH-000021,-0.30269118991338617
ACH-000022,-0.3468580996205425
ACH-000025,-0.2755094580765265
ACH-000028,-0.2471354612259252
ACH-000030,-0.2689489868321181
ACH-000035,-0.2322049974613335
ACH-000036,-0.3953191342889632
ACH-000037,-0.14993283211841751
ACH-000039,-0.37831931011279424
ACH-000040,-0.3521580097177744
ACH-000041,-0.2528479471736123
ACH-000042,-0.21563710330592614
ACH-000045,-0.15339349395001914
ACH-000047,-0.3548739833287877
ACH-000052,-0.29037125351045945
ACH-000053,-0.2831342362374605
ACH-000054,-0.23935078582578365
ACH-000055,-0.4311325058372997
ACH-000060,-0.2717381527289483
ACH-000067,-0.4173235393202633
ACH-000070,-0.22267120983201105
ACH-000075,-0.4190368549120113
ACH-000078,-0.2156370369814468
ACH-000082,-0.3161065976365118
ACH-000085,-0.32633076990537496
ACH-000086,-0.3594568871557865
ACH-000087,-0.5584380393816251
ACH-000092,-0.3917530267113149
ACH-000095,-0.26991029621987433
ACH-000097,-0.09481730893592953
ACH-000098,-0.24319646014961524
ACH-000099,-0.20286595101397328
ACH-000108,-0.2786864184592651
ACH-000113,-0.2190502220444758
ACH-000116,-0.2882435629523488
ACH-000118,-0.3257577776660404
ACH-000120,-0.1636380137618117
ACH-000123,-0.23295961050561226
ACH-000127,-0.2498188248390601
ACH-000128,-0.22582997769397076
ACH-000132,-0.29019592375945624
ACH-000133,-0.4211319911770745
ACH-000137,-0.2897234588175692
ACH-000138,-0.2508182033133598
ACH-000142,-0.20281524871047235
ACH-000143,-0.32349299483022953
ACH-000146,-0.06983875573743954
ACH-000148,-0.3598128738296908
ACH-000150,-0.08395712962237609
ACH-000152,-0.38582357119608907
ACH-000153,-0.24587488189670104
ACH-000159,-0.2007452439924664
ACH-000160,-0.4388743843243399
ACH-000163,-0.2271397677384698
ACH-000167,-0.12792285808096127
ACH-000168,-0.16889446601145006
ACH-000169,-0.4620165947145078
ACH-000178,-0.22236945626171575
ACH-000183,-0.21907498852506174
ACH-000188,-0.2921066704543125
ACH-000189,-0.6803544431875937
ACH-000190,-0.14398454011203687
ACH-000198,-0.4089432294567124
ACH-000203,-0.09323106850207427
ACH-000204,-0.22288954688813106
ACH-000206,-0.09030094065792234
ACH-000207,-0.13756928495734905
ACH-000208,-0.2523967803964071
ACH-000210,-0.22726283877280445
ACH-000211,-0.2347306685773945
ACH-000215,-0.13848869340407088
ACH-000221,-0.3469816971975943
ACH-000222,-0.4449571903888643
ACH-000223,-0.4494149051970157
ACH-000226,-0.2263314262755451
ACH-000227,-0.2825068625908804
ACH-000228,-0.2687515658657694
ACH-000231,-0.3339309427077673
ACH-000232,-0.10859464704763168
ACH-000233,-0.4018377457143717
ACH-000234,-0.09473759614323243
ACH-000235,-0.2375348942282329
ACH-000237,-0.3796331846799584
ACH-000238,-0.4254226631525423
ACH-000242,-0.1144167837323345
ACH-000243,-0.24900336189393185
ACH-000244,-0.20731111187840426
ACH-000246,-0.2134823207194798
ACH-000248,-0.5744724597515289
ACH-000250,-0.3790065204182631
ACH-000251,-0.4572536594491625
ACH-000252,-0.21964612674178946
ACH-000253,-0.11453490693985105
ACH-000255,-0.3592912025009989
ACH-000256,-0.3249872822422345
ACH-000257,-0.2395401056536529
ACH-000258,-0.2205078255977684
ACH-000259,-0.3266553351742243
ACH-000260,-0.2106489587519676
ACH-000261,-0.33732410831170323
ACH-000262,-0.4698083536874214
ACH-000263,-0.4939852186537771
ACH-000264,-0.3859982013713969
ACH-000265,-0.3349272828760949
ACH-000266,-0.40120723583633416
ACH-000272,-0.17782241246694605
ACH-000274,-0.30633800187211924
ACH-000277,-0.09947505654352318
ACH-000278,-0.31090050920602624
ACH-000279,-0.33141318146224336
ACH-000280,-0.18536094322154764
ACH-000281,-0.3848045757286153
ACH-000288,-0.2535573332164444
ACH-000291,-0.27346323430892194
ACH-000293,-0.1895392268459799
ACH-000294,-0.1865503526838209
ACH-000295,-0.21516695430186047
ACH-000296,-0.1701770395965191
ACH-000302,-0.2444800011742845
ACH-000304,-0.0986384760967635
ACH-000307,-0.12010007889265314
ACH-000308,-0.28548136057915663
