,LCE3D (84648)
ACH-000004,0.002979867093951998
ACH-000005,-0.06585257192396728
ACH-000007,0.22151963593097687
ACH-000009,-0.004453593814808443
ACH-000011,-0.08905389358469383
ACH-000012,0.013420329689186413
ACH-000013,-0.005127547334459842
ACH-000014,0.027980598408262152
ACH-000015,-0.0070562678758288875
ACH-000017,0.029183273427970325
ACH-000018,-0.02158181821172311
ACH-000019,-0.09942374425495107
ACH-000021,-0.007251686255837261
ACH-000022,-0.07478854455785829
ACH-000025,-0.147843259606386
ACH-000028,-0.09147035307918093
ACH-000030,-0.07086438879409188
ACH-000035,-0.0007248430503625233
ACH-000036,-0.11307474738366785
ACH-000037,-0.07610580718838146
ACH-000039,0.04736441044861942
ACH-000040,-0.23597136691299644
ACH-000041,0.034326860045590615
ACH-000042,0.12100209291634086
ACH-000045,-0.13381120568181532
ACH-000047,-0.03275108865540074
ACH-000052,0.03843254200825013
ACH-000053,-0.08044002200329503
ACH-000054,-0.04039417877307455
ACH-000055,-0.07814037721903734
ACH-000060,-0.2984301281973793
ACH-000067,-0.02147684479351744
ACH-000070,0.10311749105866064
ACH-000075,-0.1313539738383931
ACH-000078,-0.022214937759929162
ACH-000082,-0.009798985929986249
ACH-000085,-0.07898491214398963
ACH-000086,-0.04243408782750132
ACH-000087,-0.17849972368613834
ACH-000092,-0.17159387497225068
ACH-000095,-0.0541634297026284
ACH-000097,-0.04509632123153457
ACH-000098,-0.01547614654221109
ACH-000099,0.0281596963622587
ACH-000108,-0.08853766976293774
ACH-000113,0.16632006501731705
ACH-000116,0.03831368241278437
ACH-000118,-0.060169053661207485
ACH-000120,-0.16881010253512324
ACH-000123,0.021220469243348104
ACH-000127,-0.08275611194901766
ACH-000128,0.04070534171279872
ACH-000132,-0.0422853007587281
ACH-000133,0.08616638644951324
ACH-000137,-0.08964776276366387
ACH-000138,0.05698581925989605
ACH-000142,-0.14964602532234075
ACH-000143,-0.05777020735108384
ACH-000146,0.04839366194302186
ACH-000148,-0.013539686281188191
ACH-000150,-0.19464100100134246
ACH-000152,-0.012075042289593971
ACH-000153,-0.17907637255400052
ACH-000159,-0.03463153404529083
ACH-000160,-0.03488646313901026
ACH-000163,-0.2549548526479405
ACH-000167,0.2727269869447399
ACH-000168,-0.21800373084391447
ACH-000169,-0.10575704333629918
ACH-000178,-0.019072790991856874
ACH-000183,0.06129554243917638
ACH-000188,0.06917562829221835
ACH-000189,0.18208546674990653
ACH-000190,0.23673103101358114
ACH-000198,0.04205936090627637
ACH-000203,-0.3671834374120229
ACH-000204,-0.06801480715219409
ACH-000206,-0.1778931360772155
ACH-000207,0.015852681461669318
ACH-000208,-0.026211813972577224
ACH-000210,-0.014288825414258284
ACH-000211,0.022234540975114327
