,RHOT2 (89941)
ACH-000004,-0.16967660923694666
ACH-000005,-0.01844165665893738
ACH-000007,0.003590847011932119
ACH-000009,-0.14248209428248315
ACH-000011,-0.1845538837164594
ACH-000012,-0.2257153354777235
ACH-000013,-0.30407138524012145
ACH-000014,0.15684244257837218
ACH-000015,-0.10544951958326257
ACH-000017,-0.1323625543516532
ACH-000018,-0.1258508988020163
ACH-000019,-0.16921369506452275
ACH-000021,-0.08455144063340937
ACH-000022,-0.10848415490096912
ACH-000025,-0.2381081349993482
ACH-000028,-0.15816385152290913
ACH-000030,-0.043817628933837165
ACH-000035,0.07015057204158708
ACH-000036,-0.0926605733334132
ACH-000037,-0.16944635488204796
ACH-000039,-0.3212600395177311
ACH-000040,-0.13927708548013734
ACH-000041,-0.09877118072814628
ACH-000042,-0.006867299847615529
ACH-000045,-0.14126009353436245
ACH-000047,-0.20180723693304334
ACH-000052,0.058158466535722216
ACH-000053,-0.12133360509400247
ACH-000054,-0.15347373869067646
ACH-000055,-0.14909411714079152
ACH-000060,-0.2473800025169804
ACH-000067,-0.00487841740211385
ACH-000070,-0.13082845036131524
ACH-000075,-0.2576209299326647
ACH-000078,-0.17956116573246253
ACH-000082,-0.1138212354190765
ACH-000085,-0.1946712462815282
ACH-000086,-0.3566690942277095
ACH-000087,0.018496288520239292
ACH-000092,-0.15685773106314874
ACH-000095,-0.197461934482166
ACH-000097,-0.0160745825614466
ACH-000098,-0.1963328562178786
ACH-000099,-0.22545350877554224
ACH-000108,-0.08137119417146982
ACH-000113,-0.7289305397460634
ACH-000116,-0.1608093816014624
ACH-000118,-0.009874735335627629
ACH-000120,-0.02795160122930844
ACH-000123,0.06337136833042605
ACH-000127,-0.03492731450182167
ACH-000128,-0.21310910073054887
ACH-000132,-0.1515040503496148
ACH-000133,-0.19491175423434565
ACH-000137,0.0032773507059435263
ACH-000138,-0.12974638958340734
ACH-000142,-0.14215466008960298
ACH-000143,-0.05528139223376862
ACH-000146,-0.06152381174952368
ACH-000148,-0.13168061897149955
ACH-000150,-0.09605440489197087
ACH-000152,-0.134521937327679
ACH-000153,-0.1455869144249417
ACH-000159,-0.11282304246599308
ACH-000160,-0.2351685685496201
ACH-000163,-0.24067192395665615
ACH-000167,-0.2412656118097879
ACH-000168,-0.14051580283363968
ACH-000169,-0.3548883475668204
ACH-000178,-0.09915528116821004
ACH-000183,0.01667128842107059
ACH-000188,-0.11561074633632508
ACH-000189,-0.20672685300542792
ACH-000190,-0.051680114820211696
ACH-000198,-0.13813621121570696
ACH-000203,-0.22514704922294776
ACH-000204,-0.15931970320722935
ACH-000206,0.07040948216493151
ACH-000207,-0.2872747698623346
ACH-000208,0.0869546743449514
ACH-000210,-0.3428110249921045
ACH-000211,-0.02150288773499471
ACH-000215,-0.1104641857058732
ACH-000221,-0.7225805806061861
ACH-000222,-0.2696132940679112
ACH-000223,-0.15352176905964038
ACH-000226,-0.044835877895165216
ACH-000227,-0.02423844965316717
ACH-000228,-0.1635400772566894
ACH-000231,-0.18663644299068685
ACH-000232,-0.26862362122054995
ACH-000233,-0.011342070659404308
ACH-000234,0.0031089604930671644
ACH-000235,-0.04224796966105555
ACH-000237,-0.01619996985303824
ACH-000238,-0.15911675879820436
ACH-000242,-0.11244304846261374
ACH-000243,0.0013803613722765506
ACH-000244,-0.1527128113089338
ACH-000246,-0.18724161327559735
ACH-000248,-0.16027135704120332
ACH-000250,-0.18706381112827086
ACH-000251,-0.07791157411489047
ACH-000252,-0.03415592478026989
ACH-000253,-0.08679948770637855
ACH-000255,-0.18555761337541749
ACH-000256,-0.11888432412672145
ACH-000257,-0.033360282591141266
ACH-000258,0.11246202149160996
ACH-000259,-0.11364417713208345
ACH-000260,-0.08616951101741956
ACH-000261,-0.12608931367624562
ACH-000262,-0.21391013580348914
ACH-000263,-0.03642254096290503
ACH-000264,-0.10734959117019556
ACH-000265,-0.2958079396823169
ACH-000266,-0.08754385052010974
ACH-000272,-0.0633859857587242
ACH-000274,-0.2399362484919105
ACH-000277,-0.12587295406201982
ACH-000278,0.061294643040615125
ACH-000279,-0.2580004343819003
ACH-000280,-0.20172251147821524
ACH-000281,-0.184832723835214
ACH-000288,-0.2100763054416039
ACH-000291,-0.002100369650667397
ACH-000293,-0.17512606698581698
ACH-000294,0.06631233453330224
ACH-000295,-0.0337928020130294
ACH-000296,-0.17220296381631492
ACH-000302,-0.14565212710398273
ACH-000304,-0.1482337883843112
ACH-000307,0.002129681363570057
ACH-000308,-0.09842523127724953
ACH-000310,-0.04402008721978429
ACH-000311,-0.1875795693638196
ACH-000312,-0.03405439563294838
ACH-000315,-0.1111580770034256
ACH-000316,-0.3259865857718519
ACH-000317,0.08759699024116274
ACH-000318,-0.02350421523382009
ACH-000319,-0.09897033806942206
ACH-000320,-0.04733196442718846
ACH-000322,-0.26979118193353524
ACH-000323,-0.22493337541081804
ACH-000324,-0.1933732600662101
ACH-000329,-0.007067394851607061
ACH-000330,-0.07048115162318845
ACH-000331,-0.12838244409912675
ACH-000332,-0.1106569081255122
ACH-000334,-0.08783591954928795
ACH-000335,-0.20030316138226054
ACH-000336,0.029130865881647486
ACH-000337,-0.21466746671210132
ACH-000338,-0.3712992408097662
ACH-000339,-0.07336635200105235
ACH-000341,-0.06564008618197678
ACH-000348,-0.1334945884518668
ACH-000350,-0.12715967695540684
ACH-000352,-0.021012469193730773
ACH-000356,-0.2190139740687548
ACH-000361,-0.15748646787879
ACH-000362,-0.08653832709370426
ACH-000363,-0.16329630426672614
ACH-000364,-0.390455862935976
ACH-000365,-0.2250824614790836
ACH-000366,-0.0228905795135026
ACH-000368,-0.15440301340727988
ACH-000374,-0.18789382844103888
ACH-000375,-0.12990228905607626
ACH-000376,-0.12180896630274535
ACH-000381,-0.1234096852657787
ACH-000383,-0.06904558371492395
ACH-000387,-0.11826284517428352
ACH-000389,-0.14542886145162467
ACH-000390,-0.12911909588878728
ACH-000393,-0.1427225116779184
ACH-000395,-0.19391648548622187
ACH-000396,-0.12232817550373933
ACH-000397,-0.0979933609596577
ACH-000401,-0.0720072401190976
ACH-000402,-0.030948179211714125
ACH-000403,-0.10203400256955304
ACH-000404,-0.05201723156883653
ACH-000406,0.0043718491385338985
ACH-000407,-0.1510787446824157
ACH-000408,-0.06717614583496971
ACH-000410,-0.03263437459664165
ACH-000411,-0.30455594716483864
ACH-000414,-0.10652974219044826
ACH-000415,-0.08135491207095465
ACH-000416,-0.08586364107550812
ACH-000420,-0.3479513324867935
ACH-000421,-0.10328062699092924
ACH-000424,-0.1996709922894238
ACH-000425,-0.12173535802642033
ACH-000426,0.0725280335806547
ACH-000427,-0.05804594240056825
ACH-000433,-0.10003878500554772
ACH-000435,-0.04707969094600531
ACH-000436,0.01508890695078346
ACH-000444,-0.2766594146364601
ACH-000445,0.05069130042425653
ACH-000448,-0.03428559846803607
ACH-000450,-0.21135214298931945
ACH-000452,-0.1550441170385207
ACH-000454,-0.2700811206228248
ACH-000458,-0.1989694250520188
ACH-000459,-0.23902751625147375
ACH-000460,-0.16216263306383266
ACH-000461,-0.033975879025966035
ACH-000463,-0.09194020889833868
ACH-000464,-0.06723922728892108
ACH-000466,-0.058421578362941325
ACH-000467,-0.05355959765419548
ACH-000468,-0.2542664718098268
ACH-000469,-0.10488242684646612
ACH-000470,0.02859099697476208
ACH-000471,-0.15236856062288806
ACH-000472,-0.031469697391165466
ACH-000473,-0.05880386309101305
ACH-000475,-0.3685931060038696
ACH-000476,-0.3150731755249588
ACH-000477,-0.04046572262517659
ACH-000479,-0.4585158668985268
ACH-000480,0.05017205328568975
ACH-000481,-0.028900733174997882
ACH-000483,-0.09665926556619417
ACH-000484,-0.10405744712166293
ACH-000485,-0.10450526512202916
ACH-000486,-0.15726322291582107
ACH-000487,0.11332941424746848
ACH-000488,-0.061366376845851986
ACH-000490,-0.08860838467753038
ACH-000491,0.2533950452280115
ACH-000495,-0.1269940297878501
ACH-000496,-0.24112394731377546
ACH-000499,-0.011707534957931849
ACH-000500,-0.3536252804968953
ACH-000502,-0.3307130581708161
ACH-000503,-0.14914210748140966
ACH-000505,-0.20173310496661215
ACH-000507,-0.2154286016980864
ACH-000510,-0.35079577203440554
ACH-000511,-0.15921697562396425
ACH-000512,-0.10368183863945804
ACH-000516,-0.08284100537321526
ACH-000517,-0.14056423724343078
ACH-000518,0.08932029497462053
ACH-000520,-0.10983929025095264
ACH-000521,-0.1238804403427825
ACH-000522,-0.17642396515022388
ACH-000524,-0.19692790086549364
ACH-000527,-0.13077090947982628
ACH-000528,-0.08490396403951443
ACH-000537,-0.0619883734121754
ACH-000541,0.08459458875815908
