,OPTC (26254)
ACH-000004,-0.029083342663718374
ACH-000005,-0.0312069366380761
ACH-000007,0.16551880531127314
ACH-000009,-0.0802309188108315
ACH-000011,0.03977956243461776
ACH-000012,-0.05358392517635252
ACH-000013,-0.07340262049120773
ACH-000014,-0.038915514037546506
ACH-000015,-0.017404390732021373
ACH-000017,-0.12013074255608633
ACH-000018,-0.15674666258913467
ACH-000019,0.0073224196720496765
ACH-000021,-0.013334583748379529
ACH-000022,-0.04611722372606559
ACH-000025,0.011980025258526329
ACH-000028,0.0859150027341464
ACH-000030,0.03211695028800675
ACH-000035,-0.09303881742518982
ACH-000036,-0.20006508440111306
ACH-000037,0.010005137399648057
ACH-000039,-0.1356984915872248
ACH-000040,0.06755630504231436
ACH-000041,-0.0028867473625708005
ACH-000042,-0.04240177918431027
ACH-000045,0.02000121535796029
ACH-000047,-0.09287413046326244
ACH-000052,0.07379899600922174
ACH-000053,-0.09216231233799553
ACH-000054,0.031575190734426384
ACH-000055,-0.06865373810034958
ACH-000060,0.10983301142947773
ACH-000067,0.022364001997142773
ACH-000070,-0.0012481120245041847
ACH-000075,-0.046815947232252124
ACH-000078,-0.07445615821691481
ACH-000082,-0.017233534095560738
ACH-000085,0.09409930364706526
ACH-000086,-0.10244579897815444
ACH-000087,0.050161952945669726
ACH-000092,-0.15024667678362458
ACH-000095,-0.007391491891576872
ACH-000097,0.09158555087776188
ACH-000098,-0.020311484470920297
ACH-000099,-0.012442381787003964
ACH-000108,-0.026700981366128442
ACH-000113,-0.05764987036952882
ACH-000116,0.07952777408003424
ACH-000118,-0.08627049497820723
ACH-000120,0.10398758244508256
ACH-000123,0.015254068066819743
ACH-000127,-0.03125565284964764
ACH-000128,-0.08193855220672111
ACH-000132,0.01693041730486614
ACH-000133,-0.17838782104895487
ACH-000137,0.14970126853533644
ACH-000138,-0.059006210049723076
ACH-000142,-0.033431115782686635
ACH-000143,0.0917228403024866
ACH-000146,0.005088408673781961
ACH-000148,-0.028429410493662724
ACH-000150,0.04344251333859838
ACH-000152,0.009004809175970378
ACH-000153,0.019179778366028143
ACH-000159,0.02846745236089505
ACH-000160,-0.048638153783785235
ACH-000163,-0.09438078037347386
ACH-000167,-0.2739805288971076
ACH-000168,-0.06089881771005391
ACH-000169,-0.03761315030451487
ACH-000178,-0.007258436854786312
ACH-000183,-0.1010973757803534
ACH-000188,0.025917765647530757
ACH-000189,-0.04453402217956196
ACH-000190,0.15090668405618704
ACH-000198,0.02697331353517546
ACH-000203,0.21514672216251504
ACH-000204,-0.07072261913026408
ACH-000206,0.11638194446475254
ACH-000207,-0.14965829833803007
ACH-000208,-0.06005199864589598
ACH-000210,-0.19577283701039774
ACH-000211,-0.00017125110690753516
ACH-000215,-0.1209061627794684
ACH-000221,0.07858105244481921
ACH-000222,-0.09221209956277056
ACH-000223,0.07476152151295876
ACH-000226,-0.2800505585030301
ACH-000227,0.1129440350252229
ACH-000228,0.035650032795397225
ACH-000231,-0.04204389397193295
ACH-000232,-0.0396200591197684
ACH-000233,-0.02205945014151001
ACH-000234,-0.037786297757760906
ACH-000235,-0.06832434121544016
ACH-000237,0.002344781979229851
ACH-000238,-0.06529538648098715
ACH-000242,0.19368813082359235
ACH-000243,-0.07323643733446875
ACH-000244,-0.0717919337781447
ACH-000246,-0.06035913224301456
ACH-000248,-0.03524313519579834
ACH-000250,-0.0029104462105211445
ACH-000251,0.08333103792288338
ACH-000252,-0.0421163973111996
ACH-000253,-0.0792203818130696
ACH-000255,-0.10596071318909524
ACH-000256,0.05544409214463455
ACH-000257,0.00850600558640083
ACH-000258,0.1934439689457892
ACH-000259,-0.06093271305252776
ACH-000260,-0.06488997736164724
ACH-000261,0.036641960241144314
ACH-000262,0.10783287323980996
ACH-000263,0.021413564834605773
ACH-000264,0.014947707040865702
ACH-000265,-0.04807499418374202
ACH-000266,-0.07244233519608455
ACH-000272,0.01903474199005328
ACH-000274,-0.016350364489396876
ACH-000277,-0.13952477289291304
ACH-000278,0.13048295707760627
ACH-000279,0.029693049257720174
ACH-000280,-0.17171743200194406
ACH-000281,-0.10202071937450792
ACH-000288,-0.029400072906819886
ACH-000291,0.058134637705829315
ACH-000293,0.0683911153233237
ACH-000294,-0.04219605048460785
ACH-000295,0.18903290063815306
ACH-000296,-0.2006514586109455
ACH-000302,-0.0020798078239186845
ACH-000304,-0.008626346408297214
ACH-000307,0.03503320992018761
