,SPIRE1 (56907)
ACH-000004,0.2764207189106264
ACH-000005,0.3281678112754524
ACH-000007,-0.25236880562303304
ACH-000009,0.031684844102224205
ACH-000011,0.17056672267003056
ACH-000012,0.1018421977375052
ACH-000013,0.1376586790321774
ACH-000014,0.1544068315792371
ACH-000015,0.189493940162912
ACH-000017,0.028473335137407105
ACH-000018,0.1863167418345648
ACH-000019,0.06341518686153857
ACH-000021,0.0615345010273164
ACH-000022,0.06432742454074933
ACH-000025,-0.0017769624046357821
ACH-000028,0.07691137773557784
ACH-000030,0.06750029692630642
ACH-000035,0.018926582529269115
ACH-000036,-0.09907147276462487
ACH-000037,0.11083090052108044
ACH-000039,0.057497407982066664
ACH-000040,0.0051898185106712
ACH-000041,0.09760186509251316
ACH-000042,-0.0855790589428858
ACH-000045,0.0859578239184466
ACH-000047,0.09522105282406296
ACH-000052,-0.05481106554202785
ACH-000053,0.08821339311957281
ACH-000054,0.17650861640309315
ACH-000055,0.05107841152481738
ACH-000060,0.05544908620382162
ACH-000067,0.14672028412593469
ACH-000070,0.004674436270522396
ACH-000075,0.1653090043782755
ACH-000078,0.05875288987699572
ACH-000082,0.12507573744322775
ACH-000085,0.1438987764241648
ACH-000086,0.15731233372519554
ACH-000087,0.0007360701479721631
ACH-000092,0.05662923870487605
ACH-000095,0.11694667576577553
ACH-000097,0.08461795681359006
ACH-000098,-0.05707485770141575
ACH-000099,0.08722146591086694
ACH-000108,0.06261827919175088
ACH-000113,0.06321604362572276
ACH-000116,0.04973292823447311
ACH-000118,0.07729997526317857
ACH-000120,0.17347357686307385
ACH-000123,0.13001612969775206
ACH-000127,0.0463952135050815
ACH-000128,0.12360561854750693
ACH-000132,0.11583981381000324
ACH-000133,-0.010150772742883207
ACH-000137,0.005970220747816875
ACH-000138,-0.02120075093653698
ACH-000142,0.04131688611822592
ACH-000143,0.20547453727641374
ACH-000146,0.015366052644989369
ACH-000148,0.09724765870034656
ACH-000150,-0.0485659278736651
ACH-000152,-0.004425408661075252
ACH-000153,0.29986516286317616
ACH-000159,0.08211219446998402
ACH-000160,-0.03765633648675063
