,ELP5 (23587)
ACH-000004,-1.1703080844380032
ACH-000005,-1.328159526331162
ACH-000007,-1.084459717636884
ACH-000009,-1.198980639486838
ACH-000011,-1.2741851908391402
ACH-000012,-1.1449751850909604
ACH-000013,-1.2845497756215467
ACH-000014,-1.3805992062777055
ACH-000015,-1.117760577623166
ACH-000017,-1.3305279164367259
ACH-000018,-1.1056424877414048
ACH-000019,-0.7789637880548239
ACH-000021,-1.020375079592953
ACH-000022,-1.1014105295014085
ACH-000025,-1.4624222583814015
ACH-000028,-1.1658476523082553
ACH-000030,-1.0646369926465382
ACH-000035,-0.8895917687398199
ACH-000036,-0.9494072823691404
ACH-000037,-1.198450970107536
ACH-000039,-0.7343211772961413
ACH-000040,-1.003430888221178
ACH-000041,-1.4502639915714446
ACH-000042,-1.0506346650589746
ACH-000045,-1.1255066401571772
ACH-000047,-1.04361789333991
ACH-000052,-0.8576122834201692
ACH-000053,-1.000193078043697
ACH-000054,-1.094017111945658
ACH-000055,-1.2225690291037796
ACH-000060,-1.109693935249206
ACH-000067,-1.147501083321428
ACH-000070,-0.9516094848242114
ACH-000075,-0.9722335285110936
ACH-000078,-1.0828015664638888
ACH-000082,-0.7970451315450809
ACH-000085,-1.3583108276171971
ACH-000086,-1.2052865002935846
ACH-000087,-0.8658016358483879
ACH-000092,-0.9544212378031086
ACH-000095,-0.9217894461239644
ACH-000097,-0.7112727882607074
ACH-000098,-1.273311644974346
ACH-000099,-1.022434363044626
ACH-000108,-1.0774810239983013
ACH-000113,-0.8973183918537274
ACH-000116,-1.2463114183160109
ACH-000118,-0.9961790445092014
ACH-000120,-1.2415083185165119
ACH-000123,-0.9420000339445348
ACH-000127,-1.1595437307005811
ACH-000128,-1.0120011900657322
ACH-000132,-1.1141103805976087
ACH-000133,-1.013063105101866
ACH-000137,-1.2547299574358115
ACH-000138,-1.2895306829560036
ACH-000142,-1.0719233492289848
ACH-000143,-1.2632337951277983
ACH-000146,-0.3769755558747273
ACH-000148,-1.307374215011056
ACH-000150,-0.9911116567966396
ACH-000152,-0.7904569736143695
