,GTF3A (2971)
ACH-000004,-1.0313526321415627
ACH-000005,-1.2495005631575
ACH-000007,-0.9976617472717114
ACH-000009,-0.6957808136116207
ACH-000011,-1.27775403527752
ACH-000012,-0.9936590959192932
ACH-000013,-1.169762792131656
ACH-000014,-0.83986372719025
ACH-000015,-1.3197223283671873
ACH-000017,-1.0419783637967737
ACH-000018,-0.7732147396465433
ACH-000019,-0.4486307747292305
ACH-000021,-1.0610367162316818
ACH-000022,-0.8654862095927265
ACH-000025,-1.1565611354045937
ACH-000028,-0.5290650212852763
ACH-000030,-0.9801077467122244
ACH-000035,-1.2473111787197204
ACH-000036,-0.9031103050832872
ACH-000037,-0.8478212403533133
ACH-000039,-0.8404815491099997
ACH-000040,-1.0041974382606755
ACH-000041,-1.1195420284965698
ACH-000042,-1.1481170901014277
ACH-000045,-0.9935537341746894
ACH-000047,-0.9206904780831552
ACH-000052,-0.6825472358120505
ACH-000053,-1.0181758560279859
ACH-000054,-0.8505000918172311
ACH-000055,-1.075027039439384
ACH-000060,-1.2033993485471677
ACH-000067,-1.1239910892289346
ACH-000070,-0.9352008321608368
ACH-000075,-1.1920108948246826
ACH-000078,-0.8271371154117786
ACH-000082,-0.9678105726868018
ACH-000085,-1.3695246340413707
ACH-000086,-0.9794130674821484
ACH-000087,-1.2822148481457682
ACH-000092,-0.8950999710174381
ACH-000095,-0.8573168480223889
ACH-000097,-1.0264803020825881
ACH-000098,-0.9031306859312548
ACH-000099,-0.9261446365048406
ACH-000108,-0.9867660159227148
ACH-000113,-0.9334939875619256
ACH-000116,-1.078921862463569
ACH-000118,-0.9965257567413942
ACH-000120,-1.0029088008748366
ACH-000123,-0.95501195954339
ACH-000127,-1.0368521650196445
ACH-000128,-1.1727623553435458
ACH-000132,-0.7431696574603908
ACH-000133,-0.9593095476674309
ACH-000137,-1.1447987796701415
ACH-000138,-1.010402573460489
ACH-000142,-1.2469123852843649
ACH-000143,-1.5094382892263627
ACH-000146,-1.0802785835704611
ACH-000148,-1.4321822308419483
ACH-000150,-0.9975333989921766
ACH-000152,-1.105570612974235
ACH-000153,-1.7011890279977178
ACH-000159,-1.0035914350985986
ACH-000160,-0.5940296216974398
ACH-000163,-1.2881592809350475
ACH-000167,-1.6451929987691631
ACH-000168,-0.7581571581579535
ACH-000169,-1.4091179324421832
ACH-000178,-0.9226317383877254
ACH-000183,-0.9646555984166729
ACH-000188,-0.9929539417996528
ACH-000189,-1.0013314908101978
ACH-000190,-1.0822590398003789
ACH-000198,-0.8986284474185501
ACH-000203,-0.40073787671278105
ACH-000204,-1.2194383250782534
ACH-000206,-1.0852690323608436
ACH-000207,-0.8130670690394073
ACH-000208,-1.1393387559390895
ACH-000210,-1.0185164267325175
ACH-000211,-1.1298565796973734
ACH-000215,-0.9122089772384971
ACH-000221,-1.198361403791813
ACH-000222,-1.07589915348355
ACH-000223,-1.5093091576781532
ACH-000226,-0.995760391356184
ACH-000227,-0.40897080769664623
ACH-000228,-1.2167311064951074
ACH-000231,-1.0179566646092115
ACH-000232,-1.063409170195083
ACH-000233,-0.9122950760143658
ACH-000234,-1.0999308837173625
ACH-000235,-0.8716865869306966
ACH-000237,-1.3382423674116852
ACH-000238,-0.8504244885863748
ACH-000242,-0.9887401248258522
ACH-000243,-0.8981452648917476
ACH-000244,-1.0028225195074418
ACH-000246,-0.9417485348597764
ACH-000248,-0.9621578864383036
ACH-000250,-0.9256637975277366
ACH-000251,-2.1604918861728524
ACH-000252,-0.854211186010916
ACH-000253,-0.6571772979453531
ACH-000255,-1.1238680921504274
ACH-000256,-1.21582515340413
ACH-000257,-0.995036120593812
ACH-000258,-0.8136968511026583
ACH-000259,-1.069723520968949
ACH-000260,-1.0978227382325227
ACH-000261,-1.0271449272966362
ACH-000262,-0.966504454768252
ACH-000263,-0.7431526893913727
ACH-000264,-0.981254110761668
ACH-000265,-1.0763739399995125
ACH-000266,-0.9507446622889956
ACH-000272,-0.9277322996118276
ACH-000274,-0.8034781529934634
ACH-000277,-1.266288582142986
ACH-000278,-1.0680535915495526
ACH-000279,-0.8715439433081804
ACH-000280,-0.9723325491459304
ACH-000281,-0.7775036529990194
ACH-000288,-0.845099454192366
ACH-000291,-0.9650260899235168
ACH-000293,-1.6094453944011806
ACH-000294,-0.8204890813963494
ACH-000295,-0.7350427166885211
ACH-000296,-0.9205817166398652
ACH-000302,-1.370369357951146
ACH-000304,-0.9111506225106996
ACH-000307,-1.0513761662333634
ACH-000308,-0.8695008433121498
ACH-000310,-0.6258792431489925
ACH-000311,-1.1307795839988537
ACH-000312,-1.016704544018348
ACH-000315,-0.9870790270405004
ACH-000316,-1.131827547431962
ACH-000317,-1.219422069670267
ACH-000318,-1.7590920280840987
ACH-000319,-1.1152454270014138
ACH-000320,-1.2109116562967002
ACH-000322,-0.6473679864276456
ACH-000323,-1.1112123986328448
ACH-000324,-1.13156402867053
ACH-000329,-1.091274111443455
ACH-000330,-0.9488386606712018
ACH-000331,-1.1280749373020182
ACH-000332,-1.1495119532982665
ACH-000334,-1.5656408752750728
ACH-000335,-0.9039931389425376
ACH-000336,-1.0288199303041037
ACH-000337,-1.0446077819931738
ACH-000338,-0.6818249423196371
ACH-000339,-0.8345558287616475
ACH-000341,-1.2090795038772977
ACH-000348,-1.1842838398606326
ACH-000350,-0.9262212272642256
ACH-000352,-1.2652882676148929
ACH-000356,-0.943370674105826
ACH-000361,-1.2291804536021864
ACH-000362,-0.9920449085368228
ACH-000363,-1.1229826552922686
ACH-000364,-1.0628452180408017
ACH-000365,-0.8118307517713664
ACH-000366,-0.9779539186356652
ACH-000368,-1.126405354644375
ACH-000374,-0.8532844904362256
ACH-000375,-0.8766318794901229
