,ANXA2R (389289)
ACH-000004,0.001259601262843629
ACH-000005,-0.16565366452614294
ACH-000007,-0.0773271950982877
ACH-000009,-0.2094407648622713
ACH-000011,-0.17379190167477926
ACH-000012,-0.050084108220544064
ACH-000013,-0.03508841782010862
ACH-000014,-0.14364862825435268
ACH-000015,-0.08490799925569026
ACH-000017,0.009459191637537943
ACH-000018,-0.06895045065937733
ACH-000019,-0.11881129599835083
ACH-000021,-0.0401511467105594
ACH-000022,-0.11992444662364315
ACH-000025,0.07884114131299222
ACH-000028,-0.05669517681211895
ACH-000030,-0.025955827713901067
ACH-000035,-0.014832551260532156
ACH-000036,-0.11085277791365496
ACH-000037,-0.17325973188357954
ACH-000039,-0.2548495170443372
ACH-000040,-0.13225852834431776
ACH-000041,-0.08307018150868813
ACH-000042,-0.104567137497905
ACH-000045,-0.0031174010631369194
ACH-000047,-0.11231684387473362
ACH-000052,-0.06271718755590305
ACH-000053,-0.17309432405970498
ACH-000054,-0.12477331187183956
ACH-000055,-0.11673863577026515
ACH-000060,-0.06679606245096031
ACH-000067,-0.08216586021341513
ACH-000070,-0.022378010221363882
ACH-000075,-0.15266615022546576
ACH-000078,-0.005161455799392886
ACH-000082,-0.14514619264920506
ACH-000085,0.030636078417464976
ACH-000086,-0.15351322894480984
ACH-000087,0.04307280339260739
ACH-000092,-0.15936564241617798
ACH-000095,-0.0955684524010591
ACH-000097,-0.10902285809678966
ACH-000098,-0.1780148007547361
ACH-000099,-0.012437398977177222
ACH-000108,-0.07806549528189456
ACH-000113,-0.10544951290476348
ACH-000116,0.03208245377838053
ACH-000118,-0.13688507328454605
ACH-000120,-0.14478374024358492
ACH-000123,-0.1280829928807939
ACH-000127,-0.1695629306724128
ACH-000128,-0.13578811762268553
ACH-000132,-0.15709674689871586
ACH-000133,-0.2339233120637317
ACH-000137,-0.16949125952965524
ACH-000138,-0.09023948302650676
ACH-000142,0.04568480907557911
ACH-000143,-0.1308515189219029
ACH-000146,-0.1988471324218085
ACH-000148,-0.1228090593186542
ACH-000150,0.0479082736900384
ACH-000152,-0.09068376213273473
ACH-000153,-0.351442431129221
ACH-000159,-0.05095146152639098
ACH-000160,-0.04185165587525321
ACH-000163,-0.13477365412847492
ACH-000167,-0.09269947917633513
ACH-000168,-0.1635796631107693
ACH-000169,-0.14929832003757407
ACH-000178,-0.183887615521361
ACH-000183,-0.053372829260613465
ACH-000188,-0.2160967296537465
ACH-000189,-0.15498247560462444
ACH-000190,-0.046614118692193784
ACH-000198,-0.1915996552114993
ACH-000203,0.0670962291277725
ACH-000204,-0.02160603502519479
ACH-000206,-0.249483564850292
ACH-000207,-0.10800737287383608
ACH-000208,-0.1622963802207248
ACH-000210,-0.4366467449413281
ACH-000211,-0.08222167404944407
ACH-000215,-0.1387318199334514
ACH-000221,-0.057082976304769724
ACH-000222,-0.04960982498016577
ACH-000223,-0.00241667547039216
ACH-000226,-0.11491593109962545
ACH-000227,-0.196974669998222
ACH-000228,-0.13830539127784608
ACH-000231,-0.10915036972251603
ACH-000232,-0.07695131851510517
ACH-000233,-0.08356012910262521
ACH-000234,-0.0746387051737497
ACH-000235,-0.11099073704908524
ACH-000237,-0.10900555771632564
ACH-000238,0.051176760476188535
ACH-000242,0.2697404843938702
ACH-000243,-0.034349541304290555
ACH-000244,-0.02014670312407149
ACH-000246,-0.10405416122078873
ACH-000248,-0.08397782887640343
ACH-000250,-0.1307986762146297
ACH-000251,-0.14739248682493222
ACH-000252,-0.04273359612889918
ACH-000253,-0.1353987587282364
ACH-000255,-0.02675465449265169
ACH-000256,-0.012986403010909251
ACH-000257,-0.08703707521187967
ACH-000258,-0.18243521451435085
ACH-000259,-0.06320977800735407
ACH-000260,-0.10633311804925848
ACH-000261,-0.11472233544632646
ACH-000262,-0.012825536026314359
ACH-000263,-0.027322236088390718
ACH-000264,-0.07900642367219574
ACH-000265,-0.05174151486660871
ACH-000266,-0.09199548991871301
ACH-000272,-0.18495830631150265
ACH-000274,0.01970626034393136
ACH-000277,-0.1302203281071041
ACH-000278,-0.08254441291464995
