,SAMD4A (23034)
ACH-000188,-0.26037863181347964
ACH-000189,-0.3053518881936211
ACH-000190,-0.4049038746100961
ACH-000198,-0.3049322479567175
ACH-000203,-0.5822375378304991
ACH-000204,-0.12056633073091527
ACH-000206,-0.0033451347087512296
ACH-000207,-0.2940786162833922
ACH-000208,-0.4025647662477202
ACH-000210,-0.6049649070625768
ACH-000211,-0.3117776206922503
ACH-000215,-0.2508139731180638
ACH-000221,-0.16232097726607905
ACH-000222,-0.14302867422439858
ACH-000223,-0.2797437981904759
ACH-000226,-0.4227027574361378
ACH-000227,-0.25895214226121144
ACH-000228,-0.2892100166584429
ACH-000231,-0.3805272286702505
ACH-000232,-0.3661512819413596
ACH-000233,-0.17861744601351898
ACH-000234,-0.29544339119392893
ACH-000235,-0.2558696757229839
ACH-000237,-0.2349405343236004
ACH-000238,-0.22268405808698225
ACH-000242,-0.15581080513772907
ACH-000243,-0.33044235631458835
ACH-000244,-0.3062492844042349
ACH-000246,-0.3177102156261421
ACH-000248,-0.6508148715364986
ACH-000250,-0.2451745024554544
ACH-000251,-0.26902123336726697
ACH-000252,-0.10451970945931176
ACH-000253,-0.17635105122388106
ACH-000255,-0.3965328359897893
ACH-000256,-0.1375429969885345
ACH-000257,-0.6177282971496066
ACH-000258,-0.22279592389326405
ACH-000259,-0.2390386594269622
ACH-000260,-0.3646000654269929
ACH-000261,-0.2385580869879643
ACH-000262,-0.6193527458277223
ACH-000263,-0.2278902713008628
ACH-000264,-0.31828477809033706
ACH-000265,-0.3143325588209469
ACH-000266,-0.34411576090464785
ACH-000272,-0.21656541296280452
ACH-000274,-0.3000789713492392
ACH-000277,-0.19120315412325034
ACH-000278,-0.17859700309635024
ACH-000279,-0.4005036054205982
ACH-000280,-0.4001886324695604
ACH-000281,-0.2270961445369673
ACH-000288,-0.4898226465616733
ACH-000291,-0.3651410953083316
ACH-000293,-0.3658646249307261
ACH-000294,-0.13869942351101355
ACH-000295,-0.15426910836124727
ACH-000296,-0.3429501976879653
ACH-000302,-0.2586023657951377
ACH-000304,-0.22208325221722305
ACH-000307,-0.3219964207007464
ACH-000308,-0.30221606317602856
ACH-000310,-0.3733780212818315
ACH-000311,-0.26823501888526463
ACH-000312,-0.1308825921248542
ACH-000315,-0.3214819844771974
ACH-000316,-0.3659751326714501
ACH-000317,-0.2314701167825505
ACH-000318,-0.2477555360277783
ACH-000319,-0.3180768405307381
ACH-000320,-0.1069161862141662
ACH-000322,-0.2353060916641253
ACH-000323,-0.3512872733507653
ACH-000324,-0.3829597807044692
ACH-000329,-0.08958321240240498
ACH-000330,-0.1932397743681342
ACH-000331,-0.32752832325807496
ACH-000332,-0.2917164671215328
ACH-000334,-0.4561174804490939
ACH-000335,-0.3243261924512117
ACH-000336,-0.2329515134763404
ACH-000337,-0.4268696870724488
ACH-000338,-0.30411854033654045
ACH-000339,-0.2691370199953632
ACH-000341,-0.4237822375037693
ACH-000348,-0.3294572817883896
ACH-000350,-0.23987570455957455
ACH-000352,-0.11128433498290613
ACH-000356,-0.5235303828083432
ACH-000361,-0.5018118352522218
ACH-000362,-0.3716875945582975
ACH-000363,-0.1961031471573704
ACH-000364,-0.6423771698635508
ACH-000365,-0.3822191817646381
ACH-000366,-0.19334599705260105
ACH-000368,-0.39956386067640376
ACH-000374,-0.2672340808034454
ACH-000375,-0.5427977620622467
ACH-000376,-0.39923205243513693
ACH-000381,-0.14575890759325366
ACH-000383,-0.2631221466210648
ACH-000387,-0.25015415307113475
ACH-000389,-0.4574557681786621
ACH-000390,-0.20025273849555647
ACH-000393,-0.3203259949793567
ACH-000395,-0.2621790340732332
ACH-000396,-0.22065686130468692
ACH-000397,-0.5588627480620297
ACH-000401,-0.3158817732458093
ACH-000402,-0.397991200422116
ACH-000403,-0.3120774803837861
ACH-000404,-0.2943521896572789
ACH-000406,-0.21498345546932526
ACH-000407,-0.2609820370078273
ACH-000408,-0.2323771790745235
ACH-000410,-0.20104541779579085
ACH-000411,-0.3859722618120949
ACH-000414,-0.13158810105298804
ACH-000415,-0.2437779630871704
ACH-000416,-0.3049915064290662
ACH-000420,-0.3074763742727479
ACH-000421,-0.2808466345756574
ACH-000424,-0.4056634457870543
ACH-000425,-0.5192882312419091
ACH-000426,-0.06758235322908075
ACH-000427,-0.4278143238802105
ACH-000433,-0.3114764094694853
ACH-000435,-0.6918539974843039
ACH-000436,-0.17005188378125974
ACH-000444,-0.4871259663594179
ACH-000445,-0.12556055412510408
ACH-000448,-0.15408254731924315
ACH-000450,-0.24243139784758774
ACH-000452,-0.2972685078433093
ACH-000454,-0.4585575582618301
ACH-000458,-0.5353740341160508
ACH-000459,-0.20466442387662548
ACH-000460,-0.4860650818592114
ACH-000461,-0.12319650305995927
ACH-000463,-0.2704759614455585
ACH-000464,-0.33410039516492185
ACH-000466,-0.39226341075579496
ACH-000467,-0.12416299965229358
ACH-000468,-0.4115806259574396
ACH-000469,-0.18484369076251256
ACH-000470,-0.390502307011456
ACH-000471,-0.2922004344414764
ACH-000472,-0.3041562094672887
ACH-000473,-0.4962565349397406
ACH-000475,-0.4268632042125973
ACH-000476,-0.28854824011699737
ACH-000477,-0.4328503082735319
ACH-000479,-0.21806741584182324
ACH-000480,-0.3787038453900917
ACH-000481,-0.4380114614839079
ACH-000483,-0.17237720468973627
ACH-000484,-0.13163457488612576
ACH-000485,-0.2657988173577743
ACH-000486,-0.31126946102069764
ACH-000487,-0.2921221214652897
ACH-000488,-0.23911916953667886
ACH-000490,-0.25649909896100137
ACH-000491,-0.17152210669179718
ACH-000495,-0.177061767965401
ACH-000496,-0.28225004956977473
ACH-000499,-0.204967295109536
ACH-000500,-0.3629716451229616
ACH-000502,-0.28249399440379946
ACH-000503,-0.2526106758552731
ACH-000505,-0.4316340422905899
ACH-000507,-0.4486158158396881
ACH-000510,-0.17200727443785316
ACH-000511,-0.43035967182321994
ACH-000512,-0.4343051419631961
ACH-000516,-0.3608639291041614
ACH-000517,-0.2834338055747473
ACH-000518,-0.2712472283197057
ACH-000520,-0.4015846547817463
ACH-000521,-0.4361521442225849
ACH-000522,-0.4360676792287412
ACH-000524,-0.2688607607759601
ACH-000527,-0.24902642312639525
ACH-000528,-0.3487040305324734
ACH-000537,-0.37411135724402894
ACH-000541,0.01975363118764676
ACH-000542,-0.3703793636688621
ACH-000544,-0.18450275755073714
ACH-000545,-0.29085130137665066
ACH-000547,-0.4376285834238592
ACH-000548,-0.1797595670921245
ACH-000549,-0.3629483727185315
ACH-000550,-0.3777283969070396
ACH-000552,-0.34605855418975984
ACH-000556,-0.3036449026235489
ACH-000557,-0.24921041385637235
ACH-000569,-0.3058755540204006
ACH-000570,-0.17561591517875794
ACH-000571,-0.2524529566594166
ACH-000573,-0.29181297040343673
ACH-000576,-0.2911439679857829
ACH-000579,-0.20873374442213
ACH-000580,-0.18440623800776124
ACH-000584,-0.436141607846662
ACH-000585,-0.2478077676101417
ACH-000588,-0.2356352175074849
ACH-000589,-0.15152446553961887
ACH-000591,-0.4409878126801151
ACH-000593,-0.21954007678900705
ACH-000600,-0.18321760964883704
ACH-000601,-0.2870666217801515
ACH-000605,-0.3297987417609468
ACH-000606,-0.254821526276006
ACH-000608,-0.28756537280748384
ACH-000614,-0.4374043934302135
ACH-000616,-0.2918940932467777
ACH-000618,-0.19103990501378146
ACH-000619,-0.2272985626731567
ACH-000620,-0.2431623470103337
ACH-000621,-0.21019519292400074
ACH-000622,-0.38709505927798976
ACH-000623,-0.3637060394612069
ACH-000624,-0.36217237976987104
ACH-000627,-0.3608494548889686
ACH-000630,-0.3460450464169369
ACH-000631,-0.290366337986318
ACH-000632,-0.4807845536668304
ACH-000633,-0.1923694719627572
ACH-000637,-0.3616251319101912
ACH-000638,-0.17301736252130262
ACH-000646,-0.6161245100205835
ACH-000647,-0.1049344420513496
ACH-000648,-0.4994121095338118
ACH-000649,-0.35943204573383936
ACH-000651,-0.32431863653236964
ACH-000652,-0.20737617038114745
ACH-000653,-0.3420484888699929
ACH-000657,-0.28339651209687755
ACH-000658,-0.2270233739764003
ACH-000661,-0.08427714733673003
ACH-000662,-0.2950872307266697
ACH-000663,-0.4549007069348755
ACH-000665,-0.21556422589353766
ACH-000671,-0.20015448546504194
ACH-000672,-0.2849743099523744
ACH-000673,-0.29084070370931303
ACH-000676,-0.17048113596666198
ACH-000677,-0.3631831999511924
ACH-000681,-0.3964147289053924
ACH-000683,-0.2133551356343224
ACH-000684,-0.3418327925182613
ACH-000688,-0.3254599382440765
ACH-000693,-0.34111270006385885
ACH-000694,-0.3204880816941338
ACH-000695,-0.23336264194227385
ACH-000696,-0.2937439546609584
ACH-000697,-0.4933244361814467
ACH-000699,-0.26532391369664304
ACH-000701,-0.13053796051746847
ACH-000706,-0.2765426851181613
ACH-000711,-0.3126210798446247
ACH-000713,-0.37175255299181104
ACH-000714,-0.2747926533948501
ACH-000718,-0.4436159668537254
ACH-000720,-0.22629873939512196
ACH-000721,-0.30142430006784193
ACH-000724,-0.15840335993236174
ACH-000725,-0.41233427519670296
ACH-000732,-0.4688395884957519
ACH-000734,-0.15862148872410262
ACH-000735,-0.34644622490253324
ACH-000736,-0.2791335085589765
ACH-000738,-0.3780225750765449
ACH-000746,-0.4047564024475113
ACH-000747,-0.29127111414211704
ACH-000748,-0.3665813285573408
ACH-000753,-0.23736083592000345
ACH-000756,-0.2383580569059532
ACH-000757,-0.32111936781644845
ACH-000758,-0.17454309331437098
ACH-000760,-0.31618205788115666
ACH-000762,-0.17331711555603702
ACH-000763,-0.19232568082538726
ACH-000764,-0.3974044379909419
ACH-000765,-0.3592848195332997
ACH-000766,-0.09834538488215427
ACH-000767,-0.3968806010420502
ACH-000768,-0.4676768290148341
ACH-000769,-0.21865736004783545
ACH-000770,-0.38297585068902174
ACH-000771,-0.23975854165982616
ACH-000773,-0.27011740052256245
ACH-000776,-0.14166834019713195
ACH-000777,-0.1881021552810697
ACH-000778,-0.2817735453801851
ACH-000781,-0.2294924272418576
ACH-000782,-0.21152539766657266
ACH-000783,-0.15177919772338225
ACH-000784,-0.36031180443554894
ACH-000785,-0.3747864225633396
ACH-000787,-0.3313168243644773
ACH-000788,-0.3558864432547201
ACH-000791,-0.380699681684944
ACH-000792,-0.3357749134215564
ACH-000794,-0.3310194596894888
ACH-000796,-0.3552115267175481
ACH-000798,-0.07488128325964873
ACH-000799,-0.4111598289700087
ACH-000800,-0.1892383374738859
ACH-000802,-0.1192498200854278
ACH-000804,-0.3199802807857812
ACH-000805,-0.3888541986247664
ACH-000809,-0.2432617162504077
ACH-000810,-0.4278806993285929
ACH-000811,-0.15258746876893026
ACH-000817,-0.28859722697014745
ACH-000819,-0.34553741143958505
ACH-000820,-0.342300347687128
ACH-000821,-0.18664212504263503
ACH-000822,-0.21443771019695526
ACH-000823,-0.2395132483731005
ACH-000824,-0.2753240695047463
ACH-000827,-0.4076694360099371
ACH-000829,-0.2536564399876525
ACH-000831,-0.20660854227132186
ACH-000832,-0.4140006734924669
ACH-000833,-0.05544513105275102
ACH-000834,-0.1933579153182729
ACH-000835,-0.3977303761871481
ACH-000836,-0.2581132901393172
ACH-000837,-0.14924026256907488
ACH-000838,-0.4565079307620313
ACH-000839,-0.4207383276123324
ACH-000840,-0.33348438417205073
ACH-000841,-0.34059564977893986
ACH-000843,-0.31554860364955617
ACH-000846,-0.21189951771291915
ACH-000847,-0.31541811574414197
ACH-000848,-0.3860226679898043
ACH-000849,-0.2556442656668198
ACH-000851,-0.4236310748793288
ACH-000855,-0.29923318750712863
ACH-000856,-0.28047659215056786
ACH-000858,-0.3316049737762893
ACH-000859,-0.3234117383668101
ACH-000861,-0.332149340013805
ACH-000862,-0.33531123407065266
ACH-000865,-0.18078347200890346
ACH-000866,-0.272034038565712
ACH-000867,-0.19241308828332326
ACH-000869,-0.4593647953077703
ACH-000872,-0.3753843792653333
ACH-000873,-0.3642465367011756
ACH-000876,-0.3889669950822527
ACH-000878,-0.11054943583907766
ACH-000880,-0.23511081818192156
ACH-000881,-0.4101300604072471
ACH-000882,-0.2782890801617607
ACH-000884,-0.2889453783376198
ACH-000885,-0.3646859305410062
ACH-000887,-0.3644594759403624
ACH-000889,-0.29009261404263303
ACH-000896,-0.3013247538461637
ACH-000898,-0.1903348660509325
ACH-000900,-0.3436046987860128
ACH-000901,-0.25604282133935474
ACH-000905,-0.3326131251514466
ACH-000906,-0.3017254416138133
ACH-000907,-0.5206587420446198
ACH-000910,-0.15347188385144733
ACH-000911,-0.2362900654200487
ACH-000912,-0.3501206363342183
ACH-000913,-0.3193855189421418
ACH-000915,-0.5507556680339427
ACH-000916,-0.20997941470650772
ACH-000917,-0.5047066384834894
ACH-000920,-0.07284546107405791
ACH-000921,-0.5522667565469005
ACH-000924,-0.21347116498335592
ACH-000926,-0.3324928090617955
ACH-000928,-0.3305538631395871
ACH-000929,-0.08058987251671987
ACH-000932,-0.4026021708700719
ACH-000935,-0.29543373218840635
ACH-000936,-0.35355926158426165
ACH-000937,-0.3184733007805243
ACH-000938,-0.13589839769752288
ACH-000939,-0.25485618321976605
ACH-000941,-0.3706999800284743
ACH-000943,-0.3757911702850045
ACH-000946,-0.3947761516803846
ACH-000947,-0.15432216072985
ACH-000948,-0.34706405468533325
ACH-000950,-0.4826002225887847
ACH-000953,-0.29619818889343386
ACH-000954,-0.3964081065146233
ACH-000957,-0.3394789266706626
ACH-000958,-0.3664547013309394
ACH-000960,-0.27670558346507723
ACH-000963,-0.35832693238519203
ACH-000968,-0.08349301067467414
ACH-000969,-0.4355409660410668
ACH-000972,-0.11402731095761408
ACH-000973,-0.363088974467353
ACH-000974,-0.3502944497210631
ACH-000978,0.1441838360422449
ACH-000984,-0.17512090348230888
ACH-000986,-0.39449010166163617
ACH-000988,-0.19744657769276466
ACH-000993,-0.20103854130378435
ACH-000994,-0.07767599868905316
ACH-000996,-0.4455362915589199
ACH-001001,-0.3060442627178517
ACH-001020,-0.3555575633414657
ACH-001028,-0.26057976415297696
ACH-001031,-0.42035019356517217
ACH-001038,-0.18681194705445897
ACH-001048,-0.2518023150904218
ACH-001050,-0.35630493016348186
ACH-001053,-0.4459719883523544
ACH-001054,-0.4655978804212824
ACH-001061,-0.4195301949101828
ACH-001067,-0.2426734209537019
ACH-001075,-0.14092861717105032
ACH-001096,-0.22442952785140485
ACH-001111,-0.2809130870179131
ACH-001119,-0.3061305766691093
ACH-001128,-0.20261095090546108
ACH-001134,-0.2162768648351749
ACH-001151,-0.4227707416502885
ACH-001163,-0.2398380683869774
ACH-001164,-0.6387802407666584
ACH-001183,-0.26521920894560685
ACH-001192,-0.4265009778152168
ACH-001193,-0.1739841734776558
ACH-001196,-0.33901433498013794
ACH-001197,-0.3947787666231958
ACH-001205,-0.3703283534890357
ACH-001211,-0.5625100737174976
ACH-001212,-0.4896045776062827
ACH-001228,-0.19636327469184914
ACH-001232,-0.4795516391589349
ACH-001239,-0.5408926530791511
ACH-001270,-0.26242363218226544
ACH-001274,-0.3457788433026836
ACH-001275,-0.6302639066123541
ACH-001277,-0.3634237117833457
ACH-001278,-0.2564929417497465
ACH-001280,-0.20728100885106812
ACH-001283,-0.2217667452509575
ACH-001289,-0.4730662433578576
ACH-001300,-0.2754307345092433
ACH-001301,-0.4623211994000669
ACH-001302,-0.25950950960931474
ACH-001306,-0.3044767191526481
ACH-001318,-0.3427849235136312
ACH-001322,-0.21559442026168332
ACH-001328,-0.1688130975087217
ACH-001332,-0.40447880532505337
ACH-001336,-0.2625542606296803
ACH-001346,-0.25982412524525444
ACH-001353,-0.3099222012536554
ACH-001354,-0.20513411710798746
ACH-001367,-0.3400968226808844
ACH-001368,-0.3796698600465667
ACH-001374,-0.4119002506202044
ACH-001377,-0.13214144940223566
ACH-001380,-0.452350677997814
ACH-001391,-0.14002595629270248
ACH-001408,-0.2730526154841962
ACH-001430,-0.4460530105215449
ACH-001431,-0.3321030324635184
ACH-001450,-0.1986618588906914
ACH-001496,-0.17067537010032724
ACH-001500,-0.3032671114852869
ACH-001523,-0.2592807746980047
ACH-001532,-0.3500521221059665
ACH-001550,-0.38483137668270295
ACH-001552,-0.3608131075702614
ACH-001554,-0.3630658866414023
ACH-001654,-0.22845472279551615
ACH-001735,-0.32224605266793643
ACH-001736,-0.28178128684163445
ACH-001737,-0.17278106987582634
ACH-001740,-0.3032440660628433
ACH-001745,-0.2792096576275581
ACH-001765,-0.3557387120979033
