,DRG1 (4733)
ACH-000004,-0.15461176626379358
ACH-000005,-0.07790001233314714
ACH-000007,-0.37825994009412295
ACH-000009,-0.3071784281368157
ACH-000011,-0.4290565832249007
ACH-000012,-0.4904382613545707
ACH-000013,-0.3861148544607442
ACH-000014,-0.5099453276575009
ACH-000015,-0.4676460623756259
ACH-000017,-0.3932261459816055
ACH-000018,-0.3323194029910509
ACH-000019,-0.2746365102583323
ACH-000021,-0.3498585114924751
ACH-000022,-0.4463614729323503
ACH-000025,-0.5166881243749231
ACH-000028,-0.378624435114136
ACH-000030,-0.4762652173049009
ACH-000035,-0.6257911704741896
ACH-000036,-0.3386212935337503
ACH-000037,-0.5298461304668711
ACH-000039,-0.27439141287004765
ACH-000040,-0.4180892855280208
ACH-000041,-0.6938007950893141
ACH-000042,-0.5668890032699623
ACH-000045,-0.16417424245494142
ACH-000047,-0.6115246004570745
ACH-000052,-0.4691627588128588
ACH-000053,-0.3657234437686039
ACH-000054,-0.3270539825457208
ACH-000055,-0.7121141475044421
ACH-000060,-0.42286287619394175
ACH-000067,-0.4478649143746056
ACH-000070,-0.28628299912035565
ACH-000075,-0.6643897178919023
ACH-000078,-0.3963353666748939
ACH-000082,-0.2855291578050351
ACH-000085,-0.6358686249976583
ACH-000086,-0.43871573218852894
ACH-000087,-0.2329705010261815
ACH-000092,-0.5127118250030773
ACH-000095,-0.4520641161696989
ACH-000097,-0.6259085107140787
ACH-000098,-0.32522644553243035
ACH-000099,-0.5050626567240966
ACH-000108,-0.3628918673385788
ACH-000113,-0.459926785380454
ACH-000116,-0.3894552113467569
ACH-000118,-0.5361882943237418
ACH-000120,-0.4269808157787829
ACH-000123,-0.5501181378573351
ACH-000127,-0.4983758373092382
ACH-000128,-0.22012063618131936
ACH-000132,-0.4408491730690734
ACH-000133,-0.4944910036651254
ACH-000137,-0.6271271482571591
ACH-000138,-0.27012024044475863
ACH-000142,-0.5244449253141096
ACH-000143,-0.6493108874014425
ACH-000146,-0.5175443110000999
ACH-000148,-0.4393648635511752
ACH-000150,-0.4397800029063341
ACH-000152,-0.4258044689112985
ACH-000153,-0.3358081249888689
ACH-000159,-0.4598162965639974
ACH-000160,-0.4457533452003585
ACH-000163,-0.3663906738637214
ACH-000167,-0.3906639609975932
ACH-000168,-0.433931226269404
ACH-000169,-0.6473796707239255
ACH-000178,-0.47109871625471994
ACH-000183,-0.5571314693660337
ACH-000188,-0.364802053990152
ACH-000189,-0.3705479494837511
ACH-000190,-0.581950100138169
ACH-000198,-0.3788589472245954
ACH-000203,-0.041631570361985344
ACH-000204,-0.3625325175883548
ACH-000206,-0.4595762180994101
ACH-000207,-0.4646428420559365
ACH-000208,-0.7047222865332049
ACH-000210,-0.6239251924141908
ACH-000211,-0.3846111659215081
ACH-000215,-0.4369000738277433
ACH-000221,-0.5591086401215122
ACH-000222,-0.3199426627644245
ACH-000223,-0.2870103609317679
ACH-000226,-0.5988247286274637
ACH-000227,-0.7556892894972138
ACH-000228,-0.41137870994949866
ACH-000231,-0.3463645308345426
ACH-000232,-0.383639853513899
ACH-000233,-0.5716459857380466
ACH-000234,-0.4205551876526124
ACH-000235,-0.3558481434498129
ACH-000237,-0.38884457064368616
ACH-000238,-0.6619192400214067
ACH-000242,-0.4635654978100344
ACH-000243,-0.5213512615840774
ACH-000244,-0.6838521458314707
ACH-000246,-0.2654576360824964
ACH-000248,-0.3283621041855228
ACH-000250,-0.3488688645932156
ACH-000251,-0.2086823116574772
ACH-000252,-0.6990508328313944
ACH-000253,-0.4508664340805749
ACH-000255,-0.5099471862182846
ACH-000256,-0.2616428072487693
ACH-000257,-0.038070358816442
ACH-000258,-0.3971340029168647
ACH-000259,-0.5277894698415645
ACH-000260,-0.5675666435122173
ACH-000261,-0.21922277908822785
ACH-000262,-0.43141997888520733
ACH-000263,-0.8651603077606005
ACH-000264,-0.4711693481287617
ACH-000265,-0.5821969097529582
ACH-000266,-0.3193964458851986
