,TEAD2 (8463)
ACH-000004,0.022260662456482817
ACH-000005,0.05068360886514281
ACH-000007,0.06358728926383032
ACH-000009,-0.03326216555999572
ACH-000011,0.028613184481756468
ACH-000012,-0.09057796215628447
ACH-000013,-0.017201417194617482
ACH-000014,0.13217090702063472
ACH-000015,-0.17683552702745792
ACH-000017,0.005236723890989024
ACH-000018,-0.1403877544577297
ACH-000019,-0.21333834039451
ACH-000021,0.016162110066375208
ACH-000022,-0.10456652731303027
ACH-000025,0.09875819572753736
ACH-000028,-0.03738561913973668
ACH-000030,-0.06074109538736276
ACH-000035,0.03962441751953464
ACH-000036,-0.00416361675877483
ACH-000037,-0.08395616797897118
ACH-000039,-0.12642099916233052
ACH-000040,0.23313442452182656
ACH-000041,0.051639292967420064
ACH-000042,-0.026321397165955072
ACH-000045,-0.1180830441531862
ACH-000047,-0.16305947824220696
ACH-000052,0.0020733373322829045
ACH-000053,0.004666798468312957
ACH-000054,-0.09712184448624801
ACH-000055,0.019959620214444668
ACH-000060,0.1723373864485653
ACH-000067,0.09841878162684636
ACH-000070,-0.014497821693615643
ACH-000075,-0.08284788783169783
ACH-000078,-0.034599386791080586
ACH-000082,0.15541425054845082
ACH-000085,0.0829119335950799
ACH-000086,-0.1869871272807976
ACH-000087,-0.04424416412010677
ACH-000092,-0.022039340408029046
ACH-000095,0.09342738550841234
ACH-000097,-0.03577333218369075
ACH-000098,-0.1974334203377646
ACH-000099,-0.018908073321612862
ACH-000108,-0.17675901124219806
ACH-000113,0.06244036487082516
ACH-000116,0.08732603008063558
ACH-000118,0.0469242441752372
ACH-000120,-0.011299828629916936
ACH-000123,0.028421924157919307
ACH-000127,-0.02276210625709048
ACH-000128,0.1040391907885864
ACH-000132,0.022975317848948563
ACH-000133,-0.03368432147993841
ACH-000137,-0.13493386765838786
ACH-000138,-0.2097685097520096
ACH-000142,-0.1587775401487052
ACH-000143,0.05911710064481796
ACH-000146,0.11876934185233493
ACH-000148,0.031206977585667237
ACH-000150,-0.036638135197374654
ACH-000152,-0.0526312114960587
ACH-000153,-0.1511732679990898
ACH-000159,-0.036916560893667495
ACH-000160,0.05363489744053079
ACH-000163,-0.031840315344068594
ACH-000167,0.07595625314065824
ACH-000168,0.04469766773499794
ACH-000169,-0.0768639219948962
ACH-000178,0.005911401992028037
ACH-000183,-0.035688812154449766
ACH-000188,0.0899797648184717
ACH-000189,-0.4537339675120317
ACH-000190,-0.16130686656184326
ACH-000198,0.03548759976314971
ACH-000203,0.003428507135841441
ACH-000204,0.15984615144197198
ACH-000206,0.10359774689404776
ACH-000207,0.0044289245231834955
ACH-000208,-0.10040056131212577
ACH-000210,-0.24387241500121834
ACH-000211,0.07874739738859769
ACH-000215,0.0242323406865928
ACH-000221,0.06126103494964411
ACH-000222,0.09611261657476967
ACH-000223,0.09293610190653946
ACH-000226,0.04581569467679195
ACH-000227,0.03213410978042748
ACH-000228,0.05097719310149754
ACH-000231,0.08505212736993477
ACH-000232,-0.13574404227902748
ACH-000233,-0.18079126800444872
ACH-000234,0.0251089274106141
ACH-000235,-0.031565308489328904
ACH-000237,-0.11838976967106432
ACH-000238,0.028724388372012737
ACH-000242,0.025937143686178044
ACH-000243,-0.04227234061063885
ACH-000244,0.11698506144239723
ACH-000246,-0.06524054934012027
ACH-000248,0.054556321475259115
ACH-000250,-0.012488524165885806
ACH-000251,-0.047316424861292734
ACH-000252,0.030223327172929918
ACH-000253,-0.04872161388175005
ACH-000255,-0.02463554269133835
ACH-000256,-0.08873313657009654
ACH-000257,0.03136316631451648
ACH-000258,0.20141377171411992
ACH-000259,-0.06382089048147008
ACH-000260,-0.047259469742532714
ACH-000261,0.07542620953596436
ACH-000262,0.07335864732461682
ACH-000263,0.33795563361177583
ACH-000264,0.061976356322194975
ACH-000265,-0.1405661450883678
ACH-000266,-0.01652751117366361
ACH-000272,-0.006493311283142747
ACH-000274,0.039929338500935344
ACH-000277,0.08813983868050226
ACH-000278,-0.06690987323988525
ACH-000279,-0.05341306947336128
ACH-000280,-0.09974823466213166
ACH-000281,0.004429734791769931
ACH-000288,0.036954658623071165
ACH-000291,-0.1898400966220449
ACH-000293,0.000722792601667825
ACH-000294,-0.0040479591401092205
ACH-000295,0.07777262123311714
ACH-000296,-0.07023147547132877
ACH-000302,-0.15938910109989213
ACH-000304,0.3680140829456467
ACH-000307,0.050066578281944135
ACH-000308,-0.08325460296021701
ACH-000310,0.06167806539807175
ACH-000311,0.036255539309009883
ACH-000312,0.14752034686116233
ACH-000315,-0.026572367411423242
ACH-000316,-0.03344189617012381
ACH-000317,0.0590708889094386
ACH-000318,-0.003641442519171349
ACH-000319,-0.10837458669336844
ACH-000320,0.213462622048934
ACH-000322,0.0944419351628641
ACH-000323,-0.05335856031004616
ACH-000324,-0.038309949476393296
ACH-000329,0.059944268347738486
ACH-000330,0.15630322731852114
ACH-000331,0.1571955906373647
ACH-000332,-0.048735760997208485
ACH-000334,0.028964434194796763
ACH-000335,0.1042952156678012
ACH-000336,0.28425727448759336
ACH-000337,-0.10382117818348527
ACH-000338,0.2943806196031101
ACH-000339,-0.08869306227315131
ACH-000341,-0.08683829396547084
ACH-000348,0.08624297067346938
