,CCNB1 (891)
ACH-000004,-0.5909911976024901
ACH-000005,-1.230889914045773
ACH-000007,-0.5170453811259419
ACH-000009,-0.4216128254115202
ACH-000011,-0.6814928199664707
ACH-000012,-0.6814175524856743
ACH-000013,-0.5283460744631954
ACH-000014,-0.5301675108304761
ACH-000015,-0.8572975063019742
ACH-000017,-0.3532734673583641
ACH-000018,-0.5818763437012221
ACH-000019,-0.4768835935564858
ACH-000021,-0.8244636238591203
ACH-000022,-0.36849197266858014
ACH-000025,-0.5483189809511578
ACH-000028,-0.6978048288359984
ACH-000030,-0.7428412620752645
ACH-000035,-0.5825733528409774
ACH-000036,-0.4840316507398853
ACH-000037,-0.8363493722946151
ACH-000039,-0.4518316119091859
ACH-000040,-0.5892224252803652
ACH-000041,-0.8836463704445583
ACH-000042,-0.9110350268049016
ACH-000045,-0.500061275135414
ACH-000047,-1.0154189452800593
ACH-000052,-0.8139039432364472
ACH-000053,-0.7074083840132165
ACH-000054,-0.5907279560497349
ACH-000055,-0.8682227346585495
ACH-000060,-0.7264243540148899
ACH-000067,-0.23218069291292096
ACH-000070,-0.4726216112206292
ACH-000075,-0.4576765820540104
ACH-000078,-0.5642463421256895
ACH-000082,-0.9663800893223904
ACH-000085,-0.8366181140210511
ACH-000086,-0.5137151368656411
ACH-000087,-1.0412492792474028
ACH-000092,-0.5063250840222209
ACH-000095,-0.657184689098422
ACH-000097,-0.7269023101901183
ACH-000098,-0.6605403172098141
ACH-000099,-0.10805090416283557
ACH-000108,-0.6136645493238361
ACH-000113,-0.4356462077163975
ACH-000116,-0.9145985670527916
ACH-000118,-0.7212852538633586
ACH-000120,-0.6331814092874025
ACH-000123,-0.6897408585713165
ACH-000127,-0.5462091361954877
ACH-000128,-0.7988315715401602
ACH-000132,-0.8197824687061038
ACH-000133,-0.7679615883065529
ACH-000137,-0.3866776525098655
ACH-000138,-0.4748574119968159
ACH-000142,-0.2248954403814983
ACH-000143,-0.5217931548064271
ACH-000146,-0.5251050940737808
ACH-000148,-0.7292200158135609
ACH-000150,-0.3493961314589714
ACH-000152,-0.7346845465608036
ACH-000153,-0.7139981714850459
ACH-000159,-0.5455908301887463
ACH-000160,-0.3791567004718643
ACH-000163,-0.7266592587988392
ACH-000167,-0.8295259321496905
ACH-000168,-0.4291461981405377
ACH-000169,-0.7091515499227045
ACH-000178,-0.7996592698678503
ACH-000183,-0.5166484240951931
ACH-000188,-0.661118262711716
ACH-000189,-0.6927591483831812
ACH-000190,-1.0090121157984886
ACH-000198,-0.5681588207488218
ACH-000203,-1.1293813379619149
ACH-000204,-0.698382783260729
ACH-000206,-0.5369427627906316
ACH-000207,-0.9708052731191958
ACH-000208,-0.5778473453179598
ACH-000210,-0.6842505097607307
ACH-000211,-0.5663224924997851
ACH-000215,-0.4129803408467791
ACH-000221,-0.9895048725445345
ACH-000222,-0.6126125462120011
ACH-000223,-0.6733560300006324
ACH-000226,-0.7405251242142808
ACH-000227,-0.4695461288947538
ACH-000228,-0.8498386946694308
ACH-000231,-0.5648177350805609
ACH-000232,-0.7980534172163857
ACH-000233,-0.7026671253080635
ACH-000234,-0.2850499766074523
ACH-000235,-0.6157987447973509
ACH-000237,-0.5697547121414045
ACH-000238,-0.6060050377077496
ACH-000242,-0.7921800134360618
ACH-000243,-0.8008029409138427
ACH-000244,-0.4774181954051937
ACH-000246,-0.517662543659378
ACH-000248,-0.5742930497209973
ACH-000250,-0.3734639231512073
ACH-000251,-0.6445944339175761
ACH-000252,-0.8526300285330077
ACH-000253,-0.5311577756136068
ACH-000255,-0.6606765015356655
ACH-000256,-0.7151934425020062
ACH-000257,-0.8825058951287281
ACH-000258,-0.3767053369697884
ACH-000259,-0.29778235920304524
ACH-000260,-0.7567732409460756
ACH-000261,-0.654431156664225
ACH-000262,-0.5620573782381724
ACH-000263,-0.8255073368045959
ACH-000264,-0.23265429794633544
ACH-000265,-0.5166504050240953
ACH-000266,-0.5756502738790132
ACH-000272,-0.5547116189352781
ACH-000274,-0.6552519326282236
ACH-000277,-0.5070225216754646
ACH-000278,-0.8487780022512653
ACH-000279,-0.8805713026445897
ACH-000280,-0.7433289407463783
ACH-000281,-0.3988887599977182
ACH-000288,-0.6411958759327379
ACH-000291,-0.6712328458664503
ACH-000293,-0.6886449215850026
ACH-000294,-0.7879111463877171
ACH-000295,-0.6991920809715501
ACH-000296,-0.8582136205364179
ACH-000302,-0.7165011961890946
ACH-000304,-0.3660222333214144
ACH-000307,-0.7638084103011266
ACH-000308,-0.4197822889648789
ACH-000310,-0.6344234711179698
ACH-000311,-0.4776586453452618
ACH-000312,-0.5493414967627877
ACH-000315,-0.6653294305864627
ACH-000316,-0.7334833798935735
ACH-000317,-0.9930001985005836
ACH-000318,-0.627738897872411
ACH-000319,-0.6774056457078746
ACH-000320,-0.5456166720438738
ACH-000322,-0.3914798217362492
ACH-000323,-0.5976419676782564
ACH-000324,-0.7396348811211891
ACH-000329,-0.3112136725426077
ACH-000330,-0.8186300185916904
ACH-000331,-0.571593888720736
ACH-000332,-0.7521671340711885
ACH-000334,-0.6248360452952204
ACH-000335,-0.6445363236742273
ACH-000336,-0.702026017373726
ACH-000337,-0.5098306376946072
ACH-000338,-0.9079282081899416
ACH-000339,-0.6332690786170244
ACH-000341,-0.6696902126760398
ACH-000348,-0.6778848983569989
ACH-000350,-0.7250346987184862
ACH-000352,-0.44604954600204144
ACH-000356,-0.6302921134944837
ACH-000361,-0.5063732372735863
ACH-000362,-0.4882924372993669
ACH-000363,-0.2936829030418783
ACH-000364,-0.4789365424538522
ACH-000365,-0.3483350535149207
ACH-000366,-0.3775797410073507
ACH-000368,-0.4732479279987705
ACH-000374,-1.074888388393418
ACH-000375,-0.5902400203473136
ACH-000376,-0.6298200718225918
ACH-000381,-0.643317519264536
ACH-000383,-0.5576703870133385
ACH-000387,-0.7184932741904132
ACH-000389,-0.634224539639719
ACH-000390,-0.281424968230851
ACH-000393,-0.7579497768419758
ACH-000395,-0.9268874213034572
ACH-000396,-0.5917109480795986
ACH-000397,-0.4779431919913595
ACH-000401,-0.5852779636135919
ACH-000402,-0.30408888102026704
ACH-000403,-0.9788671358681821
ACH-000404,-0.2320383007363797
ACH-000406,-0.4382639810830322
ACH-000407,-0.6102938469783584
ACH-000408,-0.7563315760998205
ACH-000410,-0.5273879876226404
ACH-000411,-0.3596481344180755
ACH-000414,-0.4714632884861416
ACH-000415,-0.5606639041431027
ACH-000416,-0.5046508314720751
ACH-000420,-0.9121676023220668
ACH-000421,-0.6650101798850132
ACH-000424,-0.6908181656107023
ACH-000425,-0.5448075319078814
ACH-000426,-1.0084919960929402
ACH-000427,-0.5015664210379522
ACH-000433,-0.6178126041906379
ACH-000435,-1.258507870421686
ACH-000436,-0.6771906066472007
ACH-000444,-0.7243471504470884
ACH-000445,-0.4958089960503252
ACH-000448,-0.4606674167245034
ACH-000450,-0.37648677031719785
ACH-000452,-0.6192738876516776
ACH-000454,-0.6770457553633751
ACH-000458,-0.9040776337848804
ACH-000459,-0.4571119298372094
ACH-000460,-0.512173997633123
ACH-000461,-0.7714125784566349
ACH-000463,-0.6208396845318763
ACH-000464,-0.3567499573452228
ACH-000466,-1.1831847501574675
ACH-000467,-0.5928933716197521
ACH-000468,-0.5636566776420086
ACH-000469,-0.5854844132509831
ACH-000470,-1.0582255076169829
ACH-000471,-0.4909421387380515
ACH-000472,-0.7517224435638995
ACH-000473,-0.7530183539324034
ACH-000475,-0.3242011728918125
ACH-000476,-0.7745573611276031
ACH-000477,-0.8292359005186483
ACH-000479,-0.7119962713967739
ACH-000480,-0.6276805821805407
ACH-000481,-0.8043611641369659
ACH-000483,-0.5528882637196397
ACH-000484,-0.5047458129670466
ACH-000485,-0.6403018736540332
ACH-000486,-0.6356215415813677
ACH-000487,-0.5543492775946187
ACH-000488,-0.7409047306931015
ACH-000490,-0.3859831704596423
ACH-000491,-0.536986467561137
ACH-000495,-0.48614624296252007
ACH-000496,-0.3524438100685241
ACH-000499,-0.8169426763735104
ACH-000500,-0.5381724939409113
ACH-000502,-0.8592582411013587
ACH-000503,-0.6849449377370976
ACH-000505,-0.7904215354950193
ACH-000507,-0.6464323247564454
ACH-000510,-0.6959669560310819
ACH-000511,-0.6291463429049545
ACH-000512,-0.5858202619076838
ACH-000516,-0.6638137122168092
ACH-000517,-0.9150597109093696
ACH-000518,-0.6319425577356996
ACH-000520,-0.7990875256550889
ACH-000521,-0.6048222334996789
ACH-000522,-0.6505745806843534
ACH-000524,-0.8769170265659054
ACH-000527,-0.933358888328086
ACH-000528,-0.6641879081062821
ACH-000537,-0.35003216245298685
ACH-000541,-0.6578913296457034
ACH-000542,-0.7847527911898797
ACH-000544,-0.7284916477717172
ACH-000545,-0.7835554735493593
ACH-000547,-0.9976600180185564
ACH-000548,-0.6064018781296568
ACH-000549,-0.6544481500663707
ACH-000550,-0.7090113570281401
ACH-000552,-0.7409031913144695
ACH-000556,-0.5113800192755479
ACH-000557,-0.2579386758187481
ACH-000569,-0.509119474186733
ACH-000570,-0.7045343386155567
ACH-000571,-0.4869158689533624
ACH-000573,-0.3720098565814376
ACH-000576,-0.6034265034232513
ACH-000579,-0.36004431201769865
ACH-000580,-0.7864039456790435
ACH-000584,-0.5963964817550833
ACH-000585,-0.6847740864199379
ACH-000588,-0.7864551609190792
ACH-000589,-1.0259079542281189
ACH-000591,-0.6695007224892259
ACH-000593,-0.4587246006956067
ACH-000600,-0.4406278979833506
ACH-000601,-0.6020557701151175
ACH-000605,-0.4593928542458891
ACH-000606,-0.5888430366889577
ACH-000608,-0.6195747768702021
ACH-000614,-0.826031100730266
ACH-000616,-0.6075334572454489
ACH-000618,-0.6479683395461856
ACH-000619,-0.8793035722073731
ACH-000620,-0.9446353703797606
ACH-000621,-0.7136065344534809
ACH-000622,-0.4765137605108066
ACH-000623,-0.3217781203792988
ACH-000624,-0.6798828215041138
ACH-000627,-0.7887051486570984
ACH-000630,-0.6646127664967054
ACH-000631,-0.5294076333829677
ACH-000632,-0.5429661594023754
ACH-000633,-0.7637759198440096
ACH-000637,-0.8872776053819215
ACH-000638,-0.6574344718908143
ACH-000646,-0.6795582402727288
ACH-000647,-1.0163364574738598
ACH-000648,-0.4720284187206421
ACH-000649,-0.5556817431627932
ACH-000651,-0.7729624161201595
ACH-000652,-0.4546354136489205
ACH-000653,-0.5890913022470519
ACH-000657,-0.7623116068342046
ACH-000658,-0.3789580228510915
ACH-000661,-0.7625829598541827
ACH-000662,-0.6820541506864178
ACH-000663,-0.6004187822562435
ACH-000665,-0.6392323233224833
ACH-000671,-0.6693664775429587
ACH-000672,-0.3198087327525422
ACH-000673,-0.6930275462301346
ACH-000676,-0.5530346447414421
ACH-000677,-0.6407910459581941
ACH-000681,-0.4058496131732533
ACH-000683,-0.4711298467383146
ACH-000684,-0.4155464207019632
ACH-000688,-0.6096357860071088
ACH-000693,-0.6900497890324344
ACH-000694,-0.4588651966457542
ACH-000695,-0.4572767975156308
ACH-000696,-0.8386841282443436
ACH-000697,-0.5705378732540434
ACH-000699,-0.8791212486853032
ACH-000701,-0.5752281436270092
ACH-000706,-0.41975017180871343
ACH-000711,-0.6861695881299034
ACH-000713,-0.735163184637903
ACH-000714,-0.675379662116868
ACH-000718,-0.7433963059471288
ACH-000720,-0.6783175375301609
ACH-000721,-0.6341925246669061
ACH-000724,-0.4915918965661188
ACH-000725,-0.4719937404620407
ACH-000732,-0.4398127243911794
ACH-000734,-0.6333810761045673
ACH-000735,-0.6012623825532152
ACH-000736,-0.57734984342702
ACH-000738,-0.7381492040469274
ACH-000746,-0.586554098280083
ACH-000747,-0.5056414251727407
ACH-000748,-0.3260203604257891
ACH-000753,-0.7393874551302347
ACH-000756,-0.8217900058545564
ACH-000757,-0.5650756351347799
ACH-000758,-0.7008243999519465
ACH-000760,-0.6175544854259138
ACH-000762,-0.2789746162737692
ACH-000763,-0.4934332183099949
ACH-000764,-0.8279427093192311
ACH-000765,-0.6014801472236475
ACH-000766,-0.6764982379849638
ACH-000767,-0.7961070250992562
ACH-000768,-0.645137708851287
ACH-000769,-0.562709298031625
ACH-000770,-0.5053050691581042
ACH-000771,-0.8353343141219226
ACH-000773,-0.604945361401428
ACH-000776,-0.5655195762934507
ACH-000777,-0.8415342201715569
ACH-000778,-0.8158007621759253
ACH-000781,-0.9221893587921026
ACH-000782,-0.6556067901666507
ACH-000783,-0.6614917306696918
ACH-000784,-0.4985549217244714
ACH-000785,-0.9545938729385652
ACH-000787,-0.7484240870380602
ACH-000788,-0.5412170782812518
ACH-000791,-0.6572164681720525
ACH-000792,-0.752412467533572
ACH-000794,-0.6113070359743935
ACH-000796,-0.8374415494922344
ACH-000798,-0.5456920305447891
ACH-000799,-0.659648356933232
ACH-000800,-0.6424121148353575
ACH-000802,-0.5900595248412309
ACH-000804,-0.5555293108693427
ACH-000805,-0.6822170820819736
ACH-000809,-0.4417516433381704
ACH-000810,-0.4019390380523765
ACH-000811,-0.3667457349908062
ACH-000817,-0.4705561578996084
ACH-000819,-0.6072300892958333
ACH-000820,-0.4518819562691896
ACH-000821,-0.31686115387330344
ACH-000822,-0.35699491295237473
ACH-000823,-0.8933522055062341
ACH-000824,-0.6014252627089443
ACH-000827,-0.4720448823827039
ACH-000829,-0.549724159461798
ACH-000831,-0.9188048201765652
ACH-000832,-0.5607869664625219
ACH-000833,-0.5057103736037478
ACH-000834,-0.6945158756794514
ACH-000835,-0.943221090041248
ACH-000836,-0.6427231381532862
ACH-000837,-0.7138021279142659
ACH-000838,-0.5713380922857846
ACH-000839,-0.5492016377257325
ACH-000840,-1.0280803671980503
ACH-000841,-0.3915891169309895
ACH-000843,-0.5676549281215014
ACH-000846,-0.6013113904490519
ACH-000847,-0.5735510238591273
ACH-000848,-0.7778343442309774
ACH-000849,-0.4058744678061784
ACH-000851,-0.6554500318713335
ACH-000855,-0.5878413786709292
ACH-000856,-0.6110665083016925
