,RTFDC1 (51507)
ACH-000337,-0.6770805316694481
ACH-000338,-0.3117122968148698
ACH-000339,-0.5984337802006303
ACH-000341,-1.0329072400030217
ACH-000348,-0.7367656088267509
ACH-000350,-0.3765852079575369
ACH-000352,-0.34693244059476597
ACH-000356,-0.5649702841129172
ACH-000361,-0.8619264000348685
ACH-000362,-0.629089288125422
ACH-000363,-0.6472869342902029
ACH-000364,-0.4833089340677214
ACH-000365,-0.7131862558665354
ACH-000366,-0.6724473530415999
ACH-000368,-0.8473557466365778
ACH-000374,-0.4681161851322673
ACH-000375,-0.4225280157951409
ACH-000376,-0.6299962080889233
ACH-000381,-0.4305358170663907
ACH-000383,-0.4384942938980448
ACH-000387,-1.0337190105742322
ACH-000389,-0.6378816279839952
ACH-000390,-0.7333555314527789
ACH-000393,-0.6917940815153859
ACH-000395,-0.7273156596274925
ACH-000396,-0.7869926961753912
ACH-000397,-0.5635228417916255
ACH-000401,-0.3684645467981129
ACH-000402,-0.5124292145253218
ACH-000403,-0.7330685194150313
ACH-000404,-0.6143792826377308
ACH-000406,-0.6814076148373279
ACH-000407,-0.7269577467894638
ACH-000408,-0.4996282176944673
ACH-000410,-0.8600458412257468
ACH-000411,-0.6140420265798293
ACH-000414,-0.3770517192585055
ACH-000415,-0.6236778372906385
ACH-000416,-0.6389384253806927
ACH-000420,-0.5859622899258935
ACH-000421,-0.6297507755903843
ACH-000424,-0.4886414334448357
ACH-000425,-0.3812418567374161
ACH-000426,-0.7245389107949193
ACH-000427,-0.6067109521276728
ACH-000433,-0.5648787341684903
ACH-000435,-0.8983998745734738
ACH-000436,-0.6838604052247417
ACH-000444,-0.5778607105403634
ACH-000445,-0.6358929981780964
ACH-000448,-0.1831805845181155
ACH-000450,-0.4340879597375837
ACH-000452,-0.6359505090190868
ACH-000454,-0.6665442789187648
ACH-000458,-0.605834418673338
ACH-000459,-0.39713326585788417
ACH-000460,-0.6892070701085509
ACH-000461,-0.6110768112883571
ACH-000463,-0.6160884338799032
ACH-000464,-0.6523263279520989
ACH-000466,-0.5544716352872353
ACH-000467,-0.6662747356514419
ACH-000468,-0.7166786458336736
ACH-000469,-0.7894980438089023
ACH-000470,-0.4444497502838025
ACH-000471,-0.7508710331675504
ACH-000472,-0.5162406718791906
ACH-000473,-0.5934633574013615
ACH-000475,-0.7124365867371334
ACH-000476,-0.5403379554399309
ACH-000477,-0.4544222366837357
ACH-000479,-1.0535600995111778
ACH-000480,-0.6332450006913366
ACH-000481,-0.6781432236149151
ACH-000483,-0.9202681295603056
ACH-000484,-0.8745509150811602
ACH-000485,-0.5588259328085194
ACH-000486,-0.595296110155197
ACH-000487,-0.6937478318698586
ACH-000488,-0.6538719013486177
ACH-000490,-0.8212094767910644
ACH-000491,-0.34033573444043874
ACH-000495,-0.6316040025070899
ACH-000496,-0.6634598370022143
ACH-000499,-0.4914580141863648
ACH-000500,-0.7358906505543124
ACH-000502,-0.4323066624576816
ACH-000503,-0.6258264197224543
ACH-000505,-0.6227538864758255
ACH-000507,-0.6436272653563837
ACH-000510,-0.7188746391539099
ACH-000511,-0.8890638749679014
ACH-000512,-0.8128490330560111
ACH-000516,-0.8307518201264116
ACH-000517,-0.7626001930034043
ACH-000518,-0.5288947826891155
ACH-000520,-0.7428398800529353
ACH-000521,-0.5433386076176039
ACH-000522,-0.7319775557368577
ACH-000524,-0.4927569325577947
ACH-000527,-0.4798343450190927
ACH-000528,-0.6379129094125515
ACH-000537,-0.6107199662726983
ACH-000541,-0.7115768149505678
ACH-000542,-0.7930030326313056
ACH-000544,-0.6292916942247381
ACH-000545,-0.6980353251145877
ACH-000547,-0.9889673728746922
ACH-000548,-0.6191653732183107
ACH-000549,-0.6696081405739214
ACH-000550,-0.6268466920646579
ACH-000552,-0.5972471486874676
ACH-000556,-0.6362979027940261
ACH-000557,-0.15529100198857426
ACH-000569,-0.5771361169487326
ACH-000570,-0.790926222132197
ACH-000571,-0.6543658871315129
ACH-000573,-0.9107212963784531
ACH-000576,-0.7562748605654996
ACH-000579,-0.4369655988905926
ACH-000580,-0.4158559380777017
ACH-000584,-0.7609239893543345
ACH-000585,-0.7196153260230135
ACH-000588,-0.7665116224565167
ACH-000589,-0.6486244945720472
ACH-000591,-0.3668197233172305
ACH-000593,-0.4938137973224758
ACH-000600,-0.5822808760797754
ACH-000601,-0.80209138113371
ACH-000605,-0.6142574600426339
ACH-000606,-0.9049900937558903
ACH-000608,-0.6958749297236592
ACH-000614,-0.5284008893747302
ACH-000616,-0.642859173931082
ACH-000618,-0.480248909244585
ACH-000619,-0.6232911143814799
ACH-000620,-0.3052994815350569
ACH-000621,-0.6707092930996829
ACH-000622,-0.8292784262560757
ACH-000623,-0.7217995801938448
ACH-000624,-0.7441364005551682
ACH-000627,-0.654073052702097
ACH-000630,-0.8291296014700247
ACH-000631,-0.35943490459515026
ACH-000632,-0.7606461133071019
ACH-000633,-0.3508686364074739
ACH-000637,-0.3261442131136075
ACH-000638,-0.6481754183548903
ACH-000646,-0.5470154886332961
ACH-000647,-0.7227874339772431
ACH-000648,-0.8518813322137164
ACH-000649,-0.6019857563750112
ACH-000651,-0.8457872747648487
ACH-000652,-0.4981760310001512
ACH-000653,-0.4813723134492438
ACH-000657,-0.5832612679182378
ACH-000658,-0.8251340845654473
ACH-000661,-0.2894269287863165
ACH-000662,-0.5159799841326217
ACH-000663,-0.5438516968006265
ACH-000665,-0.923550314277036
ACH-000671,-0.4672531637850547
ACH-000672,-0.7513328574203991
ACH-000673,-0.6558187011652175
ACH-000676,-0.4980657199760987
ACH-000677,-0.6138433518015405
ACH-000681,-0.4718305759311634
ACH-000683,-0.6927508712337698
ACH-000684,-0.5638637744548777
ACH-000688,-0.7404017919580751
ACH-000693,-0.629024573456229
ACH-000694,-0.7554314933299847
ACH-000695,-0.6589112176282984
ACH-000696,-0.8251831005428959
ACH-000697,-0.6372069818261604
ACH-000699,-0.4159134392611564
ACH-000701,-0.8176209774393066
ACH-000706,-0.5869896613709068
ACH-000711,-0.6872064324115075
ACH-000713,-0.5395592517552059
ACH-000714,-0.8192982303015078
ACH-000718,-0.7155853407286196
ACH-000720,-0.6844330616678175
ACH-000721,-0.8698677900021429
ACH-000724,-0.4655129063340429
ACH-000725,-0.4607134097110791
ACH-000732,-0.7290105413277767
ACH-000734,-0.5285424456734082
ACH-000735,-0.782128050428064
ACH-000736,-0.45020308330488706
ACH-000738,-0.7707301635525046
ACH-000746,-0.4009171250433385
ACH-000747,-0.6556954552603583
ACH-000748,-1.077289298525983
ACH-000753,-0.6863773683342793
ACH-000756,-0.8407796024986618
ACH-000757,-0.6852227636036037
ACH-000758,-0.5843906782657572
ACH-000760,-0.5318131693905658
ACH-000762,-0.7288926288696607
ACH-000763,-0.8773623961493365
ACH-000764,-0.4827560968576925
ACH-000765,-0.5715347366895552
ACH-000766,-0.7861332310961101
ACH-000767,-0.5959601587840054
ACH-000768,-0.7817622931260219
ACH-000769,-0.4763378353490754
ACH-000770,-0.7468046688814587
ACH-000771,-0.7951426961019635
ACH-000773,-0.6576838414500202
ACH-000776,-0.413893795937997
ACH-000777,-0.5060687969267047
ACH-000778,-0.6245641905396813
ACH-000781,-0.6773891630122141
ACH-000782,-0.3355627798733981
ACH-000783,-0.5788643310394567
ACH-000784,-0.6868778499392834
ACH-000785,-0.5820502494643051
ACH-000787,-0.7655948692391648
ACH-000788,-0.7998746903065461
ACH-000791,-0.9320531796825224
ACH-000792,-0.7741888742504205
ACH-000794,-0.7394745682210918
ACH-000796,-0.8515196584395761
ACH-000798,-0.6889895902473542
ACH-000799,-0.5784898368261976
ACH-000800,-0.6673111343339627
ACH-000802,-0.6453537067316459
ACH-000804,-0.9367128113309564
ACH-000805,-0.4815840667493072
ACH-000809,-0.4766417454498625
ACH-000810,-0.613558144459974
ACH-000811,-0.7649453278716475
ACH-000817,-0.7813284365340504
ACH-000819,-0.7052220772969707
ACH-000820,-0.7300004335865059
ACH-000821,-0.7075793814771834
ACH-000822,-0.5343723559151042
ACH-000823,-0.8655156377857368
ACH-000824,-0.5960623958109587
ACH-000827,-0.5505502020774604
ACH-000829,-0.6776449346604663
ACH-000831,-0.5479801336042155
ACH-000832,-0.5370287087991198
ACH-000833,-0.7418438291166022
ACH-000834,-0.6887666167414329
ACH-000835,-0.481777814039603
ACH-000836,-0.8045272519883483
ACH-000837,-0.4354508513606873
ACH-000838,-0.7593587499860085
ACH-000839,-0.8163539688675707
ACH-000840,-0.5359015778850168
ACH-000841,-0.6102978405009886
ACH-000843,-0.5256080958546873
ACH-000846,-0.9223218791071416
ACH-000847,-0.8211033983360048
ACH-000848,-0.5364089250938043
ACH-000849,-0.6444395389248636
ACH-000851,-0.9033692267709292
ACH-000855,-0.7112490585032474
ACH-000856,-0.37187583493664944
ACH-000858,-0.5413184247440945
ACH-000859,-0.8678654620675426
ACH-000861,-0.8062408132886244
ACH-000862,-0.8876051765862975
ACH-000865,-0.8021122829837104
ACH-000866,-0.8497995814690606
ACH-000867,-0.6003673866315591
ACH-000869,-0.6726939945045673
ACH-000872,-0.6906888069293453
ACH-000873,-0.37506722123450814
ACH-000876,-0.5190245212857805
ACH-000878,-0.9943431807440372
ACH-000880,-0.6111394954690572
ACH-000881,-0.588048128113738
ACH-000882,-0.6372003260105051
ACH-000884,-0.5467656145619538
ACH-000885,-0.6729458027070622
ACH-000887,-0.5206921673225416
ACH-000889,-0.5333685089796546
ACH-000896,-0.7817700150890877
ACH-000898,-0.4971539644069123
ACH-000900,-0.5748193397711681
ACH-000901,-0.8775615554225221
ACH-000905,-0.7506158126097346
ACH-000906,-0.7341502317377835
ACH-000907,-0.6500670124366259
ACH-000910,-0.39288787300287104
ACH-000911,-0.6202320059616738
ACH-000912,-0.6810720577624887
ACH-000913,-0.7269148775374485
ACH-000915,-0.7233047577672691
ACH-000916,-0.6139304361817249
ACH-000917,-0.802433471733163
ACH-000920,-0.4717782286660938
ACH-000921,-0.7020317913962224
ACH-000924,-0.4930895132667586
ACH-000926,-0.4698056914124738
ACH-000928,-0.8951599939108424
ACH-000929,-0.6665531978291002
ACH-000932,-0.4523022812866227
ACH-000935,-0.5563017364026934
ACH-000936,-0.4429594494390855
ACH-000937,-0.6062121536219867
ACH-000938,-0.5794020397807357
ACH-000939,-0.7045798262873956
ACH-000941,-0.7551963460443362
ACH-000943,-0.6174456437267217
ACH-000946,-0.4731688612005766
ACH-000947,-0.5977726308492785
ACH-000948,-0.3989161567621721
ACH-000950,-0.7681628109734514
ACH-000953,-0.6871954187418879
ACH-000954,-0.5411881122381722
ACH-000957,-0.6102833734280223
ACH-000958,-0.7903754137485863
ACH-000960,-0.7370006419466801
ACH-000963,-0.9870351925538698
ACH-000968,-0.4703370224541434
ACH-000969,-0.583517253806385
ACH-000972,-0.6230571597248101
ACH-000973,-0.6754351633041956
ACH-000974,-0.7343766193479412
ACH-000978,-0.7285680871352553
ACH-000984,-0.7671688352562879
ACH-000986,-0.6277618120561812
ACH-000988,-0.8628612558232981
ACH-000993,-0.650099815004754
ACH-000994,-0.6875627450664525
ACH-000996,-0.7923846060103079
ACH-001001,-0.6061625173444299
ACH-001020,-0.6450592743851353
ACH-001028,-0.798381838175263
ACH-001031,-0.5632021935486534
ACH-001038,-0.6301104871143648
ACH-001048,-0.7915225692595849
ACH-001050,-0.6305276675098349
ACH-001053,-0.8333004305685872
ACH-001054,-0.7192184998060306
ACH-001061,-0.7119867188591691
ACH-001067,-0.4091788700103556
ACH-001075,-0.6749053859432205
ACH-001096,-0.7160748918865492
ACH-001111,-0.6161402689367854
ACH-001119,-0.6352518795938982
ACH-001128,-1.0445707232559889
ACH-001134,-1.0456465669378163
ACH-001151,-0.783570804460917
ACH-001163,-0.7790004854837163
ACH-001164,-0.5188477865114217
ACH-001183,-0.7156376100422995
ACH-001192,-0.642908334394323
ACH-001193,-0.9652555991819948
ACH-001196,-0.5528042977999198
ACH-001197,-0.6889286248909303
ACH-001205,-0.5461306240121974
ACH-001211,-0.5907620997772595
ACH-001212,-0.4047385263818654
ACH-001228,-0.5913505344818872
ACH-001232,-1.1000646972274124
ACH-001239,-0.5152694113937443
ACH-001270,-0.6928835793554287
ACH-001274,-0.6823438356039667
ACH-001275,-0.7339504448776969
ACH-001277,-0.5042272537576094
ACH-001278,-0.6074398911886503
ACH-001280,-0.5781668245222392
ACH-001283,-0.4677251223846126
ACH-001289,-0.5621009199964329
ACH-001300,-0.7423433590053728
ACH-001301,-0.9274005207212096
ACH-001302,-0.5509084174965679
ACH-001306,-0.6626204598459287
ACH-001318,-0.6571071447001415
ACH-001322,-0.6747639556536882
ACH-001328,-0.638259383275511
ACH-001332,-0.492308615051949
ACH-001336,-0.7242491152069965
ACH-001346,-0.6353807609175777
ACH-001353,-0.6756901971112389
ACH-001354,-0.7578556244254291
ACH-001367,-0.5766770926122402
ACH-001368,-0.674883611747659
ACH-001374,-0.8855942040252721
ACH-001377,-0.4962141991090201
ACH-001380,-0.5761585168109656
ACH-001391,-0.8000513859858721
ACH-001408,-0.6057276856970079
ACH-001430,-0.5565558970883615
ACH-001431,-0.5789196119814711
ACH-001450,-0.4860882967235038
ACH-001496,-0.661868180909304
ACH-001500,-0.5889876016786056
ACH-001523,-0.66362869566373
ACH-001532,-0.5837335526224985
ACH-001550,-0.7408605999931254
ACH-001552,-0.6221138691393578
ACH-001554,-0.6618700953490773
ACH-001654,-0.6195876505851468
ACH-001735,-0.6304757079777125
ACH-001736,-0.911490285054356
ACH-001737,-0.4718518246223909
ACH-001740,-0.6455595712731425
ACH-001745,-0.6534210081324809
ACH-001765,-0.5415261476975379
