,MMRN2 (79812)
ACH-000004,0.0071950650105796704
ACH-000005,0.0696903829002268
ACH-000007,0.001185122377022335
ACH-000009,-0.13475850557810712
ACH-000011,-0.09430704650622344
ACH-000012,-0.17045130376752265
ACH-000013,0.024244490073274044
ACH-000014,-0.03905362831411576
ACH-000015,-0.1108827352041127
ACH-000017,-0.13138562320666314
ACH-000018,-0.024104266435183527
ACH-000019,0.009644130588228085
ACH-000021,0.0004294029834678226
ACH-000022,-0.02615187889936473
ACH-000025,-0.0883623685965127
ACH-000028,-0.11496570836459205
ACH-000030,-0.05946744817956569
ACH-000035,-0.1467079733947257
ACH-000036,-0.19923559953954806
ACH-000037,0.021964708577870813
ACH-000039,0.051443093068104934
ACH-000040,0.08768179696652369
ACH-000041,-0.030979432369831673
ACH-000042,-0.01394675360274028
ACH-000045,0.07463428532197124
ACH-000047,-0.07398920472253871
ACH-000052,-0.16084625578773976
ACH-000053,-0.011695910939339235
ACH-000054,-0.0866795993248869
ACH-000055,0.06654113005338484
ACH-000060,-0.19665798869143208
ACH-000067,-0.0779659260833202
ACH-000070,-0.058125311112737936
ACH-000075,-0.08819742130889481
ACH-000078,-0.010257680498360532
ACH-000082,-0.010346522192994236
ACH-000085,-0.30166784964559906
ACH-000086,-0.11360677223352238
ACH-000087,-0.2015083645515976
ACH-000092,-0.027694053200582373
ACH-000095,-0.012939261956420102
ACH-000097,0.018939406917036845
ACH-000098,0.013414526156094802
ACH-000099,-0.003580615420696757
ACH-000108,0.014833225008153237
ACH-000113,0.008317144576947344
ACH-000116,-0.08913233403301088
ACH-000118,-0.013656050577175359
ACH-000120,-0.0678200460305213
ACH-000123,-0.030723084957842112
ACH-000127,0.07670688808641524
ACH-000128,0.04722595667404727
ACH-000132,0.062415022904539035
ACH-000133,-0.10041435863556268
ACH-000137,-0.06574695446204629
ACH-000138,-0.1190024006389833
ACH-000142,-0.031706169505951086
ACH-000143,-0.1528754514736638
ACH-000146,-0.028122893222237075
ACH-000148,-0.0915934884781664
ACH-000150,-0.020288628470478656
ACH-000152,-0.0308352031110754
ACH-000153,0.20773068097034086
ACH-000159,0.058464945259247725
ACH-000160,-0.007291152933061009
ACH-000163,-0.1157646842324728
ACH-000167,-0.108230836094266
ACH-000168,-0.1910239236263578
ACH-000169,-0.10102406614557677
ACH-000178,0.04035147115172635
