,GRID2IP (392862)
ACH-000004,0.06194699037966736
ACH-000005,0.11021382404129773
ACH-000007,0.15862688718838575
ACH-000009,0.10635120111224594
ACH-000011,0.10949282330885368
ACH-000012,-0.0712717544071482
ACH-000013,0.16439812074965196
ACH-000014,0.14075354424863135
ACH-000015,0.018595305113484204
ACH-000017,0.10124378010456422
ACH-000018,-0.20656956789094105
ACH-000019,0.07553773675758532
ACH-000021,0.05815183535667889
ACH-000022,-0.04767014132804912
ACH-000025,0.1589645909977354
ACH-000028,0.07347817242897635
ACH-000030,0.10851244136192864
ACH-000035,0.0621576062867004
ACH-000036,-0.24200232017573745
ACH-000037,0.18900950630109276
ACH-000039,0.2197927389282861
ACH-000040,0.06353438148593596
ACH-000041,0.1416244350065761
ACH-000042,-0.10737567180426444
ACH-000045,0.08822611746537312
ACH-000047,0.08023108167852952
ACH-000052,-0.058935458401363286
ACH-000053,0.09820193904810172
ACH-000054,-0.10707573528446404
ACH-000055,0.0377785996537378
ACH-000060,-0.009650624926359484
ACH-000067,0.14667435041295124
ACH-000070,-0.02600773518927301
ACH-000075,0.03530115384942455
ACH-000078,0.13584869258689172
ACH-000082,0.11238352321492408
ACH-000085,0.017530514948232767
ACH-000086,0.2112514228933534
ACH-000087,0.2767613163550601
ACH-000092,-0.024526763618043058
ACH-000095,0.17037404950648158
ACH-000097,0.06801617504409968
ACH-000098,-0.011926324784073756
ACH-000099,-0.0036195680035528937
ACH-000108,-0.02333642225075941
ACH-000113,-0.05431368946113528
ACH-000116,0.044759771362809335
ACH-000118,-0.009282100102661296
ACH-000120,-0.09712105067853943
ACH-000123,-0.033208973134191605
ACH-000127,0.13324792948473416
ACH-000128,-0.04051459309196717
ACH-000132,0.24525269213129314
ACH-000133,0.05820998639254173
ACH-000137,0.02326723202942149
ACH-000138,0.10958410696920863
ACH-000142,-0.1917168447512918
ACH-000143,0.05177867750374494
ACH-000146,0.09069123806488592
ACH-000148,0.060201334195556275
ACH-000150,0.060471000011481535
ACH-000152,0.06316397706055736
ACH-000153,0.05565243490010282
ACH-000159,0.08227407197242566
ACH-000160,-0.06139232014502372
ACH-000163,0.15652635887930388
ACH-000167,0.4367392007906439
ACH-000168,0.08174147230177584
ACH-000169,0.03588915231652093
ACH-000178,-0.016225843521257
ACH-000183,0.015694826625578903
ACH-000188,0.013340391524243959
ACH-000189,-0.03922525769453547
ACH-000190,0.08779892218860376
ACH-000198,0.09016664793147927
ACH-000203,-0.1595565420100754
ACH-000204,0.2833408314291242
ACH-000206,0.16904543178032885
ACH-000207,-0.12997094304075896
ACH-000208,0.10875333287328216
ACH-000210,-0.002102517366883909
ACH-000211,0.06608834090090758
ACH-000215,0.05953436706840477
ACH-000221,0.2216649858190468
ACH-000222,0.09545875498449084
ACH-000223,-0.016865952755982322
ACH-000226,0.004916995177347533
ACH-000227,0.11768180353817635
ACH-000228,0.045665719589827666
ACH-000231,0.01963004070109325
ACH-000232,0.020034047767746126
ACH-000233,-0.041881076440561986
ACH-000234,-0.03873198274703108
ACH-000235,0.010473982182995882
ACH-000237,-0.03952282706583592
ACH-000238,0.025287744985483127
ACH-000242,0.1281114735318192
ACH-000243,0.033742224196274706
ACH-000244,0.08613512185174252
ACH-000246,-0.027736658501457703
ACH-000248,0.009455452012159844
ACH-000250,0.028903043989255195
ACH-000251,0.02098868574688948
ACH-000252,0.057592970039681876
ACH-000253,0.08338746854692404
ACH-000255,0.06892354627260579
ACH-000256,0.1365715256041372
ACH-000257,0.15858707832511268
ACH-000258,0.2407141025986717
