,OVOL2 (58495)
ACH-000004,-0.1726119432270285
ACH-000005,-0.5511221956498356
ACH-000007,-0.22778998725458785
ACH-000009,-0.196291477355177
ACH-000011,-0.4365646696111044
ACH-000012,-0.3742613715237865
ACH-000013,-0.22922416862733316
ACH-000014,-0.21110907295369707
ACH-000015,-0.15910856911142268
ACH-000017,-0.4171756588288075
ACH-000018,-0.2984011671591979
ACH-000019,-0.15250048338967553
ACH-000021,-0.2553205851035779
ACH-000022,-0.1396072803150947
ACH-000025,-0.19737339630222134
ACH-000028,-0.4521198932461834
ACH-000030,-0.22874413755721945
ACH-000035,-0.3881950510121528
ACH-000036,-0.4157955529981697
ACH-000037,-0.32371674034834497
ACH-000039,-0.2301678390428253
ACH-000040,-0.3160029669627093
ACH-000041,-0.4523015639665216
ACH-000042,-0.2781440156018579
ACH-000045,-0.06697651338336709
ACH-000047,-0.2699386248909055
ACH-000052,-0.2375591163929537
ACH-000053,-0.1916087198937422
ACH-000054,-0.4245693443289623
ACH-000055,-0.2847733141315618
ACH-000060,-0.4509579645476661
ACH-000067,-0.3132004716838941
ACH-000070,-0.2643761770951113
ACH-000075,-0.059277614543737873
ACH-000078,-0.4078116391658261
ACH-000082,-0.4596232542223475
ACH-000085,-0.2125459957958334
ACH-000086,-0.2168790881293485
ACH-000087,-0.03846035251773497
ACH-000092,-0.44886998795032856
ACH-000095,-0.3745346020260181
ACH-000097,-0.323834620229414
ACH-000098,-0.3087212167879381
ACH-000099,-0.2291783436457396
ACH-000108,-0.3675157667443598
ACH-000113,-0.21744973014493654
ACH-000116,-0.3881182391794845
ACH-000118,-0.3612465970244371
ACH-000120,-0.1341084080143092
ACH-000123,-0.2992797139461113
ACH-000127,-0.41530949858398014
ACH-000128,-0.18902850712524627
ACH-000132,-0.2676341246920553
ACH-000133,-0.3410458552086389
ACH-000137,-0.2210533212887443
ACH-000138,-0.2900154805287087
ACH-000142,-0.356987173765532
ACH-000143,-0.37159697039121536
ACH-000146,-0.207720825025282
ACH-000148,-0.3809537182942015
ACH-000150,-0.27844659967504065
ACH-000152,-0.3524477070081827
ACH-000153,-0.3771942406523159
ACH-000159,-0.3136627051125445
ACH-000160,-0.4393752151917988
ACH-000163,-0.09414490432648104
ACH-000167,0.16441447253611133
ACH-000168,-0.13857206376943068
ACH-000169,-0.43031910896868814
ACH-000178,-0.4327791704948021
ACH-000183,-0.13927648589165592
ACH-000188,-0.13818612707519976
ACH-000189,-0.3629077514508993
ACH-000190,0.0373420848573053
ACH-000198,-0.23184032514823136
ACH-000203,-0.2834523877008191
ACH-000204,0.05358483723000111
ACH-000206,-0.07199157600692448
ACH-000207,-0.2963728222682453
ACH-000208,-0.40823220872225946
ACH-000210,-0.5078711136126222
ACH-000211,-0.3432784945712485
ACH-000215,-0.19945994486333926
ACH-000221,-0.11812144809811807
ACH-000222,-0.4543457769982199
ACH-000223,-0.3262527172235069
ACH-000226,-0.1962186084680984
ACH-000227,-0.4550429792762478
ACH-000228,-0.24137312561906274
ACH-000231,-0.3740538401963685
ACH-000232,-0.3744984335345142
ACH-000233,-0.04597841702204622
ACH-000234,-0.3682082069594793
ACH-000235,-0.3838880496321556
ACH-000237,-0.2673413216904319
ACH-000238,0.002466487589775458
ACH-000242,-0.34349027993085296
ACH-000243,-0.3594696706010125
ACH-000244,-0.5764587236013209
ACH-000246,-0.22143624363801365
ACH-000248,-0.1968600290724176
ACH-000250,-0.26539293847899925
ACH-000251,-0.2684224612929699
ACH-000252,-0.19880894282357
ACH-000253,-0.19137156378647632
ACH-000255,-0.2848414629741711
ACH-000256,-0.4793541465374258
ACH-000257,-0.406377355868324
ACH-000258,-0.2985161831695665
ACH-000259,-0.1999489522126488
ACH-000260,-0.33823122911050346
ACH-000261,-0.4870256669029591
ACH-000262,-0.4058978867134988
ACH-000263,-0.28810342030715064
ACH-000264,-0.3560781323603145
ACH-000265,-0.5108963963522596
ACH-000266,-0.2587942170502237
ACH-000272,-0.438289265780988
ACH-000274,-0.35753187050085905
ACH-000277,-0.057510522088693325
ACH-000278,-0.26167930857856786
ACH-000279,-0.3879433240809821
ACH-000280,-0.4881176431091758
ACH-000281,-0.3848551136779264
ACH-000288,-0.213685739476934
ACH-000291,-0.33775085323193543
ACH-000293,-0.08575382272273177
ACH-000294,-0.209148269845951
ACH-000295,-0.11571587888471473
ACH-000296,-0.3394435278940462
ACH-000302,-0.2319194803423056
ACH-000304,-0.5224235792519046
ACH-000307,-0.2180093633266984
ACH-000308,-0.15364622984315374
ACH-000310,-0.5492886997832253
ACH-000311,-0.4066238240498048
ACH-000312,-0.2647031795152221
ACH-000315,0.16555748113021468
ACH-000316,-0.17193651031452956
ACH-000317,0.0014931837018234931
ACH-000318,-0.4270140987304135
ACH-000319,-0.31284525826062776
ACH-000320,-0.3432207818803502
ACH-000322,-0.12920578397985685
ACH-000323,-0.1432649897054383
ACH-000324,-0.28876330948957263
ACH-000329,-0.3871083752048658
ACH-000330,-0.17944647682461987
ACH-000331,-0.395249242905986
ACH-000332,-0.3992761703859635
ACH-000334,-0.23023288475877926
ACH-000335,-0.20967854366598584
ACH-000336,-0.6200671381679611
ACH-000337,-0.3299414536473692
ACH-000338,-0.3022085326140337
ACH-000339,-0.27238131609139776
ACH-000341,-0.3678142773499049
ACH-000348,-0.22278735431821045
ACH-000350,-0.23320047799524546
ACH-000352,-0.2556385591035465
ACH-000356,-0.214162475820428
ACH-000361,-0.0996647003291804
ACH-000362,-0.2322255692802212
ACH-000363,-0.3455466496738513
ACH-000364,-0.5657034071412491
ACH-000365,-0.3281672070991237
ACH-000366,-0.2144261330800835
ACH-000368,-0.0643370885614983
ACH-000374,-0.6814870419537234
ACH-000375,-0.31511222650427
ACH-000376,-0.3444790720424378
ACH-000381,-0.4232069012003257
ACH-000383,-0.10879919830038673
ACH-000387,-0.2451947470425856
ACH-000389,-0.3355930023439457
ACH-000390,-0.1638542468803633
ACH-000393,-0.3487143641032829
ACH-000395,-0.32395827012003675
ACH-000396,-0.004811813628291081
ACH-000397,-0.3169904729261984
ACH-000401,-0.14497913481438024
ACH-000402,-0.10182588388180534
ACH-000403,-0.3728506042213364
ACH-000404,-0.3661960767992776
ACH-000406,-0.11670272512567527
ACH-000407,-0.4538316525971452
ACH-000408,-0.2444670851712392
ACH-000410,-0.3463548929889644
ACH-000411,-0.25333216764703514
ACH-000414,-0.5065184639928358
ACH-000415,-0.4013130215804441
ACH-000416,-0.2510057358249349
ACH-000420,-0.3021804103907934
ACH-000421,-0.33546573766881543
ACH-000424,-0.2514096354903713
ACH-000425,-0.2715323261232597
ACH-000426,-0.2471645832262466
ACH-000427,-0.5158124219882969
ACH-000433,-0.055535023404178034
ACH-000435,-0.36320903537809457
ACH-000436,-0.478740889411173
ACH-000444,-0.23590124065923002
ACH-000445,-0.30708778982839946
ACH-000448,-0.361493214629906
ACH-000450,-0.2503237163464075
ACH-000452,-0.22881403160580374
ACH-000454,-0.18374221165264276
ACH-000458,-0.20827892361343514
ACH-000459,-0.13494980513154026
ACH-000460,-0.23803627969717805
ACH-000461,-0.382067002343048
ACH-000463,-0.3666497523396856
ACH-000464,-0.4304480162434034
ACH-000466,-0.41992496588611616
ACH-000467,-0.2401413188784253
ACH-000468,-0.0809847160492192
ACH-000469,-0.3581050061551633
ACH-000470,-0.3933272294087053
ACH-000471,-0.22296885317478246
ACH-000472,-0.4987036218902337
ACH-000473,-0.15668929641245158
ACH-000475,-0.3788644620392946
ACH-000476,-0.2324194441185561
ACH-000477,-0.21895041766105305
ACH-000479,-0.34206872348294154
ACH-000480,-0.28930222428980024
ACH-000481,-0.6942906263481016
ACH-000483,-0.06861820257705893
ACH-000484,-0.20989676878145208
ACH-000485,-0.2732760566963521
ACH-000486,-0.4212956982143503
ACH-000487,-0.35021682901677603
ACH-000488,-0.1574418977517542
ACH-000490,-0.14560305325112752
ACH-000491,-0.4752188973210037
ACH-000495,-0.2931473311152732
ACH-000496,-0.2532024657907987
ACH-000499,-0.3950123704846725
ACH-000500,-0.6013390543190263
ACH-000502,-0.33619583610248466
ACH-000503,0.15888134738113086
ACH-000505,-0.2684257776948212
ACH-000507,-0.3273987377379851
ACH-000510,-0.22457768760638067
ACH-000511,-0.2291830423546253
ACH-000512,-0.3994477820559508
ACH-000516,-0.3192903802008967
