,ICK (22858)
ACH-000004,-0.059313528740451926
ACH-000005,-0.07244923451156829
ACH-000007,-0.07541735213962543
ACH-000009,-0.14452513958120194
ACH-000011,-0.030757812801306062
ACH-000012,-0.07765501877423044
ACH-000013,-0.11756131726771255
ACH-000014,-0.11029408318821073
ACH-000015,-0.1252048899926984
ACH-000017,-0.11683918837129133
ACH-000018,-0.17631598438024007
ACH-000019,-0.14203432238214933
ACH-000021,-0.0969843501798
ACH-000022,0.016435533881186782
ACH-000025,-0.1891798402326863
ACH-000028,-0.14406498448175628
ACH-000030,-0.043908857551673806
ACH-000035,-0.16998449317119835
ACH-000036,-0.061433085263800265
ACH-000037,-0.08143801533945487
ACH-000039,-0.010533340407233588
ACH-000040,-0.20592434786953173
ACH-000041,-0.1208872124257852
ACH-000042,-0.10442899735798604
ACH-000045,-0.14795451145214106
ACH-000047,-0.056826508728813924
ACH-000052,0.18021169318711255
ACH-000053,-0.00380534343601174
ACH-000054,-0.12373883890004755
ACH-000055,-0.14020828394037654
ACH-000060,-0.15470611856195304
ACH-000067,-0.212326824469085
ACH-000070,0.0016913301436024713
ACH-000075,-0.0720905201134874
ACH-000078,-0.07203152231286675
ACH-000082,-0.1031832506961588
ACH-000085,-0.03940589839518471
ACH-000086,-0.13138199852151464
ACH-000087,0.25517202559892993
ACH-000092,-0.11972390859191025
ACH-000095,-0.06296422764913799
ACH-000097,-0.07049360042411909
ACH-000098,-0.1428342753832882
ACH-000099,-0.06274290177343136
ACH-000108,0.0030918525897000422
ACH-000113,-0.21488146088034005
ACH-000116,0.00516122135608091
ACH-000118,-0.05488643061170671
ACH-000120,0.05149550944526688
ACH-000123,-0.17816306200473822
ACH-000127,-0.07240551540574648
ACH-000128,-0.15966261430376066
ACH-000132,-0.0012327901291491038
ACH-000133,-0.062381019038803574
ACH-000137,-0.06673045357807203
ACH-000138,0.0064543857001741894
ACH-000142,-0.10495486540057183
ACH-000143,-0.11004707923029704
ACH-000146,-0.1502292874780066
ACH-000148,0.05369724136466384
ACH-000150,0.034299323041597274
ACH-000152,-0.017472466256905995
ACH-000153,0.0869219861716882
ACH-000159,-0.12483002514298952
ACH-000160,-0.04015732995600293
ACH-000163,-0.12711329134938842
ACH-000167,-0.01999427057232837
ACH-000168,-0.05637785722097643
ACH-000169,-0.007886681503618445
ACH-000178,-0.052770090811998335
ACH-000183,0.03347314755307811
ACH-000188,-0.01963885283923575
ACH-000189,0.0008446296739689373
ACH-000190,-0.10516284884969293
ACH-000198,-0.1989387252591195
ACH-000203,-0.1342528634240719
ACH-000204,-0.030738149819981023
ACH-000206,-0.06500304642541571
ACH-000207,-0.3738944463523772
ACH-000208,0.004958181430929853
ACH-000210,-0.1327802045517765
ACH-000211,-0.04279994507178093
ACH-000215,-0.00753242194372238
ACH-000221,-0.2944198814316888
ACH-000222,-0.12081514270757825
ACH-000223,-0.1661912182630803
ACH-000226,0.08099479931533753
ACH-000227,0.01049820649330711
ACH-000228,-0.1915046425001109
ACH-000231,-0.05053833052948025
ACH-000232,-0.057365323363345835
ACH-000233,-0.06957096620212369
ACH-000234,-0.025475311853882226
ACH-000235,-0.06667241960679064
ACH-000237,-0.015996349563618527
ACH-000238,-0.15639909667694255
ACH-000242,-0.09300779804457343
ACH-000243,-0.041668485348601896
ACH-000244,0.09740290057902593
ACH-000246,-0.03593537724072979
ACH-000248,-0.11724564723812017
ACH-000250,-0.16426862444017734
ACH-000251,0.11154048158826363
ACH-000252,-0.1078033780741863
ACH-000253,-0.07561917300736486
ACH-000255,0.009076041838506287
ACH-000256,0.01996965212380083
ACH-000257,-0.22052414800313866
ACH-000258,-0.01210870037777529
ACH-000259,-0.14831056043071986
ACH-000260,-0.2460485864074619
ACH-000261,-0.07499240936959507
ACH-000262,0.07956648250238578
ACH-000263,-0.004575610060255546
ACH-000264,-0.07714416623339278
ACH-000265,-0.16385239694512685
ACH-000266,-0.025487280154278712
ACH-000272,-0.2669561145405165
ACH-000274,0.023317753990703332
ACH-000277,0.028171221793695918
ACH-000278,0.06610400859353542
ACH-000279,-0.18027806710564115
ACH-000280,-0.07452934144669894
ACH-000281,-0.09346446590768642
ACH-000288,-0.0071029247969947185
ACH-000291,-0.03620255438708854
ACH-000293,-0.0972514381800972
ACH-000294,-0.11360398072437652
ACH-000295,-0.1944246150899765
ACH-000296,-0.11098298848943326
ACH-000302,-0.09074921279704587
ACH-000304,0.007499311570696959
ACH-000307,-0.16612255363059522
ACH-000308,-0.05695663298440711
ACH-000310,-0.06759144543912772
ACH-000311,-0.13131335175763426
ACH-000312,-0.17099308579182548
ACH-000315,-0.1645809973913035
ACH-000316,-0.2022378409627125
ACH-000317,-0.23748170843927194
ACH-000318,-0.07825498161708495
ACH-000319,-0.12099338642626713
ACH-000320,-0.198631413966606
ACH-000322,0.20550994114048068
ACH-000323,-0.12537240747737746
ACH-000324,0.004791946135613953
ACH-000329,-0.04750361762361238
ACH-000330,-0.3281529872759211
ACH-000331,-0.1632293096284791
ACH-000332,-0.08165105779354455
ACH-000334,-0.14963893095157355
ACH-000335,-0.0159188610799468
ACH-000336,-0.04434030971100025
ACH-000337,-0.15235221011012412
ACH-000338,-0.20090244275643884
ACH-000339,-0.04024766945692721
ACH-000341,0.09150726689287357
ACH-000348,0.02653465677561925
ACH-000350,-0.025715865384571084
ACH-000352,-0.0613385352609084
ACH-000356,-0.1286727568098953
ACH-000361,-0.1639738600595173
ACH-000362,-0.11798895852722285
ACH-000363,-0.06225505495007065
ACH-000364,-0.15158253908163244
ACH-000365,-0.12495554509323507
ACH-000366,-0.06980104860843504
ACH-000368,0.0283144313789753
ACH-000374,0.08545274636150674
ACH-000375,-0.09830969945689592
ACH-000376,-0.007427174220030161
ACH-000381,-0.1592905721364971
ACH-000383,-0.03886045389501587
ACH-000387,-0.03827171791933826
ACH-000389,0.01690877308939701
ACH-000390,-0.2795855586911942
ACH-000393,-0.2684938574298969
ACH-000395,0.049674112541244285
ACH-000396,-0.07886681210895627
ACH-000397,-0.0314888470581582
ACH-000401,0.20118053299836192
ACH-000402,-0.13356563391089685
ACH-000403,-0.011033075109931114
ACH-000404,-0.15954143180325614
ACH-000406,-0.02098484618553769
ACH-000407,-0.24668672906501105
ACH-000408,-0.14442829960605946
ACH-000410,-0.06241821441778887
ACH-000411,0.04110091310513371
ACH-000414,-0.10990764740483704
ACH-000415,-0.0964444426570716
ACH-000416,-0.08838416970527803
ACH-000420,-0.06245576409994349
ACH-000421,-0.10579683648997967
ACH-000424,-0.2394143023644468
ACH-000425,-0.055688903046010464
ACH-000426,-0.20443162103514484
ACH-000427,-0.060583083398630964
ACH-000433,0.11603681353560523
ACH-000435,-0.24296770853188626
ACH-000436,0.04742694361911079
ACH-000444,0.01503684934887608
ACH-000445,-0.13063945731241852
ACH-000448,-0.09674424472969627
ACH-000450,-0.14839072576860454
ACH-000452,-0.14377603651761228
ACH-000454,-0.17291366190127747
ACH-000458,-0.03859571599603924
ACH-000459,0.2220333368480581
ACH-000460,-0.09899511204764763
ACH-000461,-0.21192137125939414
ACH-000463,-0.22221044799718134
ACH-000464,0.040819259974895265
ACH-000466,-0.06298479165700918
ACH-000467,0.04081940217831825
ACH-000468,-0.0691698257674468
ACH-000469,0.019181081627439648
ACH-000470,-0.07271938928869671
