,TANK (10010)
ACH-000004,-0.06626450153123715
ACH-000005,0.08453327779918697
ACH-000007,-0.15051742104815127
ACH-000009,-0.271777274597399
ACH-000011,-0.13665958814150386
ACH-000012,-0.28122558884706306
ACH-000013,-0.1187390036897923
ACH-000014,-0.07906193684504374
ACH-000015,-0.1863213984973078
ACH-000017,-0.11794367520145825
ACH-000018,-0.30890424975840325
ACH-000019,-0.16448502603485632
ACH-000021,-0.17774326700482362
ACH-000022,-0.23139520276420086
ACH-000025,0.0471626695847316
ACH-000028,-0.18889145286316197
ACH-000030,-0.12768586176196514
ACH-000035,-0.19757848104610806
ACH-000036,-0.23372253350838215
ACH-000037,-0.2596592357812114
ACH-000039,-0.12523531101817048
ACH-000040,-0.2175504545090015
ACH-000041,-0.10730692616799163
ACH-000042,-0.22026818067846893
ACH-000045,-0.2051533456085328
ACH-000047,0.01099568142168996
ACH-000052,-0.3336760536345845
ACH-000053,-0.2519386472090371
ACH-000054,-0.20636904998020214
ACH-000055,-0.016737225603642183
ACH-000060,-0.25473024747735146
ACH-000067,-0.24328297084155856
ACH-000070,-0.32037899786441426
ACH-000075,-0.07986250167389444
ACH-000078,-0.22208445642107985
ACH-000082,-0.17657855504414496
ACH-000085,-0.42958216694084783
ACH-000086,-0.18520466352580664
ACH-000087,-0.2318520247519695
ACH-000092,-0.4672023489501714
ACH-000095,-0.2682245469424738
ACH-000097,-0.2261374557490776
ACH-000098,-0.199075473568054
ACH-000099,-0.1273086219989847
ACH-000108,-0.2513322415001849
ACH-000113,-0.1572239743882657
ACH-000116,-0.07440248053160357
ACH-000118,-0.20806284671484235
ACH-000120,-0.16388562932509196
ACH-000123,-0.2106914708184381
ACH-000127,-0.1889968039242692
ACH-000128,-0.2687741933818702
ACH-000132,-0.21275278506551665
ACH-000133,-0.2395614601603178
ACH-000137,-0.22922083021145856
ACH-000138,-0.21379957266618266
ACH-000142,-0.2107853792224008
ACH-000143,-0.2035593178976605
ACH-000146,-0.16848506603251226
ACH-000148,-0.2709323835626232
ACH-000150,-0.13500718018367452
ACH-000152,-0.2877339062120711
ACH-000153,-0.10913939195455327
ACH-000159,-0.2404888215775432
ACH-000160,-0.2240403383303692
ACH-000163,-0.3885430178858537
ACH-000167,-0.15762349638011738
ACH-000168,-0.14460693234083852
ACH-000169,-0.12085592188231765
ACH-000178,-0.1927263052016585
ACH-000183,-0.23462119126656894
ACH-000188,-0.20973553955802052
ACH-000189,-0.11890625637702334
ACH-000190,-0.3813608789868589
ACH-000198,-0.1974094115026772
ACH-000203,-0.18450942875554247
ACH-000204,-0.246541531910567
ACH-000206,-0.12972375534758154
ACH-000207,-0.1944143004416593
ACH-000208,-0.35086596332421155
ACH-000210,-0.15403163869957978
ACH-000211,-0.2359949419469123
ACH-000215,-0.19942976602458484
ACH-000221,-0.08507989960894323
ACH-000222,-0.14477531348406555
ACH-000223,-0.3291420260240746
ACH-000226,-0.08641342191105086
ACH-000227,-0.2437050207946365
