,SPTY2D1 (144108)
ACH-000004,-0.1219837397787465
ACH-000005,0.2562036008906794
ACH-000007,-0.024265721269577403
ACH-000009,0.07328630343841235
ACH-000011,0.14478834625716455
ACH-000012,0.05480537485647143
ACH-000013,0.01591170857358158
ACH-000014,-0.04071517150678509
ACH-000015,0.12810825902110334
ACH-000017,0.17590145608578125
ACH-000018,-0.06093559710279803
ACH-000019,0.027062821447417833
ACH-000021,0.04229697153251413
ACH-000022,0.1517063266425863
ACH-000025,0.0603678719277156
ACH-000028,-0.1024655544249454
ACH-000030,-0.044970622650948346
ACH-000035,0.011771569252159894
ACH-000036,0.2356327780696763
ACH-000037,-0.04043534744624768
ACH-000039,-0.004807752663228204
ACH-000040,-0.07732066991832738
ACH-000041,-0.0547011621417022
ACH-000042,0.20586447548042447
ACH-000045,-0.013088293240089994
ACH-000047,-0.16096450465224532
ACH-000052,0.0464111010345765
ACH-000053,0.007841237100501677
ACH-000054,0.058054790164066276
ACH-000055,-0.04817240105808675
ACH-000060,0.3364177027807637
ACH-000067,0.056183614906986826
ACH-000070,-0.1285004140311151
ACH-000075,0.10108870926237233
ACH-000078,0.03159163133517875
ACH-000082,-0.1565799318255917
ACH-000085,0.03878618070580122
ACH-000086,0.08820730122492489
ACH-000087,-0.2761921125005295
ACH-000092,0.0021589841323110853
ACH-000095,0.10549747853346156
ACH-000097,0.05837546591865715
ACH-000098,-0.04632074455567408
ACH-000099,0.14915243159501576
ACH-000108,0.1036100218353803
ACH-000113,0.2580458660958089
ACH-000116,-0.02702288419492273
ACH-000118,0.04968856778047152
ACH-000120,-0.042942202733122964
ACH-000123,-0.31748417018442304
ACH-000127,0.11834783314651708
ACH-000128,0.09570981544627427
ACH-000132,0.0235230142420044
ACH-000133,0.13802896707505088
ACH-000137,-0.08512643774118714
ACH-000138,0.1889531534253573
ACH-000142,0.1293495140834219
ACH-000143,0.04570659711892895
ACH-000146,0.07145775880500156
ACH-000148,0.07796839146970247
ACH-000150,-0.12976480782468885
ACH-000152,0.2656325478391988
ACH-000153,-0.16742446714032955
ACH-000159,-0.06083670133554572
ACH-000160,0.14549025865853635
ACH-000163,-0.032325412915189915
ACH-000167,0.10589355150784524
ACH-000168,0.05972019234265982
ACH-000169,0.047016693931989435
ACH-000178,0.16605712208980414
ACH-000183,-0.1504861907260972
ACH-000188,0.1180241426509579
ACH-000189,-0.2550884884581446
ACH-000190,0.2512863786062315
ACH-000198,-0.012681849080637336
ACH-000203,0.28122956827965623
ACH-000204,-0.2658891537846532
ACH-000206,-0.26596739758407684
ACH-000207,0.00314917381580955
ACH-000208,0.10712371262814384
ACH-000210,-0.05194142224556735
ACH-000211,0.11530835374399932
ACH-000215,0.09576671800824356
ACH-000221,0.1535563624664559
ACH-000222,-0.04768215341628824
ACH-000223,0.03860069972774803
ACH-000226,-0.04951360307512363
ACH-000227,0.12197414575205096
ACH-000228,0.23761122553553216
ACH-000231,0.17708852347681
ACH-000232,-0.010897683672185594
ACH-000233,0.06695654553566087
