,SRBD1 (55133)
ACH-000004,-1.0513557223292926
ACH-000005,-1.1149482570517175
ACH-000007,-1.1235627953335812
ACH-000009,-0.8367864864109908
ACH-000011,-1.3694301286451203
ACH-000012,-1.1504517294487877
ACH-000013,-1.30268815351913
ACH-000014,-1.3254051189369462
ACH-000015,-1.1390210194983237
ACH-000017,-0.9390238590044327
ACH-000018,-1.2293108381570608
ACH-000019,-0.7213384675061388
ACH-000021,-1.0448228185734545
ACH-000022,-0.9755938202388292
ACH-000025,-1.0377966780548369
ACH-000028,-0.9078261165611362
ACH-000030,-1.0089144557662764
ACH-000035,-1.2276920422274131
ACH-000036,-1.1555745161064008
ACH-000037,-0.7598896935650047
ACH-000039,-1.3823655978704488
ACH-000040,-1.2255050810324308
ACH-000041,-1.3655359248208865
ACH-000042,-1.143236618828778
ACH-000045,-1.135465602237281
ACH-000047,-1.2920284587767843
ACH-000052,-1.3369552026303393
ACH-000053,-1.0448605635650057
ACH-000054,-1.0734632518317024
ACH-000055,-1.0319086363936896
ACH-000060,-1.0680409742007408
ACH-000067,-1.2112626509176
ACH-000070,-1.2483205411173095
ACH-000075,-1.1477520503998988
ACH-000078,-1.0650262863782964
ACH-000082,-0.9537014532025542
ACH-000085,-1.361554870236216
ACH-000086,-1.090320920823879
ACH-000087,-1.3995665115779836
ACH-000092,-1.1928066747114108
ACH-000095,-0.9762732003381476
ACH-000097,-1.2982057296894445
ACH-000098,-1.349099246300595
ACH-000099,-1.0077709167165392
ACH-000108,-1.0143253000904129
ACH-000113,-1.2293357676782528
ACH-000116,-1.0387088541145593
ACH-000118,-1.1856624241372566
ACH-000120,-1.2897471381010337
ACH-000123,-1.253621733806927
ACH-000127,-0.8853692593053537
ACH-000128,-1.1840362599804146
ACH-000132,-1.1497569899724076
ACH-000133,-1.0799158318754685
ACH-000137,-1.4038705405133178
ACH-000138,-1.1778414621253857
ACH-000142,-0.9548036686981168
ACH-000143,-1.2667041981219225
ACH-000146,-1.3317962736592273
ACH-000148,-1.1581230632359905
ACH-000150,-1.3156363546230847
ACH-000152,-1.18855760448927
ACH-000153,-0.9614265940958022
ACH-000159,-1.355884362519609
ACH-000160,-1.4073503817849944
ACH-000163,-1.1798702681405149
ACH-000167,-1.4909079640430216
ACH-000168,-1.109841782743775
ACH-000169,-1.0127106503237258
ACH-000178,-1.198819853816
ACH-000183,-1.212310066299365
ACH-000188,-1.120236658208165
ACH-000189,-1.3173001284136818
ACH-000190,-0.9992089196861668
ACH-000198,-1.0387150249604509
ACH-000203,-1.200395136124042
ACH-000204,-1.0061693586828802
ACH-000206,-1.0373077988477404
ACH-000207,-0.8819238990646819
ACH-000208,-0.957635498488154
ACH-000210,-1.1051941901918545
ACH-000211,-1.3045693395718452
ACH-000215,-1.1006888976350158
ACH-000221,-1.046108625954438
ACH-000222,-1.2216958136795857
ACH-000223,-1.2945156234848478
ACH-000226,-1.0173710114079502
ACH-000227,-1.320153777811168
ACH-000228,-1.3134938153762867
ACH-000231,-1.2838793420886805
ACH-000232,-1.1893335444781556
ACH-000233,-1.0781044081254805
ACH-000234,-1.2372378164340614
ACH-000235,-1.1484248052818535
ACH-000237,-1.0753178384880282
ACH-000238,-1.2180803462778622
ACH-000242,-1.1453992803994948
ACH-000243,-1.465196288845335
ACH-000244,-1.0086753537806996
ACH-000246,-1.184410484731959
ACH-000248,-1.249502244409786
ACH-000250,-1.1686342229474849
ACH-000251,-1.3682493156336442
ACH-000252,-1.2449386580002988
ACH-000253,-1.1181698621860277
ACH-000255,-1.141416484824875
ACH-000256,-0.9454501212990511
ACH-000257,-1.2299463178853152
ACH-000258,-0.9989316371538725
ACH-000259,-1.1742191067905998
ACH-000260,-1.2043186197890658
ACH-000261,-1.3567782772690058
ACH-000262,-1.3846882184873104
ACH-000263,-1.2901101081136002
ACH-000264,-1.244729326302427
ACH-000265,-1.1047890113052012
ACH-000266,-1.1443236854992276
ACH-000272,-0.9630085471232844
ACH-000274,-1.3544748791011765
ACH-000277,-1.011529514941813
ACH-000278,-1.0088324428208133
ACH-000279,-1.455827466384999
ACH-000280,-1.2676051725792532
ACH-000281,-1.3305887519228723
ACH-000288,-1.258328745462482
ACH-000291,-1.045487525579119
ACH-000293,-1.2808632604504773
ACH-000294,-0.9065708990233462
ACH-000295,-1.2037120003633022
ACH-000296,-1.0814772849284506
ACH-000302,-1.0158091936190023
ACH-000304,-1.649439934814201
ACH-000307,-1.2124093402382372
ACH-000308,-1.3437444623325976
ACH-000310,-0.9110783305115128
ACH-000311,-1.0503233617546142
ACH-000312,-1.1421314336463355
ACH-000315,-0.9068572820200722
