,NDUFA12 (55967)
ACH-000004,-0.14537126098550698
ACH-000005,-0.2179081904604868
ACH-000007,0.1679647614736718
ACH-000009,-0.13042193031077762
ACH-000011,0.06573293181890978
ACH-000012,-0.05382180242284789
ACH-000013,-0.02568858917260014
ACH-000014,-0.10121452490365744
ACH-000015,-0.15947127068779496
ACH-000017,-0.058858502199882035
ACH-000018,-0.20071685760940586
ACH-000019,0.04056409392684012
ACH-000021,-0.13258670536694
ACH-000022,-0.10998199119244828
ACH-000025,-0.1959461189545186
ACH-000028,-0.10999521833062743
ACH-000030,-0.07505155800935948
ACH-000035,-0.02265041790337665
ACH-000036,-0.035508022085874766
ACH-000037,-0.024098254954496225
ACH-000039,-0.12674880715605835
ACH-000040,0.02669955402711857
ACH-000041,-0.05538743001022455
ACH-000042,-0.03673977987055101
ACH-000045,-0.006081408304910426
ACH-000047,-0.0781781005800748
ACH-000052,-0.17059203780358848
ACH-000053,-0.10252465288876078
ACH-000054,0.03417516621155207
ACH-000055,-0.0018992021399779988
ACH-000060,0.057538549912755414
ACH-000067,-0.019716201607656348
ACH-000070,-0.13528766490854674
ACH-000075,0.08425837919912953
ACH-000078,-0.04952663325857458
ACH-000082,-0.08586131548312803
ACH-000085,-0.2148308566896127
ACH-000086,-0.024806988893865248
ACH-000087,-0.1012367020912606
ACH-000092,-0.08890002521597623
ACH-000095,-0.04902648819848495
ACH-000097,-0.057655781635988626
ACH-000098,-0.03313655519442465
ACH-000099,-0.052605059256504084
ACH-000108,-0.04705601198345288
ACH-000113,-0.02289603129594676
ACH-000116,-0.060798456367992734
ACH-000118,-0.1257864380005118
ACH-000120,0.0018196804265064878
ACH-000123,-0.08450361817996413
ACH-000127,-0.1167039097353306
ACH-000128,-0.18413429806079035
ACH-000132,0.019317424546535542
ACH-000133,-0.1677726574972665
ACH-000137,-0.11335690883362773
ACH-000138,-0.0444740876584147
ACH-000142,-0.0916664945658192
ACH-000143,0.02144803261322006
ACH-000146,-0.1299453055287401
ACH-000148,-0.05189706144199613
ACH-000150,-0.09054541037979433
ACH-000152,-0.13199821803770806
ACH-000153,-0.08564282738479441
ACH-000159,-0.10730343235350763
ACH-000160,-0.08191597844188613
ACH-000163,-0.18501183689622008
ACH-000167,-0.05007823620146299
ACH-000168,-0.03730654719116831
ACH-000169,-0.1039192346710827
