,CLDND1 (56650)
ACH-000004,-0.08044828095321116
ACH-000005,-0.12254456890409104
ACH-000007,-0.23990804619257625
ACH-000009,-0.232741361354058
ACH-000011,-0.22947745021622198
ACH-000012,-0.03378230578756922
ACH-000013,-0.12442909162674615
ACH-000014,-0.2713054749251749
ACH-000015,-0.05109623898487152
ACH-000017,-0.0045922272120160245
ACH-000018,-0.09626774280945208
ACH-000019,-0.29402789458695705
ACH-000021,-0.1235955468767144
ACH-000022,-0.15911532852998328
ACH-000025,-0.19412569153591053
ACH-000028,-0.2566852877775981
ACH-000030,-0.11035624745541946
ACH-000035,-0.21888736383703575
ACH-000036,-0.241952594225302
ACH-000037,-0.09431464069087027
ACH-000039,-0.2931703088927437
ACH-000040,-0.14771403463404933
ACH-000041,-0.04922669232993696
ACH-000042,-0.0070917987757576325
ACH-000045,-0.09510033502747367
ACH-000047,-0.13054723898759105
ACH-000052,-0.09401755043014033
ACH-000053,-0.14240017138373098
ACH-000054,-0.17481508544581115
ACH-000055,-0.21414801488533414
ACH-000060,-0.3201060494330553
ACH-000067,-0.2756770498771981
ACH-000070,-0.198497761421798
ACH-000075,-0.03467377202033125
ACH-000078,-0.2428711330426448
ACH-000082,-0.1712836316001009
ACH-000085,-0.2475356204931748
ACH-000086,-0.013470328071587087
ACH-000087,-0.1183852788019574
ACH-000092,-0.2198112983559808
ACH-000095,-0.0989948140616028
ACH-000097,-0.18423491670815506
ACH-000098,-0.141554314372726
ACH-000099,-0.036133977103581766
ACH-000108,-0.15449921178833556
ACH-000113,-0.13301830288582148
ACH-000116,-0.07874349802019849
ACH-000118,-0.15852321132995836
ACH-000120,-0.12101016048294225
ACH-000123,-0.1275716784970438
ACH-000127,-0.08555523888905582
ACH-000128,-0.27451785027622405
ACH-000132,-0.35946582322817633
ACH-000133,-0.19209374757954986
ACH-000137,-0.3016589478291077
ACH-000138,-0.1341328695283488
ACH-000142,-0.06758297471087675
ACH-000143,-0.13014913652401405
ACH-000146,-0.12768338874326746
ACH-000148,-0.1157286932304346
ACH-000150,-0.11362341913256195
ACH-000152,-0.16051059193087042
ACH-000153,-0.04568449004159246
ACH-000159,-0.1835403487395282
ACH-000160,-0.05551422210878647
ACH-000163,-0.18290419431495056
ACH-000167,-0.23304059314130984
ACH-000168,0.004782787224259249
ACH-000169,-0.16661029261144925
ACH-000178,-0.1684836627797234
ACH-000183,-0.08078248646993119
ACH-000188,-0.11639070060123742
ACH-000189,-0.21915916266530586
ACH-000190,0.005210896467275423
ACH-000198,-0.038759105979235216
ACH-000203,0.045584401516223394
ACH-000204,-0.1702680269594717
ACH-000206,-0.3279276301780082
ACH-000207,-0.023522258661377467
ACH-000208,-0.344380193232424
