,SF3B6 (51639)
ACH-000004,-0.5217152028034618
ACH-000005,-0.5661343693231495
ACH-000007,-0.7189736937042417
ACH-000009,-0.7193647748853299
ACH-000011,-0.4020077586736821
ACH-000012,-0.6282563438098064
ACH-000013,-0.5407677422698032
ACH-000014,-0.44669350102217
ACH-000015,-0.3047118330204606
ACH-000017,-0.6472455296176525
ACH-000018,-0.4753725843056261
ACH-000019,-0.7781301889181893
ACH-000021,-0.6570349407919299
ACH-000022,-0.566318720918077
ACH-000025,-0.6795613832387779
ACH-000028,-0.5465089630461218
ACH-000030,-0.7077764383612024
ACH-000035,-0.5874704275168328
ACH-000036,-0.8141058588995853
ACH-000037,-0.7995507883326484
ACH-000039,-0.6669618130774801
ACH-000040,-0.6829960935926708
ACH-000041,-0.3327126662878247
ACH-000042,-0.5886104489185641
ACH-000045,-0.4140390806210911
ACH-000047,-0.6619305052819949
ACH-000052,-0.5467374322252132
ACH-000053,-0.6995611108885718
ACH-000054,-0.5878393817787004
ACH-000055,-0.4942770430160354
ACH-000060,-0.5556376620092689
ACH-000067,-0.7770570992395652
ACH-000070,-0.4715256658774832
ACH-000075,-0.5919979297960957
ACH-000078,-0.6534305264631675
ACH-000082,-0.7615589630339042
ACH-000085,-0.38105955805574976
ACH-000086,-0.8338458240016208
ACH-000087,-0.5390417252643931
ACH-000092,-0.7201906848688996
ACH-000095,-0.5267089690821021
ACH-000097,-0.7255954478750337
ACH-000098,-0.6310829051368684
ACH-000099,-0.7067593197539702
ACH-000108,-0.7013333033454757
ACH-000113,-0.6413095875104388
ACH-000116,-0.7103296203980927
ACH-000118,-0.5805899152292153
ACH-000120,-0.6341831672505414
ACH-000123,-0.8108030835035416
ACH-000127,-0.7609524603878177
ACH-000128,-0.5752164536886125
ACH-000132,-0.8044560792438475
ACH-000133,-0.9033593162751145
ACH-000137,-0.5366764649527921
ACH-000138,-0.6409845732267627
ACH-000142,-0.6525558796806235
ACH-000143,-0.8377752148555464
ACH-000146,-0.5964581655307072
ACH-000148,-0.6440116855913106
ACH-000150,-0.4889565677511036
ACH-000152,-0.7081958207456287
ACH-000153,-0.4892041154813041
ACH-000159,-0.6324652473421254
ACH-000160,-0.7040376153592858
ACH-000163,-0.31066523432124593
ACH-000167,-0.922560289612635
ACH-000168,-0.6618762389962501
ACH-000169,-0.5871974378311925
ACH-000178,-0.5280367145527933
ACH-000183,-0.6019294735789604
ACH-000188,-0.5134383041164047
ACH-000189,-0.9603024134747291
ACH-000190,-0.8867087732813339
ACH-000198,-0.7498149562912034
ACH-000203,-0.8157633530053037
ACH-000204,-0.6091729144940227
ACH-000206,-0.6106301983753714
ACH-000207,-0.9475511209189872
ACH-000208,-0.4999787069422508
ACH-000210,-0.587635474135134
ACH-000211,-0.6915212775420267
ACH-000215,-0.6683904241764718
ACH-000221,-0.3337494374341577
ACH-000222,-0.4942869908884678
ACH-000223,-0.9043257811623991
ACH-000226,-0.6357056401456962
ACH-000227,-0.7885344247385357
ACH-000228,-0.7661204966765891
ACH-000231,-0.7837390497798056
ACH-000232,-0.605701114955058
ACH-000233,-0.5060801130609529
ACH-000234,-0.5273189534613203
ACH-000235,-0.5597400837796226
ACH-000237,-0.7725308752465613
ACH-000238,-0.5995145559626743
ACH-000242,-0.6334503661591274
ACH-000243,-0.6475895494688206
ACH-000244,-0.775662172388686
ACH-000246,-0.714355874950684
ACH-000248,-0.6290625742022886
ACH-000250,-0.5714871477652779
ACH-000251,-0.5419437690115433
ACH-000252,-0.8263797043116665
ACH-000253,-0.6839170821655336
ACH-000255,-0.4151921959816049
ACH-000256,-0.5749971132511246
ACH-000257,-0.3495763935648172
ACH-000258,-0.6248781394772343
ACH-000259,-0.4279163780650341
ACH-000260,-0.4855766614724484
ACH-000261,-0.7979237714081973
ACH-000262,-0.6363480287495201
ACH-000263,-0.6959836328865164
ACH-000264,-0.8496900322567432
ACH-000265,-0.5229923295232269
ACH-000266,-0.6689592222773537
ACH-000272,-0.5949811373248808
ACH-000274,-0.4712059982647325
ACH-000277,-0.7285391453916257
ACH-000278,-0.7878724694257601
ACH-000279,-0.6633367704945814
ACH-000280,-0.5230615297127071
ACH-000281,-0.5930988847964759
ACH-000288,-0.6582832144580573
ACH-000291,-0.7460931571195529
ACH-000293,-0.5556318700164559
ACH-000294,-0.5268272649767278
ACH-000295,-0.6117738632397753
ACH-000296,-0.6842177799005253
ACH-000302,-0.6451647202837061
ACH-000304,-0.4616860142773972
ACH-000307,-0.6414198710397042
ACH-000308,-0.8205106668541398
ACH-000310,-0.6008175084920928
ACH-000311,-0.5042760240888036
ACH-000312,-0.5374895203623334
ACH-000315,-0.791103086329951
ACH-000316,-0.4633958040590288
ACH-000317,-0.6648406544479304
ACH-000318,-0.7208252687714551
ACH-000319,-0.680833199391592
ACH-000320,-0.4487741672793228
ACH-000322,-0.4251792623858109
ACH-000323,-0.8633523880737991
ACH-000324,-0.6377398385043491
ACH-000329,-0.6104356598253118
ACH-000330,-0.7867571148820307
ACH-000331,-0.6985677761579471
ACH-000332,-0.6079971136736144
ACH-000334,-0.9462496014709126
ACH-000335,-0.2616678437941056
ACH-000336,-0.7098334807597501
ACH-000337,-0.5931405873536487
ACH-000338,-1.0377848027985928
ACH-000339,-0.6683539079184251
ACH-000341,-0.5808440389266377
ACH-000348,-0.4831225500059501
ACH-000350,-0.5659380785772696
ACH-000352,-0.6022837171694941
ACH-000356,-0.8197097768469495
ACH-000361,-0.4649998777198034
ACH-000362,-0.3656922225776209
ACH-000363,-0.6601308477870551
ACH-000364,-0.4034187563555546
ACH-000365,-0.7876339242624554
ACH-000366,-0.8166475257648834
ACH-000368,-0.5082902485847525
ACH-000374,-0.9655231455076436
ACH-000375,-0.490251628381332
ACH-000376,-0.7469270053551128
ACH-000381,-0.5549888209006653
ACH-000383,-0.6047488400851635
ACH-000387,-0.4872081083446947
ACH-000389,-0.6903091483525942
ACH-000390,-0.6659073415099378
ACH-000393,-0.5051031757331779
ACH-000395,-0.6421754173515698
ACH-000396,-0.7614337268867873
ACH-000397,-0.8251250127207276
ACH-000401,-0.3986252926357406
ACH-000402,-0.4682981568216635
ACH-000403,-0.8394758540621484
ACH-000404,-0.4055706276624603
ACH-000406,-0.3659154028212249
ACH-000407,-0.4712698127626439
ACH-000408,-0.7446080216562422
ACH-000410,-0.5169732340409227
ACH-000411,-0.6780845901713276
ACH-000414,-0.5148104082178401
ACH-000415,-0.6982505498146893
ACH-000416,-0.7565908900008697
ACH-000420,-0.5590398350459789
ACH-000421,-0.6512588604741413
ACH-000424,-0.5865200353542842
ACH-000425,-0.5212842266481703
ACH-000426,-0.4254292201030121
ACH-000427,-0.9989937223651422
ACH-000433,-0.6532571290498941
ACH-000435,-0.6107201450422536
ACH-000436,-0.4728922476062545
ACH-000444,-0.5533014816123173
ACH-000445,-0.5711191091575212
ACH-000448,-0.6994221506258561
ACH-000450,-0.567880236434367
ACH-000452,-0.6839206563105499
ACH-000454,-0.5148455221843502
ACH-000458,-0.6738713925045868
ACH-000459,-0.3747625767096449
ACH-000460,-0.6504899858218084
ACH-000461,-0.39422421185080603
ACH-000463,-0.6181996189290572
ACH-000464,-0.5190433389926841
ACH-000466,-0.8662605822459892
ACH-000467,-0.6965380280047639
ACH-000468,-0.6701339766544008
ACH-000469,-0.5591863410419224
ACH-000470,-0.7612932897935512
ACH-000471,-0.6846444364174826
ACH-000472,-0.829801420990805
ACH-000473,-0.6791060300077104
ACH-000475,-0.5674679217073142
ACH-000476,-0.4567803390828774
ACH-000477,-0.34300305992611585
ACH-000479,-0.7179418483797203
ACH-000480,-0.5709053675664096
ACH-000481,-0.5812974584917943
ACH-000483,-0.4623110770712896
ACH-000484,-0.7244581979372128
ACH-000485,-0.7222833183596149
ACH-000486,-0.6179562370388475
ACH-000487,-0.6973719250302666
ACH-000488,-0.6638253751666677
ACH-000490,-0.7336029892162074
ACH-000491,-0.5050003097145817
ACH-000495,-0.5398934196319379
ACH-000496,-0.5092672773269059
ACH-000499,-0.471539469101438
ACH-000500,-0.9498387536185576
ACH-000502,-0.8420925157241544
ACH-000503,-0.690484316350359
ACH-000505,-0.6411507044670308
ACH-000507,-0.5853954409556144
ACH-000510,-0.5412274240011569
ACH-000511,-0.6676422498277739
ACH-000512,-0.5104164493660666
ACH-000516,-0.5860196700542093
ACH-000517,-0.62181732652391
ACH-000518,-0.6552527039518565
ACH-000520,-0.5248136107073224
ACH-000521,-0.5708499451879341
ACH-000522,-0.7156184171567957
ACH-000524,-0.6316296293376286
ACH-000527,-0.4643287994352994
ACH-000528,-0.5278587279471993
ACH-000537,-0.6457934818773705
ACH-000541,-0.6994091613062131
ACH-000542,-0.5582678237525115
ACH-000544,-0.6607077171906008
ACH-000545,-0.5637127646259577
ACH-000547,-0.4276476150726552
ACH-000548,-0.6236478047790392
ACH-000549,-0.7888831419200165
ACH-000550,-0.5982815417741114
ACH-000552,-0.4861525638785443
ACH-000556,-0.7867145074426041
ACH-000557,-0.5625359944370993
ACH-000569,-0.6973261097077245
ACH-000570,-0.6468621043097218
ACH-000571,-0.7216372980565519
ACH-000573,-0.5203747904705021
ACH-000576,-0.4980178509423201
ACH-000579,-0.6254280900996524
ACH-000580,-0.5685983389831267
ACH-000584,-0.5520025591300164
ACH-000585,-0.8588426753421023
