,EIF2A (83939)
ACH-000004,-0.030379686995334
ACH-000005,-0.0131214636324546
ACH-000007,-0.012018839813647634
ACH-000009,-0.11549178644831272
ACH-000011,0.036935456622746624
ACH-000012,0.037031019201594746
ACH-000013,-0.042115841505823766
ACH-000014,-0.3259884682213378
ACH-000015,-0.06865704968647042
ACH-000017,0.00047950791116949364
ACH-000018,-0.19486584626074308
ACH-000019,-0.06225888621404354
ACH-000021,-0.11084311026159012
ACH-000022,-0.06268236843528739
ACH-000025,-0.20707185998475705
ACH-000028,-0.12829541976405456
ACH-000030,-0.19873220240017114
ACH-000035,-0.11058562339953178
ACH-000036,-0.033697820820225134
ACH-000037,-0.02937677785731372
ACH-000039,-0.3411722865990213
ACH-000040,-0.08550772734749287
ACH-000041,-0.04495285817618695
ACH-000042,0.0754010848977069
ACH-000045,0.022503841003062155
ACH-000047,-0.020161641988669918
ACH-000052,-0.15480410897563954
ACH-000053,-0.0420434397349147
ACH-000054,-0.07114854423086046
ACH-000055,-0.15712950195615205
ACH-000060,0.03193944563357996
ACH-000067,-0.3176883753245175
ACH-000070,-0.08300213923738822
ACH-000075,-0.021738849897749664
ACH-000078,0.028203426411458395
ACH-000082,-0.06098244863506306
ACH-000085,-0.183309768131774
ACH-000086,-0.16382924434566054
ACH-000087,0.035217777904192234
ACH-000092,-0.2643652325172108
ACH-000095,-0.08831626960850862
ACH-000097,-0.0054056970707902115
ACH-000098,-0.1070776523936234
ACH-000099,-0.03505999496431465
ACH-000108,-0.12272284562915126
ACH-000113,-0.1529033817077848
ACH-000116,-0.016280281729660586
ACH-000118,0.028732150647729007
ACH-000120,-0.09019642781445082
ACH-000123,-0.1290844575283505
ACH-000127,-0.10863081102825543
ACH-000128,-0.19002141222805025
ACH-000132,-0.3629269846915851
ACH-000133,-0.16181921051953965
ACH-000137,-0.0828753282946494
ACH-000138,-0.11506333684778534
ACH-000142,-0.04674619676231268
ACH-000143,-0.07865072972278328
ACH-000146,0.0005810835798977017
ACH-000148,-0.1493254662042145
ACH-000150,0.03804349447990955
ACH-000152,-0.12997767719617964
ACH-000153,-0.005743093657918049
ACH-000159,-0.14634430165159593
ACH-000160,-0.1427305874150503
ACH-000163,-0.14647252904407984
ACH-000167,-0.17765731801648318
ACH-000168,-0.07092709499965066
ACH-000169,-0.08285302494320597
ACH-000178,-0.15788892954449546
ACH-000183,-0.10269381641426843
ACH-000188,-0.043756285533912566
ACH-000189,-0.1494767709900728
ACH-000190,-0.2347831874260101
ACH-000198,-0.11980867499289533
ACH-000203,0.040673980799124834
ACH-000204,-0.2409015760292106
ACH-000206,-0.1124013839445824
ACH-000207,-0.14803636134113504
ACH-000208,-0.04979142995272115
ACH-000210,-0.16066398794347733
ACH-000211,-0.15782397277722207
ACH-000215,-0.1729512725407126
ACH-000221,0.06904507245391951
ACH-000222,0.002276549426816833
ACH-000223,0.12489809859898254
ACH-000226,-0.0071617922964678105
ACH-000227,-0.07798458894234726
ACH-000228,-0.07533540200905628
ACH-000231,-0.1127378616351859
ACH-000232,-0.05688885888243294
ACH-000233,-0.031027982817872887
ACH-000234,0.0003945281118722376
ACH-000235,-0.061244147427349224
ACH-000237,-0.17297721287985468
ACH-000238,0.01733097451858709
ACH-000242,-0.1151873887879691
ACH-000243,-0.10314894785999576
ACH-000244,-0.31341267331191724
ACH-000246,-0.0299370443250484
ACH-000248,-0.09756859480754032
ACH-000250,-0.13661887826573688
ACH-000251,-0.3394225699469522
ACH-000252,-0.2829775127302286
ACH-000253,-0.04267322117059035
ACH-000255,-0.046058536906046416
ACH-000256,-0.06357072031064748
ACH-000257,0.06044807864022445
ACH-000258,0.0940062698317422
ACH-000259,-0.009327201031323486
ACH-000260,-0.15163869606259184
ACH-000261,-0.14827670622757486
ACH-000262,-0.12597982245785488
ACH-000263,-0.0357577500141707
ACH-000264,-0.1226045549507667
ACH-000265,-0.14162540146099134
ACH-000266,-0.03999585704978263
ACH-000272,-0.16599203419642178
ACH-000274,-0.246610927027328
ACH-000277,-0.06098458777845602
ACH-000278,-0.17900256794165462
ACH-000279,-0.18514856627193668
ACH-000280,-0.15941124084020775
ACH-000281,-0.11122671132078264
ACH-000288,-0.21405730351382274
ACH-000291,-0.01778124884981051
ACH-000293,0.0011717576976906345
ACH-000294,-0.036770693652003215
ACH-000295,0.04018018406435614
ACH-000296,0.054105907960987416
ACH-000302,-0.06022624834519106
ACH-000304,0.07929033356620706
ACH-000307,-0.12569445698670942
ACH-000308,-0.08805237391415625
ACH-000310,0.10037295419007444
ACH-000311,-0.050725042756121226
ACH-000312,0.02473166453063889
ACH-000315,-0.10403091601393748
ACH-000316,-0.035017885118492416
ACH-000317,0.10268680819506283
ACH-000318,-0.15938926752874324
ACH-000319,-0.08342720548906317
ACH-000320,-0.20224653246952268
ACH-000322,-0.3536727809485861
ACH-000323,-0.2687684890997059
ACH-000324,-0.0449574917985677
ACH-000329,-0.04876567801356868
ACH-000330,-0.011170622988164177
ACH-000331,-0.36274019443843375
ACH-000332,-0.045975516649070916
ACH-000334,0.12392830715345368
ACH-000335,-0.023537586378212117
ACH-000336,-0.15392126277177207
ACH-000337,-0.10809918607338498
ACH-000338,-0.5027493645414941
ACH-000339,-0.2188210215824938
ACH-000341,0.0034634581660321338
ACH-000348,-0.09157391391141036
ACH-000350,-0.04290219192171699
ACH-000352,-0.2082424156979678
ACH-000356,-0.17642639670599694
ACH-000361,-0.2890748507491637
ACH-000362,0.026512302450817225
ACH-000363,-0.100473264352691
ACH-000364,-0.06445537158846229
ACH-000365,-0.04958514426652124
ACH-000366,-0.12045456249554068
ACH-000368,-0.14259359751278186
ACH-000374,0.015210240568436171
ACH-000375,0.1312526627179436
ACH-000376,-0.11214036699545933
