,GRTP1 (79774)
ACH-000004,-0.32245003990374144
ACH-000005,0.07965961842345781
ACH-000007,-0.05586418772391996
ACH-000009,-0.045220728982405034
ACH-000011,0.002111991597931431
ACH-000012,-0.022035644752332502
ACH-000013,-0.00844302378588027
ACH-000014,0.05329020688222588
ACH-000015,-0.10376888025762483
ACH-000017,-0.14414144130811665
ACH-000018,-0.21775352900503367
ACH-000019,0.09518994433205616
ACH-000021,0.08823641813507267
ACH-000022,0.01462693068138371
ACH-000025,0.06209911311785525
ACH-000028,-0.015321451414529046
ACH-000030,-0.06351076412928977
ACH-000035,0.10745385706794876
ACH-000036,-0.13959081810054008
ACH-000037,-0.09966631259303227
ACH-000039,-0.028362403096395813
ACH-000040,-0.054653617433766136
ACH-000041,-0.10530530178104502
ACH-000042,-0.032289034374385364
ACH-000045,-0.042977171854324286
ACH-000047,-0.1354422354866781
ACH-000052,-0.17798174089034652
ACH-000053,-0.05664527407077517
ACH-000054,0.021332482635371096
ACH-000055,-0.005900219307526893
ACH-000060,-0.15769760521669518
ACH-000067,-0.18363076324285554
ACH-000070,0.041219290762430215
ACH-000075,-0.10854783151268396
ACH-000078,-0.3732957766362869
ACH-000082,-0.0979490141417038
ACH-000085,-0.006316354768210347
ACH-000086,-0.007713751533338749
ACH-000087,-0.15185880508778812
ACH-000092,-0.012797744627173185
ACH-000095,-0.12034092599020325
ACH-000097,0.05166436289368221
ACH-000098,0.01710351541958821
ACH-000099,-0.11841063133387512
ACH-000108,0.0011138004197347444
ACH-000113,-0.10845850451275246
ACH-000116,-0.05215621818953282
ACH-000118,0.07012276971400043
ACH-000120,-0.09074938772960643
ACH-000123,0.1587054153129047
ACH-000127,-0.050619100550265854
ACH-000128,-0.13716685790938324
ACH-000132,-0.02618414809189011
ACH-000133,-0.0382425698694376
ACH-000137,-0.07803643859699234
ACH-000138,0.12867661176838233
ACH-000142,-0.02628795316507552
ACH-000143,0.1231378178656004
ACH-000146,-0.16149625332204376
ACH-000148,-0.07905341584304128
ACH-000150,-0.05519553972345537
ACH-000152,-0.2147367299588974
ACH-000153,0.02416437158994797
ACH-000159,0.02268720646762833
ACH-000160,0.014432543471681946
ACH-000163,-0.01355098826944602
ACH-000167,0.13061325462539222
ACH-000168,-0.14711789164442085
ACH-000169,-0.0784153218696591
ACH-000178,-0.10455159218189587
ACH-000183,0.004935146220552964
ACH-000188,-0.003270144954613991
ACH-000189,-0.15942669698135836
ACH-000190,-0.003508458397427511
ACH-000198,-0.1047658660998844
ACH-000203,0.16695647874215264
ACH-000204,-0.08256169020139002
ACH-000206,-0.10923461514771754
ACH-000207,-0.17774367886580694
ACH-000208,0.07607444260559837
ACH-000210,0.020683109062555483
ACH-000211,-0.06222145830063376
ACH-000215,-0.0032488409369376674
ACH-000221,0.000385906980885609
ACH-000222,-0.1138313332231537
ACH-000223,-0.09012960421427522
ACH-000226,-0.0605250184982731
ACH-000227,-0.017964527709171414
ACH-000228,-0.11852295605223875
ACH-000231,-0.08602731555863369
ACH-000232,-0.08627576101724264
ACH-000233,-0.029503996000054062
ACH-000234,-0.12403763287853302
ACH-000235,-0.04350664294852735
ACH-000237,-0.10619958825816654
ACH-000238,-0.08436233052729525
ACH-000242,0.3566299116731666
ACH-000243,-0.04731151628248839
ACH-000244,-0.0739174187126839
ACH-000246,-0.1552097729758549
ACH-000248,-0.06940559783463704
ACH-000250,-0.11774207919664315
ACH-000251,-0.00267303703874342
ACH-000252,0.1288999388969221
ACH-000253,0.03291084677357908
ACH-000255,0.007414672984526968
ACH-000256,-0.061811375796321524
ACH-000257,-0.0224613698465507
ACH-000258,-0.015442496844509096
ACH-000259,-0.10893519130894744
ACH-000260,-0.08476374536401263
ACH-000261,-0.019265525964320927
ACH-000262,0.03210742570056038
ACH-000263,0.09518327522673066
ACH-000264,-0.07048331780892365
ACH-000265,-0.027970847432946484
ACH-000266,-0.13063012966837154
ACH-000272,0.008843821247930577
ACH-000274,-0.1496891206540869
ACH-000277,-0.19713344364146335
ACH-000278,-0.002872349183629584
ACH-000279,0.1899575020502728
ACH-000280,0.049352806580390055
ACH-000281,-0.08896295392692151
ACH-000288,-0.08986922884332094
ACH-000291,0.02118796100552345
ACH-000293,0.03477054477651698
ACH-000294,-0.09177075660498947
ACH-000295,-0.019515204948172344
ACH-000296,-0.2290291060809728
ACH-000302,-0.03518272243025651
ACH-000304,-0.2498798922795005
ACH-000307,-0.10644628605071654
ACH-000308,-0.009461658142110816
ACH-000310,-0.2300707481805052
ACH-000311,-0.1318422822594166
ACH-000312,-0.07746310613306265
ACH-000315,-0.13274606548063647
ACH-000316,0.012108275000261973
ACH-000317,-0.037221754330622636
ACH-000318,0.049061181982492735
ACH-000319,0.011854043572414187
ACH-000320,-0.03721506536532514
ACH-000322,-0.007977571853416144
ACH-000323,-0.11043486354237074
ACH-000324,-0.11411376270167352
ACH-000329,-0.13302400777673945
ACH-000330,0.01522892491619486
ACH-000331,-0.11043660468600733
ACH-000332,0.013832113761456544
ACH-000334,0.08662793207296338
ACH-000335,-0.028249576084940962
ACH-000336,-0.025594041790141225
ACH-000337,0.03820948319509545
ACH-000338,-0.3247716501741396
ACH-000339,-0.07092255507572086
ACH-000341,-0.21952558909450148
ACH-000348,0.03377311403169779
ACH-000350,0.025186553317605682
ACH-000352,-0.10288195741931573
ACH-000356,-0.13279455394077955
ACH-000361,0.0002308730934230664
ACH-000362,-0.1286223165482007
ACH-000363,-0.12143940088218268
