,FN3K (64122)
ACH-000004,-0.16531426474227853
ACH-000005,-0.07650339555807753
ACH-000007,-0.021616052855104505
ACH-000009,-0.32477442016280417
ACH-000011,-0.10725445325363432
ACH-000012,-0.06924249490799393
ACH-000013,-0.08282734534244551
ACH-000014,-0.0561515285302556
ACH-000015,-0.023183149029674242
ACH-000017,-0.288738093330776
ACH-000018,-0.1782052867436709
ACH-000019,-0.21412140362837911
ACH-000021,-0.13064500021170808
ACH-000022,-0.1584286064285754
ACH-000025,-0.048836606906158764
ACH-000028,-0.07342435711128842
ACH-000030,-0.06296466780702313
ACH-000035,-0.10721077015043044
ACH-000036,-0.11205932957332383
ACH-000037,-0.04950508628234048
ACH-000039,-0.18650369315440068
ACH-000040,-0.08541661125073415
ACH-000041,-0.1268439424712385
ACH-000042,-0.0952546908934128
ACH-000045,-0.197845455373314
ACH-000047,-0.12268400604629998
ACH-000052,0.1187371240027176
ACH-000053,-0.052823352474691325
ACH-000054,-0.2062051170780303
ACH-000055,-0.20988371481165954
ACH-000060,0.048375977044729394
ACH-000067,-0.0015168793783047773
ACH-000070,0.1134555817287801
ACH-000075,-0.05944007043216454
ACH-000078,-0.04126290276454652
ACH-000082,0.06515439531410122
ACH-000085,-0.07012033631077776
ACH-000086,-0.03614447895005971
ACH-000087,0.2962674396143597
ACH-000092,-0.03711793138876388
ACH-000095,-0.17393653196561698
ACH-000097,-0.0232049635637102
ACH-000098,-0.08871407890170976
ACH-000099,-0.06393576899375387
ACH-000108,-0.05384493757211326
ACH-000113,-0.1790801719305977
ACH-000116,-0.0377673160666132
ACH-000118,-0.08302736893246335
ACH-000120,-0.2143693808010978
ACH-000123,-0.02569931713132285
ACH-000127,-0.03788825834387415
ACH-000128,-0.16420457969730431
ACH-000132,0.031460391554384966
ACH-000133,-0.01201308582166092
ACH-000137,-0.2005581499397016
ACH-000138,-0.05737709687494672
ACH-000142,-0.19261436360965006
ACH-000143,-0.0309303317802991
ACH-000146,-0.013488123168828487
ACH-000148,-0.12744267721303387
ACH-000150,-0.02322310032936149
ACH-000152,-0.0918604676287358
ACH-000153,0.1786252533521508
ACH-000159,-0.0004189128137529156
ACH-000160,-0.2141147956379812
ACH-000163,-0.055966477711229035
ACH-000167,-0.2008259584728845
ACH-000168,-0.16321887039591346
ACH-000169,-0.013060496104403598
ACH-000178,-0.08428137777477407
ACH-000183,0.07826970403147164
ACH-000188,0.040501545716576916
ACH-000189,-0.0002991637457312217
ACH-000190,-0.12204728015100105
ACH-000198,-0.05137531340990694
ACH-000203,-0.5849991748811953
ACH-000204,-0.13781056384716164
ACH-000206,0.07441598128614872
ACH-000207,-0.14794608779852875
ACH-000208,0.2367188371812168
ACH-000210,-0.3153186725161824
