,KAT6A (7994)
ACH-000004,0.041007006573929486
ACH-000005,-0.09572396043752776
ACH-000007,-0.2253711578272259
ACH-000009,0.21715593968416413
ACH-000011,0.3861094221252205
ACH-000012,0.3483886414802873
ACH-000013,0.15901833463515802
ACH-000014,0.201572109234102
ACH-000015,0.04591098588905804
ACH-000017,0.04296326620628081
ACH-000018,-0.0970285909423146
ACH-000019,-0.004805505880872499
ACH-000021,0.21363219134226605
ACH-000022,-0.08461017494095373
ACH-000025,-0.053146133229442685
ACH-000028,0.033936284398269484
ACH-000030,0.26226356891921404
ACH-000035,-0.1092170098951234
ACH-000036,-0.11849144747031895
ACH-000037,-0.003988782553819285
ACH-000039,0.30769305974850353
ACH-000040,0.30327792396135245
ACH-000041,-0.3222061029866987
ACH-000042,-0.12964426520651368
ACH-000045,0.011743516194634023
ACH-000047,0.08774509332119274
ACH-000052,0.010978255282467238
ACH-000053,0.0051855957284807465
ACH-000054,0.2417935084574825
ACH-000055,-0.09910305821269946
ACH-000060,-0.04939422628176947
ACH-000067,0.5484875042497316
ACH-000070,0.12745342118588468
ACH-000075,-0.04480566122128715
ACH-000078,0.017911146342908302
ACH-000082,-0.14579817189498215
ACH-000085,0.2030038393391984
ACH-000086,0.17864973411668342
ACH-000087,-0.011521626098415129
ACH-000092,0.1564760130144748
ACH-000095,0.12053430650736735
ACH-000097,-0.5673792100440049
ACH-000098,0.055345060070067335
ACH-000099,-0.0368413208632747
ACH-000108,0.022462448827931795
ACH-000113,-0.4103327779557121
ACH-000116,-0.6728488455485797
ACH-000118,0.13255368334873913
ACH-000120,-0.195643759471872
ACH-000123,0.08094778648282605
ACH-000127,0.04573852088341462
ACH-000128,0.04663141607017793
ACH-000132,0.11776469513549599
ACH-000133,0.08123959505694968
ACH-000137,-0.030245780379057813
ACH-000138,-0.15915520071212413
ACH-000142,0.36921080447117416
ACH-000143,-0.21975750454587556
ACH-000146,0.1043758572651846
ACH-000148,0.27460701578756924
ACH-000150,-0.02620356958787089
ACH-000152,-0.012350546603453857
ACH-000153,0.16601815542195944
ACH-000159,-0.0423368822711063
ACH-000160,0.3994134942374341
ACH-000163,-0.1908438640333252
ACH-000167,1.0339431965532506
ACH-000168,-0.33534525329244874
ACH-000169,0.0044006451916313106
ACH-000178,0.35530502158096633
ACH-000183,-0.11793501937155502
ACH-000188,-0.13296794194056902
ACH-000189,0.1255203420014979
ACH-000190,0.6501704214860519
ACH-000198,-0.17244611657238612
ACH-000203,0.3107574170234265
ACH-000204,0.021759697003466683
ACH-000206,-0.01171212811096539
ACH-000207,-0.01014517150833589
ACH-000208,0.18058718722746392
ACH-000210,-0.06549760347387466
ACH-000211,-0.020211228545802318
ACH-000215,0.034287597950771014
ACH-000221,-0.07762628907913888
ACH-000222,0.13225218089002636
ACH-000223,0.009602898080783191
ACH-000226,0.11363453840289375
ACH-000227,0.09750453590291863
ACH-000228,0.01433019749747094
ACH-000231,0.16823042463279372
ACH-000232,-0.1050578208879746
ACH-000233,0.015231418064902975
ACH-000234,0.1799344121952997
ACH-000235,-0.12414587584460315
ACH-000237,0.11230759472614163
ACH-000238,0.10235227216696237
ACH-000242,0.024656082702010525
ACH-000243,-0.05551924017507149
ACH-000244,0.0024946717286268264
ACH-000246,0.24673402503179004
ACH-000248,0.3287332936009343
ACH-000250,0.0337086234768303
ACH-000251,-0.10934790887342853
ACH-000252,-0.15648832197891324
ACH-000253,0.008060261301456905
ACH-000255,-0.10869244086821628
ACH-000256,-0.18585292525604036
ACH-000257,-0.3112334290868973
ACH-000258,-0.13039573867659154
ACH-000259,-0.025640159239637
ACH-000260,-0.043571539790349625
ACH-000261,0.10086988859745408
ACH-000262,0.2442136373536879
ACH-000263,0.04819867210079927
ACH-000264,0.07139434210561099
ACH-000265,0.21039707395562615
ACH-000266,0.05219880291472702
ACH-000272,0.12308879238109575
ACH-000274,-3.306066122895445e-05
ACH-000277,0.06013252143744135
ACH-000278,0.22398611475095825
ACH-000279,0.3555740286000025
ACH-000280,0.2667253937054404
ACH-000281,0.08330251014817587
ACH-000288,0.578403301947689
ACH-000291,-0.10442936996952146
ACH-000293,-0.08710016874542012
ACH-000294,0.16307016650002315
ACH-000295,0.2342582782144007
ACH-000296,0.10435401138836768
ACH-000302,0.006502082525069253
ACH-000304,-0.20491167701994425
ACH-000307,0.07517475404982504
ACH-000308,0.01706388989478393
ACH-000310,0.128049934454746
ACH-000311,-0.09068267094414806
ACH-000312,-0.027027847008470912
ACH-000315,-0.06964242758341935
ACH-000316,-0.11421442142253505
ACH-000317,0.03458350692617247
ACH-000318,0.2093035394866404
