,SNURF (8926)
ACH-000004,-0.11206940430105523
ACH-000005,0.00666071616381002
ACH-000007,-0.1730149364918282
ACH-000009,0.0023799307868255545
ACH-000011,-0.007901448117209322
ACH-000012,-0.005084649603810397
ACH-000013,0.08402912949673329
ACH-000014,-0.009271405586852344
ACH-000015,0.0616034251463034
ACH-000017,-0.018098526650671947
ACH-000018,0.18543287444119397
ACH-000019,-0.0063694923499765035
ACH-000021,0.11540543677195747
ACH-000022,-0.07359297377096467
ACH-000025,0.07231219391575387
ACH-000028,0.12367055416420435
ACH-000030,0.031138470941243224
ACH-000035,0.07981897277833942
ACH-000036,0.05940336019057385
ACH-000037,-0.09517596745496464
ACH-000039,0.13992997650055874
ACH-000040,-0.027791038839822042
ACH-000041,-0.07231630223058018
ACH-000042,0.1325852998054214
ACH-000045,0.01530333018877971
ACH-000047,0.030721363995032232
ACH-000052,-0.056513906550690836
ACH-000053,-0.057893460043928084
ACH-000054,-0.049677613889641085
ACH-000055,-0.010740544621095732
ACH-000060,0.09143694396075544
ACH-000067,-0.004625402969689146
ACH-000070,-0.04131011456526014
ACH-000075,-0.1494455451461864
ACH-000078,0.14945906724840585
ACH-000082,-0.0594222155639274
ACH-000085,-0.07211713067112092
ACH-000086,-0.005387929401350414
ACH-000087,-0.1383732217862522
ACH-000092,0.030752538841343893
ACH-000095,-0.008730102951371426
ACH-000097,-0.0584881512141985
ACH-000098,0.016654189294346568
ACH-000099,0.008092850287179603
ACH-000108,-0.08510939826357702
ACH-000113,0.011154401055199095
ACH-000116,0.03462970839419021
ACH-000118,0.0980179792179829
ACH-000120,0.11393497997083425
ACH-000123,-0.06130096133591317
ACH-000127,1.1382053759023394e-05
ACH-000128,0.03574514471739497
ACH-000132,-0.2291843822647129
ACH-000133,-0.004304797084073947
ACH-000137,0.08332847494715374
ACH-000138,0.12776037247752514
ACH-000142,0.011371553658905234
ACH-000143,-0.13155005185919774
ACH-000146,0.05994076655487854
ACH-000148,-0.01375593790235367
ACH-000150,0.01763892708628006
ACH-000152,-0.03957429921859126
ACH-000153,0.04262283256319264
ACH-000159,0.019582218288473476
ACH-000160,-0.012242545787593413
ACH-000163,0.11054826733357637
ACH-000167,0.020210046766871933
ACH-000168,-0.010680051919966332
ACH-000169,0.002397895659073868
ACH-000178,-0.08341839046459157
ACH-000183,0.044303420038113564
ACH-000188,-0.15446149470338613
ACH-000189,-0.049705451163569024
ACH-000190,-0.1765196417185922
ACH-000198,-0.003616721418573711
ACH-000203,0.3849823417601383
ACH-000204,0.11180236905445452
ACH-000206,-0.26026583994707103
ACH-000207,0.07917379447605352
ACH-000208,-0.10985828334760296
ACH-000210,-0.047113979830034056
ACH-000211,-0.024791196584504332
ACH-000215,0.02580106944240254
ACH-000221,-0.017285661686222913
ACH-000222,0.10112905857698404
ACH-000223,-0.148075782489082
ACH-000226,-0.18031214286296784
ACH-000227,0.03439856378152638
ACH-000228,-0.08529309375284078
ACH-000231,-0.12428293847399408
ACH-000232,0.06389829648120852
ACH-000233,-0.028311862218982763
ACH-000234,0.013092910212035257
ACH-000235,0.03461936963885594
ACH-000237,-0.06522031619201782
ACH-000238,0.10364935505489896
ACH-000242,-0.39770722940665504
ACH-000243,-0.013445872039622522
ACH-000244,0.08836865985845659
ACH-000246,0.15098247846668886
ACH-000248,-0.04270077218799687
ACH-000250,0.014048474857643238
ACH-000251,0.053368146423601125
ACH-000252,0.028370445961918844
ACH-000253,0.012902018215902865
ACH-000255,-0.01060624641947715
ACH-000256,0.04189826205857188
ACH-000257,0.04179109083031523
ACH-000258,-0.08785408439482591
ACH-000259,0.08025894994784592
ACH-000260,-0.03252113767395462
ACH-000261,-0.1007610975923668
ACH-000262,0.02418611742596178
ACH-000263,0.21364467294049447
ACH-000264,-0.029990541936849524
ACH-000265,-0.11943650034060199
ACH-000266,-0.09020484148058314
ACH-000272,-0.036101075998670164
ACH-000274,0.004698893212600149
ACH-000277,-0.05098414002517445
ACH-000278,-0.17857330934211849
ACH-000279,-0.07386630493918611
ACH-000280,0.03020363468803118
ACH-000281,0.17530229881010875
ACH-000288,-0.008495500068449029
ACH-000291,-0.0675516727697314
ACH-000293,0.04248855487148708
ACH-000294,-0.07168459673606221
ACH-000295,-0.09640737151885102
ACH-000296,-0.19200172540294355
ACH-000302,-0.07185630520980897
ACH-000304,0.03582713060910208
ACH-000307,-0.016266385160965572
ACH-000308,0.0365361941635409
ACH-000310,0.06597857706439861
ACH-000311,0.08541199157540051
ACH-000312,0.07526537509705189
ACH-000315,0.00010408948629916176
ACH-000316,0.1833947060866587
ACH-000317,0.006708561464863373
ACH-000318,-0.11037587727233994
ACH-000319,-0.03656896961146603
ACH-000320,-0.21482321447338032
ACH-000322,-0.028588686297680476
ACH-000323,-0.03663762454271438
ACH-000324,0.03990793358322159
ACH-000329,0.10433638166720084
ACH-000330,0.07860592004150815
ACH-000331,-0.002096965488991018
